Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-L4-A4E5-01	12	375	8	15	9
TCGA-L4-A4E6-01	0	15	0	5	0
TCGA-L9-A443-01	4	270	7	22	4
TCGA-L9-A444-01	25	649	6	21	0
TCGA-L9-A50W-01	7	13	7	8	1
TCGA-L9-A5IP-01	8	308	12	24	0
TCGA-L9-A743-01	0	82	9	65	12
TCGA-L9-A7SV-01	0	1959	0	60	0
TCGA-L9-A8F4-01	24	837	9	78	23
TCGA-MN-A4N1-01	15	478	45	38	12
TCGA-MN-A4N4-01	58	1400	7	385	22
TCGA-MN-A4N5-01	8	465	22	53	14
TCGA-MP-A4SV-01	39	226	25	141	9
TCGA-MP-A4SW-01	11	18	43	13	0
TCGA-MP-A4SY-01	20	129	25	28	15
TCGA-MP-A4T2-01	17	43	18	33	0
TCGA-MP-A4T4-01	11	413	21	36	4
TCGA-MP-A4T6-01	16	15	30	24	8
TCGA-MP-A4T7-01	3	133	12	6	5
TCGA-MP-A4T8-01	11	110	18	10	0
TCGA-MP-A4T9-01	8	22	3	10	3
TCGA-MP-A4TA-01	8	355	41	42	8
TCGA-MP-A4TC-01	4	277	15	31	0
TCGA-MP-A4TD-01	3	72	21	5	0
TCGA-MP-A4TE-01	9	105	54	4	1
TCGA-MP-A4TF-01	23	474	15	27	7
TCGA-MP-A4TH-01	13	86	26	3	11
TCGA-MP-A4TI-01	17	102	20	168	6
TCGA-MP-A4TJ-01	2	78	23	5	7
TCGA-MP-A4TK-01	17	354	2	65	4
TCGA-MP-A5C7-01	7	54	27	4	4
TCGA-NJ-A4YF-01	18	728	6	29	0
TCGA-NJ-A4YG-01	10	97	35	46	10
TCGA-NJ-A4YI-01	14	479	34	31	1
TCGA-NJ-A4YP-01	70	199	0	409	13
TCGA-NJ-A4YQ-01	17	1317	13	37	7
TCGA-NJ-A55A-01	0	127	9	11	0
TCGA-NJ-A55O-01	5	144	7	9	0
TCGA-NJ-A55R-01	18	273	10	14	8
TCGA-NJ-A7XG-01	0	18	23	1	0
TCGA-O1-A52J-01	8	172	18	13	0
TCGA-S2-AA1A-01	6	127	7	4	0
TCGA-18-3406-01	13	131	31	94	8
TCGA-18-3407-01	9	25	30	3	25
TCGA-18-3408-01	13	50	25	0	10
TCGA-18-3409-01	4023	244	0	0	0
TCGA-18-3410-01	0	122	24	101	0
TCGA-18-3411-01	35	250	69	37	7
TCGA-18-3412-01	4	80	26	34	3
TCGA-18-3414-01	29	191	46	84	32
TCGA-18-3415-01	25	99	27	69	15
TCGA-18-3416-01	2	276	47	61	2
TCGA-18-3417-01	14	229	46	36	27
TCGA-18-3421-01	35	225	34	73	18
TCGA-18-4083-01	15	365	38	55	0
TCGA-18-4721-01	14	134	38	18	21
TCGA-18-5592-01	17	267	35	35	10
TCGA-18-5595-01	65	46	30	165	13
TCGA-21-1070-01	8	607	19	38	15
TCGA-21-1071-01	20	125	34	33	5
TCGA-21-1076-01	12	311	13	54	17
TCGA-21-1077-01	16	167	33	68	11
TCGA-21-1078-01	0	10	20	67	0
TCGA-21-1081-01	10	125	88	22	16
TCGA-21-1082-01	0	295	44	153	1
TCGA-21-1083-01	10	734	30	137	5
TCGA-21-5782-01	0	294	28	153	10
TCGA-21-5783-01	47	266	96	106	14
TCGA-21-5784-01	16	191	9	31	13
TCGA-21-5786-01	15	395	34	21	19
TCGA-21-5787-01	12	409	22	47	18
TCGA-21-A5DI-01	16	82	28	41	5
TCGA-22-0940-01	29	159	30	33	16
TCGA-22-0944-01	19	93	19	24	9
TCGA-22-1000-01	19	57	13	28	5
TCGA-22-1002-01	7	244	25	14	7
TCGA-22-1005-01	14	275	16	37	4
TCGA-22-1011-01	0	21	19	91	2
TCGA-22-1012-01	11	226	47	47	17
TCGA-22-1016-01	19	367	18	40	5
TCGA-22-4591-01	38	144	64	11	12
TCGA-22-4593-01	24	118	54	35	0
TCGA-22-4594-01	6	366	45	22	0
TCGA-22-4595-01	27	254	34	80	7
TCGA-22-4596-01	21	106	36	9	2
TCGA-22-4599-01	35	332	35	16	31
TCGA-22-4601-01	13	138	22	43	18
TCGA-22-4604-01	29	166	66	30	15
TCGA-22-4605-01	8	71	16	11	7
TCGA-22-4607-01	8	27	9	40	0
TCGA-22-4609-01	5	195	16	19	16
TCGA-22-4613-01	39	648	36	41	18
TCGA-22-5471-01	43	180	24	29	22
TCGA-22-5472-01	0	502	0	4	0
TCGA-22-5473-01	66	512	78	325	28
TCGA-22-5474-01	3	33	20	51	2
TCGA-22-5477-01	0	48	33	134	7
TCGA-22-5478-01	5	159	45	10	5
TCGA-22-5479-01	53	265	89	220	16
TCGA-22-5480-01	12	135	24	20	11
TCGA-22-5481-01	15	265	43	36	11
TCGA-22-5482-01	18	141	18	18	15
TCGA-22-5483-01	19	207	29	33	12
TCGA-22-5485-01	14	192	30	9	10
TCGA-22-5489-01	9	212	33	44	9
TCGA-22-5491-01	23	143	44	193	16
TCGA-22-5492-01	11	210	30	19	20
TCGA-22-A5C4-01	25	297	74	32	9
TCGA-33-4532-01	43	283	60	86	25
TCGA-33-4533-01	45	247	20	52	10
TCGA-33-4538-01	27	111	40	28	20
TCGA-33-4547-01	9	34	33	161	12
TCGA-33-4566-01	6	1533	3	96	0
TCGA-33-4582-01	25	131	49	41	4
TCGA-33-4583-01	20	618	47	58	0
TCGA-33-4586-01	9	361	43	31	14
TCGA-33-4587-01	35	160	29	58	5
TCGA-33-4589-01	31	10	43	54	0
TCGA-33-6737-01	17	280	19	244	3
TCGA-33-6738-01	16	282	32	81	13
TCGA-33-A4WN-01	14	111	31	101	0
TCGA-33-A5GW-01	10	107	23	109	0
TCGA-33-AAS8-01	13	198	46	31	0
TCGA-33-AASB-01	8	395	5	38	11
TCGA-33-AASD-01	14	373	34	35	0
TCGA-33-AASI-01	15	335	33	104	13
TCGA-33-AASJ-01	25	58	27	101	17
TCGA-33-AASL-01	14	265	17	72	13
TCGA-34-2596-01	17	201	27	82	4
TCGA-34-2600-01	24	178	47	283	39
TCGA-34-2604-01	17	630	49	38	26
TCGA-34-2605-01	7	298	30	131	12
TCGA-34-2608-01	14	102	35	40	0
TCGA-34-2609-01	7	242	39	12	5
TCGA-34-5231-01	23	581	84	112	34
TCGA-34-5232-01	25	134	66	23	7
TCGA-34-5234-01	14	178	23	3	3
TCGA-34-5236-01	12	184	22	38	13
TCGA-34-5239-01	11	231	32	25	10
TCGA-34-5240-01	20	132	28	35	3
TCGA-34-5241-01	14	174	32	35	2
TCGA-34-5927-01	17	192	53	62	0
TCGA-34-5928-01	10	145	55	242	4
TCGA-34-5929-01	0	171	17	82	10
TCGA-34-7107-01	28	164	59	56	15
TCGA-34-8454-01	0	348	10	353	0
TCGA-34-8455-01	7	570	9	27	1
TCGA-34-8456-01	8	24	6	7	4
TCGA-34-A5IX-01	16	234	49	37	16
TCGA-37-3783-01	13	132	41	281	31
TCGA-37-3789-01	7	162	29	153	16
TCGA-37-3792-01	13	950	23	107	28
TCGA-37-4129-01	0	1	4	0	1
TCGA-37-4130-01	0	1281	61	54	23
TCGA-37-4132-01	31	310	19	22	3
TCGA-37-4133-01	9	179	104	49	22
TCGA-37-4135-01	13	300	44	31	2
TCGA-37-4141-01	9	311	42	26	17
TCGA-37-5819-01	24	773	63	55	11
TCGA-37-A5EL-01	27	369	49	71	15
TCGA-37-A5EM-01	33	309	37	44	9
TCGA-37-A5EN-01	17	185	47	35	15
TCGA-39-5011-01	16	695	0	75	7
TCGA-39-5016-01	50	314	86	31	0
TCGA-39-5019-01	14	146	34	22	10
TCGA-39-5021-01	14	136	13	21	13
TCGA-39-5022-01	0	59	14	172	8
TCGA-39-5024-01	18	85	34	114	14
TCGA-39-5028-01	6	57	29	124	6
TCGA-39-5029-01	21	72	38	41	10
TCGA-39-5030-01	0	52	156	69	0
TCGA-39-5031-01	49	177	16	537	38
TCGA-39-5034-01	11	686	38	44	0
TCGA-39-5035-01	23	58	40	74	5
TCGA-39-5036-01	15	198	56	42	17
TCGA-39-5037-01	23	178	52	26	20
TCGA-39-5039-01	23	143	34	8	1
TCGA-39-5040-01	19	491	37	35	9
TCGA-43-2576-01	19	586	12	38	0
TCGA-43-2578-01	11	368	2	32	18
TCGA-43-2581-01	8	1091	7	34	0
TCGA-43-3394-01	3	129	25	16	1
TCGA-43-3920-01	12	190	17	104	11
TCGA-43-5668-01	16	720	50	38	0
TCGA-43-5670-01	1	41	22	93	13
TCGA-43-6143-01	10	289	38	53	11
TCGA-43-6647-01	5	136	24	23	12
TCGA-43-6770-01	3	169	36	45	18
TCGA-43-6771-01	9	215	18	13	0
TCGA-43-6773-01	18	19	16	15	8
TCGA-43-7656-01	13	345	43	27	1
TCGA-43-7657-01	3	99	37	15	10
TCGA-43-7658-01	37	163	33	23	6
TCGA-43-8115-01	14	156	45	30	13
TCGA-43-8116-01	9	301	51	87	11
TCGA-43-8118-01	11	572	30	166	15
TCGA-43-A474-01	17	323	76	33	26
TCGA-43-A475-01	13	218	36	38	0
TCGA-43-A56U-01	0	164	19	136	0
TCGA-43-A56V-01	8	216	13	25	14
TCGA-46-3765-01	26	149	22	68	27
TCGA-46-3767-01	6	135	6	16	4
TCGA-46-3768-01	21	243	15	50	23
TCGA-46-3769-01	6	752	32	323	33
TCGA-46-6025-01	11	106	39	69	8
TCGA-46-6026-01	23	129	52	57	3
TCGA-51-4079-01	27	352	30	81	20
TCGA-51-4080-01	10	286	35	21	0
TCGA-51-4081-01	16	176	22	16	18
TCGA-51-6867-01	24	562	44	127	25
TCGA-52-7622-01	4	259	33	21	21
TCGA-52-7809-01	24	135	54	83	12
TCGA-52-7810-01	0	218	23	272	22
TCGA-52-7811-01	12	132	18	17	8
TCGA-52-7812-01	24	278	20	49	0
TCGA-56-1622-01	14	208	34	13	18
TCGA-56-5897-01	0	53	13	57	3
TCGA-56-5898-01	14	124	13	21	10
TCGA-56-6545-01	12	231	25	87	11
TCGA-56-6546-01	28	334	29	17	8
TCGA-56-7221-01	23	224	28	88	3
TCGA-56-7222-01	21	355	39	56	18
TCGA-56-7223-01	44	223	47	39	20
TCGA-56-7579-01	23	187	24	59	24
TCGA-56-7580-01	2	117	27	19	6
TCGA-56-7582-01	17	113	42	16	16
TCGA-56-7730-01	29	342	64	18	9
TCGA-56-7731-01	3	349	30	52	9
TCGA-56-7822-01	11	206	44	186	20
TCGA-56-7823-01	24	273	31	22	4
TCGA-56-8082-01	29	163	67	22	0
TCGA-56-8083-01	8	149	27	8	7
TCGA-56-8201-01	4	129	26	35	5
TCGA-56-8304-01	24	232	16	27	5
TCGA-56-8305-01	25	383	32	47	3
TCGA-56-8307-01	12	436	39	37	1
TCGA-56-8308-01	27	308	55	45	0
TCGA-56-8309-01	7	113	21	19	1
TCGA-56-8503-01	6	69	7	116	11
TCGA-56-8504-01	16	230	25	12	8
TCGA-56-8622-01	19	188	45	40	0
TCGA-56-8624-01	4	78	26	44	6
TCGA-56-8625-01	37	260	69	216	24
TCGA-56-8626-01	19	205	45	52	1
TCGA-56-8628-01	16	451	18	17	14
TCGA-56-8629-01	8	199	34	36	1
TCGA-56-A49D-01	13	180	63	107	13
TCGA-56-A4BW-01	1	170	25	93	1
TCGA-56-A4BY-01	9	135	26	17	1
TCGA-56-A4ZJ-01	10	108	9	11	6
TCGA-56-A4ZK-01	9	187	30	52	18
TCGA-56-A5DS-01	31	127	35	64	6
TCGA-56-A62T-01	31	510	45	37	7
TCGA-58-8386-01	15	202	44	40	13
TCGA-58-8387-01	12	82	38	81	21
TCGA-58-8388-01	12	167	24	21	2
TCGA-58-8391-01	28	307	49	23	22
TCGA-58-8393-01	53	18	14	255	1
TCGA-58-A46J-01	8	150	25	28	6
TCGA-58-A46K-01	8	48	29	110	0
TCGA-58-A46L-01	5	198	29	43	5
TCGA-58-A46M-01	53	327	76	69	7
TCGA-58-A46N-01	21	181	36	21	5
TCGA-60-2695-01	13	173	34	29	23
TCGA-60-2697-01	0	12	2	0	0
TCGA-60-2698-01	28	436	38	861	32
TCGA-60-2703-01	9	249	36	69	3
TCGA-60-2704-01	20	117	56	46	13
TCGA-60-2707-01	8	67	20	45	1
TCGA-60-2708-01	8	126	57	54	13
TCGA-60-2709-01	12	152	16	21	10
TCGA-60-2710-01	19	145	49	20	21
TCGA-60-2711-01	9	100	24	21	3
TCGA-60-2712-01	5	55	23	23	6
TCGA-60-2713-01	35	196	28	48	17
TCGA-60-2714-01	5	866	85	118	26
TCGA-60-2715-01	12	58	47	20	23
TCGA-60-2716-01	2	0	14	2	4
TCGA-60-2719-01	11	158	70	30	11
TCGA-60-2720-01	0	344	7	171	2
TCGA-60-2721-01	13	59	29	155	14
TCGA-60-2722-01	28	229	35	75	25
TCGA-60-2723-01	19	281	29	19	6
TCGA-60-2724-01	26	380	19	19	1
TCGA-60-2725-01	0	147	16	22	4
TCGA-60-2726-01	22	275	49	69	13
TCGA-63-5128-01	25	281	30	33	6
TCGA-63-5131-01	16	217	35	80	46
TCGA-63-6202-01	12	336	37	21	10
TCGA-63-7020-01	4	166	19	18	20
TCGA-63-7021-01	17	211	29	41	10
TCGA-63-7022-01	16	145	27	32	19
TCGA-63-7023-01	3	122	25	21	12
TCGA-63-A5M9-01	17	53	42	17	6
TCGA-63-A5MB-01	30	263	58	43	21
TCGA-63-A5MG-01	1	86	33	17	3
TCGA-63-A5MH-01	12	107	24	122	18
TCGA-63-A5MI-01	9	99	42	82	35
TCGA-63-A5MJ-01	16	142	58	12	15
TCGA-63-A5ML-01	22	179	38	31	36
TCGA-63-A5MM-01	0	0	1363	47	0
TCGA-63-A5MN-01	4	10	17	10	7
TCGA-63-A5MP-01	26	134	64	4	6
TCGA-63-A5MR-01	24	82	23	80	16
TCGA-63-A5MS-01	7	278	42	156	5
TCGA-63-A5MT-01	0	132	47	115	4
TCGA-63-A5MU-01	26	124	49	74	0
TCGA-63-A5MV-01	13	93	17	19	11
TCGA-63-A5MW-01	27	348	70	88	53
TCGA-63-A5MY-01	7	147	28	25	10
TCGA-66-2727-01	10	167	26	31	17
TCGA-66-2734-01	11	202	14	8	14
TCGA-66-2742-01	0	196	55	17	12
TCGA-66-2744-01	10	164	19	39	18
TCGA-66-2754-01	41	180	51	52	22
TCGA-66-2755-01	9	246	18	14	2
TCGA-66-2756-01	8	539	40	38	8
TCGA-66-2757-01	8	256	14	28	12
TCGA-66-2758-01	5	237	33	136	15
TCGA-66-2759-01	28	289	93	125	12
TCGA-66-2763-01	21	378	42	53	0
TCGA-66-2765-01	12	60	24	11	5
TCGA-66-2766-01	32	275	42	146	12
TCGA-66-2767-01	27	280	61	41	5
TCGA-66-2769-01	0	279	57	79	36
TCGA-66-2770-01	26	209	45	24	14
TCGA-66-2771-01	10	160	23	105	29
TCGA-66-2773-01	71	131	46	463	47
TCGA-66-2777-01	36	110	42	24	0
TCGA-66-2778-01	14	41	31	89	10
TCGA-66-2780-01	12	110	22	30	5
TCGA-66-2781-01	10	109	14	32	2
TCGA-66-2782-01	35	327	22	81	1
TCGA-66-2783-01	36	191	32	41	8
TCGA-66-2785-01	0	405	32	1030	0
TCGA-66-2786-01	9	129	45	90	10
TCGA-66-2787-01	18	486	14	49	5
TCGA-66-2788-01	12	162	14	54	14
TCGA-66-2789-01	20	320	40	55	1
TCGA-66-2791-01	27	202	51	94	8
TCGA-66-2792-01	22	93	48	11	3
TCGA-66-2793-01	19	282	46	17	20
TCGA-66-2794-01	9	75	45	73	1
TCGA-66-2795-01	24	238	49	33	19
TCGA-66-2800-01	23	172	45	17	1
TCGA-68-7755-01	26	218	54	27	13
TCGA-68-7756-01	3	83	23	9	0
TCGA-68-7757-01	0	322	34	17	5
TCGA-68-8250-01	12	281	35	34	14
TCGA-68-8251-01	23	52	140	160	16
TCGA-68-A59J-01	16	299	24	119	10
TCGA-6A-AB49-01	12	419	23	34	4
TCGA-70-6722-01	20	306	7	30	0
TCGA-70-6723-01	17	77	34	4	8
TCGA-77-6842-01	8	334	46	62	10
TCGA-77-6843-01	10	107	39	43	25
TCGA-77-6844-01	24	147	28	36	11
TCGA-77-6845-01	19	197	18	36	22
TCGA-77-7139-01	24	144	32	26	10
TCGA-77-7140-01	12	114	30	58	15
TCGA-77-7141-01	0	368	51	414	39
TCGA-77-7142-01	28	186	76	41	0
TCGA-77-7335-01	10	131	49	93	9
TCGA-77-7337-01	31	273	42	63	16
TCGA-77-7338-01	0	71	34	55	11
TCGA-77-7463-01	17	390	31	46	4
TCGA-77-7465-01	32	348	48	28	26
TCGA-77-8007-01	6	66	30	15	2
TCGA-77-8008-01	16	164	21	4	15
TCGA-77-8009-01	34	90	37	34	17
TCGA-77-8128-01	16	270	56	35	1
TCGA-77-8130-01	16	139	51	14	6
TCGA-77-8131-01	2	47	17	21	0
TCGA-77-8133-01	39	355	46	21	10
TCGA-77-8136-01	0	202	22	339	0
TCGA-77-8138-01	11	81	20	7	7
TCGA-77-8139-01	10	156	44	35	18
TCGA-77-8140-01	12	296	18	101	30
TCGA-77-8143-01	6	113	33	19	12
TCGA-77-8144-01	30	355	37	50	10
TCGA-77-8145-01	10	69	35	28	8
TCGA-77-8146-01	23	140	20	17	4
TCGA-77-8148-01	38	182	77	16	16
TCGA-77-8150-01	1	92	37	16	3
TCGA-77-8153-01	7	149	43	21	2
TCGA-77-8154-01	26	160	38	27	5
TCGA-77-8156-01	23	183	40	13	12
TCGA-77-A5FZ-01	0	1	0	0	0
TCGA-77-A5G1-01	9	148	12	22	10
TCGA-77-A5G3-01	57	539	65	115	0
TCGA-77-A5G6-01	15	505	50	40	4
TCGA-77-A5G7-01	4	64	21	20	19
TCGA-77-A5G8-01	32	186	45	15	0
TCGA-77-A5GA-01	18	103	48	19	6
TCGA-77-A5GB-01	15	33	28	95	0
TCGA-77-A5GF-01	14	83	19	27	3
TCGA-77-A5GH-01	24	177	39	87	16
TCGA-79-5596-01	16	192	31	12	0
TCGA-85-6175-01	9	9	24	6	6
TCGA-85-6560-01	12	323	92	59	32
TCGA-85-6561-01	18	184	18	68	17
TCGA-85-6798-01	9	193	55	55	29
TCGA-85-7696-01	41	122	52	38	10
TCGA-85-7697-01	37	219	33	43	10
TCGA-85-7698-01	17	79	29	36	6
TCGA-85-7699-01	7	149	52	27	8
TCGA-85-7710-01	15	120	35	74	0
TCGA-85-7843-01	4	169	39	71	10
TCGA-85-7844-01	15	146	42	5	8
TCGA-85-7950-01	11	214	26	63	14
TCGA-85-8048-01	16	84	35	17	0
TCGA-85-8049-01	20	162	34	27	24
TCGA-85-8052-01	15	77	37	14	13
TCGA-85-8070-01	5	185	35	41	11
TCGA-85-8071-01	27	360	42	45	8
TCGA-85-8072-01	13	123	56	24	11
TCGA-85-8276-01	19	223	36	47	26
TCGA-85-8277-01	37	161	44	59	0
TCGA-85-8287-01	12	201	40	48	16
TCGA-85-8288-01	17	167	73	30	18
TCGA-85-8350-01	31	290	28	49	2
TCGA-85-8351-01	2	104	46	25	10
TCGA-85-8352-01	18	225	19	51	14
TCGA-85-8353-01	14	151	31	21	5
TCGA-85-8354-01	13	115	47	89	7
TCGA-85-8355-01	25	194	28	23	12
TCGA-85-8479-01	25	61	51	11	0
TCGA-85-8481-01	9	297	38	34	10
TCGA-85-8580-01	21	242	36	11	32
TCGA-85-8582-01	8	329	22	24	11
TCGA-85-8584-01	13	264	13	35	5
TCGA-85-8664-01	10	183	40	38	10
TCGA-85-8666-01	24	203	16	37	16
TCGA-85-A4CL-01	122	113	25	763	11
TCGA-85-A4CN-01	8	162	39	21	9
TCGA-85-A4JB-01	34	473	23	39	17
TCGA-85-A4JC-01	19	170	21	112	3
TCGA-85-A4PA-01	0	2	11	0	0
TCGA-85-A4QQ-01	13	98	25	237	23
TCGA-85-A4QR-01	17	114	68	56	24
TCGA-85-A50M-01	8	58	20	15	3
TCGA-85-A50Z-01	5	476	16	74	0
TCGA-85-A510-01	13	151	18	3	0
TCGA-85-A511-01	10	192	12	34	16
TCGA-85-A512-01	12	117	13	47	11
TCGA-85-A513-01	7	6	11	1	3
TCGA-85-A53L-01	3	195	30	16	0
TCGA-85-A5B5-01	16	384	31	24	11
TCGA-90-7766-01	6	74	25	30	0
TCGA-90-7767-01	13	81	23	21	0
TCGA-90-7769-01	43	488	48	42	8
TCGA-90-7964-01	49	370	28	138	10
TCGA-90-A4ED-01	2612	128	0	0	0
TCGA-90-A4EE-01	52	202	38	161	0
TCGA-90-A59Q-01	7	314	23	10	0
TCGA-92-7340-01	9	300	73	170	5
TCGA-92-7341-01	19	94	72	19	11
TCGA-92-8063-01	18	356	23	28	15
TCGA-92-8064-01	30	177	43	13	10
TCGA-92-8065-01	37	21	19	275	4
TCGA-94-7033-01	5	45	41	63	2
TCGA-94-7557-01	29	21	26	58	5
TCGA-94-7943-01	47	65	20	111	10
TCGA-94-8035-01	17	147	32	48	7
TCGA-94-8490-01	15	421	508	88	102
TCGA-94-8491-01	2	433	47	157	40
TCGA-94-A4VJ-01	11	392	44	52	13
TCGA-94-A5I4-01	18	207	43	28	17
TCGA-94-A5I6-01	14	139	34	24	3
TCGA-96-7544-01	3	318	49	96	32
TCGA-96-7545-01	14	72	22	14	27
TCGA-96-8169-01	12	135	41	15	11
TCGA-96-8170-01	8	197	20	95	11
TCGA-96-A4JK-01	44	406	60	108	16
TCGA-96-A4JL-01	14	0	48	4	6
TCGA-98-7454-01	17	181	15	44	4
TCGA-98-8020-01	1	26	32	51	8
TCGA-98-8021-01	115	249	21	889	16
TCGA-98-8022-01	3	150	53	68	33
TCGA-98-8023-01	25	174	23	17	12
TCGA-98-A538-01	30	628	31	134	19
TCGA-98-A539-01	23	146	16	43	0
TCGA-98-A53A-01	17	299	30	32	13
TCGA-98-A53B-01	12	96	32	39	11
TCGA-98-A53C-01	0	1	1	0	2
TCGA-98-A53H-01	1	34	0	1	1
TCGA-98-A53I-01	30	325	53	64	17
TCGA-98-A53J-01	22	58	22	37	5
TCGA-J1-A4AH-01	22	91	27	68	26
TCGA-L3-A4E7-01	2	93	24	7	0
TCGA-L3-A524-01	10	349	38	21	16
TCGA-LA-A446-01	34	281	28	55	21
TCGA-LA-A7SW-01	0	18	37	43	25
TCGA-MF-A522-01	90	163	50	429	24
TCGA-NC-A5HD-01	16	441	27	57	25
TCGA-NC-A5HE-01	16	180	21	27	9
TCGA-NC-A5HF-01	0	234	39	36	6
TCGA-NC-A5HG-01	169	381	66	170	0
TCGA-NC-A5HH-01	33	306	45	28	24
TCGA-NC-A5HI-01	6	380	34	99	25
TCGA-NC-A5HJ-01	11	432	24	27	11
TCGA-NC-A5HK-01	7	278	23	23	11
TCGA-NC-A5HL-01	25	150	46	34	15
TCGA-NC-A5HM-01	24	252	26	32	20
TCGA-NC-A5HN-01	91	507	67	45	30
TCGA-NC-A5HO-01	11	217	31	37	12
TCGA-NC-A5HP-01	19	380	27	77	7
TCGA-NC-A5HQ-01	26	303	51	38	10
TCGA-NC-A5HR-01	19	318	25	25	22
TCGA-NC-A5HT-01	38	299	39	23	15
TCGA-NK-A5CR-01	41	266	35	40	0
TCGA-NK-A5CT-01	11	259	38	86	13
TCGA-NK-A5CX-01	3	185	17	6	4
TCGA-NK-A5D1-01	21	71	35	24	9
TCGA-NK-A7XE-01	14	6	14	98	0
TCGA-O2-A52N-01	15	468	36	93	23
TCGA-O2-A52Q-01	28	961	26	207	3
TCGA-O2-A52S-01	36	268	38	115	14
TCGA-O2-A52V-01	24	237	22	21	28
TCGA-O2-A52W-01	15	70	31	14	0
TCGA-O2-A5IB-01	16	260	8	21	9
TCGA-XC-AA0X-01	19	138	25	33	16
TCGA-3M-AB46-01	9	78	58	40	13
TCGA-3M-AB47-01	15	21	78	1	26
TCGA-B7-5816-01	49	209	1012	0	137
TCGA-B7-5818-01	86	54	117	38	199
TCGA-B7-A5TI-01	16	35	612	17	13
TCGA-B7-A5TJ-01	19	0	208	1	84
TCGA-B7-A5TK-01	0	7	49	14	0
TCGA-B7-A5TN-01	5	18	47	7	23
TCGA-BR-4183-01	11	0	49	0	10
TCGA-BR-4184-01	0	0	4137	0	0
TCGA-BR-4187-01	4	0	26	3	5
TCGA-BR-4188-01	3	0	90	4	6
TCGA-BR-4191-01	39	109	49	36	21
TCGA-BR-4201-01	73	29	1342	8	45
TCGA-BR-4253-01	12	5	47	12	28
TCGA-BR-4255-01	13	4	47	0	10
TCGA-BR-4256-01	39	134	853	18	93
TCGA-BR-4257-01	57	138	919	0	119
TCGA-BR-4267-01	1	35	26	17	28
TCGA-BR-4279-01	9	2	33	2	15
TCGA-BR-4280-01	6	124	543	0	99
TCGA-BR-4292-01	36	0	1420	13	27
TCGA-BR-4294-01	6	18	15	0	0
TCGA-BR-4357-01	16	63	55	62	123
TCGA-BR-4361-01	167	377	2085	16	296
TCGA-BR-4362-01	11	25	1428	1	244
TCGA-BR-4363-01	12	17	505	0	52
TCGA-BR-4366-01	12	31	87	19	30
TCGA-BR-4368-01	63	63	1277	18	13
TCGA-BR-4369-01	14	0	73	22	124
TCGA-BR-4370-01	62	0	1103	17	40
TCGA-BR-4371-01	17	0	142	16	28
TCGA-BR-6452-01	361	1060	3993	35	678
TCGA-BR-6453-01	0	0	62	1	163
TCGA-BR-6454-01	4	37	63	20	55
TCGA-BR-6455-01	12	12	88	3	0
TCGA-BR-6456-01	1	23	14	3	6
TCGA-BR-6457-01	3	9	65	6	58
TCGA-BR-6458-01	0	0	58	0	317
TCGA-BR-6563-01	4	0	59	2	21
TCGA-BR-6564-01	7	6	16	6	6
TCGA-BR-6565-01	17	38	70	19	32
TCGA-BR-6566-01	32	136	799	0	81
TCGA-BR-6705-01	1	3	57	12	43
TCGA-BR-6706-01	0	0	36	0	207
TCGA-BR-6707-01	7	7	65	7	4
TCGA-BR-6709-01	7	10	18	7	11
TCGA-BR-6801-01	14	0	39	6	2
TCGA-BR-6802-01	8	0	505	2	9
TCGA-BR-6803-01	2	7	8	1	1
TCGA-BR-6852-01	33	104	960	0	75
TCGA-BR-7196-01	9	29	38	6	4
TCGA-BR-7197-01	16	0	97	5	106
TCGA-BR-7703-01	22	69	635	18	33
TCGA-BR-7704-01	21	132	72	60	164
TCGA-BR-7707-01	41	75	1284	6	122
TCGA-BR-7715-01	13	14	91	4	45
TCGA-BR-7716-01	5	46	31	78	35
TCGA-BR-7717-01	6	3	104	13	52
TCGA-BR-7722-01	7	1	40	5	5
TCGA-BR-7723-01	12	21	66	5	104
TCGA-BR-7851-01	63	49	1407	9	43
TCGA-BR-7901-01	14	26	70	31	88
TCGA-BR-7957-01	11	8	34	0	8
TCGA-BR-7958-01	21	42	63	18	64
TCGA-BR-7959-01	10	1	65	15	34
TCGA-BR-8058-01	2	14	18	12	14
TCGA-BR-8059-01	19	196	472	22	127
TCGA-BR-8060-01	23	44	60	20	134
TCGA-BR-8077-01	12	14	79	13	23
TCGA-BR-8078-01	26	71	1393	19	95
TCGA-BR-8080-01	0	29	102	5	87
TCGA-BR-8081-01	34	44	903	8	33
TCGA-BR-8284-01	24	17	329	9	22
TCGA-BR-8285-01	21	5	68	0	26
TCGA-BR-8286-01	21	14	79	9	45
TCGA-BR-8289-01	9	36	67	12	115
TCGA-BR-8291-01	0	9	12	2	9
TCGA-BR-8295-01	0	4	21	9	23
TCGA-BR-8296-01	1	1	70	18	0
TCGA-BR-8297-01	0	4	97	14	176
TCGA-BR-8360-01	29	53	889	11	18
TCGA-BR-8361-01	82	35	1510	16	97
TCGA-BR-8363-01	61	136	985	4	144
TCGA-BR-8364-01	6	3	11	1	4
TCGA-BR-8365-01	5	4	15	3	2
TCGA-BR-8366-01	20	9	63	0	118
TCGA-BR-8367-01	2	4	55	4	10
TCGA-BR-8368-01	24	2	1013	8	26
TCGA-BR-8369-01	12	29	115	4	96
