Samples	SBS96A	SBS96B
TCGA-62-A46S-01	133	26
TCGA-62-A46U-01	46	6
TCGA-62-A46V-01	60	11
TCGA-62-A46Y-01	35	4
TCGA-62-A470-01	130	17
TCGA-62-A471-01	102	46
TCGA-62-A472-01	52	20
TCGA-64-1676-01	716	24
TCGA-64-1679-01	574	40
TCGA-64-1680-01	63	13
TCGA-64-1681-01	79	27
TCGA-64-5774-01	173	3
TCGA-64-5775-01	557	32
TCGA-64-5778-01	541	38
TCGA-64-5779-01	428	9
TCGA-64-5781-01	1239	166
TCGA-64-5815-01	198	15
TCGA-67-3770-01	254	19
TCGA-67-3771-01	1062	258
TCGA-67-3773-01	107	18
TCGA-67-3774-01	127	23
TCGA-67-4679-01	324	28
TCGA-67-6215-01	109	28
TCGA-67-6216-01	31	14
TCGA-67-6217-01	209	25
TCGA-69-7760-01	79	9
TCGA-69-7761-01	34	2
TCGA-69-7763-01	94	6
TCGA-69-7764-01	106	10
TCGA-69-7765-01	669	78
TCGA-69-7973-01	294	15
TCGA-69-7974-01	598	42
TCGA-69-7978-01	670	96
TCGA-69-7979-01	1730	70
TCGA-69-7980-01	859	112
TCGA-69-8253-01	184	25
TCGA-69-8254-01	84	13
TCGA-69-8255-01	314	51
TCGA-69-A59K-01	608	29
TCGA-71-6725-01	62	11
TCGA-71-8520-01	93	12
TCGA-73-4658-01	353	95
TCGA-73-4659-01	241	21
TCGA-73-4662-01	247	21
TCGA-73-4666-01	451	20
TCGA-73-4668-01	619	10
TCGA-73-4670-01	381	60
TCGA-73-4675-01	78	6
TCGA-73-4676-01	99	13
TCGA-73-4677-01	274	30
TCGA-73-7498-01	125	14
TCGA-73-7499-01	69	14
TCGA-73-A9RS-01	1112	60
TCGA-75-5122-01	137	30
TCGA-75-5125-01	176	34
TCGA-75-5126-01	670	111
TCGA-75-5146-01	225	14
TCGA-75-5147-01	42	5
TCGA-75-6203-01	18	1
TCGA-75-6205-01	48	12
TCGA-75-6206-01	91	18
TCGA-75-6207-01	68	16
TCGA-75-6211-01	422	20
TCGA-75-6212-01	13	8
TCGA-75-6214-01	745	154
TCGA-75-7025-01	30	8
TCGA-75-7027-01	276	27
TCGA-75-7030-01	17	1
TCGA-75-7031-01	231	28
TCGA-78-7145-01	215	22
TCGA-78-7146-01	383	81
TCGA-78-7147-01	367	60
TCGA-78-7148-01	242	32
TCGA-78-7149-01	142	58
TCGA-78-7150-01	386	123
TCGA-78-7152-01	189	66
TCGA-78-7153-01	132	24
TCGA-78-7154-01	255	73
TCGA-78-7155-01	1726	112
TCGA-78-7156-01	300	117
TCGA-78-7158-01	246	38
TCGA-78-7159-01	373	7
TCGA-78-7160-01	46	11
TCGA-78-7161-01	222	14
TCGA-78-7162-01	79	22
TCGA-78-7163-01	22	5
TCGA-78-7166-01	251	24
TCGA-78-7167-01	131	23
TCGA-78-7220-01	887	159
TCGA-78-7535-01	202	18
TCGA-78-7536-01	706	32
TCGA-78-7537-01	142	27
TCGA-78-7539-01	471	134
TCGA-78-7540-01	33	3
TCGA-78-7542-01	425	52
TCGA-78-7633-01	122	13
TCGA-78-8640-01	815	99
TCGA-78-8648-01	15	1
TCGA-78-8655-01	114	18
TCGA-78-8660-01	254	50
TCGA-78-8662-01	1325	115
TCGA-80-5607-01	103	55
TCGA-80-5608-01	194	5
TCGA-80-5611-01	213	34
TCGA-83-5908-01	265	30
TCGA-86-6562-01	62	12
TCGA-86-6851-01	1028	66
TCGA-86-7701-01	239	9
TCGA-86-7711-01	238	34
TCGA-86-7713-01	153	33
TCGA-86-7714-01	80	11
TCGA-86-7953-01	61	4
TCGA-86-7954-01	248	42
TCGA-86-7955-01	329	48
TCGA-86-8054-01	255	20
TCGA-86-8055-01	58	5
TCGA-86-8056-01	231	109
TCGA-86-8073-01	1750	95
TCGA-86-8074-01	65	14
TCGA-86-8075-01	56	6
TCGA-86-8076-01	71	13
TCGA-86-8278-01	99	45
TCGA-86-8279-01	627	9
TCGA-86-8280-01	39	16
TCGA-86-8281-01	309	28
TCGA-86-8358-01	1299	77
TCGA-86-8359-01	180	20
TCGA-86-8585-01	642	68
TCGA-86-8668-01	42	3
TCGA-86-8669-01	145	25
TCGA-86-8671-01	36	11
TCGA-86-8672-01	324	52
TCGA-86-8673-01	540	65
TCGA-86-8674-01	350	32
TCGA-86-A456-01	397	55
TCGA-86-A4JF-01	1509	137
TCGA-86-A4P7-01	71	13
TCGA-86-A4P8-01	1	1
TCGA-91-6828-01	315	21
TCGA-91-6829-01	725	80
TCGA-91-6830-01	205	110
TCGA-91-6831-01	300	40
TCGA-91-6835-01	100	13
TCGA-91-6836-01	535	44
TCGA-91-6840-01	110	32
TCGA-91-6847-01	93	12
TCGA-91-6848-01	665	76
TCGA-91-6849-01	122	19
TCGA-91-7771-01	203	48
TCGA-91-8496-01	36	5
TCGA-91-8497-01	39	17
TCGA-91-8499-01	326	69
TCGA-91-A4BC-01	543	20
TCGA-91-A4BD-01	25	2
TCGA-93-7347-01	131	12
TCGA-93-7348-01	114	19
TCGA-93-8067-01	438	236
TCGA-93-A4JN-01	84	14
TCGA-93-A4JO-01	53	12
TCGA-93-A4JP-01	64	18
TCGA-93-A4JQ-01	124	21
TCGA-95-7039-01	1455	87
TCGA-95-7043-01	1240	79
TCGA-95-7562-01	448	13
TCGA-95-7567-01	1124	19
TCGA-95-7944-01	192	115
TCGA-95-7947-01	489	176
TCGA-95-7948-01	122	61
TCGA-95-8039-01	101	17
TCGA-95-8494-01	99	34
TCGA-95-A4VK-01	291	27
TCGA-95-A4VN-01	559	32
TCGA-95-A4VP-01	152	9
TCGA-97-7546-01	337	15
TCGA-97-7547-01	189	37
TCGA-97-7552-01	43	4
TCGA-97-7553-01	44	7
TCGA-97-7554-01	505	54
TCGA-97-7937-01	538	26
TCGA-97-7938-01	476	29
TCGA-97-7941-01	110	11
TCGA-97-8171-01	60	7
TCGA-97-8172-01	304	27
TCGA-97-8174-01	196	17
TCGA-97-8175-01	29	12
TCGA-97-8176-01	157	40
TCGA-97-8177-01	37	10
TCGA-97-8179-01	194	14
TCGA-97-8547-01	59	11
TCGA-97-8552-01	25	4
TCGA-97-A4LX-01	215	4
TCGA-97-A4M0-01	449	51
TCGA-97-A4M1-01	50	5
TCGA-97-A4M2-01	25	7
TCGA-97-A4M3-01	233	17
TCGA-97-A4M5-01	120	70
TCGA-97-A4M6-01	35	7
TCGA-97-A4M7-01	375	9
TCGA-99-7458-01	526	51
TCGA-99-8025-01	506	93
TCGA-99-8028-01	540	2
TCGA-99-8032-01	466	26
TCGA-99-8033-01	203	20
TCGA-99-AA5R-01	67	6
TCGA-J2-8192-01	72	18
TCGA-J2-8194-01	164	26
TCGA-J2-A4AD-01	364	53
TCGA-J2-A4AE-01	54	8
TCGA-J2-A4AG-01	108	6
TCGA-L4-A4E5-01	395	24
TCGA-L4-A4E6-01	20	0
TCGA-L9-A443-01	291	16
TCGA-L9-A444-01	658	43
TCGA-L9-A50W-01	25	11
TCGA-L9-A5IP-01	330	22
TCGA-L9-A743-01	140	28
TCGA-L9-A7SV-01	2013	6
TCGA-L9-A8F4-01	901	70
TCGA-MN-A4N1-01	554	34
TCGA-MN-A4N4-01	1612	260
TCGA-MN-A4N5-01	524	38
TCGA-MP-A4SV-01	337	103
TCGA-MP-A4SW-01	73	12
TCGA-MP-A4SY-01	182	35
TCGA-MP-A4T2-01	81	30
TCGA-MP-A4T4-01	454	31
TCGA-MP-A4T6-01	70	23
TCGA-MP-A4T7-01	152	7
TCGA-MP-A4T8-01	132	17
TCGA-MP-A4T9-01	33	13
TCGA-MP-A4TA-01	426	28
TCGA-MP-A4TC-01	306	21
TCGA-MP-A4TD-01	96	5
TCGA-MP-A4TE-01	164	9
TCGA-MP-A4TF-01	504	42
TCGA-MP-A4TH-01	123	16
TCGA-MP-A4TI-01	223	90
TCGA-MP-A4TJ-01	111	4
TCGA-MP-A4TK-01	387	55
TCGA-MP-A5C7-01	87	9
TCGA-NJ-A4YF-01	745	36
TCGA-NJ-A4YG-01	167	31
TCGA-NJ-A4YI-01	528	31
TCGA-NJ-A4YP-01	443	248
TCGA-NJ-A4YQ-01	1354	37
TCGA-NJ-A55A-01	143	4
TCGA-NJ-A55O-01	155	10
TCGA-NJ-A55R-01	293	30
TCGA-NJ-A7XG-01	42	0
TCGA-O1-A52J-01	196	15
TCGA-S2-AA1A-01	135	9
TCGA-18-3406-01	228	49
TCGA-18-3407-01	79	13
TCGA-18-3408-01	84	14
TCGA-18-3409-01	0	4267
TCGA-18-3410-01	213	34
TCGA-18-3411-01	347	51
TCGA-18-3412-01	129	18
TCGA-18-3414-01	313	69
TCGA-18-3415-01	179	56
TCGA-18-3416-01	362	26
TCGA-18-3417-01	318	34
TCGA-18-3421-01	313	72
TCGA-18-4083-01	432	41
TCGA-18-4721-01	201	24
TCGA-18-5592-01	328	36
TCGA-18-5595-01	185	134
TCGA-21-1070-01	659	28
TCGA-21-1071-01	181	36
TCGA-21-1076-01	365	42
TCGA-21-1077-01	247	48
TCGA-21-1078-01	75	22
TCGA-21-1081-01	245	16
TCGA-21-1082-01	436	57
TCGA-21-1083-01	843	73
TCGA-21-5782-01	431	54
TCGA-21-5783-01	438	91
TCGA-21-5784-01	224	36
TCGA-21-5786-01	457	27
TCGA-21-5787-01	471	37
TCGA-21-A5DI-01	140	32
TCGA-22-0940-01	216	51
TCGA-22-0944-01	132	32
TCGA-22-1000-01	90	32
TCGA-22-1002-01	282	15
TCGA-22-1005-01	311	35
TCGA-22-1011-01	112	21
TCGA-22-1012-01	316	32
TCGA-22-1016-01	408	41
TCGA-22-4591-01	225	44
TCGA-22-4593-01	192	39
TCGA-22-4594-01	424	15
TCGA-22-4595-01	339	63
TCGA-22-4596-01	148	26
TCGA-22-4599-01	398	51
TCGA-22-4601-01	198	36
TCGA-22-4604-01	263	43
TCGA-22-4605-01	99	14
TCGA-22-4607-01	61	23
TCGA-22-4609-01	235	16
TCGA-22-4613-01	714	68
TCGA-22-5471-01	232	66
TCGA-22-5472-01	506	0
TCGA-22-5473-01	797	212
TCGA-22-5474-01	87	22
TCGA-22-5477-01	173	49
TCGA-22-5478-01	216	8
TCGA-22-5479-01	501	142
TCGA-22-5480-01	180	22
TCGA-22-5481-01	336	34
TCGA-22-5482-01	179	31
TCGA-22-5483-01	262	38
TCGA-22-5485-01	235	20
TCGA-22-5489-01	277	30
TCGA-22-5491-01	316	103
TCGA-22-5492-01	268	22
TCGA-22-A5C4-01	398	39
TCGA-33-4532-01	410	87
TCGA-33-4533-01	293	81
TCGA-33-4538-01	184	42
TCGA-33-4547-01	185	64
TCGA-33-4566-01	1584	54
TCGA-33-4582-01	208	42
TCGA-33-4583-01	695	48
TCGA-33-4586-01	434	24
TCGA-33-4587-01	223	64
TCGA-33-4589-01	94	44
TCGA-33-6737-01	445	118
TCGA-33-6738-01	371	53
TCGA-33-A4WN-01	203	54
TCGA-33-A5GW-01	199	50
TCGA-33-AAS8-01	264	24
TCGA-33-AASB-01	425	32
TCGA-33-AASD-01	425	31
TCGA-33-AASI-01	437	63
TCGA-33-AASJ-01	164	64
TCGA-33-AASL-01	332	49
TCGA-34-2596-01	280	51
TCGA-34-2600-01	432	139
TCGA-34-2604-01	721	39
TCGA-34-2605-01	412	66
TCGA-34-2608-01	161	30
TCGA-34-2609-01	293	12
TCGA-34-5231-01	758	76
TCGA-34-5232-01	221	34
TCGA-34-5234-01	204	17
TCGA-34-5236-01	238	31
TCGA-34-5239-01	284	25
TCGA-34-5240-01	180	38
TCGA-34-5241-01	228	29
TCGA-34-5927-01	281	43
TCGA-34-5928-01	359	97
TCGA-34-5929-01	246	34
TCGA-34-7107-01	267	55
TCGA-34-8454-01	584	127
TCGA-34-8455-01	595	19
TCGA-34-8456-01	36	13
TCGA-34-A5IX-01	317	35
TCGA-37-3783-01	375	123
TCGA-37-3789-01	299	68
TCGA-37-3792-01	1052	69
TCGA-37-4129-01	6	0
TCGA-37-4130-01	1398	21
TCGA-37-4132-01	338	47
TCGA-37-4133-01	336	27
TCGA-37-4135-01	363	27
TCGA-37-4141-01	385	20
TCGA-37-5819-01	872	54
TCGA-37-A5EL-01	468	63
TCGA-37-A5EM-01	374	58
TCGA-37-A5EN-01	266	33
TCGA-39-5011-01	734	59
TCGA-39-5016-01	416	65
TCGA-39-5019-01	201	25
TCGA-39-5021-01	168	29
TCGA-39-5022-01	198	55
TCGA-39-5024-01	205	60
TCGA-39-5028-01	171	51
TCGA-39-5029-01	145	37
TCGA-39-5030-01	261	16
TCGA-39-5031-01	555	262
TCGA-39-5034-01	747	32
TCGA-39-5035-01	151	49
TCGA-39-5036-01	295	33
TCGA-39-5037-01	261	38
TCGA-39-5039-01	181	28
TCGA-39-5040-01	552	39
TCGA-43-2576-01	613	42
TCGA-43-2578-01	399	32
TCGA-43-2581-01	1117	23
TCGA-43-3394-01	164	10
TCGA-43-3920-01	275	59
TCGA-43-5668-01	789	35
TCGA-43-5670-01	133	37
TCGA-43-6143-01	366	35
TCGA-43-6647-01	184	16
TCGA-43-6770-01	248	23
TCGA-43-6771-01	239	16
TCGA-43-6773-01	53	23
TCGA-43-7656-01	404	25
TCGA-43-7657-01	156	8
TCGA-43-7658-01	209	53
TCGA-43-8115-01	230	28
TCGA-43-8116-01	413	46
TCGA-43-8118-01	704	90
TCGA-43-A474-01	442	33
TCGA-43-A475-01	276	29
TCGA-43-A56U-01	269	50
TCGA-43-A56V-01	253	23
TCGA-46-3765-01	227	65
TCGA-46-3767-01	152	15
TCGA-46-3768-01	302	50
TCGA-46-3769-01	991	155
TCGA-46-6025-01	195	38
TCGA-46-6026-01	217	47
TCGA-51-4079-01	437	73
TCGA-51-4080-01	332	20
TCGA-51-4081-01	221	27
TCGA-51-6867-01	694	88
TCGA-52-7622-01	323	15
TCGA-52-7809-01	251	57
TCGA-52-7810-01	424	111
TCGA-52-7811-01	166	21
TCGA-52-7812-01	319	52
TCGA-56-1622-01	263	24
TCGA-56-5897-01	104	22
TCGA-56-5898-01	156	26
TCGA-56-6545-01	313	53
TCGA-56-6546-01	375	41
TCGA-56-7221-01	302	64
TCGA-56-7222-01	439	50
TCGA-56-7223-01	306	67
TCGA-56-7579-01	264	53
TCGA-56-7580-01	162	9
TCGA-56-7582-01	179	25
TCGA-56-7730-01	422	40
TCGA-56-7731-01	416	27
TCGA-56-7822-01	382	85
TCGA-56-7823-01	317	37
TCGA-56-8082-01	244	37
TCGA-56-8083-01	187	12
TCGA-56-8201-01	180	19
TCGA-56-8304-01	262	42
TCGA-56-8305-01	438	52
TCGA-56-8307-01	496	29
TCGA-56-8308-01	387	48
TCGA-56-8309-01	145	16
TCGA-56-8503-01	158	51
TCGA-56-8504-01	267	24
TCGA-56-8622-01	253	39
TCGA-56-8624-01	137	21
TCGA-56-8625-01	477	129
TCGA-56-8626-01	281	41
TCGA-56-8628-01	488	28
TCGA-56-8629-01	255	23
TCGA-56-A49D-01	322	54
TCGA-56-A4BW-01	253	37
TCGA-56-A4BY-01	170	18
TCGA-56-A4ZJ-01	127	17
TCGA-56-A4ZK-01	264	32
TCGA-56-A5DS-01	204	59
TCGA-56-A62T-01	577	53
TCGA-58-8386-01	280	34
TCGA-58-8387-01	190	44
TCGA-58-8388-01	203	23
TCGA-58-8391-01	387	42
TCGA-58-8393-01	203	138
TCGA-58-A46J-01	196	21
TCGA-58-A46K-01	147	48
TCGA-58-A46L-01	255	25
TCGA-58-A46M-01	442	90
TCGA-58-A46N-01	231	33
TCGA-60-2695-01	245	27
TCGA-60-2697-01	14	0
TCGA-60-2698-01	1036	359
TCGA-60-2703-01	327	39
TCGA-60-2704-01	214	38
TCGA-60-2707-01	115	26
TCGA-60-2708-01	229	29
TCGA-60-2709-01	186	25
TCGA-60-2710-01	223	31
TCGA-60-2711-01	139	18
TCGA-60-2712-01	97	15
TCGA-60-2713-01	262	62
TCGA-60-2714-01	1040	60
TCGA-60-2715-01	138	22
TCGA-60-2716-01	20	2
TCGA-60-2719-01	256	24
TCGA-60-2720-01	454	70
TCGA-60-2721-01	201	69
TCGA-60-2722-01	325	67
TCGA-60-2723-01	324	30
TCGA-60-2724-01	406	39
TCGA-60-2725-01	185	4
TCGA-60-2726-01	372	56
TCGA-63-5128-01	330	45
TCGA-63-5131-01	336	58
TCGA-63-6202-01	391	25
TCGA-63-7020-01	211	16
TCGA-63-7021-01	269	39
TCGA-63-7022-01	206	33
TCGA-63-7023-01	170	13
TCGA-63-A5M9-01	112	23
TCGA-63-A5MB-01	362	53
TCGA-63-A5MG-01	133	7
TCGA-63-A5MH-01	221	62
TCGA-63-A5MI-01	225	42
TCGA-63-A5MJ-01	222	21
TCGA-63-A5ML-01	264	42
TCGA-63-A5MM-01	1410	0
TCGA-63-A5MN-01	39	9
TCGA-63-A5MP-01	207	27
TCGA-63-A5MR-01	163	62
TCGA-63-A5MS-01	419	69
TCGA-63-A5MT-01	257	41
TCGA-63-A5MU-01	219	54
TCGA-63-A5MV-01	127	26
TCGA-63-A5MW-01	512	74
TCGA-63-A5MY-01	198	19
TCGA-66-2727-01	225	26
TCGA-66-2734-01	231	18
TCGA-66-2742-01	275	5
TCGA-66-2744-01	221	29
TCGA-66-2754-01	280	66
TCGA-66-2755-01	272	17
TCGA-66-2756-01	606	27
TCGA-66-2757-01	294	24
TCGA-66-2758-01	367	59
TCGA-66-2759-01	471	76
TCGA-66-2763-01	448	46
TCGA-66-2765-01	94	18
TCGA-66-2766-01	405	102
TCGA-66-2767-01	367	47
TCGA-66-2769-01	422	29
TCGA-66-2770-01	276	42
TCGA-66-2771-01	268	59
TCGA-66-2773-01	504	254
TCGA-66-2777-01	165	47
TCGA-66-2778-01	138	47
TCGA-66-2780-01	154	25
TCGA-66-2781-01	142	25
TCGA-66-2782-01	389	77
TCGA-66-2783-01	249	59
TCGA-66-2785-01	1208	259
TCGA-66-2786-01	239	44
TCGA-66-2787-01	526	46
TCGA-66-2788-01	218	38
TCGA-66-2789-01	392	44
TCGA-66-2791-01	316	66
TCGA-66-2792-01	152	25
TCGA-66-2793-01	355	29
TCGA-66-2794-01	169	34
TCGA-66-2795-01	321	42
TCGA-66-2800-01	226	32
TCGA-68-7755-01	298	40
TCGA-68-7756-01	111	7
TCGA-68-7757-01	373	5
TCGA-68-8250-01	347	29
TCGA-68-8251-01	321	70
TCGA-68-A59J-01	397	71
TCGA-6A-AB49-01	463	29
TCGA-70-6722-01	322	41
TCGA-70-6723-01	120	20
TCGA-77-6842-01	425	35
TCGA-77-6843-01	196	28
TCGA-77-6844-01	203	43
TCGA-77-6845-01	252	40
TCGA-77-7139-01	195	41
TCGA-77-7140-01	193	36
TCGA-77-7141-01	742	130
TCGA-77-7142-01	287	44
TCGA-77-7335-01	247	45
TCGA-77-7337-01	361	64
TCGA-77-7338-01	152	19
TCGA-77-7463-01	447	41
TCGA-77-7465-01	431	51
TCGA-77-8007-01	107	12
TCGA-77-8008-01	198	22
TCGA-77-8009-01	159	53
TCGA-77-8128-01	346	32
TCGA-77-8130-01	204	22
TCGA-77-8131-01	79	8
TCGA-77-8133-01	415	56
TCGA-77-8136-01	454	109
TCGA-77-8138-01	110	16
TCGA-77-8139-01	238	25
TCGA-77-8140-01	393	64
TCGA-77-8143-01	169	14
TCGA-77-8144-01	423	59
TCGA-77-8145-01	130	20
TCGA-77-8146-01	170	34
TCGA-77-8148-01	283	46
TCGA-77-8150-01	143	6
TCGA-77-8153-01	208	14
TCGA-77-8154-01	215	41
TCGA-77-8156-01	240	31
TCGA-77-A5FZ-01	1	0
TCGA-77-A5G1-01	179	22
TCGA-77-A5G3-01	662	114
TCGA-77-A5G6-01	579	35
TCGA-77-A5G7-01	113	15
TCGA-77-A5G8-01	238	40
TCGA-77-A5GA-01	168	26
TCGA-77-A5GB-01	124	47
TCGA-77-A5GF-01	120	26
TCGA-77-A5GH-01	279	64
TCGA-79-5596-01	228	23
TCGA-85-6175-01	44	10
TCGA-85-6560-01	482	36
TCGA-85-6561-01	252	53
TCGA-85-6798-01	309	32
TCGA-85-7696-01	205	58
TCGA-85-7697-01	279	63
TCGA-85-7698-01	135	32
TCGA-85-7699-01	226	17
TCGA-85-7710-01	198	46
TCGA-85-7843-01	261	32
TCGA-85-7844-01	198	18
TCGA-85-7950-01	286	42
TCGA-85-8048-01	130	22
TCGA-85-8049-01	229	38
TCGA-85-8052-01	134	22
TCGA-85-8070-01	253	24
TCGA-85-8071-01	430	52
TCGA-85-8072-01	205	22
TCGA-85-8276-01	309	42
TCGA-85-8277-01	236	65
TCGA-85-8287-01	282	35
TCGA-85-8288-01	275	30
TCGA-85-8350-01	340	60
TCGA-85-8351-01	175	12
TCGA-85-8352-01	284	43
TCGA-85-8353-01	197	25
TCGA-85-8354-01	224	47
TCGA-85-8355-01	240	42
TCGA-85-8479-01	121	27
TCGA-85-8481-01	363	25
TCGA-85-8580-01	309	33
TCGA-85-8582-01	374	20
TCGA-85-8584-01	297	33
TCGA-85-8664-01	254	27
TCGA-85-8666-01	250	46
TCGA-85-A4CL-01	629	405
TCGA-85-A4CN-01	220	19
TCGA-85-A4JB-01	524	62
TCGA-85-A4JC-01	258	67
TCGA-85-A4PA-01	13	0
TCGA-85-A4QQ-01	293	103
TCGA-85-A4QR-01	240	39
TCGA-85-A50M-01	89	15
TCGA-85-A50Z-01	532	39
TCGA-85-A510-01	170	15
TCGA-85-A511-01	233	31
TCGA-85-A512-01	165	35
TCGA-85-A513-01	21	7
TCGA-85-A53L-01	235	9
TCGA-85-A5B5-01	434	32
TCGA-90-7766-01	116	19
TCGA-90-7767-01	115	23
TCGA-90-7769-01	557	72
TCGA-90-7964-01	475	120
TCGA-90-A4ED-01	0	2740
TCGA-90-A4EE-01	332	121
TCGA-90-A59Q-01	341	13
TCGA-92-7340-01	483	74
TCGA-92-7341-01	190	25
TCGA-92-8063-01	406	34
TCGA-92-8064-01	233	40
TCGA-92-8065-01	224	132
TCGA-94-7033-01	133	23
TCGA-94-7557-01	92	47
TCGA-94-7943-01	160	93
TCGA-94-8035-01	211	40
TCGA-94-8490-01	1096	38
TCGA-94-8491-01	608	71
TCGA-94-A4VJ-01	477	35
TCGA-94-A5I4-01	280	33
TCGA-94-A5I6-01	189	25
TCGA-96-7544-01	454	44
TCGA-96-7545-01	124	25
TCGA-96-8169-01	195	19
TCGA-96-8170-01	280	51
TCGA-96-A4JK-01	536	98
TCGA-96-A4JL-01	60	12
TCGA-98-7454-01	220	41
TCGA-98-8020-01	99	19
TCGA-98-8021-01	834	456
TCGA-98-8022-01	277	30
TCGA-98-8023-01	214	37
TCGA-98-A538-01	741	101
TCGA-98-A539-01	184	44
TCGA-98-A53A-01	356	35
TCGA-98-A53B-01	161	29
TCGA-98-A53C-01	4	0
TCGA-98-A53H-01	36	1
TCGA-98-A53I-01	425	64
TCGA-98-A53J-01	103	41
TCGA-J1-A4AH-01	179	55
TCGA-L3-A4E7-01	121	5
TCGA-L3-A524-01	413	21
TCGA-LA-A446-01	351	68
TCGA-LA-A7SW-01	113	10
TCGA-MF-A522-01	493	263
TCGA-NC-A5HD-01	521	45
TCGA-NC-A5HE-01	222	31
TCGA-NC-A5HF-01	303	12
TCGA-NC-A5HG-01	535	251
TCGA-NC-A5HH-01	383	53
TCGA-NC-A5HI-01	489	55
TCGA-NC-A5HJ-01	480	25
TCGA-NC-A5HK-01	322	20
TCGA-NC-A5HL-01	228	42
TCGA-NC-A5HM-01	310	44
TCGA-NC-A5HN-01	610	130
TCGA-NC-A5HO-01	280	28
TCGA-NC-A5HP-01	453	57
TCGA-NC-A5HQ-01	382	46
TCGA-NC-A5HR-01	373	36
TCGA-NC-A5HT-01	358	56
TCGA-NK-A5CR-01	319	63
TCGA-NK-A5CT-01	357	50
TCGA-NK-A5CX-01	209	6
TCGA-NK-A5D1-01	129	31
TCGA-NK-A7XE-01	85	47
TCGA-O2-A52N-01	575	60
TCGA-O2-A52Q-01	1092	133
TCGA-O2-A52S-01	380	91
TCGA-O2-A52V-01	289	43
TCGA-O2-A52W-01	109	21
TCGA-O2-A5IB-01	283	31
TCGA-XC-AA0X-01	192	39
TCGA-3M-AB46-01	175	23
TCGA-3M-AB47-01	127	14
TCGA-B7-5816-01	1380	27
TCGA-B7-5818-01	364	130
TCGA-B7-A5TI-01	688	5
TCGA-B7-A5TJ-01	295	17
TCGA-B7-A5TK-01	67	3
TCGA-B7-A5TN-01	91	9
TCGA-BR-4183-01	62	8
TCGA-BR-4184-01	4137	0
TCGA-BR-4187-01	34	4
TCGA-BR-4188-01	101	2
TCGA-BR-4191-01	199	55
TCGA-BR-4201-01	1464	33
TCGA-BR-4253-01	88	16
TCGA-BR-4255-01	63	11
TCGA-BR-4256-01	1113	24
TCGA-BR-4257-01	1199	34
TCGA-BR-4267-01	98	9
TCGA-BR-4279-01	53	8
TCGA-BR-4280-01	772	0
TCGA-BR-4292-01	1487	9
TCGA-BR-4294-01	33	6
TCGA-BR-4357-01	265	54
TCGA-BR-4361-01	2825	116
TCGA-BR-4362-01	1709	0
TCGA-BR-4363-01	583	3
TCGA-BR-4366-01	163	16
TCGA-BR-4368-01	1406	28
TCGA-BR-4369-01	199	34
TCGA-BR-4370-01	1187	35
TCGA-BR-4371-01	185	18
TCGA-BR-6452-01	5857	270
TCGA-BR-6453-01	214	12
TCGA-BR-6454-01	164	15
TCGA-BR-6455-01	107	8
TCGA-BR-6456-01	44	3
TCGA-BR-6457-01	132	9
TCGA-BR-6458-01	364	11
TCGA-BR-6563-01	82	4
TCGA-BR-6564-01	33	8
TCGA-BR-6565-01	154	22
TCGA-BR-6566-01	1035	13
TCGA-BR-6705-01	109	7
TCGA-BR-6706-01	221	22
TCGA-BR-6707-01	83	7
TCGA-BR-6709-01	44	9
TCGA-BR-6801-01	49	12
TCGA-BR-6802-01	524	0
TCGA-BR-6803-01	17	2
TCGA-BR-6852-01	1162	10
TCGA-BR-7196-01	77	9
TCGA-BR-7197-01	199	25
TCGA-BR-7703-01	766	11
TCGA-BR-7704-01	384	65
TCGA-BR-7707-01	1513	15
TCGA-BR-7715-01	152	15
TCGA-BR-7716-01	157	38
TCGA-BR-7717-01	167	11
TCGA-BR-7722-01	52	6
TCGA-BR-7723-01	184	24
TCGA-BR-7851-01	1546	25
TCGA-BR-7901-01	196	33
TCGA-BR-7957-01	52	9
TCGA-BR-7958-01	175	33
TCGA-BR-7959-01	110	15
TCGA-BR-8058-01	52	8
TCGA-BR-8059-01	815	21
TCGA-BR-8060-01	233	48
TCGA-BR-8077-01	127	14
TCGA-BR-8078-01	1599	5
TCGA-BR-8080-01	223	0
TCGA-BR-8081-01	1010	12
TCGA-BR-8284-01	385	16
TCGA-BR-8285-01	102	18
TCGA-BR-8286-01	144	24
TCGA-BR-8289-01	216	23
TCGA-BR-8291-01	32	0
TCGA-BR-8295-01	56	1
TCGA-BR-8296-01	85	5
TCGA-BR-8297-01	276	15
TCGA-BR-8360-01	992	8
TCGA-BR-8361-01	1698	42
TCGA-BR-8363-01	1291	39
TCGA-BR-8364-01	20	5
TCGA-BR-8365-01	24	5
TCGA-BR-8366-01	179	31
TCGA-BR-8367-01	72	3
TCGA-BR-8368-01	1071	2
TCGA-BR-8369-01	238	18
TCGA-BR-8370-01	136	6
TCGA-BR-8371-01	20	5
TCGA-BR-8372-01	1430	14
TCGA-BR-8373-01	104	9
TCGA-BR-8380-01	84	7
TCGA-BR-8381-01	145	18
TCGA-BR-8382-01	1024	1
TCGA-BR-8384-01	54	8
TCGA-BR-8483-01	148	6
TCGA-BR-8484-01	87	13
TCGA-BR-8485-01	360	28
TCGA-BR-8486-01	61	7
TCGA-BR-8487-01	3157	36
TCGA-BR-8588-01	145	6
TCGA-BR-8589-01	1333	56
