Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-85-8666-01	24	192	15	37	13	15
TCGA-85-A4CL-01	106	95	9	721	103	0
TCGA-85-A4CN-01	10	154	36	21	7	11
TCGA-85-A4JB-01	38	450	24	40	9	25
TCGA-85-A4JC-01	21	157	19	111	11	6
TCGA-85-A4PA-01	0	2	10	0	0	1
TCGA-85-A4QQ-01	5	89	13	227	59	3
TCGA-85-A4QR-01	16	106	59	56	18	24
TCGA-85-A50M-01	7	56	18	15	6	2
TCGA-85-A50Z-01	13	455	20	76	0	7
TCGA-85-A510-01	14	149	19	3	0	0
TCGA-85-A511-01	8	183	9	33	21	10
TCGA-85-A512-01	14	107	12	48	5	14
TCGA-85-A513-01	8	5	9	2	0	4
TCGA-85-A53L-01	5	189	29	16	4	1
TCGA-85-A5B5-01	17	368	31	24	14	12
TCGA-90-7766-01	6	69	23	30	5	2
TCGA-90-7767-01	15	77	23	21	0	2
TCGA-90-7769-01	44	467	47	42	17	12
TCGA-90-7964-01	45	349	23	135	39	4
TCGA-90-A4ED-01	2602	57	35	0	45	1
TCGA-90-A4EE-01	52	185	33	158	22	3
TCGA-90-A59Q-01	8	306	26	10	4	0
TCGA-92-7340-01	16	281	68	171	8	13
TCGA-92-7341-01	15	91	62	17	26	4
TCGA-92-8063-01	18	342	21	28	17	14
TCGA-92-8064-01	33	167	42	15	0	16
TCGA-92-8065-01	35	15	14	263	27	2
TCGA-94-7033-01	8	40	37	65	0	6
TCGA-94-7557-01	27	17	21	57	14	3
TCGA-94-7943-01	40	59	13	106	35	0
TCGA-94-8035-01	15	139	28	47	18	4
TCGA-94-8490-01	32	390	466	91	21	134
TCGA-94-8491-01	14	406	48	158	0	53
TCGA-94-A4VJ-01	16	375	46	53	0	22
TCGA-94-A5I4-01	18	199	39	27	13	17
TCGA-94-A5I6-01	17	132	32	25	0	8
TCGA-96-7544-01	0	303	40	93	41	21
TCGA-96-7545-01	10	68	16	13	24	18
TCGA-96-8169-01	12	128	36	15	14	9
TCGA-96-8170-01	6	186	16	93	24	6
TCGA-96-A4JK-01	44	385	56	107	27	15
TCGA-96-A4JL-01	11	0	43	3	13	2
TCGA-98-7454-01	17	172	14	44	10	4
TCGA-98-8020-01	0	25	26	48	16	3
TCGA-98-8021-01	105	217	6	851	111	0
TCGA-98-8022-01	0	143	45	67	29	23
TCGA-98-8023-01	25	166	20	17	9	14
TCGA-98-A538-01	35	598	34	134	16	25
TCGA-98-A539-01	26	136	17	44	0	5
TCGA-98-A53A-01	18	287	28	32	12	14
TCGA-98-A53B-01	12	90	27	39	11	11
TCGA-98-A53C-01	0	1	0	0	0	3
TCGA-98-A53H-01	1	34	0	1	0	1
TCGA-98-A53I-01	36	306	53	66	0	28
TCGA-98-A53J-01	20	53	19	36	12	4
TCGA-J1-A4AH-01	18	86	20	65	27	18
TCGA-L3-A4E7-01	3	89	23	7	4	0
TCGA-L3-A524-01	6	337	33	19	30	9
TCGA-LA-A446-01	31	269	25	53	26	15
TCGA-LA-A7SW-01	0	16	34	44	1	28
TCGA-MF-A522-01	80	145	35	413	72	11
TCGA-NC-A5HD-01	24	419	29	59	0	35
TCGA-NC-A5HE-01	16	171	19	27	12	8
TCGA-NC-A5HF-01	0	225	38	37	6	9
TCGA-NC-A5HG-01	181	341	66	175	0	23
TCGA-NC-A5HH-01	34	292	41	28	16	25
TCGA-NC-A5HI-01	5	363	31	97	28	20
TCGA-NC-A5HJ-01	8	417	23	25	27	5
TCGA-NC-A5HK-01	5	267	21	22	21	6
TCGA-NC-A5HL-01	27	141	43	35	4	20
TCGA-NC-A5HM-01	28	238	26	34	2	26
TCGA-NC-A5HN-01	99	478	66	48	4	45
TCGA-NC-A5HO-01	16	205	30	38	0	19
TCGA-NC-A5HP-01	22	363	28	77	8	12
TCGA-NC-A5HQ-01	27	291	48	38	12	12
TCGA-NC-A5HR-01	20	304	24	25	15	21
TCGA-NC-A5HT-01	38	286	38	23	14	15
TCGA-NK-A5CR-01	46	249	34	41	0	12
TCGA-NK-A5CT-01	9	247	33	84	25	9
TCGA-NK-A5CX-01	3	179	16	6	9	2
TCGA-NK-A5D1-01	21	65	32	24	10	8
TCGA-NK-A7XE-01	15	3	12	96	4	2
TCGA-O2-A52N-01	16	445	35	93	23	23
TCGA-O2-A52Q-01	27	921	32	204	41	0
TCGA-O2-A52S-01	34	252	34	113	28	10
TCGA-O2-A52V-01	16	228	16	19	40	13
TCGA-O2-A52W-01	16	66	29	15	4	0
TCGA-O2-A5IB-01	14	248	5	21	21	5
TCGA-XC-AA0X-01	19	129	21	33	15	14
TCGA-3M-AB46-01	11	73	53	41	4	16
TCGA-3M-AB47-01	12	22	71	0	15	21
TCGA-B7-5816-01	38	200	916	0	112	141
TCGA-B7-5818-01	95	40	110	42	0	207
TCGA-B7-A5TI-01	12	42	567	15	38	19
TCGA-B7-A5TJ-01	22	0	194	2	3	91
TCGA-B7-A5TK-01	0	8	47	15	0	0
TCGA-B7-A5TN-01	0	19	37	4	31	9
TCGA-BR-4183-01	11	0	44	1	3	11
TCGA-BR-4184-01	0	0	4137	0	0	0
TCGA-BR-4187-01	2	0	23	2	10	1
TCGA-BR-4188-01	4	0	86	4	0	9
TCGA-BR-4191-01	38	101	45	36	13	21
TCGA-BR-4201-01	37	43	1218	0	186	13
TCGA-BR-4253-01	11	5	40	11	12	25
TCGA-BR-4255-01	10	4	40	0	13	7
TCGA-BR-4256-01	47	126	790	18	29	127
TCGA-BR-4257-01	21	140	814	0	180	78
TCGA-BR-4267-01	0	33	23	16	9	26
TCGA-BR-4279-01	1	4	25	0	29	2
TCGA-BR-4280-01	19	114	508	0	0	131
TCGA-BR-4292-01	10	0	1332	3	135	16
TCGA-BR-4294-01	7	17	14	1	0	0
TCGA-BR-4357-01	22	55	52	63	2	125
TCGA-BR-4361-01	102	302	1796	0	513	228
TCGA-BR-4362-01	34	20	1334	3	4	314
TCGA-BR-4363-01	0	20	454	0	72	40
TCGA-BR-4366-01	15	27	81	19	0	37
TCGA-BR-4368-01	55	67	1177	12	94	29
TCGA-BR-4369-01	18	0	68	23	0	124
TCGA-BR-4370-01	33	0	1021	7	147	14
TCGA-BR-4371-01	13	0	130	15	21	24
TCGA-BR-6452-01	317	918	3529	0	704	659
TCGA-BR-6453-01	4	0	57	3	0	162
TCGA-BR-6454-01	5	35	56	20	9	54
TCGA-BR-6455-01	13	12	85	3	0	2
TCGA-BR-6456-01	2	22	12	3	2	6
TCGA-BR-6457-01	6	8	59	6	0	62
TCGA-BR-6458-01	0	0	58	4	0	313
TCGA-BR-6563-01	4	0	56	2	2	22
TCGA-BR-6564-01	3	7	12	5	14	0
TCGA-BR-6565-01	10	37	58	16	36	19
TCGA-BR-6566-01	28	136	736	0	56	92
TCGA-BR-6705-01	3	2	53	12	1	45
TCGA-BR-6706-01	7	0	35	0	0	201
TCGA-BR-6707-01	6	7	60	7	7	3
TCGA-BR-6709-01	7	8	17	7	2	12
TCGA-BR-6801-01	10	0	34	5	12	0
TCGA-BR-6802-01	13	3	475	3	0	30
TCGA-BR-6803-01	2	7	7	1	1	1
TCGA-BR-6852-01	34	108	892	0	40	98
TCGA-BR-7196-01	10	26	36	6	0	8
TCGA-BR-7197-01	19	0	90	6	0	109
TCGA-BR-7703-01	17	74	585	14	50	37
TCGA-BR-7704-01	30	117	69	61	0	172
TCGA-BR-7707-01	30	81	1177	0	109	131
TCGA-BR-7715-01	9	16	79	3	23	37
TCGA-BR-7716-01	9	40	30	78	0	38
TCGA-BR-7717-01	7	3	95	13	7	53
TCGA-BR-7722-01	4	2	36	4	10	2
TCGA-BR-7723-01	18	16	60	7	0	107
TCGA-BR-7851-01	30	70	1285	0	167	19
TCGA-BR-7901-01	19	21	65	32	0	92
TCGA-BR-7957-01	8	9	28	0	12	4
TCGA-BR-7958-01	24	37	59	19	0	69
TCGA-BR-7959-01	8	2	56	14	15	30
TCGA-BR-8058-01	3	13	15	12	3	14
TCGA-BR-8059-01	29	187	439	24	9	148
TCGA-BR-8060-01	31	34	56	21	0	139
TCGA-BR-8077-01	7	15	70	12	22	15
TCGA-BR-8078-01	0	87	1273	5	166	73
TCGA-BR-8080-01	0	28	95	8	0	92
TCGA-BR-8081-01	23	56	834	3	70	36
TCGA-BR-8284-01	20	22	303	8	26	22
TCGA-BR-8285-01	22	5	63	0	0	30
TCGA-BR-8286-01	23	11	74	10	0	50
TCGA-BR-8289-01	13	32	63	13	0	118
TCGA-BR-8291-01	0	8	11	3	0	10
TCGA-BR-8295-01	0	4	19	9	6	19
TCGA-BR-8296-01	0	3	63	18	6	0
TCGA-BR-8297-01	7	0	89	16	0	179
TCGA-BR-8360-01	19	66	823	6	64	22
TCGA-BR-8361-01	59	49	1382	6	155	89
TCGA-BR-8363-01	55	133	899	0	90	153
TCGA-BR-8364-01	4	3	9	1	6	2
TCGA-BR-8365-01	3	4	14	2	6	0
TCGA-BR-8366-01	26	4	58	0	0	122
TCGA-BR-8367-01	2	4	51	4	3	11
TCGA-BR-8368-01	16	15	943	3	60	36
TCGA-BR-8369-01	17	25	106	6	0	102
TCGA-BR-8370-01	8	43	76	6	0	9
TCGA-BR-8371-01	6	0	12	0	1	6
TCGA-BR-8372-01	1	209	909	0	200	125
TCGA-BR-8373-01	2	7	53	10	18	23
TCGA-BR-8380-01	2	0	58	3	18	10
TCGA-BR-8381-01	22	25	91	11	0	14
TCGA-BR-8382-01	14	74	823	1	51	62
TCGA-BR-8384-01	9	5	30	0	0	18
TCGA-BR-8483-01	9	29	87	1	0	28
TCGA-BR-8484-01	10	5	42	7	8	28
TCGA-BR-8485-01	4	0	24	4	0	356
TCGA-BR-8486-01	10	13	40	5	0	0
TCGA-BR-8487-01	75	385	2415	0	266	52
TCGA-BR-8588-01	8	13	88	2	0	40
TCGA-BR-8589-01	0	0	0	0	0	1389
TCGA-BR-8590-01	1	4	46	10	0	94
TCGA-BR-8591-01	61	214	1153	0	96	103
TCGA-BR-8592-01	2	0	32	0	8	1
TCGA-BR-8676-01	9	12	44	6	5	23
TCGA-BR-8677-01	13	11	34	6	20	0
TCGA-BR-8678-01	5	21	51	19	29	11
TCGA-BR-8679-01	8	5	127	24	0	36
TCGA-BR-8680-01	0	385	1101	0	4355	1971
TCGA-BR-8682-01	1	0	55	5	18	5
TCGA-BR-8683-01	18	45	99	8	3	14
TCGA-BR-8686-01	11	28	66	15	6	12
TCGA-BR-8687-01	13	2	24	2	0	192
TCGA-BR-8690-01	5	45	84	19	5	35
TCGA-BR-A44T-01	1	0	11	0	11	0
TCGA-BR-A44U-01	8	0	76	3	0	24
TCGA-BR-A452-01	15	0	25	24	0	67
TCGA-BR-A453-01	8	25	49	0	2	2
TCGA-BR-A4CQ-01	30	43	105	11	0	35
TCGA-BR-A4CR-01	11	24	42	1	0	7
TCGA-BR-A4CS-01	18	34	88	18	11	25
TCGA-BR-A4IU-01	1	0	14	0	12	1
TCGA-BR-A4IV-01	4	12	12	3	0	9
TCGA-BR-A4IY-01	1	54	89	22	8	13
TCGA-BR-A4IZ-01	0	0	14	0	4	2
TCGA-BR-A4J1-01	0	14	41	11	12	9
TCGA-BR-A4J2-01	3	0	52	0	11	4
TCGA-BR-A4J4-01	13	16	67	1	0	4
TCGA-BR-A4J5-01	3	12	72	0	0	28
TCGA-BR-A4J6-01	6	22	7	2	0	2
TCGA-BR-A4J7-01	5	0	54	0	4	5
TCGA-BR-A4J8-01	3	0	69	10	21	12
TCGA-BR-A4J9-01	3	4	29	3	3	6
TCGA-BR-A4PD-01	13	11	25	10	0	134
TCGA-BR-A4PE-01	24	34	133	11	0	53
TCGA-BR-A4PF-01	11	26	62	8	0	12
TCGA-BR-A4QI-01	17	14	62	14	8	35
TCGA-BR-A4QL-01	62	0	1689	9	133	59
TCGA-BR-A4QM-01	12	10	57	3	11	30
TCGA-CD-5798-01	8	13	57	8	10	24
TCGA-CD-5799-01	1	9	35	1	9	2
TCGA-CD-5800-01	27	4	102	37	23	10
TCGA-CD-5801-01	50	24	83	18	0	370
TCGA-CD-5802-01	7	6	29	17	5	0
TCGA-CD-5803-01	0	12	21	6	3	3
TCGA-CD-5804-01	3	7	58	10	7	4
TCGA-CD-5813-01	6	43	98	27	15	34
TCGA-CD-8524-01	14	23	118	3	5	27
TCGA-CD-8525-01	0	8	28	26	23	14
TCGA-CD-8526-01	2	8	36	3	4	4
TCGA-CD-8527-01	14	34	197	11	8	44
TCGA-CD-8528-01	8	12	96	0	12	7
TCGA-CD-8529-01	52	193	96	117	2	45
TCGA-CD-8530-01	0	6	39	15	0	55
TCGA-CD-8531-01	21	81	153	9	21	40
TCGA-CD-8532-01	4	1	27	5	9	4
TCGA-CD-8533-01	11	0	113	7	19	5
TCGA-CD-8534-01	6	0	49	14	0	3
TCGA-CD-8535-01	50	12	70	16	0	186
TCGA-CD-8536-01	17	56	814	0	55	21
TCGA-CD-A486-01	20	10	70	4	3	5
TCGA-CD-A487-01	18	14	50	22	0	111
TCGA-CD-A489-01	11	13	33	9	12	18
TCGA-CD-A48A-01	26	9	89	13	5	149
TCGA-CD-A48C-01	9	28	83	17	3	132
TCGA-CD-A4MG-01	44	388	1913	0	182	71
TCGA-CD-A4MH-01	5	13	65	11	0	5
TCGA-CD-A4MI-01	13	188	747	0	127	36
TCGA-CD-A4MJ-01	15	72	572	0	32	29
TCGA-CG-4300-01	13	17	85	4	4	40
TCGA-CG-4301-01	6	11	29	14	0	4
TCGA-CG-4304-01	2	7	35	21	9	9
TCGA-CG-4305-01	42	137	963	3	81	85
TCGA-CG-4306-01	38	36	1012	12	83	11
TCGA-CG-4436-01	6	0	84	13	0	117
TCGA-CG-4437-01	45	243	200	84	16	61
TCGA-CG-4438-01	0	37	74	39	7	14
TCGA-CG-4440-01	10	19	49	21	19	35
TCGA-CG-4441-01	7	8	58	1	19	42
TCGA-CG-4442-01	9	194	1073	0	240	64
TCGA-CG-4443-01	12	45	32	25	0	3
TCGA-CG-4444-01	14	4	45	7	0	160
TCGA-CG-4449-01	14	6	44	17	15	15
TCGA-CG-4455-01	14	16	11	3	2	8
TCGA-CG-4460-01	24	0	1894	0	283	0
TCGA-CG-4462-01	3	1	57	4	8	24
TCGA-CG-4465-01	25	110	440	0	35	77
TCGA-CG-4466-01	11	6	58	16	0	157
TCGA-CG-4469-01	15	7	112	9	0	242
TCGA-CG-4474-01	0	0	77	10	18	2
TCGA-CG-4475-01	4	10	30	8	12	9
TCGA-CG-4476-01	7	39	57	29	4	10
TCGA-CG-4477-01	12	14	28	6	4	7
TCGA-CG-5716-01	0	5	11	0	7	1
TCGA-CG-5717-01	7	55	29	45	0	28
TCGA-CG-5718-01	22	18	44	9	7	7
TCGA-CG-5719-01	11	0	55	16	8	0
TCGA-CG-5720-01	11	20	49	11	0	12
TCGA-CG-5721-01	0	353	2896	0	1275	440
TCGA-CG-5722-01	7	15	52	9	18	3
TCGA-CG-5723-01	54	15	1543	1	166	94
TCGA-CG-5724-01	12	7	67	3	1	53
TCGA-CG-5725-01	5	14	18	0	9	4
TCGA-CG-5726-01	34	52	1126	0	193	23
TCGA-CG-5727-01	16	28	91	16	39	13
TCGA-CG-5728-01	28	75	1230	4	122	76
TCGA-CG-5730-01	30	13	103	32	22	2
TCGA-CG-5732-01	12	16	32	5	4	10
TCGA-CG-5733-01	36	116	831	0	157	53
TCGA-CG-5734-01	13	2	64	0	10	23
TCGA-D7-5577-01	28	16	57	3	8	32
TCGA-D7-5578-01	4	5	131	35	0	118
TCGA-D7-5579-01	4	29	40	18	19	64
TCGA-D7-6518-01	8	10	55	10	0	21
TCGA-D7-6519-01	5	22	19	5	15	1
TCGA-D7-6520-01	5	6	38	12	1	14
TCGA-D7-6521-01	5	2	40	11	30	0
TCGA-D7-6522-01	0	5	38	6	0	17
TCGA-D7-6524-01	0	19	70	0	35	0
TCGA-D7-6525-01	13	26	60	17	1	84
TCGA-D7-6526-01	19	38	74	28	0	109
TCGA-D7-6527-01	6	0	59	23	0	179
TCGA-D7-6528-01	30	11	70	36	0	275
TCGA-D7-6815-01	17	23	116	6	0	9
TCGA-D7-6817-01	6	21	59	3	0	16
TCGA-D7-6818-01	6	0	34	1	0	151
TCGA-D7-6820-01	17	21	47	25	2	9
TCGA-D7-6822-01	14	4	58	18	0	213
TCGA-D7-8570-01	9	31	79	20	3	12
TCGA-D7-8572-01	26	56	73	15	27	25
TCGA-D7-8573-01	7	8	59	4	13	14
TCGA-D7-8574-01	2	9	34	0	0	4
TCGA-D7-8575-01	4	11	27	2	11	2
TCGA-D7-8576-01	9	4	51	4	3	0
TCGA-D7-8578-01	4	5	53	0	4	1
TCGA-D7-8579-01	4	0	59	0	0	80
TCGA-D7-A4YT-01	27	149	79	58	14	37
TCGA-D7-A4YU-01	21	28	112	14	3	107
TCGA-D7-A4YV-01	19	17	869	3	63	29
TCGA-D7-A4YX-01	6	1	76	9	8	0
TCGA-D7-A4YY-01	35	48	348	0	6	113
TCGA-D7-A4Z0-01	0	0	23	0	0	343
TCGA-D7-A6ET-01	5	5	17	3	3	1
TCGA-D7-A6EV-01	13	11	113	14	7	46
TCGA-D7-A6EX-01	10	34	54	9	28	18
TCGA-D7-A6EY-01	8	132	1119	0	41	261
TCGA-D7-A6EZ-01	13	104	78	62	7	50
TCGA-D7-A6F0-01	9	18	71	22	14	23
TCGA-D7-A6F2-01	2	13	55	6	8	6
TCGA-D7-A747-01	11	1	24	6	0	84
TCGA-D7-A748-01	1	2	32	1	3	12
TCGA-D7-A74A-01	1	11	78	86	9	10
TCGA-D7-A74B-01	9	1	18	0	6	8
TCGA-EQ-5647-01	11	17	35	17	14	16
TCGA-EQ-8122-01	30	24	108	25	15	26
TCGA-EQ-A4SO-01	1	88	45	45	7	19
TCGA-F1-6177-01	34	0	1247	3	77	34
TCGA-F1-6874-01	37	137	705	1	81	30
TCGA-F1-6875-01	7	10	61	9	12	16
TCGA-F1-A448-01	12	29	557	0	40	30
TCGA-F1-A72C-01	7	3	39	2	0	10
TCGA-FP-7735-01	8	10	23	17	13	0
TCGA-FP-7829-01	34	67	139	5	1	60
TCGA-FP-7916-01	3	19	82	9	6	6
TCGA-FP-7998-01	4	12	39	11	8	7
TCGA-FP-8099-01	11	7	97	6	46	6
TCGA-FP-8209-01	0	0	1	0	0	0
TCGA-FP-8210-01	0	2	1	0	1	1
TCGA-FP-8211-01	2	60	19	17	3	15
TCGA-FP-8631-01	7	32	26	19	14	22
TCGA-FP-A4BE-01	13	26	1447	0	92	63
TCGA-FP-A4BF-01	15	4	79	4	0	20
TCGA-FP-A8CX-01	5	28	41	6	18	16
TCGA-FP-A9TM-01	19	42	128	14	1	4
TCGA-HF-7131-01	6	14	17	41	0	37
TCGA-HF-7132-01	31	59	1163	0	77	50
TCGA-HF-7133-01	18	9	55	5	0	2
TCGA-HF-7134-01	29	31	121	15	0	159
TCGA-HF-7136-01	0	27	50	7	5	7
TCGA-HF-A5NB-01	29	42	1304	0	78	103
TCGA-HJ-7597-01	19	0	786	0	68	3
TCGA-HU-8238-01	13	11	72	21	4	81
TCGA-HU-8243-01	16	5	105	15	12	8
TCGA-HU-8244-01	16	0	122	6	7	14
TCGA-HU-8245-01	6	11	44	2	2	12
TCGA-HU-8249-01	5	13	114	17	13	13
TCGA-HU-8602-01	17	87	1432	0	191	34
TCGA-HU-8604-01	20	24	124	4	15	71
TCGA-HU-8608-01	9	11	57	12	10	6
TCGA-HU-8610-01	4	1	35	5	13	11
TCGA-HU-A4G2-01	6	12	29	0	16	0
TCGA-HU-A4G3-01	19	3	72	0	13	19
TCGA-HU-A4G6-01	9	14	53	1	8	11
TCGA-HU-A4G8-01	32	14	1380	6	148	41
TCGA-HU-A4G9-01	16	22	676	0	91	46
TCGA-HU-A4GC-01	11	0	108	4	16	31
TCGA-HU-A4GD-01	5	15	56	24	0	7
TCGA-HU-A4GF-01	9	13	85	9	7	46
TCGA-HU-A4GH-01	0	0	0	0	0	959
TCGA-HU-A4GJ-01	1	1	4	0	0	0
TCGA-HU-A4GN-01	44	109	1025	0	85	36
TCGA-HU-A4GP-01	11	60	133	13	17	29
TCGA-HU-A4GQ-01	58	29	1781	0	92	70
TCGA-HU-A4GT-01	18	128	1142	0	98	100
TCGA-HU-A4GU-01	0	75	1527	15	0	109
TCGA-HU-A4GX-01	20	44	1122	0	143	0
TCGA-HU-A4GY-01	8	8	58	0	0	5
TCGA-HU-A4H0-01	23	33	121	6	9	24
TCGA-HU-A4H2-01	22	30	119	3	0	54
TCGA-HU-A4H3-01	28	130	720	0	46	59
TCGA-HU-A4H4-01	13	130	413	3	37	171
TCGA-HU-A4H5-01	22	149	83	24	13	37
TCGA-HU-A4H6-01	12	2	100	3	12	19
TCGA-HU-A4H8-01	34	10	1211	11	0	22
TCGA-HU-A4HB-01	0	3	4	0	0	6
TCGA-HU-A4HD-01	22	45	83	28	12	36
TCGA-IN-7806-01	7	15	48	11	1	7
TCGA-IN-7808-01	13	12	69	2	8	27
TCGA-IN-8462-01	4	38	70	14	0	17
TCGA-IN-8663-01	19	16	76	8	0	109
TCGA-IN-A6RI-01	14	1	47	0	0	68
TCGA-IN-A6RJ-01	6	13	52	9	0	87
TCGA-IN-A6RL-01	14	224	98	45	2	181
TCGA-IN-A6RN-01	7	47	37	28	14	22
TCGA-IN-A6RO-01	15	104	96	55	33	59
TCGA-IN-A6RP-01	18	10	112	32	13	17
TCGA-IN-A6RR-01	25	29	76	10	0	57
TCGA-IN-A6RS-01	19	10	89	7	0	7
TCGA-IN-A7NR-01	5	0	41	1	0	66
TCGA-IN-A7NT-01	3	10	56	18	0	49
TCGA-IN-A7NU-01	11	10	52	1	0	43
TCGA-IN-AB1V-01	12	10	38	3	8	4
TCGA-IN-AB1X-01	20	23	45	4	6	43
TCGA-IP-7968-01	7	7	92	9	0	18
TCGA-KB-A6F5-01	13	9	49	3	4	5
TCGA-KB-A6F7-01	1	53	44	10	0	16
TCGA-KB-A93G-01	17	31	52	14	11	2
TCGA-KB-A93H-01	28	24	129	9	12	82
TCGA-KB-A93J-01	2	8	31	3	3	8
TCGA-MX-A5UG-01	2	0	34	6	14	0
TCGA-MX-A5UJ-01	49	0	1343	0	96	46
TCGA-MX-A663-01	8	21	41	18	15	3
TCGA-MX-A666-01	12	26	42	25	12	24
TCGA-R5-A7O7-01	12	22	70	15	13	19
TCGA-R5-A7ZE-01	27	11	75	9	7	72
TCGA-R5-A7ZF-01	10	2	63	0	8	2
TCGA-R5-A7ZI-01	0	56	711	9	122	34
TCGA-R5-A7ZR-01	8	13	44	4	14	7
TCGA-R5-A804-01	3	21	42	7	2	18
TCGA-R5-A805-01	0	0	28	8	0	122
TCGA-RD-A7BS-01	6	9	37	10	2	7
TCGA-RD-A7BT-01	12	4	25	13	0	229
TCGA-RD-A7BW-01	1	13	42	13	14	7
TCGA-RD-A7C1-01	25	12	193	18	0	89
TCGA-RD-A8MV-01	8	4	40	2	13	18
TCGA-RD-A8MW-01	9	17	36	13	0	18
TCGA-RD-A8N0-01	0	0	2	0	0	0
TCGA-RD-A8N1-01	7	49	16	20	11	27
TCGA-RD-A8N2-01	0	0	2	0	0	0
TCGA-RD-A8N4-01	0	0	5	4	0	0
TCGA-RD-A8N5-01	4	3	22	0	10	4
TCGA-RD-A8N6-01	10	17	108	23	28	7
TCGA-RD-A8N9-01	9	23	81	2	16	26
TCGA-RD-A8NB-01	17	64	545	0	66	41
TCGA-SW-A7EA-01	31	62	469	11	40	74
TCGA-SW-A7EB-01	2	53	59	40	12	12
TCGA-VQ-A8DL-01	0	17	34	7	0	10
TCGA-VQ-A8DT-01	27	17	87	4	3	93
TCGA-VQ-A8DU-01	9	0	62	5	0	98
TCGA-VQ-A8DV-01	11	11	38	1	4	12
TCGA-VQ-A8DZ-01	9	37	32	9	0	20
TCGA-VQ-A8E0-01	3	33	38	15	12	22
TCGA-VQ-A8E2-01	10	5	79	9	0	44
TCGA-VQ-A8E3-01	2	91	590	7	52	57
TCGA-VQ-A8E7-01	0	12	96	9	1	22
TCGA-VQ-A8P2-01	974	1147	5990	0	489	335
TCGA-VQ-A8P3-01	0	0	30	0	0	331
TCGA-VQ-A8P5-01	10	0	116	30	0	106
TCGA-VQ-A8P8-01	5	7	98	9	2	9
TCGA-VQ-A8PB-01	19	16	726	0	127	1
TCGA-VQ-A8PC-01	15	10	44	4	0	87
TCGA-VQ-A8PD-01	5	0	75	4	0	20
TCGA-VQ-A8PE-01	13	20	74	27	0	19
TCGA-VQ-A8PF-01	9	1	62	5	11	47
TCGA-VQ-A8PH-01	10	113	54	24	3	37
TCGA-VQ-A8PJ-01	10	7	35	15	0	119
TCGA-VQ-A8PK-01	9	5	13	12	0	77
TCGA-VQ-A8PM-01	3	0	26	3	0	34
TCGA-VQ-A8PO-01	18	169	572	0	61	82
TCGA-VQ-A8PP-01	47	124	1198	0	79	120
TCGA-VQ-A8PQ-01	0	0	13	3	0	1
TCGA-VQ-A8PS-01	12	2	26	6	9	4
TCGA-VQ-A8PT-01	72	169	1116	6	41	29
TCGA-VQ-A8PU-01	7	79	45	14	0	11
TCGA-VQ-A8PX-01	0	73	455	0	66	96
TCGA-VQ-A8PY-01	8	23	41	3	10	29
TCGA-VQ-A8PZ-01	9	0	84	3	1	10
TCGA-VQ-A91A-01	0	34	86	12	3	22
TCGA-VQ-A91D-01	60	11	2358	36	102	54
TCGA-VQ-A91E-01	11	105	569	0	97	78
TCGA-VQ-A91K-01	77	135	1092	15	94	56
TCGA-VQ-A91N-01	10	14	80	19	3	29
TCGA-VQ-A91Q-01	8	48	43	16	0	22
TCGA-VQ-A91S-01	4	35	29	67	0	177
TCGA-VQ-A91U-01	6	23	114	13	18	15
TCGA-VQ-A91V-01	6	0	29	7	0	256
TCGA-VQ-A91W-01	9	7	22	1	0	10
TCGA-VQ-A91X-01	13	14	77	3	0	148
TCGA-VQ-A91Y-01	3	1	38	5	4	5
TCGA-VQ-A91Z-01	22	35	71	12	0	31
TCGA-VQ-A922-01	23	22	52	19	7	84
TCGA-VQ-A923-01	4	23	66	5	26	3
TCGA-VQ-A924-01	42	260	888	0	73	60
TCGA-VQ-A925-01	19	31	26	24	5	50
TCGA-VQ-A927-01	1	12	25	2	1	26
TCGA-VQ-A928-01	8	32	23	4	8	1
TCGA-VQ-A92D-01	15	40	66	12	15	15
TCGA-VQ-A94O-01	14	6	43	4	12	0
TCGA-VQ-A94P-01	0	0	16	5	0	79
TCGA-VQ-A94R-01	59	41	121	40	6	105
TCGA-VQ-A94T-01	13	20	51	0	11	5
TCGA-VQ-A94U-01	34	9	102	4	0	44
TCGA-VQ-AA64-01	6	119	49	84	0	51
TCGA-VQ-AA68-01	14	8	66	10	0	110
TCGA-VQ-AA69-01	5	13	56	6	0	1
TCGA-VQ-AA6A-01	9	3	58	5	2	45
TCGA-VQ-AA6B-01	7	9	68	8	0	8
TCGA-VQ-AA6D-01	10	17	723	42	0	118
TCGA-VQ-AA6F-01	5	9	28	6	10	4
TCGA-VQ-AA6G-01	11	17	92	1	0	45
TCGA-VQ-AA6I-01	11	11	70	10	4	20
TCGA-VQ-AA6J-01	2	12	61	7	0	94
TCGA-VQ-AA6K-01	8	27	46	4	3	4
TCGA-ZA-A8F6-01	0	6	26	15	8	3
TCGA-ZQ-A9CR-01	4	34	49	1	11	45
