Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-98-8022-01	4	15	34	0	85	13	23	19	39	54	16	5
TCGA-98-8023-01	16	1	50	5	95	6	9	2	26	11	29	1
TCGA-98-A538-01	24	25	279	49	195	10	16	10	143	77	9	5
TCGA-98-A539-01	15	13	62	16	36	12	0	0	35	27	11	1
TCGA-98-A53A-01	8	24	140	9	82	9	11	4	39	24	33	8
TCGA-98-A53B-01	7	5	15	11	57	5	15	3	25	20	26	1
TCGA-98-A53C-01	0	0	0	0	0	0	0	0	0	0	3	1
TCGA-98-A53H-01	1	1	18	0	16	0	0	0	0	1	0	0
TCGA-98-A53I-01	12	28	99	25	169	21	20	0	63	34	12	6
TCGA-98-A53J-01	8	1	18	32	34	4	17	4	13	6	6	1
TCGA-J1-A4AH-01	9	12	33	28	36	0	24	13	24	34	13	8
TCGA-L3-A4E7-01	0	8	28	4	40	13	0	0	15	3	15	0
TCGA-L3-A524-01	6	8	121	1	154	16	3	9	73	15	28	0
TCGA-LA-A446-01	11	29	120	27	112	9	12	16	45	29	6	3
TCGA-LA-A7SW-01	1	0	2	9	0	14	14	4	26	27	13	13
TCGA-MF-A522-01	59	0	65	214	56	25	15	28	59	201	29	5
TCGA-NC-A5HD-01	16	20	141	0	192	8	7	1	102	47	25	7
TCGA-NC-A5HE-01	4	27	93	9	22	11	0	7	32	20	26	2
TCGA-NC-A5HF-01	3	7	85	4	92	19	7	4	54	26	14	0
TCGA-NC-A5HG-01	58	123	88	73	125	31	0	0	143	93	42	10
TCGA-NC-A5HH-01	10	28	109	12	140	5	30	8	44	16	31	3
TCGA-NC-A5HI-01	5	15	186	39	118	0	36	13	47	55	23	7
TCGA-NC-A5HJ-01	10	9	203	2	129	9	8	11	87	22	15	0
TCGA-NC-A5HK-01	2	11	106	9	114	13	0	7	61	11	8	0
TCGA-NC-A5HL-01	10	12	39	18	74	13	21	1	49	13	15	5
TCGA-NC-A5HM-01	18	6	65	4	137	13	3	2	64	23	15	4
TCGA-NC-A5HN-01	32	65	155	23	195	16	24	2	140	27	53	8
TCGA-NC-A5HO-01	6	18	66	5	107	9	9	0	25	27	34	2
TCGA-NC-A5HP-01	24	0	181	20	116	3	27	3	62	52	19	3
TCGA-NC-A5HQ-01	12	21	113	13	145	21	17	6	39	24	17	0
TCGA-NC-A5HR-01	9	16	108	3	141	1	15	6	66	18	20	6
TCGA-NC-A5HT-01	15	36	132	5	95	23	4	11	63	21	3	6
TCGA-NK-A5CR-01	19	28	106	15	72	10	15	0	53	26	31	7
TCGA-NK-A5CT-01	4	21	101	29	126	19	6	12	24	51	14	0
TCGA-NK-A5CX-01	2	7	95	1	41	2	13	4	31	5	14	0
TCGA-NK-A5D1-01	7	16	12	8	44	15	8	6	26	14	4	0
TCGA-NK-A7XE-01	13	0	4	40	0	6	7	1	0	49	12	0
TCGA-O2-A52N-01	24	1	179	15	172	24	0	11	120	64	22	3
TCGA-O2-A52Q-01	37	6	480	77	379	30	0	18	73	125	0	0
TCGA-O2-A52S-01	21	20	110	41	85	20	5	14	82	65	6	2
TCGA-O2-A52V-01	5	19	103	12	100	8	4	18	37	9	13	4
TCGA-O2-A52W-01	11	0	31	9	10	19	1	0	21	5	23	0
TCGA-O2-A5IB-01	4	19	96	7	82	0	0	5	54	13	34	0
TCGA-XC-AA0X-01	4	21	41	16	77	13	0	5	10	16	25	3
TCGA-3M-AB46-01	6	9	25	12	8	31	7	5	56	22	12	5
TCGA-3M-AB47-01	2	10	2	2	24	30	45	15	2	0	0	9
TCGA-B7-5816-01	23	13	107	3	0	409	355	49	0	0	389	59
TCGA-B7-5818-01	30	36	0	51	72	48	47	11	60	0	36	103
TCGA-B7-A5TI-01	7	2	32	0	0	293	230	36	0	11	80	2
TCGA-B7-A5TJ-01	10	4	0	0	11	97	108	22	2	2	0	56
TCGA-B7-A5TK-01	1	0	5	4	0	14	37	1	0	8	0	0
TCGA-B7-A5TN-01	0	0	3	3	0	3	39	16	31	0	0	5
TCGA-BR-4183-01	4	3	0	0	0	12	39	5	1	1	0	5
TCGA-BR-4184-01	44	0	0	1	0	3943	0	0	0	0	149	0
TCGA-BR-4187-01	2	0	0	1	2	13	11	7	0	2	0	0
TCGA-BR-4188-01	2	0	0	0	0	22	68	3	1	2	0	5
TCGA-BR-4191-01	25	4	48	12	0	27	5	8	86	21	12	6
TCGA-BR-4201-01	17	14	3	1	0	581	511	100	13	0	257	0
TCGA-BR-4253-01	3	8	0	5	0	14	25	9	16	6	4	14
TCGA-BR-4255-01	3	4	0	1	7	11	28	7	6	0	5	2
TCGA-BR-4256-01	15	25	72	19	0	373	291	23	0	1	258	60
TCGA-BR-4257-01	8	31	68	0	0	370	337	86	0	0	304	29
TCGA-BR-4267-01	3	0	4	0	3	6	12	7	46	11	3	12
TCGA-BR-4279-01	1	2	1	0	0	8	21	16	1	2	8	1
TCGA-BR-4280-01	13	9	68	2	0	295	105	5	2	0	204	69
TCGA-BR-4292-01	9	0	0	0	0	583	734	108	0	0	59	3
TCGA-BR-4294-01	1	5	0	1	12	10	0	0	7	0	3	0
TCGA-BR-4357-01	14	10	20	18	24	18	32	14	31	42	22	74
TCGA-BR-4361-01	47	75	0	41	0	648	513	80	0	0	1528	9
TCGA-BR-4362-01	18	0	1	0	0	574	584	40	0	0	339	153
TCGA-BR-4363-01	4	0	3	0	0	199	195	35	2	0	131	17
TCGA-BR-4366-01	6	12	0	2	11	28	43	3	32	15	7	20
TCGA-BR-4368-01	22	18	16	8	0	556	481	55	0	3	272	3
TCGA-BR-4369-01	12	3	2	14	0	45	32	14	8	13	0	90
TCGA-BR-4370-01	21	0	0	6	0	490	539	106	0	0	57	3
TCGA-BR-4371-01	6	0	0	12	0	55	91	21	0	4	0	14
TCGA-BR-6452-01	126	247	113	104	106	1733	564	122	157	7	2690	158
TCGA-BR-6453-01	5	1	0	7	0	37	41	0	0	0	0	135
TCGA-BR-6454-01	1	8	7	6	17	23	28	12	28	12	10	27
TCGA-BR-6455-01	0	17	0	3	7	47	33	4	2	1	0	1
TCGA-BR-6456-01	0	2	4	1	16	0	14	1	0	2	5	2
TCGA-BR-6457-01	0	5	0	6	3	17	48	8	16	1	0	37
TCGA-BR-6458-01	4	1	0	3	0	32	58	4	11	8	0	254
TCGA-BR-6563-01	3	0	0	1	0	21	40	6	0	0	3	12
TCGA-BR-6564-01	3	0	4	2	4	10	4	9	1	4	0	0
TCGA-BR-6565-01	8	2	1	0	0	20	28	18	61	14	17	7
TCGA-BR-6566-01	19	11	95	0	0	416	205	40	0	0	216	46
TCGA-BR-6705-01	1	0	0	6	0	11	47	6	16	4	0	25
TCGA-BR-6706-01	5	4	0	4	9	16	33	8	0	0	19	145
TCGA-BR-6707-01	1	2	2	7	1	23	42	6	6	0	0	0
TCGA-BR-6709-01	1	8	0	4	0	11	0	2	10	3	8	6
TCGA-BR-6801-01	4	5	0	2	0	3	35	7	0	4	1	0
TCGA-BR-6802-01	11	12	0	1	0	376	0	14	0	2	94	14
TCGA-BR-6803-01	2	0	5	0	0	1	9	1	0	1	0	0
TCGA-BR-6852-01	24	14	59	0	0	569	196	43	0	0	217	50
TCGA-BR-7196-01	4	7	3	0	18	13	19	0	12	5	0	5
TCGA-BR-7197-01	6	13	0	3	0	32	74	18	0	5	0	73
TCGA-BR-7703-01	7	4	38	1	0	267	291	40	0	9	105	15
TCGA-BR-7704-01	20	3	38	26	59	21	53	8	75	32	11	103
TCGA-BR-7707-01	17	1	43	4	0	582	441	70	0	0	311	59
TCGA-BR-7715-01	3	7	5	3	15	38	45	19	4	2	4	22
TCGA-BR-7716-01	10	0	17	29	27	17	13	5	8	45	6	18
TCGA-BR-7717-01	3	2	0	2	0	35	62	11	20	8	3	32
TCGA-BR-7722-01	1	2	0	2	9	16	18	6	0	2	2	0
TCGA-BR-7723-01	12	0	6	7	11	9	65	0	8	1	17	72
TCGA-BR-7851-01	6	15	45	0	0	578	614	106	0	0	207	0
TCGA-BR-7901-01	13	0	3	13	19	21	44	6	34	16	8	52
TCGA-BR-7957-01	6	0	3	0	0	12	18	7	13	0	0	2
TCGA-BR-7958-01	12	4	9	10	12	23	33	5	50	8	2	40
TCGA-BR-7959-01	3	5	0	6	0	25	26	12	23	7	1	17
TCGA-BR-8058-01	1	2	1	4	0	5	6	2	16	6	10	7
TCGA-BR-8059-01	13	18	82	0	0	199	189	27	115	22	97	74
TCGA-BR-8060-01	11	18	14	17	0	5	60	0	39	8	21	88
TCGA-BR-8077-01	7	0	0	0	13	30	35	14	21	11	2	8
TCGA-BR-8078-01	7	0	43	6	0	685	456	101	0	0	274	32
TCGA-BR-8080-01	0	0	7	0	30	50	45	11	11	8	6	55
TCGA-BR-8081-01	17	0	46	1	0	436	329	53	0	0	122	18
TCGA-BR-8284-01	11	0	14	4	0	152	165	28	0	2	14	11
TCGA-BR-8285-01	12	0	0	2	9	22	51	5	1	0	0	18
TCGA-BR-8286-01	9	10	0	11	16	40	26	3	20	1	3	29
TCGA-BR-8289-01	8	4	18	5	4	26	42	12	24	9	11	76
TCGA-BR-8291-01	0	0	0	0	9	4	6	0	7	2	0	4
TCGA-BR-8295-01	0	0	0	0	0	11	3	6	15	8	3	11
TCGA-BR-8296-01	0	0	0	7	0	22	40	6	7	8	0	0
TCGA-BR-8297-01	5	11	0	4	5	50	45	1	17	15	13	125
TCGA-BR-8360-01	12	9	42	0	0	498	259	56	0	3	111	10
TCGA-BR-8361-01	21	26	11	4	0	659	602	104	0	2	274	37
TCGA-BR-8363-01	25	22	71	11	0	457	320	55	1	0	292	76
TCGA-BR-8364-01	2	2	0	0	2	1	8	2	2	2	4	0
TCGA-BR-8365-01	1	0	2	3	0	0	20	3	0	0	0	0
TCGA-BR-8366-01	13	12	0	4	26	38	20	0	0	1	16	80
TCGA-BR-8367-01	1	0	0	2	0	26	22	5	10	2	0	7
TCGA-BR-8368-01	1	0	6	0	0	414	494	57	0	0	88	13
TCGA-BR-8369-01	6	13	9	2	25	46	67	6	7	5	3	67
TCGA-BR-8370-01	4	0	21	3	11	29	59	1	5	2	0	7
TCGA-BR-8371-01	3	0	0	1	0	1	11	0	0	0	6	3
TCGA-BR-8372-01	16	7	53	0	0	401	285	58	0	0	591	33
TCGA-BR-8373-01	0	1	2	7	0	18	34	13	12	4	10	12
TCGA-BR-8380-01	3	0	0	1	0	26	34	13	6	1	0	7
TCGA-BR-8381-01	9	4	1	9	25	37	53	0	17	2	0	6
TCGA-BR-8382-01	8	0	50	0	0	415	343	47	0	0	134	28
TCGA-BR-8384-01	7	0	4	0	0	11	18	0	9	1	0	12
TCGA-BR-8483-01	3	6	2	1	39	44	36	5	2	1	0	15
TCGA-BR-8484-01	3	6	0	2	13	15	23	7	10	4	3	14
TCGA-BR-8485-01	6	10	0	5	0	9	38	3	18	7	20	272
TCGA-BR-8486-01	3	5	2	3	6	16	18	0	4	2	9	0
TCGA-BR-8487-01	32	25	206	19	0	1033	941	99	0	0	838	0
TCGA-BR-8588-01	1	6	1	1	10	28	68	4	5	1	1	25
TCGA-BR-8589-01	14	12	0	16	67	12	31	0	24	0	83	1130
TCGA-BR-8590-01	2	0	8	6	0	12	47	0	6	4	0	70
TCGA-BR-8591-01	21	38	118	6	0	541	450	56	0	0	357	40
TCGA-BR-8592-01	0	3	0	0	0	8	26	5	0	0	1	0
TCGA-BR-8676-01	5	1	3	5	8	17	29	7	8	2	0	14
TCGA-BR-8677-01	6	0	4	7	0	1	44	10	12	0	0	0
TCGA-BR-8678-01	4	0	13	12	6	23	36	20	7	9	0	6
TCGA-BR-8679-01	2	3	0	15	20	63	61	3	6	7	0	20
TCGA-BR-8680-01	100	60	445	145	353	1567	0	3465	0	79	658	940
TCGA-BR-8682-01	1	0	0	2	0	19	44	13	0	2	0	3
TCGA-BR-8683-01	6	9	11	5	21	33	64	6	19	3	7	3
TCGA-BR-8686-01	4	0	11	15	4	27	46	7	18	1	0	5
TCGA-BR-8687-01	5	13	1	6	12	7	31	1	7	2	7	141
TCGA-BR-8690-01	1	9	14	2	19	45	34	10	15	15	12	17
TCGA-BR-A44T-01	1	0	0	0	2	3	9	6	0	0	2	0
TCGA-BR-A44U-01	1	3	1	1	0	18	64	5	3	1	0	14
TCGA-BR-A452-01	9	6	0	5	0	9	17	9	13	19	0	44
TCGA-BR-A453-01	3	8	16	0	3	32	14	4	1	0	5	0
TCGA-BR-A4CQ-01	9	16	1	0	32	26	78	9	28	10	0	15
TCGA-BR-A4CR-01	5	3	11	3	0	14	25	0	16	0	5	3
TCGA-BR-A4CS-01	6	13	13	6	0	34	58	16	27	11	0	10
TCGA-BR-A4IU-01	1	0	0	0	0	5	11	7	0	0	3	1
TCGA-BR-A4IV-01	1	2	6	4	0	8	4	0	5	0	4	6
TCGA-BR-A4IY-01	2	0	14	3	13	27	57	7	41	14	6	3
TCGA-BR-A4IZ-01	0	0	0	0	0	5	10	3	0	0	0	2
TCGA-BR-A4J1-01	0	0	2	7	0	20	15	8	29	2	0	4
TCGA-BR-A4J2-01	1	0	0	0	1	18	39	9	0	0	0	2
TCGA-BR-A4J4-01	4	5	8	0	0	10	65	4	4	1	0	0
TCGA-BR-A4J5-01	1	0	0	0	9	20	59	2	6	0	1	17
TCGA-BR-A4J6-01	3	0	4	2	15	1	5	0	6	0	2	1
TCGA-BR-A4J7-01	1	4	0	0	1	32	22	5	0	0	0	3
TCGA-BR-A4J8-01	1	0	0	11	0	33	40	13	9	0	1	7
TCGA-BR-A4J9-01	1	0	2	2	0	6	28	2	4	0	0	3
TCGA-BR-A4PD-01	6	6	0	9	37	12	17	3	0	4	14	85
TCGA-BR-A4PE-01	7	18	7	7	15	66	70	8	17	5	0	35
TCGA-BR-A4PF-01	5	5	6	3	12	31	27	1	15	5	4	5
TCGA-BR-A4QI-01	11	0	2	10	15	34	25	8	21	4	0	20
TCGA-BR-A4QL-01	30	0	0	0	0	837	805	124	0	0	137	19
TCGA-BR-A4QM-01	5	8	3	2	0	33	22	11	12	2	6	19
TCGA-CD-5798-01	4	1	0	3	24	33	23	10	5	5	0	12
TCGA-CD-5799-01	0	2	2	1	5	21	12	6	7	0	0	1
TCGA-CD-5800-01	12	5	0	32	0	53	47	15	26	8	0	5
TCGA-CD-5801-01	20	14	6	30	56	22	77	27	27	0	44	222
TCGA-CD-5802-01	1	4	3	14	0	6	22	2	6	3	3	0
TCGA-CD-5803-01	0	0	0	4	10	12	5	2	10	1	0	1
TCGA-CD-5804-01	0	5	0	4	5	22	38	6	0	5	3	1
TCGA-CD-5813-01	4	0	0	9	47	37	47	10	30	12	15	12
TCGA-CD-8524-01	4	7	5	3	0	48	75	11	22	0	0	15
TCGA-CD-8525-01	3	0	0	7	0	16	11	14	20	17	3	8
TCGA-CD-8526-01	1	2	0	0	5	24	10	4	6	3	0	2
TCGA-CD-8527-01	4	11	10	3	0	99	91	17	22	7	20	24
TCGA-CD-8528-01	1	6	3	0	0	26	77	11	6	0	2	3
TCGA-CD-8529-01	31	15	47	27	47	36	35	8	165	67	15	12
TCGA-CD-8530-01	0	0	4	9	0	20	23	3	11	6	0	39
TCGA-CD-8531-01	3	17	3	6	61	65	50	11	59	2	35	13
TCGA-CD-8532-01	1	0	0	6	4	9	17	5	3	0	4	1
TCGA-CD-8533-01	2	7	0	5	0	37	84	15	0	3	0	2
TCGA-CD-8534-01	1	2	0	12	3	24	26	0	3	1	0	0
TCGA-CD-8535-01	26	10	0	18	45	40	34	14	26	5	0	116
TCGA-CD-8536-01	6	3	35	0	0	394	354	47	0	0	122	2
TCGA-CD-A486-01	12	1	0	3	19	45	22	5	3	1	0	1
TCGA-CD-A487-01	9	8	12	15	0	21	38	7	17	10	0	78
TCGA-CD-A489-01	3	3	0	10	31	13	18	6	0	0	3	9
TCGA-CD-A48A-01	13	5	5	11	11	36	64	22	10	6	13	95
TCGA-CD-A48C-01	2	4	10	11	20	39	49	20	26	7	0	84
TCGA-CD-A4MG-01	31	47	236	0	0	1081	466	89	0	0	629	19
TCGA-CD-A4MH-01	0	5	0	8	3	26	31	0	17	2	5	2
TCGA-CD-A4MI-01	8	21	125	0	0	395	272	70	0	0	202	18
TCGA-CD-A4MJ-01	7	2	39	0	0	267	233	21	0	0	141	10
TCGA-CG-4300-01	5	7	5	0	7	29	59	10	9	4	5	23
TCGA-CG-4301-01	3	3	0	1	8	8	22	0	7	10	1	1
TCGA-CG-4304-01	1	0	0	10	0	12	17	4	21	8	7	3
TCGA-CG-4305-01	19	12	79	5	0	463	390	52	2	0	255	34
TCGA-CG-4306-01	18	0	32	3	0	400	565	61	0	0	113	0
TCGA-CG-4436-01	5	1	0	0	0	27	71	8	15	13	0	80
TCGA-CG-4437-01	23	25	41	10	40	78	66	18	248	53	30	17
TCGA-CG-4438-01	1	1	8	9	0	19	46	6	44	21	12	4
TCGA-CG-4440-01	7	3	10	12	8	37	10	16	13	12	3	22
TCGA-CG-4441-01	1	10	6	0	0	17	48	19	0	5	0	29
TCGA-CG-4442-01	13	10	92	6	0	471	387	86	0	0	507	8
TCGA-CG-4443-01	7	1	8	7	16	14	9	0	37	13	4	1
TCGA-CG-4444-01	7	12	0	0	7	20	34	6	19	9	0	116
TCGA-CG-4449-01	7	9	0	3	5	30	5	10	10	13	12	7
TCGA-CG-4455-01	3	6	0	4	18	0	13	1	6	0	0	3
TCGA-CG-4460-01	20	0	0	0	0	867	1052	210	0	0	52	0
TCGA-CG-4462-01	1	1	0	0	0	21	43	11	2	4	0	14
TCGA-CG-4465-01	10	22	62	6	0	259	101	24	17	0	145	41
TCGA-CG-4466-01	9	2	4	5	0	28	39	9	28	12	0	112
TCGA-CG-4469-01	10	7	8	6	0	65	61	13	35	7	0	173
TCGA-CG-4474-01	0	1	0	3	0	33	48	12	3	6	1	0
TCGA-CG-4475-01	3	0	0	2	4	4	21	5	21	4	7	2
TCGA-CG-4476-01	2	6	12	13	2	18	36	4	29	14	7	3
TCGA-CG-4477-01	8	0	5	0	0	7	23	3	17	5	0	3
TCGA-CG-5716-01	0	0	2	0	0	2	12	4	1	0	3	0
TCGA-CG-5717-01	5	9	7	4	13	14	1	3	48	30	20	10
TCGA-CG-5718-01	7	13	0	8	20	18	25	6	3	3	2	2
TCGA-CG-5719-01	5	1	0	8	0	12	47	5	2	8	2	0
TCGA-CG-5720-01	6	1	6	2	9	14	39	2	5	8	5	6
TCGA-CG-5721-01	71	0	0	5	0	631	997	157	0	0	3103	0
TCGA-CG-5722-01	1	4	3	6	7	14	44	11	9	4	0	1
TCGA-CG-5723-01	36	9	0	3	0	825	455	92	0	1	426	26
TCGA-CG-5724-01	3	9	5	2	0	25	44	10	9	2	0	34
TCGA-CG-5725-01	1	5	5	1	7	7	13	7	2	0	0	2
TCGA-CG-5726-01	30	15	10	10	0	745	227	111	0	0	274	6
TCGA-CG-5727-01	14	0	11	4	7	37	62	25	25	12	0	6
TCGA-CG-5728-01	17	0	37	0	0	590	521	79	0	1	262	28
TCGA-CG-5730-01	14	6	3	26	0	49	61	15	16	10	2	0
TCGA-CG-5732-01	7	1	5	2	3	3	32	3	11	3	3	6
TCGA-CG-5733-01	19	20	67	1	0	405	347	85	0	0	226	23
TCGA-CG-5734-01	6	5	0	1	10	36	25	10	1	1	3	14
TCGA-D7-5577-01	13	10	2	3	12	19	40	11	15	2	0	17
TCGA-D7-5578-01	1	6	0	11	9	51	95	13	0	23	3	81
TCGA-D7-5579-01	1	6	12	11	11	24	15	18	21	9	7	39
TCGA-D7-6518-01	4	3	5	5	0	30	24	6	9	6	0	12
TCGA-D7-6519-01	1	5	8	4	9	4	17	8	8	2	0	1
TCGA-D7-6520-01	1	6	0	2	5	17	20	5	0	10	3	7
TCGA-D7-6521-01	1	3	0	13	0	20	27	17	7	0	0	0
TCGA-D7-6522-01	0	0	0	3	0	14	26	2	10	1	0	10
TCGA-D7-6524-01	0	1	5	0	2	22	58	21	15	0	0	0
TCGA-D7-6525-01	3	10	11	13	17	38	22	14	13	6	0	54
TCGA-D7-6526-01	6	7	4	19	43	29	47	10	28	9	0	66
TCGA-D7-6527-01	8	0	1	11	1	38	35	3	20	16	0	134
TCGA-D7-6528-01	20	17	0	15	28	55	19	10	42	27	3	186
TCGA-D7-6815-01	6	9	5	2	19	50	69	3	0	4	0	4
TCGA-D7-6817-01	3	1	3	0	0	22	28	0	32	2	5	9
TCGA-D7-6818-01	4	7	0	4	15	25	18	0	0	1	4	114
TCGA-D7-6820-01	6	6	2	11	0	12	32	2	29	11	7	3
TCGA-D7-6822-01	8	6	0	13	20	26	41	9	17	9	16	142
TCGA-D7-8570-01	3	7	0	2	8	27	40	7	43	13	0	4
TCGA-D7-8572-01	13	8	3	2	46	22	48	17	43	11	0	9
TCGA-D7-8573-01	2	6	0	1	2	21	39	9	8	3	6	8
TCGA-D7-8574-01	0	3	2	0	0	7	29	0	4	1	0	3
TCGA-D7-8575-01	0	8	1	0	1	6	22	8	6	4	1	0
TCGA-D7-8576-01	5	0	0	2	0	23	22	3	10	2	4	0
TCGA-D7-8578-01	0	5	0	0	5	27	25	5	0	0	0	0
TCGA-D7-8579-01	3	0	0	0	0	36	32	8	0	1	3	60
TCGA-D7-A4YT-01	13	18	48	15	25	36	24	12	116	34	8	15
TCGA-D7-A4YU-01	9	8	14	4	0	45	75	19	32	10	0	69
TCGA-D7-A4YV-01	11	0	21	0	0	459	374	62	0	0	59	14
TCGA-D7-A4YX-01	4	0	0	1	0	22	60	7	0	6	0	0
TCGA-D7-A4YY-01	19	11	34	0	0	199	127	24	10	0	56	70
TCGA-D7-A4Z0-01	5	0	0	0	0	33	19	0	0	3	0	306
TCGA-D7-A6ET-01	2	2	0	1	8	3	14	2	0	2	0	0
TCGA-D7-A6EV-01	6	6	4	0	0	46	68	14	18	14	1	27
TCGA-D7-A6EX-01	6	1	9	6	28	25	30	17	15	5	0	11
TCGA-D7-A6EY-01	7	0	39	3	3	554	390	35	0	0	405	125
TCGA-D7-A6EZ-01	10	10	9	5	51	39	13	8	91	41	15	22
TCGA-D7-A6F0-01	3	8	4	13	0	49	17	14	26	10	0	13
TCGA-D7-A6F2-01	1	0	0	2	6	12	43	5	17	2	1	1
TCGA-D7-A747-01	3	14	2	5	0	10	21	4	1	5	0	61
TCGA-D7-A748-01	0	2	0	1	4	18	14	5	0	0	0	7
TCGA-D7-A74A-01	4	9	0	12	0	17	72	13	0	65	0	3
TCGA-D7-A74B-01	5	0	0	1	0	2	19	3	3	0	5	4
TCGA-EQ-5647-01	4	1	3	19	18	16	22	9	8	1	0	9
TCGA-EQ-8122-01	12	11	5	19	16	50	55	14	21	9	3	13
TCGA-EQ-A4SO-01	4	8	18	0	14	18	11	6	69	33	17	7
TCGA-F1-6177-01	13	0	3	0	0	571	597	70	0	0	130	11
TCGA-F1-6874-01	10	27	100	2	0	333	334	58	0	0	116	11
TCGA-F1-6875-01	1	5	2	6	0	11	56	9	9	3	5	8
TCGA-F1-A448-01	9	0	18	0	0	263	224	26	0	0	115	13
TCGA-F1-A72C-01	5	0	0	0	7	19	22	0	0	1	0	7
TCGA-FP-7735-01	2	1	6	16	0	0	31	6	6	3	0	0
TCGA-FP-7829-01	14	17	27	3	36	65	84	17	9	4	0	30
TCGA-FP-7916-01	1	1	11	3	0	43	45	8	6	5	0	2
TCGA-FP-7998-01	0	7	6	7	0	20	22	7	3	5	0	4
TCGA-FP-8099-01	7	1	2	7	0	47	61	29	15	2	0	2
TCGA-FP-8209-01	0	0	0	0	0	1	0	0	0	0	0	0
TCGA-FP-8210-01	0	0	0	0	2	0	0	0	0	0	3	0
TCGA-FP-8211-01	1	7	19	2	7	11	0	3	40	12	8	6
TCGA-FP-8631-01	0	9	8	11	0	9	12	9	43	7	3	9
TCGA-FP-A4BE-01	6	0	47	0	0	630	705	85	0	0	144	24
TCGA-FP-A4BF-01	8	1	0	4	22	47	27	5	0	0	0	8
TCGA-FP-A8CX-01	1	5	16	5	0	12	34	13	11	3	2	12
TCGA-FP-A9TM-01	0	17	8	14	17	46	83	6	17	0	0	0
TCGA-HF-7131-01	3	1	4	23	4	4	17	0	17	16	1	25
TCGA-HF-7132-01	13	11	48	0	0	642	423	75	0	0	148	20
TCGA-HF-7133-01	11	2	0	0	5	26	29	0	5	7	2	2
TCGA-HF-7134-01	13	11	18	14	9	46	101	13	14	6	0	110
TCGA-HF-7136-01	1	0	6	0	22	33	14	5	6	5	0	4
TCGA-HF-A5NB-01	13	8	5	0	0	626	475	54	0	0	338	37
TCGA-HJ-7597-01	9	0	0	0	0	295	421	43	0	0	108	0
TCGA-HU-8238-01	4	8	4	13	0	33	44	15	19	9	0	53
TCGA-HU-8243-01	13	0	0	0	0	35	70	10	13	13	4	3
TCGA-HU-8244-01	9	0	0	0	0	23	114	9	0	3	0	7
TCGA-HU-8245-01	4	0	4	0	0	20	20	2	7	1	13	6
TCGA-HU-8249-01	2	4	0	1	23	54	61	14	0	13	0	3
TCGA-HU-8602-01	15	0	66	0	0	628	653	109	0	0	281	9
TCGA-HU-8604-01	11	5	12	1	7	64	72	24	13	4	0	45
TCGA-HU-8608-01	6	0	0	5	12	34	18	6	9	6	8	1
TCGA-HU-8610-01	3	0	1	4	0	26	12	10	4	1	0	8
TCGA-HU-A4G2-01	1	5	6	2	3	7	26	10	0	0	3	0
TCGA-HU-A4G3-01	10	3	0	1	3	26	52	11	9	0	0	11
TCGA-HU-A4G6-01	3	5	4	0	12	23	34	8	0	1	0	6
TCGA-HU-A4G8-01	18	0	0	0	0	611	615	86	0	0	290	1
TCGA-HU-A4G9-01	9	0	9	0	0	281	331	53	0	0	148	20
TCGA-HU-A4GC-01	7	0	0	4	0	57	56	16	11	0	0	19
TCGA-HU-A4GD-01	1	0	0	14	0	6	48	0	26	4	5	3
TCGA-HU-A4GF-01	3	7	0	6	17	54	21	11	18	2	4	26
TCGA-HU-A4GH-01	17	6	0	11	0	35	5	0	14	8	4	859
TCGA-HU-A4GJ-01	0	2	0	0	0	0	4	0	0	0	0	0
TCGA-HU-A4GN-01	22	14	76	0	0	541	392	63	0	0	176	15
TCGA-HU-A4GP-01	6	2	13	5	43	67	60	17	31	6	0	13
TCGA-HU-A4GQ-01	21	0	36	0	0	755	888	92	0	0	215	23
TCGA-HU-A4GT-01	17	0	59	0	0	531	404	46	0	0	394	35
TCGA-HU-A4GU-01	19	0	65	18	0	1411	0	0	0	3	105	105
TCGA-HU-A4GX-01	11	0	39	0	0	490	531	86	0	0	172	0
TCGA-HU-A4GY-01	2	5	1	1	1	20	45	0	0	0	0	4
TCGA-HU-A4H0-01	5	13	2	2	8	28	87	9	39	4	12	7
TCGA-HU-A4H2-01	10	4	8	6	13	52	62	7	31	0	3	32
TCGA-HU-A4H3-01	7	22	91	1	0	361	286	40	0	0	148	27
TCGA-HU-A4H4-01	8	9	47	9	0	185	129	11	7	1	286	75
TCGA-HU-A4H5-01	9	11	22	3	57	29	30	9	123	14	10	11
TCGA-HU-A4H6-01	5	3	0	1	0	31	75	11	10	2	0	10
TCGA-HU-A4H8-01	11	0	19	0	0	648	527	42	0	0	32	9
TCGA-HU-A4HB-01	0	1	0	0	3	0	5	0	0	0	0	4
TCGA-HU-A4HD-01	9	8	4	14	38	31	48	11	24	12	11	16
TCGA-IN-7806-01	1	0	3	11	12	8	44	1	6	0	2	1
TCGA-IN-7808-01	6	5	3	1	12	38	33	12	4	2	0	15
TCGA-IN-8462-01	1	3	17	6	20	33	37	5	0	8	3	10
TCGA-IN-8663-01	6	20	0	2	16	36	45	6	15	9	0	73
TCGA-IN-A6RI-01	4	11	0	1	8	16	33	0	4	2	7	44
