Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-37-5819-01	10	39	356	253	21	0	19	37	30	8	38	47	29	3	36
TCGA-37-A5EL-01	16	21	148	122	23	10	12	27	41	13	10	54	10	5	19
TCGA-37-A5EM-01	14	23	128	87	8	17	10	12	33	31	0	27	40	2	0
TCGA-37-A5EN-01	5	16	87	32	9	10	18	9	19	22	2	36	29	4	1
TCGA-39-5011-01	14	33	308	270	26	6	5	3	45	0	0	37	7	0	39
TCGA-39-5016-01	20	45	102	111	16	0	27	39	22	26	0	41	22	10	0
TCGA-39-5019-01	8	6	83	22	5	0	7	16	14	21	9	10	11	2	12
TCGA-39-5021-01	5	11	56	34	11	0	7	0	9	11	0	14	19	4	16
TCGA-39-5022-01	8	2	7	19	44	17	5	4	100	14	2	28	0	3	0
TCGA-39-5024-01	12	22	35	3	27	1	13	2	62	28	8	33	0	5	14
TCGA-39-5028-01	8	4	6	23	35	20	12	6	72	13	16	1	6	0	0
TCGA-39-5029-01	8	15	22	19	15	6	13	7	21	29	4	16	0	5	2
TCGA-39-5030-01	6	5	23	21	22	7	82	29	40	13	0	18	2	1	8
TCGA-39-5031-01	46	6	94	50	189	68	8	7	276	0	39	10	0	4	20
TCGA-39-5034-01	8	32	304	253	11	4	12	22	32	28	29	24	19	1	0
TCGA-39-5035-01	14	6	12	17	25	8	12	17	38	3	0	32	12	4	0
TCGA-39-5036-01	7	14	61	62	8	13	17	18	28	26	0	35	34	4	1
TCGA-39-5037-01	7	13	60	54	14	6	17	15	9	28	0	24	25	2	25
TCGA-39-5039-01	9	15	71	25	3	0	17	3	7	21	2	21	8	0	7
TCGA-39-5040-01	10	25	166	191	11	4	9	22	24	10	27	61	12	5	14
TCGA-43-2576-01	11	32	238	199	16	0	2	10	21	39	0	50	30	7	0
TCGA-43-2578-01	4	25	150	111	11	1	0	1	17	16	0	55	16	5	19
TCGA-43-2581-01	11	58	450	423	6	0	20	0	28	3	0	113	0	7	21
TCGA-43-3394-01	2	6	35	42	4	0	2	12	11	34	0	7	19	0	0
TCGA-43-3920-01	12	6	65	41	28	0	2	8	54	13	24	47	9	0	25
TCGA-43-5668-01	9	39	333	242	14	0	26	17	22	24	37	55	0	6	0
TCGA-43-5670-01	4	0	13	1	26	6	4	9	47	1	25	18	0	0	16
TCGA-43-6143-01	5	16	134	70	16	9	10	13	27	34	9	48	6	4	0
TCGA-43-6647-01	2	14	47	38	4	2	12	0	16	12	0	20	18	3	12
TCGA-43-6770-01	3	8	50	36	13	0	9	10	21	31	9	55	9	5	12
TCGA-43-6771-01	6	11	109	69	5	0	9	9	8	1	0	12	13	3	0
TCGA-43-6773-01	6	7	5	0	4	5	2	5	9	9	2	16	3	1	2
TCGA-43-7656-01	5	15	101	103	6	0	11	14	17	32	42	73	9	1	0
TCGA-43-7657-01	4	5	26	30	0	0	11	13	15	11	5	19	11	3	11
TCGA-43-7658-01	16	14	77	42	11	9	16	7	12	7	0	21	22	0	8
TCGA-43-8115-01	8	6	89	22	5	13	23	0	19	32	20	14	4	0	3
TCGA-43-8116-01	11	14	80	99	22	2	13	20	54	38	31	54	5	3	13
TCGA-43-8118-01	22	18	255	197	56	0	10	19	96	30	23	25	0	10	33
TCGA-43-A474-01	8	21	143	107	5	21	30	25	25	16	0	34	17	5	18
TCGA-43-A475-01	12	10	99	64	9	0	14	13	26	23	0	22	9	4	0
TCGA-43-A56U-01	14	3	60	54	31	5	8	6	90	22	14	6	1	2	3
TCGA-43-A56V-01	6	8	77	73	8	0	2	8	16	10	16	15	12	4	21
TCGA-46-3765-01	10	7	76	32	34	12	7	7	22	14	11	32	8	6	14
TCGA-46-3767-01	4	6	39	41	4	0	3	0	11	12	8	26	10	3	0
TCGA-46-3768-01	7	15	82	49	13	3	4	1	26	17	39	53	24	4	15
TCGA-46-3769-01	26	32	281	275	101	26	18	12	190	21	0	86	36	15	27
TCGA-46-6025-01	7	0	17	23	21	0	17	5	30	11	26	54	19	3	0
TCGA-46-6026-01	7	18	72	34	24	10	17	19	24	13	15	10	0	0	1
TCGA-51-4079-01	15	14	139	120	37	8	15	10	37	20	18	33	30	13	1
TCGA-51-4080-01	6	10	141	67	5	2	10	12	11	24	5	34	17	0	8
TCGA-51-4081-01	5	11	66	46	3	6	5	8	11	17	24	20	14	5	7
TCGA-51-6867-01	17	32	234	153	35	15	8	17	74	66	27	79	0	4	21
TCGA-52-7622-01	1	11	100	64	5	0	11	5	11	35	12	31	32	4	16
TCGA-52-7809-01	14	19	68	33	28	3	0	43	45	15	0	28	1	11	0
TCGA-52-7810-01	11	20	98	54	80	26	0	16	153	18	0	16	24	3	16
TCGA-52-7811-01	5	13	53	29	3	0	4	6	13	18	0	20	11	0	12
TCGA-52-7812-01	15	10	117	95	21	0	5	15	28	13	39	13	0	0	0
TCGA-56-1622-01	7	10	60	80	5	7	17	5	7	21	0	38	16	6	8
TCGA-56-5897-01	5	0	40	0	14	2	5	3	30	18	1	2	5	1	0
TCGA-56-5898-01	7	4	43	35	6	0	3	7	13	8	0	13	29	2	12
TCGA-56-6545-01	8	14	127	49	30	8	13	5	44	13	0	28	16	4	7
TCGA-56-6546-01	14	18	133	94	4	1	11	9	14	20	8	56	21	5	8
TCGA-56-7221-01	11	21	109	55	26	14	10	8	50	17	15	22	7	1	0
TCGA-56-7222-01	12	23	149	93	17	1	6	23	34	43	16	38	19	12	3
TCGA-56-7223-01	17	12	76	47	14	2	5	23	20	30	30	45	35	5	12
TCGA-56-7579-01	11	23	65	45	13	0	5	6	40	26	23	16	9	6	29
TCGA-56-7580-01	2	4	46	24	1	3	3	12	14	14	5	27	7	0	9
TCGA-56-7582-01	5	11	58	17	4	5	5	23	9	10	14	25	5	4	9
TCGA-56-7730-01	13	29	127	108	4	4	20	25	17	33	0	41	29	6	6
TCGA-56-7731-01	5	12	175	70	15	0	10	6	27	36	32	36	0	1	18
TCGA-56-7822-01	15	13	82	56	44	23	19	9	117	13	14	1	46	3	12
TCGA-56-7823-01	12	19	100	86	5	3	14	7	18	19	0	37	29	3	2
TCGA-56-8082-01	16	7	74	45	9	4	20	29	13	25	13	26	0	0	0
TCGA-56-8083-01	5	10	58	55	2	0	7	16	7	7	5	12	5	7	3
TCGA-56-8201-01	6	2	39	43	12	0	8	9	18	24	1	27	4	2	4
TCGA-56-8304-01	17	6	98	66	7	4	2	10	20	26	0	32	7	0	9
TCGA-56-8305-01	12	20	172	120	18	12	14	7	24	37	0	27	26	1	0
TCGA-56-8307-01	9	8	176	134	8	3	16	13	25	23	61	44	3	2	0
TCGA-56-8308-01	17	17	124	101	15	0	24	16	28	34	22	33	0	0	4
TCGA-56-8309-01	4	6	40	24	7	0	9	0	8	27	0	30	4	2	0
TCGA-56-8503-01	10	4	29	10	24	18	0	3	71	13	13	12	0	0	2
TCGA-56-8504-01	6	18	106	58	2	5	6	9	10	22	8	30	5	6	0
TCGA-56-8622-01	6	13	59	62	21	0	13	19	15	15	47	21	0	1	0
TCGA-56-8624-01	5	6	50	20	10	10	11	7	28	8	0	0	0	3	0
TCGA-56-8625-01	23	11	108	89	76	43	32	19	114	6	26	15	31	4	9
TCGA-56-8626-01	12	8	89	49	14	7	14	16	28	16	21	46	0	2	0
TCGA-56-8628-01	9	18	190	133	4	0	8	3	12	32	27	59	5	6	10
TCGA-56-8629-01	6	9	78	45	9	0	16	7	20	8	11	55	10	4	0
TCGA-56-A49D-01	9	9	70	39	26	14	23	14	61	29	48	25	4	5	0
TCGA-56-A4BW-01	10	11	72	47	18	5	5	15	64	19	0	20	0	4	0
TCGA-56-A4BY-01	0	18	52	27	10	0	8	6	4	17	7	33	4	2	0
TCGA-56-A4ZJ-01	5	7	44	29	1	2	3	2	11	11	17	8	0	4	0
TCGA-56-A4ZK-01	6	9	76	25	7	2	2	14	32	21	12	47	30	3	10
TCGA-56-A5DS-01	19	2	56	33	25	4	16	9	31	19	29	15	0	3	2
TCGA-56-A62T-01	16	26	188	191	10	8	17	19	28	10	42	45	13	1	16
TCGA-58-8386-01	7	12	67	49	11	2	9	18	22	35	0	35	38	3	6
TCGA-58-8387-01	11	2	32	19	24	8	12	14	42	11	10	26	0	6	17
TCGA-58-8388-01	5	11	55	43	8	0	12	0	10	26	0	35	16	0	5
TCGA-58-8391-01	10	19	109	61	1	4	19	10	19	11	34	76	40	7	9
TCGA-58-8393-01	40	13	0	12	83	24	4	9	145	4	0	0	0	0	7
TCGA-58-A46J-01	5	9	62	38	7	0	11	3	18	13	26	14	0	2	9
TCGA-58-A46K-01	12	0	28	7	39	5	10	10	52	17	0	14	0	1	0
TCGA-58-A46L-01	5	10	99	53	14	4	10	13	22	4	3	34	0	3	6
TCGA-58-A46M-01	22	29	143	91	43	0	43	9	21	21	30	43	10	6	21
TCGA-58-A46N-01	7	10	62	46	11	0	6	18	8	16	10	40	25	3	2
TCGA-60-2695-01	12	5	64	49	4	0	7	17	23	21	0	30	16	9	15
TCGA-60-2697-01	0	0	0	6	0	0	1	0	0	0	3	3	0	1	0
TCGA-60-2698-01	66	42	161	117	236	62	14	15	500	17	67	45	8	3	42
TCGA-60-2703-01	5	23	118	62	22	1	11	11	36	34	0	34	0	1	8
TCGA-60-2704-01	10	12	66	22	13	9	18	18	26	29	12	8	1	4	4
TCGA-60-2707-01	7	1	19	26	15	4	7	6	25	23	7	0	0	1	0
TCGA-60-2708-01	6	6	51	30	13	12	24	11	32	17	24	26	0	6	0
TCGA-60-2709-01	1	17	30	43	7	0	0	6	10	16	28	39	0	0	14
TCGA-60-2710-01	8	7	74	25	10	2	13	17	7	23	18	24	2	5	19
TCGA-60-2711-01	6	2	21	32	3	1	3	15	16	3	21	22	10	2	0
TCGA-60-2712-01	1	7	10	18	10	3	7	8	10	8	9	10	5	0	6
TCGA-60-2713-01	21	12	58	47	14	0	11	6	29	20	3	79	5	8	11
TCGA-60-2714-01	9	35	321	363	36	29	36	34	74	25	54	55	0	11	18
TCGA-60-2715-01	5	0	37	7	9	14	15	16	7	12	0	13	13	4	8
TCGA-60-2716-01	0	0	0	0	1	6	5	6	0	1	0	0	0	0	3
TCGA-60-2719-01	6	8	79	36	15	3	21	23	9	43	0	26	0	3	8
TCGA-60-2720-01	11	16	119	97	37	12	3	0	103	26	4	63	27	6	0
TCGA-60-2721-01	10	14	14	8	38	17	6	11	84	13	6	27	19	3	0
TCGA-60-2722-01	14	15	99	44	21	10	12	4	41	37	9	35	25	0	26
TCGA-60-2723-01	10	12	126	56	3	0	14	3	13	16	24	59	8	1	9
TCGA-60-2724-01	14	30	108	148	2	0	4	8	23	39	15	48	0	6	0
TCGA-60-2725-01	0	13	59	28	0	1	4	4	19	16	4	34	5	2	0
TCGA-60-2726-01	10	14	126	58	28	0	10	22	30	34	35	36	12	6	7
TCGA-63-5128-01	13	12	128	63	13	0	8	12	15	30	23	50	0	8	0
TCGA-63-5131-01	7	22	93	48	23	15	12	8	43	20	13	51	10	18	11
TCGA-63-6202-01	2	19	121	133	6	16	17	8	13	10	39	26	0	1	5
TCGA-63-7020-01	2	10	65	46	8	0	2	8	6	28	0	29	0	4	19
TCGA-63-7021-01	9	3	86	49	16	3	1	12	16	54	26	28	4	1	0
TCGA-63-7022-01	9	5	45	42	10	3	1	15	17	31	7	34	7	5	8
TCGA-63-7023-01	3	2	34	38	6	0	12	1	11	22	28	17	0	3	6
TCGA-63-A5M9-01	7	7	21	12	11	0	15	11	4	21	6	11	0	2	7
TCGA-63-A5MB-01	15	14	110	58	11	11	23	10	24	24	27	69	0	2	17
TCGA-63-A5MG-01	3	4	43	18	2	0	7	15	11	13	0	11	0	0	13
TCGA-63-A5MH-01	11	8	53	14	34	11	6	8	65	20	17	16	3	3	14
TCGA-63-A5MI-01	5	13	40	15	11	25	7	18	57	19	0	10	35	9	3
TCGA-63-A5MJ-01	10	6	62	31	1	1	16	21	11	26	1	20	18	4	15
TCGA-63-A5ML-01	11	6	78	50	9	18	14	9	18	19	19	28	0	9	18
TCGA-63-A5MM-01	22	15	28	0	21	54	993	13	36	184	0	0	0	6	38
TCGA-63-A5MN-01	0	5	3	0	6	2	9	0	2	0	0	10	6	3	2
TCGA-63-A5MP-01	6	16	57	26	3	8	19	21	2	19	0	33	22	2	0
TCGA-63-A5MR-01	5	10	23	26	37	22	7	5	31	11	26	17	0	0	5
TCGA-63-A5MS-01	16	15	96	72	34	8	18	6	94	37	24	53	6	9	0
TCGA-63-A5MT-01	7	2	28	42	33	7	7	23	60	43	3	31	11	1	0
TCGA-63-A5MU-01	13	18	66	24	27	0	19	17	38	9	4	3	24	0	11
TCGA-63-A5MV-01	4	3	40	25	12	11	10	0	4	6	0	18	17	2	1
TCGA-63-A5MW-01	13	23	163	71	28	14	22	24	45	29	35	81	0	20	18
TCGA-63-A5MY-01	2	8	33	49	6	6	2	15	14	12	0	37	27	1	5
TCGA-66-2727-01	6	11	44	56	6	6	11	2	21	16	0	35	19	3	15
TCGA-66-2734-01	5	4	77	65	4	0	3	7	3	10	34	19	0	5	13
TCGA-66-2742-01	0	8	84	50	4	3	11	23	9	38	17	18	8	7	0
TCGA-66-2744-01	9	9	52	58	5	13	4	8	30	17	4	33	0	8	0
TCGA-66-2754-01	15	27	45	35	17	0	19	13	29	13	0	71	44	18	0
TCGA-66-2755-01	4	9	82	74	6	0	4	7	6	29	3	44	18	1	2
TCGA-66-2756-01	5	31	207	189	13	5	15	12	23	46	8	57	14	8	0
TCGA-66-2757-01	6	6	85	78	6	7	4	3	17	23	20	48	7	1	7
TCGA-66-2758-01	15	7	58	41	21	0	12	6	83	14	38	104	5	2	20
TCGA-66-2759-01	20	24	106	74	29	0	27	38	80	21	25	39	36	5	23
TCGA-66-2763-01	15	14	195	96	11	0	19	13	38	18	43	9	19	4	0
TCGA-66-2765-01	5	5	29	9	5	4	9	4	4	9	0	26	0	3	0
TCGA-66-2766-01	17	16	91	100	69	8	16	17	61	27	18	39	15	8	5
TCGA-66-2767-01	7	37	107	86	16	15	15	27	23	28	0	50	0	3	0
TCGA-66-2769-01	7	15	61	60	6	0	10	22	55	34	30	111	20	16	4
TCGA-66-2770-01	9	12	88	61	15	11	19	10	6	16	12	32	10	0	17
TCGA-66-2771-01	3	12	49	45	33	19	5	6	52	18	10	26	34	4	11
TCGA-66-2773-01	39	25	85	33	171	85	4	27	235	8	21	0	6	0	19
TCGA-66-2777-01	12	20	63	10	13	0	15	11	10	19	0	25	13	0	1
TCGA-66-2778-01	8	7	29	0	32	14	6	15	40	15	0	16	1	2	0
TCGA-66-2780-01	8	3	28	24	4	0	3	12	21	5	5	39	24	3	0
TCGA-66-2781-01	6	3	58	22	13	0	4	7	13	12	3	17	6	3	0
TCGA-66-2782-01	19	21	141	92	22	10	10	5	50	17	38	34	6	1	0
TCGA-66-2783-01	14	28	68	59	17	10	15	5	24	23	4	31	4	6	0
TCGA-66-2785-01	63	0	111	93	174	54	14	18	714	70	52	64	28	12	0
TCGA-66-2786-01	8	9	67	17	23	5	16	11	48	25	15	24	10	5	0
TCGA-66-2787-01	9	18	203	137	13	6	4	8	30	21	9	59	51	4	0
TCGA-66-2788-01	7	12	38	60	13	8	0	13	36	4	11	27	16	5	6
TCGA-66-2789-01	6	35	146	57	9	2	7	14	38	43	13	48	16	1	1
TCGA-66-2791-01	11	22	72	41	28	4	6	25	50	34	5	33	34	0	17
TCGA-66-2792-01	8	11	41	16	4	0	8	26	7	5	0	23	21	4	3
TCGA-66-2793-01	9	7	76	64	1	4	19	1	12	39	24	86	31	2	9
TCGA-66-2794-01	6	10	29	18	19	14	19	10	45	8	2	15	8	0	0
TCGA-66-2795-01	12	6	103	67	7	13	19	17	21	2	22	26	33	4	11
TCGA-66-2800-01	6	19	73	46	9	3	22	7	6	7	15	24	14	1	6
TCGA-68-7755-01	10	16	116	47	8	8	24	11	17	11	37	19	0	4	10
TCGA-68-7756-01	1	1	31	29	4	3	5	14	4	4	6	8	8	0	0
TCGA-68-7757-01	3	7	131	119	6	2	11	16	9	22	4	26	15	7	0
TCGA-68-8250-01	6	18	99	70	8	0	12	7	22	34	0	48	39	5	8
TCGA-68-8251-01	21	6	36	10	40	42	33	77	104	4	5	4	0	1	8
TCGA-68-A59J-01	14	14	103	94	34	10	9	9	70	9	7	47	33	2	13
TCGA-6A-AB49-01	8	24	152	141	10	1	10	7	21	22	0	79	6	3	8
TCGA-70-6722-01	14	13	162	110	16	3	7	5	14	0	0	18	0	1	0
TCGA-70-6723-01	7	11	42	13	1	1	11	11	5	9	9	11	3	6	0
TCGA-77-6842-01	7	17	155	73	12	8	14	11	38	52	21	37	8	0	7
TCGA-77-6843-01	9	2	37	16	5	6	8	13	27	24	14	42	3	6	12
TCGA-77-6844-01	5	24	53	38	9	14	4	11	23	14	26	21	0	2	2
TCGA-77-6845-01	11	5	52	52	7	0	1	9	23	16	9	54	30	5	18
TCGA-77-7139-01	9	7	65	37	18	5	14	6	5	19	0	15	25	1	10
TCGA-77-7140-01	5	15	14	24	12	7	8	5	30	15	7	77	0	1	9
TCGA-77-7141-01	24	20	124	95	68	46	13	18	287	33	28	73	13	9	21
TCGA-77-7142-01	16	10	80	63	17	12	32	22	23	28	0	17	11	0	0
TCGA-77-7335-01	5	15	30	35	22	12	12	19	54	14	17	28	25	4	0
TCGA-77-7337-01	16	17	115	58	21	3	13	14	32	29	0	65	30	10	2
TCGA-77-7338-01	2	1	27	12	9	14	15	2	32	13	17	20	7	0	0
TCGA-77-7463-01	13	19	172	123	13	7	8	15	30	38	6	39	0	5	0
TCGA-77-7465-01	16	23	170	70	5	3	13	18	20	25	0	72	16	6	25
TCGA-77-8007-01	2	3	27	21	7	0	7	15	6	6	13	2	5	1	4
TCGA-77-8008-01	4	16	66	46	4	0	2	12	1	18	0	16	17	6	12
TCGA-77-8009-01	11	8	19	27	22	5	11	11	8	17	19	31	7	5	11
TCGA-77-8128-01	11	5	104	84	16	0	18	22	14	31	25	43	0	5	0
TCGA-77-8130-01	6	7	33	35	6	1	22	5	6	19	21	44	13	0	8
TCGA-77-8131-01	2	5	0	13	0	1	4	4	17	10	15	15	0	0	1
TCGA-77-8133-01	14	30	189	92	11	12	29	0	10	25	4	25	19	1	10
TCGA-77-8136-01	20	15	49	66	76	28	8	9	219	16	6	47	0	4	0
TCGA-77-8138-01	5	2	33	14	0	7	9	0	5	11	17	22	0	1	0
TCGA-77-8139-01	5	13	58	38	7	10	19	6	23	19	10	37	6	4	8
TCGA-77-8140-01	7	16	142	63	32	16	8	1	48	18	0	71	15	6	14
TCGA-77-8143-01	2	12	43	28	2	6	10	9	14	17	0	28	3	2	7
TCGA-77-8144-01	15	26	200	83	17	10	12	13	26	42	0	32	0	6	0
TCGA-77-8145-01	7	10	21	11	3	0	9	10	21	19	0	23	0	2	14
TCGA-77-8146-01	7	20	62	27	7	6	6	5	9	15	0	38	0	0	2
TCGA-77-8148-01	10	17	86	38	9	16	22	27	6	23	21	33	16	3	2
TCGA-77-8150-01	0	6	35	25	5	0	13	13	8	2	9	20	0	0	13
TCGA-77-8153-01	5	9	37	42	3	0	9	15	15	35	22	26	0	4	0
TCGA-77-8154-01	9	8	85	30	17	0	13	13	6	9	10	27	20	2	7
TCGA-77-8156-01	10	15	50	56	2	0	17	9	12	16	0	35	30	4	15
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-77-A5G1-01	3	3	65	33	9	1	4	3	8	12	6	24	21	0	9
TCGA-77-A5G3-01	34	42	248	164	35	6	36	17	76	10	57	47	0	4	0
TCGA-77-A5G6-01	12	20	247	154	13	3	12	29	23	20	0	57	11	6	7
TCGA-77-A5G7-01	1	5	38	7	9	5	9	1	6	20	3	12	0	4	8
TCGA-77-A5G8-01	16	17	80	42	4	0	18	11	13	26	0	35	16	0	0
TCGA-77-A5GA-01	7	12	60	23	9	4	13	24	10	6	0	4	13	1	8
TCGA-77-A5GB-01	14	1	15	4	28	3	9	10	49	13	7	18	0	0	0
TCGA-77-A5GF-01	7	5	31	22	8	7	8	4	16	3	10	15	9	1	0
TCGA-77-A5GH-01	14	9	47	58	29	15	8	18	45	23	27	45	0	5	0
TCGA-79-5596-01	6	12	58	54	5	0	9	11	7	16	10	37	26	0	0
TCGA-85-6175-01	2	0	13	0	3	8	8	9	1	0	5	4	0	0	1
TCGA-85-6560-01	16	10	136	74	8	2	31	26	42	50	18	70	9	16	10
TCGA-85-6561-01	11	6	72	42	20	10	11	0	35	13	33	46	0	6	0
TCGA-85-6798-01	6	5	43	48	8	11	19	11	36	24	21	56	42	7	4
TCGA-85-7696-01	15	12	52	29	17	9	9	25	18	18	31	20	0	1	7
TCGA-85-7697-01	16	16	96	52	21	4	18	2	18	30	23	32	3	3	8
TCGA-85-7698-01	6	12	36	8	8	1	12	3	20	10	0	15	32	2	2
TCGA-85-7699-01	2	8	50	28	9	0	9	22	11	21	22	36	15	2	8
TCGA-85-7710-01	7	10	54	19	27	0	12	8	31	19	15	28	14	0	0
TCGA-85-7843-01	4	12	66	32	12	3	13	8	45	21	23	16	29	3	6
TCGA-85-7844-01	5	11	43	39	2	0	13	11	4	27	8	29	18	2	4
TCGA-85-7950-01	8	14	55	89	23	6	11	7	35	24	0	26	17	7	6
TCGA-85-8048-01	8	1	26	27	8	1	10	15	9	11	26	10	0	0	0
TCGA-85-8049-01	6	9	75	42	13	8	13	10	12	13	18	8	19	7	14
TCGA-85-8052-01	5	15	46	9	6	4	15	6	7	22	0	14	0	7	0
TCGA-85-8070-01	3	12	92	39	12	3	13	9	22	20	15	26	2	5	4
TCGA-85-8071-01	9	20	150	97	20	3	21	7	20	20	57	47	3	8	0
TCGA-85-8072-01	3	21	44	27	11	0	9	27	10	26	0	39	0	10	0
TCGA-85-8276-01	9	24	86	46	8	5	9	7	32	47	6	37	15	6	14
TCGA-85-8277-01	13	23	96	26	33	0	13	17	18	19	0	36	1	4	2
TCGA-85-8287-01	6	12	71	45	16	0	7	15	24	36	32	39	0	7	7
TCGA-85-8288-01	6	24	95	32	13	2	21	32	14	22	2	25	0	12	5
TCGA-85-8350-01	16	7	93	109	24	3	19	3	22	5	54	41	0	4	0
TCGA-85-8351-01	2	5	34	21	6	0	21	6	13	16	4	18	27	2	12
TCGA-85-8352-01	10	12	95	60	7	14	8	4	37	5	13	23	34	3	2
TCGA-85-8353-01	5	7	72	28	9	0	14	3	8	20	27	19	6	4	0
TCGA-85-8354-01	10	5	42	26	28	12	7	23	44	26	2	40	2	0	4
TCGA-85-8355-01	4	13	76	38	16	0	0	16	3	14	27	35	23	0	17
TCGA-85-8479-01	8	7	35	8	7	3	13	20	4	15	17	6	5	0	0
TCGA-85-8481-01	5	24	110	101	10	2	12	12	23	46	7	27	0	6	3
TCGA-85-8580-01	7	5	113	59	1	22	12	7	7	31	0	32	35	5	6
TCGA-85-8582-01	11	5	122	122	3	0	12	7	21	3	31	34	0	6	17
TCGA-85-8584-01	4	22	126	94	14	9	4	8	20	4	9	11	0	4	1
TCGA-85-8664-01	8	3	72	54	12	6	12	16	20	19	6	34	12	5	2
TCGA-85-8666-01	12	14	94	46	9	7	6	3	24	19	0	23	27	5	7
TCGA-85-A4CL-01	81	21	26	48	300	71	15	11	363	0	42	47	0	0	9
TCGA-85-A4CN-01	3	6	71	40	9	1	6	20	7	24	14	16	19	3	0
TCGA-85-A4JB-01	17	19	191	129	14	0	5	10	23	38	55	58	11	8	8
TCGA-85-A4JC-01	17	9	82	41	33	6	1	16	62	20	12	22	0	3	1
TCGA-85-A4PA-01	0	0	0	3	0	0	5	4	0	0	0	0	0	1	0
TCGA-85-A4QQ-01	15	10	16	28	61	38	9	1	137	16	44	16	0	5	0
TCGA-85-A4QR-01	10	8	67	14	14	13	27	14	33	33	15	15	4	12	0
TCGA-85-A50M-01	2	5	23	22	9	5	4	13	5	0	3	5	6	2	0
TCGA-85-A50Z-01	7	38	217	125	16	0	10	0	50	51	0	50	0	0	7
TCGA-85-A510-01	8	11	57	56	0	0	7	9	6	3	3	24	0	0	1
TCGA-85-A511-01	4	7	60	71	13	7	0	11	16	10	23	25	6	2	9
TCGA-85-A512-01	6	5	31	33	15	1	4	3	24	16	6	26	23	5	2
TCGA-85-A513-01	1	5	0	0	1	1	4	1	1	0	0	9	3	2	0
TCGA-85-A53L-01	2	10	86	39	1	1	4	16	10	10	0	54	10	0	1
TCGA-85-A5B5-01	7	13	172	94	9	4	4	19	10	16	36	62	11	4	5
TCGA-90-7766-01	2	2	39	12	15	0	7	9	8	13	15	9	1	0	3
TCGA-90-7767-01	5	4	24	27	15	0	4	14	4	11	10	13	7	0	0
TCGA-90-7769-01	18	27	151	173	23	6	17	18	18	27	0	85	51	6	9
TCGA-90-7964-01	26	30	157	113	51	18	6	13	70	39	0	49	12	2	9
TCGA-90-A4ED-01	992	1254	0	0	219	232	3	0	0	0	0	0	37	3	0
TCGA-90-A4EE-01	27	22	86	52	62	13	17	7	77	30	0	32	27	1	0
TCGA-90-A59Q-01	3	20	137	119	5	4	13	7	5	0	0	38	0	2	1
TCGA-92-7340-01	20	15	101	88	35	5	5	49	110	40	0	39	37	3	10
TCGA-92-7341-01	5	14	39	23	9	14	29	15	8	29	0	17	11	2	0
TCGA-92-8063-01	4	34	149	86	2	9	3	8	24	33	0	59	24	5	0
TCGA-92-8064-01	12	14	74	38	6	0	16	10	8	13	30	26	2	0	24
TCGA-92-8065-01	31	2	19	0	98	17	3	16	143	0	14	1	0	0	12
TCGA-94-7033-01	8	8	0	7	3	5	10	12	44	10	3	37	8	1	0
TCGA-94-7557-01	15	6	10	0	17	7	8	7	32	12	9	5	4	0	7
TCGA-94-7943-01	26	0	29	20	44	20	4	12	53	1	22	16	0	0	6
TCGA-94-8035-01	7	4	54	45	20	9	17	3	20	10	29	21	11	1	0
TCGA-94-8490-01	17	30	135	86	21	10	204	72	55	325	49	42	47	41	0
TCGA-94-8491-01	18	11	174	77	31	0	12	17	88	30	39	145	0	15	22
TCGA-94-A4VJ-01	11	22	135	138	13	0	11	24	36	26	0	63	14	8	11
TCGA-94-A5I4-01	6	17	93	49	10	3	11	16	14	26	20	29	1	4	14
TCGA-94-A5I6-01	8	10	49	46	8	0	12	11	16	18	14	11	7	4	0
TCGA-96-7544-01	13	3	139	76	15	18	16	13	64	45	9	50	17	9	11
TCGA-96-7545-01	5	7	29	13	7	7	4	8	5	23	4	14	0	7	16
TCGA-96-8169-01	2	17	79	16	0	6	2	23	14	24	17	10	0	3	1
TCGA-96-8170-01	10	9	70	66	29	13	11	0	52	23	0	34	9	3	2
TCGA-96-A4JK-01	21	26	130	127	39	13	24	16	55	18	15	100	33	4	13
TCGA-96-A4JL-01	6	2	5	0	3	8	15	22	1	0	0	4	0	0	6
TCGA-98-7454-01	9	10	86	53	17	7	3	10	23	4	17	16	3	2	1
TCGA-98-8020-01	2	0	24	0	15	9	10	12	26	0	0	13	0	0	7
TCGA-98-8021-01	96	8	115	70	332	70	16	11	446	23	0	23	61	4	15
TCGA-98-8022-01	4	10	62	22	4	16	12	19	50	16	33	30	9	5	15
TCGA-98-8023-01	14	4	88	32	6	0	4	9	10	30	0	20	18	1	15
TCGA-98-A538-01	23	24	245	197	46	0	6	20	71	14	49	105	0	6	36
TCGA-98-A539-01	13	13	61	41	15	0	9	2	24	12	6	23	0	1	8
TCGA-98-A53A-01	7	23	100	102	9	8	10	9	23	32	7	31	20	10	0
TCGA-98-A53B-01	6	8	59	7	11	3	5	13	19	29	4	18	0	3	5
TCGA-98-A53C-01	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
TCGA-98-A53H-01	1	1	20	12	0	0	0	0	1	0	0	0	0	0	2
