Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-AC-A6NO-01	4	0	8	0	1	2	4	13	1	6	0	0	4	0	0
TCGA-AC-A7VB-01	0	6	6	0	0	1	9	11	0	2	0	0	0	0	0
TCGA-AC-A7VC-01	1	1	2	0	0	4	3	6	0	2	0	2	5	0	0
TCGA-AC-A8OP-01	9	5	14	24	8	14	25	34	18	14	4	47	5	4	19
TCGA-AC-A8OQ-01	8	7	22	0	14	12	17	23	5	3	0	16	0	7	3
TCGA-AC-A8OR-01	0	1	7	0	1	0	7	4	0	0	5	3	3	1	0
TCGA-AC-A8OS-01	4	6	10	0	12	0	0	16	5	10	0	10	0	6	0
TCGA-AN-A0XL-01	3	4	6	3	0	1	1	10	0	2	0	0	4	0	6
TCGA-AN-A0XN-01	5	1	21	14	2	4	10	8	16	13	3	36	25	10	7
TCGA-AN-A0XO-01	4	0	0	0	6	7	3	2	2	6	0	7	6	0	0
TCGA-AN-A0XP-01	1	0	2	0	4	0	4	4	4	7	1	3	0	2	2
TCGA-AN-A0XR-01	1	6	10	0	4	0	2	7	3	1	0	4	0	0	0
TCGA-AN-A0XS-01	0	2	7	0	6	5	3	4	0	1	0	0	3	1	0
TCGA-AN-A0XT-01	0	3	0	0	0	1	3	7	1	0	6	0	1	0	0
TCGA-AN-A0XU-01	0	13	13	16	4	0	0	14	17	4	0	33	4	1	18
TCGA-AN-A0XV-01	3	0	1	2	0	5	10	3	6	4	1	5	4	0	0
TCGA-AN-A0XW-01	23	1	0	0	141	0	5	5	241	0	0	0	4	3	0
TCGA-AO-A03M-01	65	10	0	0	352	56	1	8	650	0	2	0	2	0	4
TCGA-AO-A03N-01	4	3	7	4	31	9	9	10	39	0	5	0	5	0	8
TCGA-AO-A03U-01	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0
TCGA-AO-A03V-01	8	3	17	0	6	4	2	9	11	1	3	1	0	3	4
TCGA-AO-A0JG-01	3	0	0	4	1	0	0	0	0	1	0	3	3	2	4
TCGA-AO-A124-01	5	4	32	10	1	5	7	13	9	3	23	49	0	6	11
TCGA-AO-A125-01	0	3	0	3	2	5	5	9	1	0	11	4	0	0	2
TCGA-AO-A126-01	0	0	8	0	3	3	0	9	0	1	0	0	1	0	0
TCGA-AO-A128-01	11	21	0	114	13	43	264	292	16	393	0	0	0	43	0
TCGA-AO-A129-01	5	5	26	7	11	0	7	11	23	11	0	27	0	8	3
TCGA-AO-A12A-01	0	0	3	0	4	0	4	5	0	0	3	0	0	0	0
TCGA-AO-A12B-01	0	0	2	3	1	0	3	9	0	1	0	3	0	1	0
TCGA-AO-A12D-01	10	0	4	0	19	11	0	11	10	0	1	3	4	0	0
TCGA-AO-A12E-01	4	0	4	0	1	2	7	9	1	0	0	5	0	0	0
TCGA-AO-A12F-01	0	0	2	0	0	2	13	6	0	0	1	5	5	1	5
TCGA-AO-A12G-01	1	1	2	0	4	0	3	12	5	7	0	3	4	0	0
TCGA-AO-A12H-01	3	0	0	0	0	2	1	11	0	4	0	5	4	0	0
TCGA-AO-A1KO-01	0	0	4	0	0	2	0	0	0	3	1	0	0	0	0
TCGA-AO-A1KR-01	0	3	7	3	5	3	1	11	8	8	0	28	9	0	3
TCGA-AO-A1KT-01	0	0	3	0	3	4	5	10	0	13	3	9	1	0	0
TCGA-AQ-A04H-01	3	2	5	3	2	4	17	27	5	4	0	2	0	2	5
TCGA-AQ-A0Y5-01	4	0	0	4	8	8	10	14	11	2	0	8	0	1	0
TCGA-AQ-A1H2-01	0	0	4	0	2	4	5	8	0	2	2	4	0	3	0
TCGA-AQ-A1H3-01	0	2	0	0	0	0	5	16	0	0	0	2	0	2	0
TCGA-AQ-A54O-01	0	0	2	1	4	0	3	5	0	0	0	4	3	2	1
TCGA-AQ-A7U7-01	5	0	0	0	27	10	8	4	29	1	0	0	10	2	0
TCGA-AR-A0TP-01	3	0	11	6	3	0	0	5	4	8	8	21	0	2	0
TCGA-AR-A0TQ-01	4	1	8	5	8	1	4	8	2	0	3	2	0	1	2
TCGA-AR-A0TR-01	4	0	4	0	1	4	4	10	1	8	5	1	0	0	0
TCGA-AR-A0TS-01	5	3	14	5	5	0	9	11	9	0	6	14	6	3	0
TCGA-AR-A0TT-01	3	6	5	0	8	6	10	8	6	7	7	7	0	2	0
TCGA-AR-A0TU-01	4	1	2	7	3	0	9	7	10	1	2	32	3	1	8
TCGA-AR-A0TV-01	3	9	13	0	3	0	4	20	4	6	0	10	4	0	3
TCGA-AR-A0TW-01	1	0	7	5	1	3	6	16	3	1	0	12	4	0	8
TCGA-AR-A0TX-01	31	0	0	0	136	37	3	7	191	0	0	2	0	0	0
TCGA-AR-A0TZ-01	1	0	6	0	9	10	6	8	14	0	0	1	2	0	10
TCGA-AR-A0U0-01	0	2	3	0	1	2	3	4	8	0	12	3	5	1	6
TCGA-AR-A0U1-01	2	3	18	8	0	0	2	3	15	14	0	21	16	3	4
TCGA-AR-A0U2-01	1	4	10	0	0	3	18	7	0	1	0	5	7	0	0
TCGA-AR-A0U3-01	5	0	4	0	0	2	11	4	0	0	0	1	8	0	5
TCGA-AR-A0U4-01	8	7	13	12	12	1	5	5	46	2	13	54	5	4	14
TCGA-AR-A1AH-01	1	6	23	13	2	0	13	5	8	14	0	17	0	4	14
TCGA-AR-A1AI-01	7	9	0	5	2	11	9	10	17	7	0	5	5	0	2
TCGA-AR-A1AJ-01	2	0	0	0	15	4	5	12	9	3	0	3	0	0	0
TCGA-AR-A1AK-01	5	6	9	1	13	7	6	10	19	0	4	0	0	0	2
TCGA-AR-A1AL-01	1	0	3	1	3	1	3	4	3	5	4	0	2	0	0
TCGA-AR-A1AN-01	0	0	0	0	0	2	6	9	4	0	0	4	6	0	0
TCGA-AR-A1AO-01	4	3	14	3	9	8	7	8	16	1	0	32	9	5	3
TCGA-AR-A1AP-01	6	0	0	0	3	4	9	12	7	0	2	0	5	1	2
TCGA-AR-A1AQ-01	1	2	0	4	1	1	5	7	2	4	3	11	0	0	0
TCGA-AR-A1AR-01	1	2	5	3	2	0	9	6	7	0	11	1	10	4	2
TCGA-AR-A1AS-01	0	2	4	0	12	4	8	0	2	0	0	6	0	0	3
TCGA-AR-A1AT-01	0	3	0	2	1	1	4	5	1	2	0	9	3	1	0
TCGA-AR-A1AU-01	2	0	3	0	1	0	4	6	1	2	0	2	4	1	0
TCGA-AR-A1AV-01	4	0	5	0	2	3	11	9	1	0	5	1	3	1	4
TCGA-AR-A1AW-01	1	4	2	0	1	0	6	6	1	7	4	4	3	0	2
TCGA-AR-A1AX-01	4	0	6	0	0	6	3	4	1	0	5	0	3	0	0
TCGA-AR-A1AY-01	2	6	12	4	6	2	5	16	6	4	2	3	1	1	2
TCGA-AR-A24H-01	5	7	10	10	6	0	4	12	23	1	17	41	1	0	15
TCGA-AR-A24K-01	1	2	0	4	0	3	1	6	0	4	0	10	3	0	0
TCGA-AR-A24L-01	1	4	8	2	1	0	4	1	6	3	2	16	3	2	0
TCGA-AR-A24M-01	0	0	7	1	1	0	4	4	0	4	0	2	2	0	0
TCGA-AR-A24N-01	5	4	3	4	5	0	7	12	0	4	0	2	0	1	0
TCGA-AR-A24O-01	1	0	2	0	0	0	0	9	1	2	1	3	1	0	2
TCGA-AR-A24P-01	1	0	0	0	0	4	3	2	0	0	0	1	8	0	0
TCGA-AR-A24Q-01	10	0	25	27	16	1	10	3	22	7	35	64	0	3	9
TCGA-AR-A24R-01	0	2	0	1	1	1	5	6	0	1	8	1	0	0	0
TCGA-AR-A24S-01	5	0	0	0	5	0	6	14	5	6	8	5	0	0	3
TCGA-AR-A24T-01	1	1	7	0	1	2	2	8	1	0	0	0	1	0	0
TCGA-AR-A24U-01	4	0	0	0	7	3	6	5	10	0	0	1	8	0	0
TCGA-AR-A24V-01	0	0	3	1	1	5	5	5	3	1	3	0	1	0	0
TCGA-AR-A24W-01	1	1	2	0	0	1	2	0	0	0	0	0	7	0	0
TCGA-AR-A24X-01	2	0	12	0	0	6	4	5	0	3	0	0	0	2	0
TCGA-AR-A24Z-01	0	3	18	1	3	3	5	9	3	0	2	8	1	0	0
TCGA-AR-A250-01	8	7	10	1	13	16	16	22	48	0	5	0	3	0	6
TCGA-AR-A251-01	9	7	21	16	4	0	6	7	33	7	31	57	0	4	3
TCGA-AR-A252-01	3	0	0	0	0	0	3	8	0	3	2	0	0	0	0
TCGA-AR-A254-01	5	0	8	0	3	4	4	12	1	0	0	1	1	0	3
TCGA-AR-A255-01	5	1	11	5	11	4	2	10	21	4	0	1	1	0	13
TCGA-AR-A256-01	5	16	32	15	13	6	8	6	18	7	0	62	20	9	7
TCGA-AR-A2LE-01	29	9	7	0	136	32	3	5	122	0	0	0	28	0	23
TCGA-AR-A2LH-01	9	1	0	1	20	7	5	3	17	0	0	0	6	0	2
TCGA-AR-A2LK-01	2	3	5	3	4	1	8	14	0	2	2	2	2	0	0
TCGA-AR-A2LL-01	1	2	2	3	0	0	0	17	0	0	4	2	0	0	6
TCGA-AR-A2LM-01	0	2	2	1	0	4	0	1	0	1	0	6	0	0	0
TCGA-AR-A2LN-01	10	0	0	0	12	6	3	6	5	3	9	0	0	0	0
TCGA-AR-A2LO-01	1	0	1	1	1	1	2	4	2	0	0	2	0	2	0
TCGA-AR-A2LQ-01	0	2	2	0	0	0	1	5	0	1	1	1	0	0	0
TCGA-AR-A2LR-01	3	7	15	2	1	3	11	6	2	0	0	12	3	1	4
TCGA-AR-A5QM-01	3	2	6	6	0	2	5	7	0	0	0	0	5	0	0
TCGA-AR-A5QN-01	4	3	3	0	4	5	10	11	0	5	4	0	0	0	0
TCGA-AR-A5QP-01	2	0	0	1	3	1	3	7	0	4	8	2	0	0	3
TCGA-AR-A5QQ-01	0	6	0	3	4	0	3	9	8	11	0	23	23	4	2
TCGA-B6-A0I1-01	2	0	15	2	5	6	1	25	1	2	2	19	0	0	0
TCGA-B6-A0IH-01	4	0	3	0	1	4	15	4	0	1	6	0	3	0	0
TCGA-B6-A0RH-01	1	0	0	0	8	1	0	11	7	1	1	10	3	1	1
TCGA-B6-A0RL-01	1	5	0	1	11	3	9	15	4	1	0	3	12	2	2
TCGA-B6-A0RM-01	3	0	5	0	5	1	6	9	0	4	2	0	0	0	1
TCGA-B6-A0RN-01	0	0	6	0	2	2	5	10	0	3	2	2	0	1	0
TCGA-B6-A0RO-01	1	4	0	0	2	8	3	1	1	3	9	9	1	1	0
TCGA-B6-A0RP-01	2	4	12	0	0	0	5	2	0	0	5	0	0	0	0
TCGA-B6-A0RQ-01	3	5	0	0	10	2	4	5	4	1	0	0	17	2	3
TCGA-B6-A0RT-01	0	1	9	3	1	3	3	4	18	1	17	8	0	1	3
TCGA-B6-A0RU-01	1	0	5	5	4	7	7	5	2	6	1	4	6	3	2
TCGA-B6-A0RV-01	0	0	0	0	25	2	0	9	23	0	0	0	4	0	4
TCGA-B6-A0WS-01	0	0	2	0	2	0	1	1	2	5	1	0	1	0	3
TCGA-B6-A0WT-01	1	0	0	0	0	4	2	5	0	3	3	0	0	1	3
TCGA-B6-A0WV-01	3	4	3	0	0	0	2	5	5	4	0	7	1	3	0
TCGA-B6-A0WW-01	0	1	3	0	6	3	2	7	4	3	10	4	0	0	4
TCGA-B6-A0WX-01	0	0	6	2	0	4	3	10	2	7	0	7	0	0	4
TCGA-B6-A0WY-01	0	0	1	2	4	5	8	2	3	4	1	5	0	0	0
TCGA-B6-A0WZ-01	7	2	0	0	39	5	4	1	22	0	2	11	0	0	2
TCGA-B6-A0X0-01	0	0	10	1	1	2	0	5	0	0	0	0	4	0	2
TCGA-B6-A0X1-01	5	9	0	3	3	9	2	4	15	13	3	24	0	1	1
TCGA-B6-A0X4-01	2	0	0	0	0	6	0	5	0	0	0	0	4	0	5
TCGA-B6-A0X5-01	0	0	3	0	3	9	2	1	2	4	0	4	6	0	14
TCGA-B6-A0X7-01	0	2	1	0	3	2	2	6	1	0	0	0	6	0	0
TCGA-B6-A1KN-01	5	3	8	6	1	0	7	8	4	1	0	4	17	0	8
TCGA-B6-A2IU-01	7	0	0	0	10	13	9	5	1	4	1	0	4	0	0
TCGA-B6-A401-01	1	4	0	2	0	3	9	3	2	0	0	1	2	1	0
TCGA-B6-A409-01	4	0	8	3	2	3	6	12	4	0	11	1	0	2	0
TCGA-B6-A40B-01	8	5	15	1	10	0	7	6	5	3	1	5	0	0	0
TCGA-B6-A40C-01	2	0	5	1	3	0	3	23	1	0	0	3	9	0	4
TCGA-BH-A0AU-01	1	0	9	0	1	0	4	5	2	0	0	0	0	1	0
TCGA-BH-A0AV-01	6	14	5	4	2	2	4	0	13	10	0	22	0	2	3
TCGA-BH-A0AY-01	1	2	7	0	4	7	3	7	2	0	0	4	6	0	3
TCGA-BH-A0AZ-01	4	0	12	7	10	0	0	4	9	3	6	9	0	5	1
TCGA-BH-A0B0-01	3	2	0	0	38	17	7	0	22	0	0	0	9	0	1
TCGA-BH-A0B3-01	0	0	2	2	1	1	3	3	1	0	0	3	0	0	2
TCGA-BH-A0B6-01	109	23	0	2	449	84	9	21	543	0	31	0	0	2	17
TCGA-BH-A0B7-01	2	1	0	0	2	6	5	4	6	0	10	3	0	3	0
TCGA-BH-A0B8-01	1	1	4	0	4	0	2	2	0	0	0	4	13	0	3
TCGA-BH-A0BA-01	1	0	1	0	4	0	4	4	3	2	0	6	3	0	1
TCGA-BH-A0BC-01	0	0	1	0	6	4	6	7	3	0	13	0	4	0	1
TCGA-BH-A0BF-01	0	0	1	0	1	3	4	5	6	1	4	4	3	1	0
TCGA-BH-A0BG-01	0	6	6	2	5	0	5	2	3	1	0	15	0	0	0
TCGA-BH-A0BJ-01	0	0	8	0	0	2	2	1	0	0	1	1	2	0	0
TCGA-BH-A0BL-01	0	3	10	8	0	3	4	10	3	0	3	17	1	1	6
TCGA-BH-A0BM-01	1	2	6	0	2	0	1	1	0	0	4	0	0	0	2
TCGA-BH-A0BO-01	1	2	1	0	0	3	2	6	5	9	0	0	1	1	0
TCGA-BH-A0BP-01	15	1	22	9	13	17	13	24	34	0	27	17	0	0	4
TCGA-BH-A0BQ-01	0	1	1	1	2	2	4	7	0	0	2	1	7	0	2
TCGA-BH-A0BS-01	1	2	2	0	1	0	1	3	0	1	8	4	0	0	0
TCGA-BH-A0BT-01	2	3	0	0	4	4	11	5	1	2	0	7	7	0	2
TCGA-BH-A0BV-01	5	5	0	0	2	0	2	4	2	1	0	3	0	0	0
TCGA-BH-A0BW-01	3	0	13	7	8	3	6	11	7	11	0	13	17	4	0
TCGA-BH-A0BZ-01	9	20	29	22	9	0	20	6	33	13	0	92	15	6	22
TCGA-BH-A0C0-01	3	0	2	13	3	3	4	4	1	5	2	8	0	0	0
TCGA-BH-A0C1-01	0	7	5	0	7	2	12	7	0	3	0	4	1	2	0
TCGA-BH-A0C3-01	0	0	2	0	0	1	0	5	0	6	0	2	2	0	0
TCGA-BH-A0C7-01	1	4	17	2	1	3	7	15	3	4	0	0	0	0	1
TCGA-BH-A0DD-01	1	0	1	0	3	4	9	7	3	2	4	0	3	0	0
TCGA-BH-A0DE-01	2	7	0	1	2	0	0	4	0	1	2	3	8	0	3
TCGA-BH-A0DG-01	1	1	5	1	4	9	1	2	9	3	6	0	0	2	3
TCGA-BH-A0DH-01	6	0	0	1	10	4	8	11	3	2	3	2	0	2	0
TCGA-BH-A0DI-01	5	0	8	0	9	0	9	8	12	0	0	11	0	0	0
TCGA-BH-A0DK-01	3	0	9	4	3	0	0	9	4	5	0	6	4	0	6
TCGA-BH-A0DL-01	2	0	6	0	11	2	14	10	5	4	3	3	0	4	1
TCGA-BH-A0DO-01	1	0	0	2	2	5	6	1	3	1	3	3	3	0	0
TCGA-BH-A0DP-01	0	1	2	0	3	1	0	2	0	0	0	4	6	0	0
TCGA-BH-A0DQ-01	0	9	6	0	1	0	4	8	1	6	0	0	0	0	0
TCGA-BH-A0DT-01	1	0	0	0	2	0	2	5	0	0	2	3	0	0	0
TCGA-BH-A0DV-01	1	3	3	1	3	0	0	0	0	2	0	1	0	1	0
TCGA-BH-A0DX-01	5	0	12	0	24	3	4	10	15	0	0	0	3	0	1
TCGA-BH-A0DZ-01	9	3	5	0	62	17	0	3	105	0	3	0	4	0	6
TCGA-BH-A0E0-01	1	0	0	0	0	2	3	8	1	0	6	0	0	3	0
TCGA-BH-A0E1-01	0	0	0	0	1	4	1	6	4	0	2	0	0	1	0
TCGA-BH-A0E9-01	3	0	0	4	1	0	7	7	0	0	0	5	0	1	0
TCGA-BH-A0EA-01	3	2	4	0	2	4	7	3	1	3	0	1	2	0	0
TCGA-BH-A0EI-01	0	3	1	0	0	1	3	5	0	1	9	0	0	0	1
TCGA-BH-A0H3-01	3	2	4	0	1	0	1	4	0	0	0	2	0	0	0
TCGA-BH-A0H5-01	14	9	0	0	51	16	0	0	62	0	0	0	5	0	12
TCGA-BH-A0H7-01	1	0	0	1	1	0	1	5	4	2	0	0	0	0	2
TCGA-BH-A0H9-01	2	0	1	3	2	1	1	1	0	2	0	6	0	4	0
TCGA-BH-A0HA-01	3	6	0	0	18	13	71	82	16	126	32	0	10	5	0
TCGA-BH-A0HI-01	1	3	1	0	4	0	0	10	2	2	0	1	4	0	7
TCGA-BH-A0HK-01	3	4	0	0	17	6	8	3	9	0	0	0	13	0	0
TCGA-BH-A0HN-01	0	1	2	0	3	6	2	10	1	0	9	0	0	0	0
TCGA-BH-A0HP-01	15	11	0	0	113	15	2	7	154	0	0	0	19	0	21
TCGA-BH-A0RX-01	0	1	0	0	3	8	6	21	1	3	0	3	3	0	0
TCGA-BH-A0W3-01	0	1	0	1	2	0	0	4	2	0	6	3	3	0	1
TCGA-BH-A0W4-01	4	0	1	1	4	7	1	6	3	4	0	7	0	1	0
TCGA-BH-A0W5-01	0	0	6	0	0	2	4	7	1	3	0	4	0	0	2
TCGA-BH-A0W7-01	6	5	0	1	89	15	1	2	117	0	23	0	0	0	2
TCGA-BH-A0WA-01	6	5	0	8	9	0	1	9	7	4	24	35	2	0	3
TCGA-BH-A18F-01	2	4	2	1	13	7	0	15	2	0	9	3	3	0	6
TCGA-BH-A18G-01	18	45	0	86	4	44	370	276	4	627	64	36	53	16	25
TCGA-BH-A18H-01	5	3	8	0	5	2	3	4	5	11	3	2	1	2	0
TCGA-BH-A18I-01	0	0	1	0	3	5	7	7	2	0	0	0	6	0	0
TCGA-BH-A18J-01	4	0	4	3	45	0	8	2	32	5	0	3	2	0	3
TCGA-BH-A18K-01	8	0	0	0	11	3	3	2	14	3	12	7	2	2	1
TCGA-BH-A18L-01	4	0	2	1	0	2	13	16	4	2	5	6	6	0	4
TCGA-BH-A18M-01	1	0	0	0	2	1	2	6	3	0	3	0	0	0	0
TCGA-BH-A18N-01	0	0	5	0	0	3	9	7	1	7	0	9	1	1	0
TCGA-BH-A18P-01	41	5	3	0	152	39	10	13	174	0	0	0	1	0	0
TCGA-BH-A18Q-01	2	4	32	10	1	1	2	5	8	4	0	26	10	2	0
TCGA-BH-A18R-01	1	0	5	1	4	0	0	3	2	2	7	14	0	0	3
TCGA-BH-A18S-01	1	0	6	1	0	3	4	0	3	7	0	2	7	0	3
TCGA-BH-A18T-01	4	2	7	13	5	1	5	6	12	6	0	33	7	0	1
TCGA-BH-A18U-01	4	6	4	4	39	5	10	21	31	3	4	13	34	0	0
TCGA-BH-A18V-01	10	2	13	9	22	0	0	3	70	2	10	80	6	7	16
TCGA-BH-A1EO-01	1	1	3	2	5	4	10	17	0	0	7	0	0	0	0
TCGA-BH-A1ET-01	0	1	0	1	1	0	3	7	0	4	3	4	3	0	6
TCGA-BH-A1EU-01	0	2	6	0	1	1	1	8	1	5	3	0	6	0	0
TCGA-BH-A1EV-01	8	1	0	1	24	14	7	14	37	5	6	9	0	0	3
TCGA-BH-A1EW-01	2	0	5	0	2	3	2	1	0	2	4	0	0	0	0
TCGA-BH-A1EX-01	0	0	5	0	0	8	4	5	0	4	3	3	3	0	0
TCGA-BH-A1EY-01	3	0	1	0	3	8	3	8	13	8	3	4	1	0	0
TCGA-BH-A1F0-01	6	5	6	2	0	4	4	6	19	0	0	10	29	0	4
TCGA-BH-A1F2-01	2	6	4	1	8	1	8	16	8	1	7	3	0	0	6
TCGA-BH-A1F5-01	1	5	3	1	3	3	0	13	0	0	0	1	11	0	3
TCGA-BH-A1F6-01	3	0	0	0	3	0	8	9	4	1	1	10	11	3	0
TCGA-BH-A1F8-01	10	5	6	0	62	7	2	15	50	0	11	0	14	0	10
TCGA-BH-A1FC-01	5	2	11	6	13	4	14	14	21	5	2	17	3	7	6
TCGA-BH-A1FE-01	0	2	5	1	3	3	3	0	1	0	6	0	0	0	2
TCGA-BH-A1FG-01	0	0	0	1	0	2	4	4	1	0	4	2	2	0	1
TCGA-BH-A1FH-01	4	1	4	0	3	0	3	11	1	0	0	4	0	1	1
TCGA-BH-A1FJ-01	1	11	9	0	2	0	3	15	0	0	0	0	3	0	1
TCGA-BH-A1FL-01	1	6	0	0	1	3	5	3	0	1	0	0	5	1	0
TCGA-BH-A1FM-01	2	0	2	0	8	10	8	11	9	0	0	4	8	0	0
TCGA-BH-A1FN-01	8	3	10	8	30	0	3	5	47	1	3	11	11	6	0
TCGA-BH-A1FR-01	0	0	3	1	0	2	3	2	1	0	0	5	0	0	0
TCGA-BH-A1FU-01	5	1	1	2	3	8	9	6	16	11	23	20	0	7	6
TCGA-BH-A201-01	0	0	0	3	2	2	1	2	0	6	3	3	0	0	5
TCGA-BH-A202-01	0	0	4	0	2	0	3	5	0	2	0	7	0	0	5
TCGA-BH-A203-01	4	4	0	8	10	14	14	24	13	1	1	4	2	0	0
TCGA-BH-A204-01	3	6	10	0	1	3	7	6	5	2	0	4	0	0	5
TCGA-BH-A208-01	6	8	3	0	13	3	0	13	24	2	0	3	7	0	0
TCGA-BH-A209-01	7	4	0	0	26	10	0	4	56	0	0	0	12	0	0
TCGA-BH-A28Q-01	0	1	2	0	1	1	8	6	1	0	3	1	0	2	0
TCGA-BH-A2L8-01	59	0	0	0	244	21	2	13	289	0	0	0	0	0	0
TCGA-BH-A42U-01	6	0	5	0	9	4	0	4	4	0	0	0	0	0	0
TCGA-BH-A42V-01	2	3	0	0	19	6	0	7	17	1	0	0	0	0	0
TCGA-BH-A5IZ-01	8	2	11	11	5	0	4	15	7	4	7	19	0	1	2
TCGA-BH-A5J0-01	4	3	9	0	31	13	10	5	14	0	7	0	3	0	3
TCGA-BH-A6R8-01	1	0	5	0	2	4	5	10	2	2	0	6	0	0	0
TCGA-BH-A6R9-01	3	0	0	0	0	2	1	4	0	0	0	11	1	0	3
TCGA-BH-A8FY-01	7	2	4	4	2	0	8	1	6	1	8	7	4	1	1
TCGA-BH-A8FZ-01	1	0	10	2	8	0	12	5	5	10	0	26	0	6	6
TCGA-BH-A8G0-01	0	1	0	1	0	3	1	3	0	3	0	0	4	1	0
TCGA-BH-AB28-01	3	0	0	4	5	2	11	6	0	1	6	2	0	3	0
TCGA-C8-A12K-01	5	7	8	4	11	0	7	5	50	5	31	36	0	2	2
TCGA-C8-A12L-01	1	8	23	3	2	4	9	6	5	1	1	26	0	0	0
TCGA-C8-A12M-01	7	2	0	7	0	12	11	14	2	6	7	11	0	2	1
TCGA-C8-A12N-01	0	0	0	2	1	0	3	9	3	2	0	2	4	0	1
TCGA-C8-A12O-01	3	0	0	2	2	4	3	22	1	0	0	1	9	0	2
TCGA-C8-A12P-01	9	2	7	1	42	15	8	18	59	2	1	3	22	5	8
TCGA-C8-A12Q-01	11	2	9	1	31	17	5	4	39	5	8	0	0	0	7
TCGA-C8-A12T-01	16	2	0	1	60	4	4	13	96	0	6	0	0	0	12
TCGA-C8-A12U-01	1	4	5	2	4	0	3	19	6	1	11	5	0	0	0
TCGA-C8-A12V-01	0	0	2	8	1	3	1	5	3	3	13	10	0	3	0
TCGA-C8-A12W-01	0	3	3	0	1	9	5	35	4	7	0	7	0	0	3
TCGA-C8-A12X-01	4	5	4	3	0	6	11	14	3	3	4	3	0	5	0
TCGA-C8-A12Y-01	0	0	7	2	2	2	15	8	1	6	3	0	0	0	0
TCGA-C8-A12Z-01	7	2	0	0	7	2	5	12	12	3	0	7	2	0	2
TCGA-C8-A130-01	0	1	5	0	2	9	7	19	4	4	0	1	0	2	0
TCGA-C8-A131-01	5	4	13	4	6	11	13	1	0	3	2	6	2	2	2
TCGA-C8-A132-01	2	3	0	2	8	1	3	9	26	2	0	15	10	2	1
TCGA-C8-A133-01	4	0	1	5	3	2	0	1	0	0	8	2	4	2	1
TCGA-C8-A134-01	0	2	5	12	0	0	3	6	8	0	25	36	4	0	16
TCGA-C8-A135-01	0	0	11	0	3	6	17	19	6	6	4	1	2	0	2
TCGA-C8-A137-01	5	3	5	0	8	11	2	9	17	0	0	0	0	2	0
TCGA-C8-A138-01	6	1	9	4	0	0	2	14	1	3	0	4	0	0	8
TCGA-C8-A1HE-01	4	3	1	0	15	2	3	5	9	0	6	2	3	1	0
TCGA-C8-A1HF-01	3	0	0	1	4	2	4	4	6	1	2	3	6	0	3
TCGA-C8-A1HG-01	4	2	5	0	3	4	11	15	4	6	7	4	4	0	0
TCGA-C8-A1HI-01	2	1	8	0	7	0	3	22	9	4	3	10	0	0	3
TCGA-C8-A1HJ-01	0	1	11	11	2	2	6	8	13	13	0	47	2	5	3
TCGA-C8-A1HK-01	0	5	6	0	5	9	6	5	24	6	0	3	0	0	4
TCGA-C8-A1HL-01	1	5	8	0	0	0	11	1	0	0	6	1	0	1	3
TCGA-C8-A1HM-01	23	12	16	0	90	21	12	13	227	0	10	0	9	2	13
TCGA-C8-A1HN-01	4	5	15	0	3	0	6	18	2	3	4	5	0	1	4
TCGA-C8-A1HO-01	0	5	1	5	7	0	0	9	4	1	0	0	11	0	6
TCGA-C8-A26V-01	4	0	0	0	16	9	9	5	33	2	9	6	0	3	0
TCGA-C8-A26W-01	6	2	1	0	12	11	3	4	14	5	9	2	0	0	0
TCGA-C8-A26X-01	3	5	9	2	2	5	8	15	3	3	6	7	4	1	2
TCGA-C8-A26Y-01	45	18	68	9	265	34	4	11	365	2	1	0	30	26	38
TCGA-C8-A26Z-01	4	0	1	2	1	3	10	9	0	0	0	8	8	1	2
TCGA-C8-A273-01	0	0	0	0	0	2	1	6	1	0	0	2	9	1	2
TCGA-C8-A274-01	11	0	14	10	102	12	16	9	93	6	4	0	0	0	4
TCGA-C8-A275-01	16	1	0	1	28	12	4	9	61	3	4	1	0	2	0
TCGA-C8-A278-01	1	0	4	0	6	5	1	13	7	3	0	10	0	0	3
TCGA-C8-A27A-01	2	0	0	0	4	3	2	5	3	0	10	2	0	0	9
TCGA-C8-A27B-01	5	3	0	5	7	5	7	0	68	4	7	41	3	5	2
TCGA-C8-A3M7-01	15	3	6	2	75	22	11	16	41	0	4	0	17	0	9
TCGA-C8-A3M8-01	0	8	3	0	4	5	9	5	9	8	0	11	0	0	0
TCGA-C8-A8HP-01	13	1	3	0	80	32	13	5	110	0	0	0	10	0	6
TCGA-C8-A8HQ-01	15	8	0	5	126	47	3	25	142	0	0	0	0	1	0
TCGA-C8-A8HR-01	4	4	0	0	1	2	6	9	3	4	3	15	1	7	1
TCGA-C8-A9FZ-01	1	0	2	0	1	1	9	6	3	1	0	5	0	0	0
TCGA-D8-A13Y-01	8	2	3	0	9	1	3	10	11	8	11	8	0	4	4
TCGA-D8-A13Z-01	1	4	6	6	2	5	8	15	14	0	0	30	4	7	1
TCGA-D8-A140-01	9	8	29	0	18	5	19	15	5	9	0	1	11	0	5
TCGA-D8-A141-01	1	2	5	0	0	1	1	7	0	0	0	3	1	0	0
