Samples	SBS1	SBS2	SBS3	SBS4	SBS5	SBS7a	SBS7b	SBS13	SBS15	SBS54
TCGA-77-8148-01	41	0	0	116	172	0	0	0	0	0
TCGA-77-8150-01	20	0	0	72	57	0	0	0	0	0
TCGA-77-8153-01	17	0	0	92	113	0	0	0	0	0
TCGA-77-8154-01	21	18	0	109	108	0	0	0	0	0
TCGA-77-8156-01	20	0	0	131	120	0	0	0	0	0
TCGA-77-A5FZ-01	0	0	0	1	0	0	0	0	0	0
TCGA-77-A5G1-01	8	10	58	79	46	0	0	0	0	0
TCGA-77-A5G3-01	44	41	0	408	151	0	65	67	0	0
TCGA-77-A5G6-01	34	0	0	405	175	0	0	0	0	0
TCGA-77-A5G7-01	7	9	0	35	77	0	0	0	0	0
TCGA-77-A5G8-01	12	0	0	110	105	0	28	0	23	0
TCGA-77-A5GA-01	27	0	0	68	99	0	0	0	0	0
TCGA-77-A5GB-01	17	39	0	0	65	0	0	50	0	0
TCGA-77-A5GF-01	12	0	0	57	44	18	0	15	0	0
TCGA-77-A5GH-01	26	36	0	114	126	0	0	41	0	0
TCGA-79-5596-01	13	0	0	113	125	0	0	0	0	0
TCGA-85-6175-01	21	0	0	0	23	10	0	0	0	0
TCGA-85-6560-01	37	0	0	191	258	0	0	32	0	0
TCGA-85-6561-01	9	26	0	117	121	0	0	32	0	0
TCGA-85-6798-01	21	0	0	106	184	0	0	30	0	0
TCGA-85-7696-01	27	0	0	81	118	37	0	0	0	0
TCGA-85-7697-01	12	0	0	145	147	38	0	0	0	0
TCGA-85-7698-01	11	11	0	0	126	0	0	19	0	0
TCGA-85-7699-01	27	0	161	0	55	0	0	0	0	0
TCGA-85-7710-01	14	32	0	58	111	0	0	29	0	0
TCGA-85-7843-01	14	16	0	91	131	0	0	41	0	0
TCGA-85-7844-01	17	0	0	87	112	0	0	0	0	0
TCGA-85-7950-01	15	27	0	167	90	0	0	29	0	0
TCGA-85-8048-01	17	0	0	59	61	15	0	0	0	0
TCGA-85-8049-01	23	17	83	105	39	0	0	0	0	0
TCGA-85-8052-01	9	0	0	39	94	0	0	0	14	0
TCGA-85-8070-01	16	0	0	123	138	0	0	0	0	0
TCGA-85-8071-01	21	0	0	252	209	0	0	0	0	0
TCGA-85-8072-01	30	0	141	0	56	0	0	0	0	0
TCGA-85-8276-01	11	0	0	113	203	0	0	24	0	0
TCGA-85-8277-01	24	37	90	81	59	0	0	10	0	0
TCGA-85-8287-01	16	16	0	127	137	0	0	21	0	0
TCGA-85-8288-01	43	0	0	113	149	0	0	0	0	0
TCGA-85-8350-01	16	0	0	242	99	43	0	0	0	0
TCGA-85-8351-01	6	0	0	50	106	0	0	0	25	0
TCGA-85-8352-01	13	11	0	150	121	0	0	32	0	0
TCGA-85-8353-01	9	0	0	84	129	0	0	0	0	0
TCGA-85-8354-01	25	31	0	63	112	0	0	40	0	0
TCGA-85-8355-01	12	0	0	107	163	0	0	0	0	0
TCGA-85-8479-01	24	0	0	0	124	0	0	0	0	0
TCGA-85-8481-01	15	0	0	217	156	0	0	0	0	0
TCGA-85-8580-01	19	0	0	158	165	0	0	0	0	0
TCGA-85-8582-01	18	0	0	287	89	0	0	0	0	0
TCGA-85-8584-01	13	0	0	216	101	0	0	0	0	0
TCGA-85-8664-01	24	0	0	135	122	0	0	0	0	0
TCGA-85-8666-01	8	0	0	131	157	0	0	0	0	0
TCGA-85-A4CL-01	44	397	0	0	222	0	0	371	0	0
TCGA-85-A4CN-01	18	0	0	100	121	0	0	0	0	0
TCGA-85-A4JB-01	11	0	0	330	245	0	0	0	0	0
TCGA-85-A4JC-01	17	40	0	109	103	0	0	56	0	0
TCGA-85-A4PA-01	6	0	0	0	0	0	0	0	7	0
TCGA-85-A4QQ-01	17	83	0	0	160	0	0	136	0	0
TCGA-85-A4QR-01	14	16	0	0	183	0	0	31	35	0
TCGA-85-A50M-01	16	11	0	48	25	0	0	4	0	0
TCGA-85-A50Z-01	5	15	0	320	190	0	0	41	0	0
TCGA-85-A510-01	9	0	0	127	37	0	0	0	12	0
TCGA-85-A511-01	14	17	0	155	65	0	0	13	0	0
TCGA-85-A512-01	5	15	0	59	101	0	0	20	0	0
TCGA-85-A513-01	3	0	0	0	10	0	8	0	7	0
TCGA-85-A53L-01	20	0	101	95	28	0	0	0	0	0
TCGA-85-A5B5-01	24	0	0	272	170	0	0	0	0	0
TCGA-90-7766-01	10	15	0	42	61	0	0	7	0	0
TCGA-90-7767-01	12	14	0	53	59	0	0	0	0	0
TCGA-90-7769-01	30	0	0	363	236	0	0	0	0	0
TCGA-90-7964-01	22	64	0	267	181	0	0	61	0	0
TCGA-90-A4ED-01	82	0	0	0	0	719	1939	0	0	0
TCGA-90-A4EE-01	19	53	0	135	127	47	0	72	0	0
TCGA-90-A59Q-01	20	0	0	278	56	0	0	0	0	0
TCGA-92-7340-01	48	45	0	190	174	0	0	100	0	0
TCGA-92-7341-01	18	0	0	53	108	0	0	0	36	0
TCGA-92-8063-01	13	0	0	235	192	0	0	0	0	0
TCGA-92-8064-01	20	0	0	118	135	0	0	0	0	0
TCGA-92-8065-01	23	100	0	0	40	53	0	140	0	0
TCGA-94-7033-01	18	0	81	0	0	17	0	40	0	0
TCGA-94-7557-01	11	9	0	0	63	27	0	29	0	0
TCGA-94-7943-01	18	37	0	50	48	48	0	52	0	0
TCGA-94-8035-01	6	23	0	99	87	0	0	17	19	0
TCGA-94-8490-01	79	0	0	0	778	0	0	0	277	0
TCGA-94-8491-01	30	39	286	173	80	0	0	71	0	0
TCGA-94-A4VJ-01	30	0	0	305	177	0	0	0	0	0
TCGA-94-A5I4-01	21	0	0	142	150	0	0	0	0	0
TCGA-94-A5I6-01	17	0	0	98	99	0	0	0	0	0
TCGA-96-7544-01	24	18	0	208	189	0	0	59	0	0
TCGA-96-7545-01	9	0	0	37	103	0	0	0	0	0
TCGA-96-8169-01	21	0	0	74	119	0	0	0	0	0
TCGA-96-8170-01	9	34	0	136	105	0	0	47	0	0
TCGA-96-A4JK-01	40	48	236	226	50	0	0	34	0	0
TCGA-96-A4JL-01	36	0	0	0	23	13	0	0	0	0
TCGA-98-7454-01	13	21	0	136	71	0	0	20	0	0
TCGA-98-8020-01	24	21	0	0	45	0	0	28	0	0
TCGA-98-8021-01	41	429	0	0	368	0	0	452	0	0
TCGA-98-8022-01	29	8	0	84	138	0	0	48	0	0
TCGA-98-8023-01	8	0	0	106	137	0	0	0	0	0
TCGA-98-A538-01	29	55	0	488	209	0	0	61	0	0
TCGA-98-A539-01	7	8	0	100	67	24	0	22	0	0
TCGA-98-A53A-01	15	0	111	190	75	0	0	0	0	0
TCGA-98-A53B-01	12	12	0	41	109	0	0	16	0	0
TCGA-98-A53C-01	0	0	0	0	4	0	0	0	0	0
TCGA-98-A53H-01	1	0	0	32	4	0	0	0	0	0
TCGA-98-A53I-01	29	26	0	208	201	0	0	25	0	0
TCGA-98-A53J-01	15	30	0	39	60	0	0	0	0	0
TCGA-J1-A4AH-01	21	32	0	57	96	0	0	28	0	0
TCGA-L3-A4E7-01	3	0	0	59	48	0	0	0	16	0
TCGA-L3-A524-01	20	0	0	250	164	0	0	0	0	0
TCGA-LA-A446-01	24	30	0	222	122	0	0	21	0	0
TCGA-LA-A7SW-01	21	11	38	0	30	0	0	23	0	0
TCGA-MF-A522-01	37	240	0	0	287	0	0	192	0	0
TCGA-NC-A5HD-01	14	0	0	273	241	0	0	38	0	0
TCGA-NC-A5HE-01	7	0	0	125	121	0	0	0	0	0
TCGA-NC-A5HF-01	20	0	0	171	124	0	0	0	0	0
TCGA-NC-A5HG-01	30	77	479	0	0	0	136	64	0	0
TCGA-NC-A5HH-01	24	0	0	203	209	0	0	0	0	0
TCGA-NC-A5HI-01	29	40	0	298	133	0	0	44	0	0
TCGA-NC-A5HJ-01	20	0	0	356	129	0	0	0	0	0
TCGA-NC-A5HK-01	14	0	0	207	121	0	0	0	0	0
TCGA-NC-A5HL-01	28	18	95	65	64	0	0	0	0	0
TCGA-NC-A5HM-01	11	0	0	156	187	0	0	0	0	0
TCGA-NC-A5HN-01	37	0	275	233	115	28	52	0	0	0
TCGA-NC-A5HO-01	11	0	0	122	155	0	0	20	0	0
TCGA-NC-A5HP-01	25	0	0	299	97	45	0	44	0	0
TCGA-NC-A5HQ-01	27	0	0	212	189	0	0	0	0	0
TCGA-NC-A5HR-01	16	0	0	229	164	0	0	0	0	0
TCGA-NC-A5HT-01	24	0	0	235	112	0	43	0	0	0
TCGA-NK-A5CR-01	20	0	171	150	0	41	0	0	0	0
TCGA-NK-A5CT-01	22	31	0	185	128	0	0	41	0	0
TCGA-NK-A5CX-01	11	0	0	148	56	0	0	0	0	0
TCGA-NK-A5D1-01	16	0	0	0	144	0	0	0	0	0
TCGA-NK-A7XE-01	9	44	0	0	36	0	0	43	0	0
TCGA-O2-A52N-01	21	22	0	320	220	0	0	52	0	0
TCGA-O2-A52Q-01	37	95	0	843	147	0	0	103	0	0
TCGA-O2-A52S-01	24	49	0	185	157	0	0	56	0	0
TCGA-O2-A52V-01	14	0	0	172	146	0	0	0	0	0
TCGA-O2-A52W-01	7	0	0	45	45	16	0	0	17	0
TCGA-O2-A5IB-01	0	0	0	162	152	0	0	0	0	0
TCGA-XC-AA0X-01	9	15	0	80	117	0	0	10	0	0
