Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-BR-8361-01	20	30	0	1	0	650	631	96	6	273	33
TCGA-BR-8363-01	25	23	57	13	0	457	338	50	0	291	76
TCGA-BR-8364-01	2	3	0	0	3	0	8	2	2	5	0
TCGA-BR-8365-01	1	0	3	3	0	0	19	3	0	0	0
TCGA-BR-8366-01	14	15	0	5	9	39	22	0	2	17	87
TCGA-BR-8367-01	1	0	0	2	10	26	23	4	2	0	7
TCGA-BR-8368-01	0	0	0	0	0	405	517	48	0	91	12
TCGA-BR-8369-01	7	17	13	2	15	44	70	5	6	5	72
TCGA-BR-8370-01	5	0	29	3	5	27	62	0	3	0	8
TCGA-BR-8371-01	3	0	0	1	0	0	12	0	0	6	3
TCGA-BR-8372-01	16	7	48	0	0	400	299	53	0	590	31
TCGA-BR-8373-01	0	2	1	7	8	18	37	12	5	11	12
TCGA-BR-8380-01	2	0	0	1	2	25	39	13	2	0	7
TCGA-BR-8381-01	10	6	5	10	30	37	55	0	3	0	7
TCGA-BR-8382-01	6	0	41	0	0	412	362	41	0	135	28
TCGA-BR-8384-01	7	0	3	0	8	11	19	0	1	0	13
TCGA-BR-8483-01	3	10	11	1	20	47	40	4	1	0	17
TCGA-BR-8484-01	3	8	0	2	17	14	25	7	5	4	15
TCGA-BR-8485-01	6	10	0	4	14	6	39	0	7	18	284
TCGA-BR-8486-01	3	7	2	3	7	16	18	0	3	9	0
TCGA-BR-8487-01	30	21	166	18	0	1039	990	82	0	847	0
TCGA-BR-8588-01	1	9	3	1	8	26	69	3	2	2	27
TCGA-BR-8589-01	14	16	0	15	43	6	28	0	0	77	1190
TCGA-BR-8590-01	2	0	7	6	3	10	49	0	5	0	73
TCGA-BR-8591-01	20	44	100	5	0	541	470	49	0	359	39
TCGA-BR-8592-01	0	4	0	0	0	7	26	5	0	1	0
TCGA-BR-8676-01	5	1	6	5	11	16	33	6	2	0	14
TCGA-BR-8677-01	6	0	4	8	11	0	44	10	1	0	0
TCGA-BR-8678-01	3	0	16	13	6	23	38	20	11	0	6
TCGA-BR-8679-01	1	5	0	16	17	63	66	1	8	0	23
TCGA-BR-8680-01	115	0	532	39	0	1721	0	3672	114	640	979
TCGA-BR-8682-01	0	0	0	2	0	18	46	13	2	0	3
TCGA-BR-8683-01	6	11	18	5	27	32	66	5	4	9	4
TCGA-BR-8686-01	2	1	15	17	17	26	48	6	1	0	5
TCGA-BR-8687-01	5	16	2	6	10	6	31	0	2	6	149
TCGA-BR-8690-01	1	12	19	1	21	43	37	10	16	14	19
TCGA-BR-A44T-01	2	0	0	0	0	3	10	6	0	2	0
TCGA-BR-A44U-01	1	4	1	1	0	16	68	4	1	0	15
TCGA-BR-A452-01	10	6	0	4	11	9	18	8	20	0	45
TCGA-BR-A453-01	3	9	17	0	0	34	14	4	0	5	0
TCGA-BR-A4CQ-01	10	21	8	0	42	23	82	9	10	2	17
TCGA-BR-A4CR-01	5	4	11	2	15	14	26	0	0	5	3
TCGA-BR-A4CS-01	7	15	14	5	22	34	58	15	13	0	11
TCGA-BR-A4IU-01	1	0	0	0	0	5	10	7	0	4	1
TCGA-BR-A4IV-01	1	2	6	4	4	10	4	0	0	3	6
TCGA-BR-A4IY-01	2	0	19	1	47	25	61	6	15	7	4
TCGA-BR-A4IZ-01	0	0	0	0	0	4	12	3	0	0	1
TCGA-BR-A4J1-01	0	0	0	7	30	20	16	7	3	0	4
TCGA-BR-A4J2-01	1	0	0	0	0	17	41	9	0	0	2
TCGA-BR-A4J4-01	4	6	9	0	0	7	70	3	1	1	0
TCGA-BR-A4J5-01	1	0	4	0	10	18	61	1	0	2	18
TCGA-BR-A4J6-01	3	0	8	3	14	1	5	0	0	3	2
TCGA-BR-A4J7-01	1	5	0	0	0	31	23	5	0	0	3
TCGA-BR-A4J8-01	0	0	0	14	7	32	41	12	0	2	7
TCGA-BR-A4J9-01	1	0	2	3	5	5	26	2	0	0	4
TCGA-BR-A4PD-01	6	9	4	11	16	12	18	3	4	16	94
TCGA-BR-A4PE-01	7	22	12	8	20	65	73	6	6	0	36
TCGA-BR-A4PF-01	5	7	9	3	19	31	29	1	5	4	6
TCGA-BR-A4QI-01	11	0	3	12	29	34	27	8	4	0	22
TCGA-BR-A4QL-01	26	0	0	0	0	819	842	112	1	137	15
TCGA-BR-A4QM-01	5	9	2	2	12	32	23	11	2	5	20
TCGA-CD-5798-01	5	3	3	3	20	32	24	11	5	0	14
TCGA-CD-5799-01	0	3	2	1	9	22	13	6	0	0	1
TCGA-CD-5800-01	10	4	0	36	21	55	49	14	9	0	5
TCGA-CD-5801-01	20	20	10	34	53	20	77	25	0	46	240
TCGA-CD-5802-01	0	5	2	16	3	5	24	1	4	4	0
TCGA-CD-5803-01	0	0	1	4	19	12	5	2	1	0	1
TCGA-CD-5804-01	0	7	1	4	0	21	39	6	6	4	1
TCGA-CD-5813-01	4	0	5	10	60	37	52	9	13	19	14
TCGA-CD-8524-01	4	9	7	3	19	46	76	9	1	0	16
TCGA-CD-8525-01	2	0	0	6	18	16	12	15	19	3	8
TCGA-CD-8526-01	1	3	1	0	9	22	11	5	3	0	2
TCGA-CD-8527-01	4	14	10	2	17	96	97	16	8	20	24
TCGA-CD-8528-01	0	8	4	0	3	24	79	10	1	3	3
TCGA-CD-8529-01	34	14	56	24	191	37	37	8	72	18	14
TCGA-CD-8530-01	0	0	4	10	8	20	24	1	7	0	41
TCGA-CD-8531-01	2	25	9	8	94	66	54	11	2	39	15
TCGA-CD-8532-01	1	0	0	7	5	8	19	4	0	5	1
TCGA-CD-8533-01	1	10	0	5	0	33	88	14	3	0	1
TCGA-CD-8534-01	0	3	0	13	5	23	25	0	2	0	1
TCGA-CD-8535-01	28	12	1	21	51	40	36	13	5	0	127
TCGA-CD-8536-01	4	4	24	0	0	392	374	41	0	124	0
TCGA-CD-A486-01	14	0	3	4	14	44	25	5	2	0	1
TCGA-CD-A487-01	8	9	12	17	10	20	40	6	11	0	82
TCGA-CD-A489-01	2	6	1	13	18	14	20	7	0	5	10
TCGA-CD-A48A-01	13	6	7	11	13	34	65	21	7	13	101
TCGA-CD-A48C-01	1	7	13	12	34	38	51	19	7	0	90
TCGA-CD-A4MG-01	33	41	201	0	0	1105	500	81	0	627	10
TCGA-CD-A4MH-01	0	7	0	8	19	25	31	0	2	5	2
TCGA-CD-A4MI-01	8	22	116	0	0	396	286	67	0	203	13
TCGA-CD-A4MJ-01	7	1	32	0	0	266	247	17	0	142	8
TCGA-CG-4300-01	5	9	7	0	11	27	61	9	4	6	24
TCGA-CG-4301-01	4	5	1	0	10	7	22	0	12	2	1
TCGA-CG-4304-01	1	0	0	10	20	12	17	4	9	7	3
TCGA-CG-4305-01	19	14	64	3	0	463	410	45	2	258	33
TCGA-CG-4306-01	15	0	19	1	0	390	594	53	1	119	0
TCGA-CG-4436-01	5	1	0	0	13	24	74	6	13	0	84
TCGA-CG-4437-01	26	26	46	3	277	79	68	18	56	31	19
TCGA-CG-4438-01	0	1	7	8	43	18	50	5	23	12	4
TCGA-CG-4440-01	7	3	11	13	15	38	11	17	12	3	23
TCGA-CG-4441-01	0	13	5	0	0	15	49	18	5	0	30
TCGA-CG-4442-01	12	8	73	5	0	474	408	82	0	515	3
TCGA-CG-4443-01	8	0	10	6	50	14	10	0	13	5	1
TCGA-CG-4444-01	8	13	0	0	23	18	35	5	9	0	119
TCGA-CG-4449-01	8	9	0	2	13	30	6	11	14	11	7
TCGA-CG-4455-01	3	9	2	5	16	0	14	1	0	0	4
TCGA-CG-4460-01	10	0	0	0	0	840	1101	197	0	53	0
TCGA-CG-4462-01	1	2	0	0	0	19	46	10	4	0	15
TCGA-CG-4465-01	10	25	57	7	0	267	111	22	0	147	41
TCGA-CG-4466-01	10	1	4	4	25	26	42	8	13	0	115
TCGA-CG-4469-01	11	5	5	5	31	63	64	11	8	0	182
TCGA-CG-4474-01	0	2	0	3	1	32	50	12	6	1	0
TCGA-CG-4475-01	3	0	0	2	25	3	22	5	4	7	2
TCGA-CG-4476-01	1	6	13	13	29	18	37	4	15	7	3
TCGA-CG-4477-01	8	0	5	0	18	6	23	3	5	0	3
TCGA-CG-5716-01	0	0	3	0	0	2	12	4	0	3	0
TCGA-CG-5717-01	6	10	8	1	58	14	1	3	31	21	11
TCGA-CG-5718-01	7	16	4	9	10	18	27	6	4	3	3
TCGA-CG-5719-01	4	2	0	8	0	10	50	4	9	3	0
TCGA-CG-5720-01	7	2	10	1	7	13	40	2	9	6	6
TCGA-CG-5721-01	70	0	0	0	0	604	1036	146	0	3108	0
TCGA-CG-5722-01	1	7	4	7	11	12	45	10	4	2	1
TCGA-CG-5723-01	37	0	0	0	0	828	484	85	3	416	20
TCGA-CG-5724-01	2	12	3	1	7	24	47	9	3	0	35
TCGA-CG-5725-01	1	6	7	1	5	7	14	7	0	0	2
TCGA-CG-5726-01	30	11	0	11	0	752	250	110	0	264	0
TCGA-CG-5727-01	14	0	13	3	29	36	63	26	13	0	6
TCGA-CG-5728-01	14	0	20	0	0	587	550	71	3	265	25
TCGA-CG-5730-01	13	7	3	29	14	48	61	14	11	2	0
TCGA-CG-5732-01	7	1	7	1	12	2	32	3	4	4	6
TCGA-CG-5733-01	19	22	54	0	0	404	364	82	0	228	20
TCGA-CG-5734-01	7	6	0	1	7	34	27	11	1	3	15
TCGA-D7-5577-01	14	10	4	3	21	18	42	11	3	0	18
TCGA-D7-5578-01	0	9	0	10	0	48	100	10	26	4	86
TCGA-D7-5579-01	0	8	14	12	22	24	16	18	10	8	42
TCGA-D7-6518-01	4	3	6	4	6	29	27	6	6	0	13
TCGA-D7-6519-01	1	7	11	5	10	3	17	8	2	2	1
TCGA-D7-6520-01	1	8	0	1	0	17	23	5	11	3	7
TCGA-D7-6521-01	0	4	0	15	5	19	27	17	1	0	0
TCGA-D7-6522-01	0	0	0	3	10	14	26	2	1	0	10
TCGA-D7-6524-01	0	2	7	0	16	20	58	21	0	0	0
TCGA-D7-6525-01	2	13	15	15	17	39	24	14	7	0	55
TCGA-D7-6526-01	5	10	12	22	51	28	49	9	10	0	72
TCGA-D7-6527-01	8	0	0	10	18	36	36	1	17	0	141
TCGA-D7-6528-01	21	18	0	15	54	55	20	8	29	2	200
TCGA-D7-6815-01	6	14	11	2	1	50	74	2	5	0	6
TCGA-D7-6817-01	3	1	2	0	31	22	29	0	2	5	10
TCGA-D7-6818-01	4	9	1	4	5	25	19	0	1	4	120
TCGA-D7-6820-01	6	6	2	12	27	11	34	1	12	7	3
TCGA-D7-6822-01	7	7	1	15	23	25	43	8	9	17	152
TCGA-D7-8570-01	3	9	0	1	47	26	43	7	14	0	4
TCGA-D7-8572-01	14	10	12	1	70	21	52	19	12	0	11
TCGA-D7-8573-01	1	8	0	1	8	20	40	9	3	7	8
TCGA-D7-8574-01	0	4	2	0	3	7	29	0	1	0	3
TCGA-D7-8575-01	0	11	2	0	4	6	21	8	4	1	0
TCGA-D7-8576-01	5	0	0	2	8	22	26	2	2	4	0
TCGA-D7-8578-01	0	8	0	0	0	27	27	5	0	0	0
TCGA-D7-8579-01	3	0	0	0	0	34	33	7	1	2	63
TCGA-D7-A4YT-01	14	19	53	13	129	36	26	12	36	10	16
TCGA-D7-A4YU-01	9	10	14	3	27	43	78	18	11	0	72
TCGA-D7-A4YV-01	9	0	7	0	0	458	398	57	0	60	11
TCGA-D7-A4YX-01	4	0	0	0	0	20	62	7	7	0	0
TCGA-D7-A4YY-01	20	10	32	0	0	201	137	22	0	56	72
TCGA-D7-A4Z0-01	4	0	0	0	0	29	19	0	3	0	311
TCGA-D7-A6ET-01	2	3	1	2	3	2	16	2	2	1	0
TCGA-D7-A6EV-01	6	7	2	0	15	45	72	13	14	2	28
TCGA-D7-A6EX-01	7	3	16	7	29	25	31	18	5	0	12
TCGA-D7-A6EY-01	4	0	32	3	0	552	411	25	0	404	130
TCGA-D7-A6EZ-01	12	12	16	1	123	39	15	10	44	18	24
TCGA-D7-A6F0-01	3	9	3	14	23	49	18	14	11	0	13
TCGA-D7-A6F2-01	1	0	0	3	22	11	43	4	2	2	2
TCGA-D7-A747-01	2	16	1	5	0	8	22	3	5	0	64
TCGA-D7-A748-01	0	3	0	0	0	20	16	5	0	0	7
TCGA-D7-A74A-01	4	12	0	7	0	14	72	13	70	0	3
TCGA-D7-A74B-01	5	0	0	1	3	1	20	3	0	5	4
TCGA-EQ-5647-01	3	2	7	23	17	16	23	8	1	0	10
TCGA-EQ-8122-01	12	13	6	21	26	50	60	13	10	3	14
TCGA-EQ-A4SO-01	4	10	20	0	77	19	10	6	34	18	7
TCGA-F1-6177-01	9	0	0	0	0	560	626	61	0	131	8
TCGA-F1-6874-01	10	31	89	0	0	330	349	54	2	118	8
TCGA-F1-6875-01	0	6	2	6	7	9	59	8	4	5	9
TCGA-F1-A448-01	8	0	9	0	0	264	237	22	0	117	11
TCGA-F1-A72C-01	6	0	1	0	3	19	23	0	2	0	7
TCGA-FP-7735-01	1	2	6	18	4	0	31	5	4	0	0
TCGA-FP-7829-01	16	21	39	2	19	66	87	17	5	0	34
TCGA-FP-7916-01	1	1	13	3	2	42	47	8	6	0	2
TCGA-FP-7998-01	0	8	7	8	0	20	22	7	5	0	4
TCGA-FP-8099-01	7	1	1	7	13	47	63	30	2	0	2
TCGA-FP-8209-01	0	0	0	0	0	1	0	0	0	0	0
TCGA-FP-8210-01	0	0	0	0	2	0	0	0	0	3	0
TCGA-FP-8211-01	1	8	21	1	44	12	0	3	12	8	6
TCGA-FP-8631-01	0	11	7	12	40	10	12	8	7	3	10
TCGA-FP-A4BE-01	0	0	20	0	0	624	751	73	0	152	21
TCGA-FP-A4BF-01	9	0	0	5	13	50	30	5	0	0	10
TCGA-FP-A8CX-01	1	6	18	5	6	11	37	12	3	3	12
TCGA-FP-A9TM-01	0	22	13	16	22	44	88	3	0	0	0
TCGA-HF-7131-01	1	2	5	25	17	3	17	0	17	1	27
TCGA-HF-7132-01	11	10	28	0	0	646	452	68	0	148	17
TCGA-HF-7133-01	12	2	2	0	7	25	30	0	7	2	2
TCGA-HF-7134-01	13	14	22	14	14	42	103	11	7	0	115
TCGA-HF-7136-01	1	0	12	0	18	34	16	6	5	0	4
TCGA-HF-A5NB-01	11	7	0	0	0	623	501	45	0	335	34
TCGA-HJ-7597-01	6	0	0	0	0	285	439	36	0	110	0
TCGA-HU-8238-01	3	10	3	14	15	31	46	14	10	0	56
TCGA-HU-8243-01	13	0	0	0	11	33	74	10	13	4	3
TCGA-HU-8244-01	9	0	0	0	0	19	118	8	4	0	7
TCGA-HU-8245-01	4	0	4	0	6	20	20	2	2	13	6
TCGA-HU-8249-01	2	7	4	0	5	54	70	14	15	0	4
TCGA-HU-8602-01	10	0	41	0	0	624	693	101	0	289	3
TCGA-HU-8604-01	12	5	15	0	13	62	75	24	5	0	47
TCGA-HU-8608-01	6	0	0	5	18	34	20	6	7	8	1
TCGA-HU-8610-01	3	0	1	5	3	23	13	11	2	0	8
TCGA-HU-A4G2-01	1	7	7	2	0	7	26	10	0	3	0
TCGA-HU-A4G3-01	11	3	0	0	12	24	54	11	0	0	11
TCGA-HU-A4G6-01	3	7	7	0	5	22	36	8	2	0	6
TCGA-HU-A4G8-01	14	0	0	0	0	596	645	76	1	289	0
TCGA-HU-A4G9-01	8	0	0	0	0	277	347	48	0	152	19
TCGA-HU-A4GC-01	7	0	0	4	9	55	59	15	1	0	20
TCGA-HU-A4GD-01	0	0	0	15	25	4	48	0	5	6	4
TCGA-HU-A4GF-01	2	9	0	7	28	53	23	11	3	5	28
TCGA-HU-A4GH-01	18	2	0	10	0	29	6	0	7	0	887
TCGA-HU-A4GJ-01	0	2	0	0	0	0	4	0	0	0	0
TCGA-HU-A4GN-01	23	12	60	0	0	542	416	57	0	177	12
TCGA-HU-A4GP-01	6	5	24	5	52	68	64	17	7	1	14
TCGA-HU-A4GQ-01	16	0	9	0	0	747	939	77	0	222	20
TCGA-HU-A4GT-01	15	0	42	0	0	535	426	39	0	396	33
TCGA-HU-A4GU-01	19	0	33	18	0	1473	0	0	3	79	101
TCGA-HU-A4GX-01	8	0	19	0	0	487	560	79	0	176	0
TCGA-HU-A4GY-01	2	7	2	0	0	19	45	0	0	0	4
TCGA-HU-A4H0-01	6	16	1	0	44	26	88	8	5	14	8
TCGA-HU-A4H2-01	10	5	10	6	38	51	64	6	0	4	34
TCGA-HU-A4H3-01	6	25	79	0	0	363	300	35	0	149	26
TCGA-HU-A4H4-01	7	10	47	9	0	185	135	8	2	286	78
TCGA-HU-A4H5-01	10	15	32	2	160	29	31	9	14	13	13
TCGA-HU-A4H6-01	5	4	0	0	9	28	78	10	3	0	11
TCGA-HU-A4H8-01	8	1	1	0	0	646	561	32	0	32	7
TCGA-HU-A4HB-01	0	1	1	0	1	0	6	0	0	0	4
TCGA-HU-A4HD-01	9	12	12	16	42	31	48	11	13	14	18
TCGA-IN-7806-01	0	1	6	13	11	7	45	0	0	4	2
TCGA-IN-7808-01	7	6	5	1	8	38	36	12	2	0	16
TCGA-IN-8462-01	0	6	24	7	4	33	40	4	9	5	11
TCGA-IN-8663-01	6	25	2	2	20	34	47	5	9	0	78
TCGA-IN-A6RI-01	4	14	0	0	6	15	34	0	2	8	47
TCGA-IN-A6RJ-01	0	16	0	0	23	15	36	7	9	6	55
TCGA-IN-A6RL-01	10	23	114	7	102	64	19	25	35	82	83
TCGA-IN-A6RN-01	2	7	19	12	40	7	29	9	15	3	12
TCGA-IN-A6RO-01	3	27	51	17	59	36	64	32	39	0	34
TCGA-IN-A6RP-01	11	0	3	18	6	57	66	14	17	0	10
TCGA-IN-A6RR-01	3	30	18	14	0	28	58	4	2	1	39
TCGA-IN-A6RS-01	5	15	0	6	13	45	38	5	3	0	2
TCGA-IN-A7NR-01	0	12	0	1	10	24	15	5	1	0	45
TCGA-IN-A7NT-01	0	12	0	9	13	37	17	1	10	3	34
TCGA-IN-A7NU-01	3	10	0	0	13	19	35	4	2	5	26
TCGA-IN-AB1V-01	4	6	0	6	18	19	14	5	0	1	2
TCGA-IN-AB1X-01	13	4	18	0	3	11	44	11	5	3	29
TCGA-IP-7968-01	3	0	3	2	1	31	71	5	6	0	11
TCGA-KB-A6F5-01	0	24	0	3	0	20	28	5	1	0	2
TCGA-KB-A6F7-01	1	3	21	0	35	17	22	2	9	5	9
TCGA-KB-A93G-01	6	18	12	7	12	24	27	10	10	0	1
TCGA-KB-A93H-01	8	25	2	9	33	66	60	19	4	6	52
TCGA-KB-A93J-01	0	6	2	1	6	22	7	4	2	2	3
TCGA-MX-A5UG-01	1	0	0	6	6	21	13	8	1	0	0
TCGA-MX-A5UJ-01	18	0	0	0	0	638	654	77	0	134	13
TCGA-MX-A663-01	6	1	10	9	17	29	11	10	12	0	1
TCGA-MX-A666-01	3	13	7	13	26	14	29	10	13	0	13
TCGA-R5-A7O7-01	4	11	7	7	14	28	46	11	9	2	12
TCGA-R5-A7ZE-01	11	16	0	4	25	37	38	17	7	0	46
TCGA-R5-A7ZF-01	7	0	0	0	7	26	32	5	1	7	0
TCGA-R5-A7ZI-01	1	0	21	5	0	380	271	66	5	174	9
TCGA-R5-A7ZR-01	5	2	5	2	7	14	35	10	3	3	4
TCGA-R5-A804-01	2	0	16	5	2	10	42	3	2	0	11
TCGA-R5-A805-01	0	4	0	6	0	6	36	1	6	0	99
TCGA-RD-A7BS-01	2	2	8	5	0	13	28	4	5	1	3
TCGA-RD-A7BT-01	8	15	0	5	29	17	17	2	13	0	177
TCGA-RD-A7BW-01	2	0	4	7	12	3	41	7	6	6	2
TCGA-RD-A7C1-01	11	8	0	0	21	54	159	12	15	0	57
TCGA-RD-A8MV-01	8	0	0	0	10	34	5	12	4	0	12
TCGA-RD-A8MW-01	7	2	4	3	22	23	9	0	10	0	13
TCGA-RD-A8N0-01	0	0	0	0	0	2	0	0	0	0	0
TCGA-RD-A8N1-01	5	8	13	0	38	0	11	6	16	22	11
TCGA-RD-A8N2-01	0	0	0	0	0	2	0	0	0	0	0
TCGA-RD-A8N4-01	0	0	0	3	1	4	0	0	1	0	0
TCGA-RD-A8N5-01	3	0	0	0	7	5	19	6	0	0	3
TCGA-RD-A8N6-01	6	0	0	7	29	31	78	15	14	12	1
TCGA-RD-A8N9-01	2	7	10	2	15	27	63	15	0	0	16
TCGA-RD-A8NB-01	0	31	26	0	0	262	238	43	0	118	15
TCGA-SW-A7EA-01	12	21	21	3	0	224	201	26	10	132	37
TCGA-SW-A7EB-01	3	10	9	2	66	41	2	13	29	0	3
TCGA-VQ-A8DL-01	0	0	5	3	21	23	5	1	3	1	6
TCGA-VQ-A8DT-01	15	5	8	2	21	31	67	17	3	0	62
TCGA-VQ-A8DU-01	7	0	0	4	13	23	50	2	3	1	71
TCGA-VQ-A8DV-01	1	14	4	0	0	8	36	6	2	0	6
TCGA-VQ-A8DZ-01	2	3	21	12	18	16	15	1	0	7	12
TCGA-VQ-A8E0-01	0	6	11	10	27	12	27	8	5	5	12
TCGA-VQ-A8E2-01	3	15	0	0	18	33	36	0	10	3	29
TCGA-VQ-A8E3-01	2	0	40	7	0	251	256	17	0	204	22
TCGA-VQ-A8E7-01	0	0	5	2	5	48	55	7	6	0	12
TCGA-VQ-A8P2-01	448	627	752	77	0	3840	1989	577	1	601	23
TCGA-VQ-A8P3-01	3	2	0	2	0	22	36	0	2	0	294
TCGA-VQ-A8P5-01	10	0	0	20	1	85	43	2	16	0	85
TCGA-VQ-A8P8-01	0	0	0	7	10	39	63	5	2	0	4
TCGA-VQ-A8PB-01	6	0	0	0	0	302	390	68	0	123	0
TCGA-VQ-A8PC-01	11	0	6	2	13	22	26	4	4	10	62
TCGA-VQ-A8PD-01	3	0	0	0	4	37	39	6	3	0	12
TCGA-VQ-A8PE-01	6	3	5	9	22	17	63	1	16	0	11
TCGA-VQ-A8PF-01	2	6	0	6	17	26	35	12	1	0	30
TCGA-VQ-A8PH-01	2	14	19	7	115	18	18	3	12	17	16
TCGA-VQ-A8PJ-01	2	12	0	10	20	18	18	9	8	8	81
TCGA-VQ-A8PK-01	7	4	2	4	14	14	0	8	10	0	53
TCGA-VQ-A8PM-01	1	3	0	2	3	17	12	0	2	0	26
TCGA-VQ-A8PO-01	13	0	77	6	0	250	221	12	0	288	35
TCGA-VQ-A8PP-01	18	35	21	0	0	576	400	32	0	449	37
TCGA-VQ-A8PQ-01	0	0	0	2	1	0	11	0	0	2	1
TCGA-VQ-A8PS-01	2	9	0	9	8	9	16	4	0	0	2
TCGA-VQ-A8PT-01	30	41	91	17	0	670	324	37	0	223	0
TCGA-VQ-A8PU-01	1	10	20	2	75	8	27	1	7	3	2
TCGA-VQ-A8PX-01	7	0	12	0	0	236	94	18	0	286	37
TCGA-VQ-A8PY-01	0	12	14	7	3	28	15	11	0	5	19
TCGA-VQ-A8PZ-01	3	1	0	1	0	25	67	4	1	0	5
TCGA-VQ-A91A-01	0	1	13	1	28	39	45	6	9	3	12
TCGA-VQ-A91D-01	31	0	0	9	0	1220	886	80	8	387	0
TCGA-VQ-A91E-01	13	0	39	1	0	239	235	31	0	273	29
TCGA-VQ-A91K-01	24	44	69	6	0	489	607	74	10	125	21
TCGA-VQ-A91N-01	6	0	2	9	29	47	30	7	9	0	16
TCGA-VQ-A91Q-01	4	2	12	7	54	10	31	0	6	0	11
TCGA-VQ-A91S-01	3	6	12	27	64	24	1	14	41	0	120
TCGA-VQ-A91U-01	2	2	2	6	38	51	60	15	6	0	7
TCGA-VQ-A91V-01	5	9	0	8	0	29	16	6	7	0	218
TCGA-VQ-A91W-01	4	2	6	3	0	8	19	0	0	0	7
TCGA-VQ-A91X-01	6	16	6	6	20	56	24	1	2	5	113
TCGA-VQ-A91Y-01	0	3	0	4	0	15	26	4	2	0	2
TCGA-VQ-A91Z-01	5	12	14	15	26	13	64	3	0	0	19
TCGA-VQ-A922-01	7	18	2	15	34	29	17	13	8	14	50
TCGA-VQ-A923-01	1	3	9	4	16	18	57	17	2	0	0
TCGA-VQ-A924-01	22	4	171	0	0	376	436	34	1	257	22
TCGA-VQ-A925-01	10	1	13	18	36	10	16	7	9	2	33
TCGA-VQ-A927-01	1	0	6	0	10	10	14	3	2	6	15
TCGA-VQ-A928-01	6	3	18	0	14	13	9	5	4	4	0
TCGA-VQ-A92D-01	4	12	14	10	28	25	38	9	4	13	6
TCGA-VQ-A94O-01	6	3	3	4	0	4	44	7	2	6	0
TCGA-VQ-A94P-01	0	0	0	5	0	5	20	0	4	0	66
TCGA-VQ-A94R-01	21	28	12	39	46	46	75	16	12	12	65
TCGA-VQ-A94T-01	9	2	11	1	11	31	24	10	1	0	0
TCGA-VQ-A94U-01	19	12	0	0	10	35	78	0	7	0	32
TCGA-VQ-AA64-01	11	16	47	7	79	31	8	2	65	13	30
TCGA-VQ-AA68-01	12	1	1	2	20	23	57	0	9	0	83
TCGA-VQ-AA69-01	1	5	7	5	0	28	31	2	2	0	0
TCGA-VQ-AA6A-01	0	9	0	3	15	13	45	7	1	2	27
TCGA-VQ-AA6B-01	4	4	0	0	15	36	29	1	7	0	4
TCGA-VQ-AA6D-01	21	0	0	27	5	643	0	0	19	123	72
TCGA-VQ-AA6F-01	3	1	3	6	6	25	4	8	2	3	1
TCGA-VQ-AA6G-01	3	9	11	0	0	33	69	9	2	1	29
TCGA-VQ-AA6I-01	6	3	0	2	24	46	19	8	7	0	11
TCGA-VQ-AA6J-01	2	0	9	8	13	34	36	0	2	0	72
TCGA-VQ-AA6K-01	6	1	17	0	8	18	29	4	4	3	2
TCGA-ZA-A8F6-01	0	2	0	4	14	10	14	5	9	0	0
TCGA-ZQ-A9CR-01	4	0	9	0	41	21	22	10	2	8	27
