Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-BH-A0AV-01	7	15	5	0	26	5	0	3	14	10	2
TCGA-BH-A0AY-01	1	3	2	6	11	2	12	7	2	0	0
TCGA-BH-A0AZ-01	4	0	14	12	16	0	4	0	11	3	6
TCGA-BH-A0B0-01	0	3	0	49	0	8	0	13	26	0	0
TCGA-BH-A0B3-01	0	0	4	2	2	4	4	1	1	0	0
TCGA-BH-A0B6-01	90	0	0	516	0	2	25	52	605	0	0
TCGA-BH-A0B7-01	3	3	0	1	6	6	6	6	8	0	3
TCGA-BH-A0B8-01	1	6	0	6	15	3	2	1	0	0	0
TCGA-BH-A0BA-01	1	0	0	5	10	5	3	0	3	2	0
TCGA-BH-A0BC-01	0	4	0	9	8	7	10	3	4	0	0
TCGA-BH-A0BF-01	0	2	0	0	9	4	6	2	7	2	1
TCGA-BH-A0BG-01	0	6	3	6	18	8	0	0	4	0	0
TCGA-BH-A0BJ-01	0	0	0	1	10	2	1	2	0	1	0
TCGA-BH-A0BL-01	0	4	16	0	22	4	13	5	3	0	2
TCGA-BH-A0BM-01	1	3	3	4	3	2	1	0	1	0	1
TCGA-BH-A0BO-01	2	2	0	0	0	1	9	2	5	9	1
TCGA-BH-A0BP-01	19	2	21	11	40	13	34	17	39	0	0
TCGA-BH-A0BQ-01	0	3	3	4	4	4	10	2	0	0	0
TCGA-BH-A0BS-01	1	4	0	1	8	1	5	0	0	2	1
TCGA-BH-A0BT-01	3	5	0	5	11	14	4	3	1	2	0
TCGA-BH-A0BV-01	6	4	0	2	2	2	5	0	2	1	0
TCGA-BH-A0BW-01	3	2	13	10	27	6	14	1	8	14	5
TCGA-BH-A0BZ-01	11	24	38	5	124	30	0	3	38	14	9
TCGA-BH-A0C0-01	3	0	17	4	6	5	4	2	1	6	0
TCGA-BH-A0C1-01	0	8	0	10	7	19	4	0	0	1	1
TCGA-BH-A0C3-01	0	1	0	0	5	0	6	1	0	5	0
TCGA-BH-A0C7-01	1	3	5	0	11	8	20	3	4	3	0
TCGA-BH-A0DD-01	1	1	0	4	3	13	8	3	3	1	0
TCGA-BH-A0DE-01	3	13	2	2	4	0	6	1	0	2	0
TCGA-BH-A0DG-01	1	2	3	4	6	0	3	10	12	5	1
TCGA-BH-A0DH-01	6	0	0	12	0	9	16	2	3	2	2
TCGA-BH-A0DI-01	5	0	0	9	16	11	7	0	14	0	0
TCGA-BH-A0DK-01	3	0	12	3	7	0	15	1	5	6	1
TCGA-BH-A0DL-01	2	0	0	15	6	18	9	1	6	3	5
TCGA-BH-A0DO-01	2	1	1	3	7	6	0	5	4	1	0
TCGA-BH-A0DP-01	0	2	0	5	7	0	3	1	0	1	0
TCGA-BH-A0DQ-01	0	10	3	0	0	4	11	0	2	5	0
TCGA-BH-A0DT-01	1	0	0	3	4	2	5	0	0	0	0
TCGA-BH-A0DV-01	1	4	2	4	1	0	0	0	0	2	1
TCGA-BH-A0DX-01	3	0	1	31	6	4	12	2	18	0	0
TCGA-BH-A0DZ-01	5	1	0	70	0	0	5	15	121	0	0
TCGA-BH-A0E0-01	2	1	0	0	0	2	12	2	2	0	3
TCGA-BH-A0E1-01	0	0	0	1	1	0	8	4	5	0	0
TCGA-BH-A0E9-01	3	0	3	1	4	8	9	0	0	0	0
TCGA-BH-A0EA-01	3	2	0	3	7	8	2	3	1	3	0
TCGA-BH-A0EI-01	0	6	0	1	2	3	9	1	0	2	0
TCGA-BH-A0H3-01	3	1	0	1	6	1	5	0	0	0	0
TCGA-BH-A0H5-01	12	8	0	61	0	0	0	16	72	0	0
TCGA-BH-A0H7-01	1	0	0	0	0	2	6	1	4	3	0
TCGA-BH-A0H9-01	3	0	3	3	6	2	0	0	0	1	5
TCGA-BH-A0HA-01	2	9	0	21	0	87	100	6	19	135	3
TCGA-BH-A0HI-01	1	3	1	6	1	0	16	2	2	3	0
TCGA-BH-A0HK-01	2	7	0	25	3	10	3	3	10	0	0
TCGA-BH-A0HN-01	0	3	1	4	3	1	15	5	2	0	0
TCGA-BH-A0HP-01	8	10	0	134	0	3	11	13	178	0	0
TCGA-BH-A0RX-01	0	0	0	3	1	3	31	7	2	2	0
TCGA-BH-A0W3-01	0	4	2	2	5	0	7	0	2	1	0
TCGA-BH-A0W4-01	4	0	1	5	7	0	8	7	3	3	1
TCGA-BH-A0W5-01	0	0	0	0	9	5	8	3	1	3	0
TCGA-BH-A0W7-01	0	8	0	105	0	0	3	9	136	0	0
TCGA-BH-A0WA-01	7	10	7	12	48	1	11	0	9	8	0
TCGA-BH-A18F-01	0	8	3	19	5	0	21	8	3	0	0
TCGA-BH-A18G-01	24	59	29	0	34	512	281	32	5	686	6
TCGA-BH-A18H-01	6	4	0	6	11	3	5	1	6	10	2
TCGA-BH-A18I-01	0	0	0	4	3	8	9	5	2	0	0
TCGA-BH-A18J-01	0	0	4	55	0	11	0	0	37	4	0
TCGA-BH-A18K-01	10	2	0	13	12	4	3	3	14	5	2
TCGA-BH-A18L-01	6	0	1	0	14	17	17	3	4	3	0
TCGA-BH-A18M-01	2	0	0	1	0	1	9	1	3	1	0
TCGA-BH-A18N-01	0	0	0	0	15	12	7	2	1	6	0
TCGA-BH-A18P-01	34	0	0	173	0	7	14	23	187	0	0
TCGA-BH-A18Q-01	3	5	21	0	54	1	6	1	9	5	2
TCGA-BH-A18R-01	1	0	3	5	21	0	4	1	3	3	1
TCGA-BH-A18S-01	2	0	4	0	10	5	0	4	3	8	1
TCGA-BH-A18T-01	5	2	18	3	40	6	6	1	14	7	0
TCGA-BH-A18U-01	0	13	2	55	25	10	30	1	36	6	0
TCGA-BH-A18V-01	12	0	15	15	106	1	0	5	82	4	10
TCGA-BH-A1EO-01	1	2	4	7	0	11	22	3	0	0	0
TCGA-BH-A1ET-01	0	3	3	2	4	5	9	1	0	6	0
TCGA-BH-A1EU-01	0	4	0	1	8	0	11	1	2	7	0
TCGA-BH-A1EV-01	9	0	0	26	10	7	20	13	39	5	0
TCGA-BH-A1EW-01	3	1	0	4	5	2	1	2	0	3	0
TCGA-BH-A1EX-01	0	2	0	0	10	4	7	8	0	4	0
TCGA-BH-A1EY-01	3	0	0	2	7	2	12	7	14	8	0
TCGA-BH-A1F0-01	9	12	6	0	26	4	9	5	21	3	0
TCGA-BH-A1F2-01	2	8	3	10	2	10	23	2	10	1	0
TCGA-BH-A1F5-01	1	8	3	5	4	0	19	4	0	0	0
TCGA-BH-A1F6-01	4	0	0	3	14	10	12	0	5	2	3
TCGA-BH-A1F8-01	6	8	3	83	1	1	23	6	61	0	0
TCGA-BH-A1FC-01	5	0	9	14	27	19	14	4	26	4	8
TCGA-BH-A1FE-01	0	5	4	5	3	4	0	3	1	0	1
TCGA-BH-A1FG-01	0	0	0	0	8	5	5	1	1	1	0
TCGA-BH-A1FH-01	5	0	0	3	7	3	12	0	2	0	1
TCGA-BH-A1FJ-01	1	14	0	3	3	1	23	0	0	0	0
TCGA-BH-A1FL-01	2	8	0	2	0	7	3	3	0	1	0
TCGA-BH-A1FM-01	2	0	0	10	9	9	14	8	10	0	0
TCGA-BH-A1FN-01	7	4	15	32	17	3	6	0	53	2	7
TCGA-BH-A1FR-01	0	0	2	0	6	4	2	1	2	0	0
TCGA-BH-A1FU-01	7	6	1	1	34	12	5	9	19	15	9
TCGA-BH-A201-01	0	0	4	3	3	2	3	3	1	7	1
TCGA-BH-A202-01	0	0	2	3	10	4	6	1	0	2	0
TCGA-BH-A203-01	4	2	5	12	3	15	33	11	14	0	0
TCGA-BH-A204-01	3	7	3	1	11	10	5	5	6	1	0
TCGA-BH-A208-01	7	8	0	14	5	0	19	2	25	2	0
TCGA-BH-A209-01	7	5	0	26	0	0	6	8	67	0	0
TCGA-BH-A28Q-01	0	2	0	2	3	9	6	0	2	0	2
TCGA-BH-A2L8-01	44	0	0	266	0	0	6	5	307	0	0
TCGA-BH-A42U-01	6	0	0	12	2	0	5	3	4	0	0
TCGA-BH-A42V-01	0	2	0	23	0	0	8	4	18	0	0
TCGA-BH-A5IZ-01	10	0	18	4	25	4	20	0	9	5	1
TCGA-BH-A5J0-01	1	6	1	43	2	13	7	11	18	0	0
TCGA-BH-A6R8-01	1	0	0	3	9	5	12	3	3	1	0
TCGA-BH-A6R9-01	3	0	0	0	14	1	4	3	0	0	0
TCGA-BH-A8FY-01	9	4	5	0	18	10	0	0	7	2	1
TCGA-BH-A8FZ-01	0	0	3	10	38	17	0	1	6	9	7
TCGA-BH-A8G0-01	0	1	0	0	0	0	9	3	0	3	1
TCGA-BH-AB28-01	3	0	1	7	4	18	4	1	0	1	4
TCGA-C8-A12K-01	5	17	5	5	57	9	4	0	59	8	4
TCGA-C8-A12L-01	1	9	10	2	43	12	3	4	5	0	0
TCGA-C8-A12M-01	9	2	5	0	14	13	19	11	1	6	2
TCGA-C8-A12N-01	0	0	2	0	2	3	13	0	4	3	0
TCGA-C8-A12O-01	3	0	3	2	2	1	32	4	2	0	0
TCGA-C8-A12P-01	8	2	4	50	10	7	27	13	70	5	6
TCGA-C8-A12Q-01	11	1	5	39	0	5	7	16	48	7	0
TCGA-C8-A12T-01	14	0	0	64	0	6	14	4	112	0	0
TCGA-C8-A12U-01	1	7	5	4	4	0	31	0	7	2	0
TCGA-C8-A12V-01	0	1	9	1	18	0	7	3	4	6	3
TCGA-C8-A12W-01	0	0	0	0	6	1	51	9	5	5	0
TCGA-C8-A12X-01	5	5	3	0	4	12	22	4	3	2	5
TCGA-C8-A12Y-01	0	0	3	2	4	22	6	1	2	6	0
TCGA-C8-A12Z-01	8	0	0	7	5	5	17	2	14	3	0
TCGA-C8-A130-01	0	0	0	2	3	6	27	7	5	3	1
TCGA-C8-A131-01	6	4	9	9	16	15	0	10	0	3	2
TCGA-C8-A132-01	3	4	0	6	24	3	12	1	26	3	2
TCGA-C8-A133-01	5	2	8	5	6	0	1	2	0	2	2
TCGA-C8-A134-01	0	10	20	0	53	6	6	5	9	6	2
TCGA-C8-A135-01	0	0	3	3	10	21	22	6	7	5	0
TCGA-C8-A137-01	6	2	1	8	0	1	14	10	19	0	1
TCGA-C8-A138-01	8	0	11	0	6	2	19	2	0	4	0
TCGA-C8-A1HE-01	3	5	0	21	3	3	7	1	11	0	0
TCGA-C8-A1HF-01	3	0	0	9	6	5	5	2	7	2	0
TCGA-C8-A1HG-01	5	3	0	3	10	13	22	3	4	6	0
TCGA-C8-A1HI-01	2	0	0	8	18	3	27	0	10	4	0
TCGA-C8-A1HJ-01	0	0	14	0	61	7	7	3	14	13	5
TCGA-C8-A1HK-01	0	5	2	2	7	8	5	10	27	7	0
TCGA-C8-A1HL-01	1	9	3	0	8	14	0	1	0	0	1
TCGA-C8-A1HM-01	23	12	3	80	11	14	17	21	266	0	1
TCGA-C8-A1HN-01	5	5	6	3	12	6	26	0	2	3	2
TCGA-C8-A1HO-01	0	8	8	10	0	0	11	2	6	3	1
TCGA-C8-A26V-01	3	1	0	16	9	10	6	8	38	2	3
TCGA-C8-A26W-01	7	2	0	14	4	2	7	9	18	6	0
TCGA-C8-A26X-01	3	7	6	2	14	9	21	5	4	3	1
TCGA-C8-A26Y-01	31	9	43	316	0	3	16	30	433	4	31
TCGA-C8-A26Z-01	6	0	3	1	11	12	12	3	0	0	1
TCGA-C8-A273-01	0	3	1	0	5	1	9	3	1	0	1
TCGA-C8-A274-01	2	0	13	128	0	22	3	5	105	3	0
TCGA-C8-A275-01	18	0	0	25	0	2	12	10	71	3	1
TCGA-C8-A278-01	0	0	0	7	13	0	17	5	8	3	0
TCGA-C8-A27A-01	3	3	3	6	3	3	8	6	4	0	1
TCGA-C8-A27B-01	6	3	3	0	51	8	0	6	74	5	6
TCGA-C8-A3M7-01	11	1	2	104	0	12	24	16	51	0	0
TCGA-C8-A3M8-01	0	10	0	3	11	12	4	4	11	7	0
TCGA-C8-A8HP-01	8	0	0	94	0	15	3	27	126	0	0
TCGA-C8-A8HQ-01	4	0	0	146	0	0	31	33	158	0	0
TCGA-C8-A8HR-01	6	3	0	0	14	7	12	1	3	5	9
TCGA-C8-A9FZ-01	2	0	0	0	6	10	6	0	4	1	0
TCGA-D8-A13Y-01	10	3	0	10	12	3	14	2	13	10	5
TCGA-D8-A13Z-01	1	3	8	0	37	8	19	5	16	0	6
TCGA-D8-A140-01	10	10	4	27	23	27	14	4	6	9	0
TCGA-D8-A141-01	2	2	1	0	6	0	9	1	0	0	0
TCGA-D8-A142-01	10	7	5	0	47	12	48	7	17	3	10
TCGA-D8-A143-01	5	0	11	1	19	7	15	0	2	0	1
TCGA-D8-A145-01	0	4	0	0	13	11	10	0	4	5	0
TCGA-D8-A146-01	3	0	0	6	3	8	10	5	0	6	0
TCGA-D8-A147-01	15	0	19	5	71	2	7	7	55	4	15
TCGA-D8-A1J8-01	47	14	11	247	0	127	41	55	335	84	0
TCGA-D8-A1J9-01	16	0	6	95	0	3	0	29	125	0	4
TCGA-D8-A1JB-01	5	4	8	3	19	1	7	2	4	5	5
TCGA-D8-A1JC-01	9	0	0	29	11	0	21	9	42	1	0
TCGA-D8-A1JD-01	0	9	17	9	43	11	1	6	18	5	3
TCGA-D8-A1JE-01	1	0	8	1	5	4	14	0	2	5	0
TCGA-D8-A1JF-01	1	0	0	3	15	12	7	2	3	6	0
TCGA-D8-A1JG-01	14	1	28	0	10	22	27	38	16	0	13
TCGA-D8-A1JH-01	0	1	0	2	12	4	2	1	0	2	0
TCGA-D8-A1JI-01	3	11	6	1	2	2	6	3	0	8	0
TCGA-D8-A1JJ-01	4	1	0	32	5	11	10	7	21	4	3
TCGA-D8-A1JK-01	10	31	26	19	77	18	5	4	15	29	15
TCGA-D8-A1JL-01	7	5	16	0	48	4	7	6	13	17	4
TCGA-D8-A1JM-01	3	0	10	0	15	0	17	5	2	1	0
TCGA-D8-A1JN-01	11	2	3	87	0	5	14	26	60	0	0
TCGA-D8-A1JP-01	5	15	15	0	55	2	0	3	15	16	9
TCGA-D8-A1JS-01	5	0	2	1	5	4	8	0	1	3	0
TCGA-D8-A1JT-01	3	6	0	0	15	6	11	0	0	0	0
TCGA-D8-A1JU-01	0	1	0	2	3	0	8	1	0	5	0
TCGA-D8-A1X5-01	3	1	10	2	4	10	16	2	7	6	5
TCGA-D8-A1X6-01	0	5	0	4	9	12	12	0	0	0	0
TCGA-D8-A1X7-01	6	0	1	0	9	2	8	3	2	1	0
TCGA-D8-A1X9-01	0	8	40	0	17	0	11	0	11	12	3
TCGA-D8-A1XA-01	0	4	5	1	0	0	10	3	0	5	0
TCGA-D8-A1XB-01	1	1	0	8	9	15	8	4	2	2	0
TCGA-D8-A1XC-01	0	5	0	2	5	8	10	1	0	3	0
TCGA-D8-A1XF-01	2	0	5	0	5	13	13	9	4	0	0
TCGA-D8-A1XG-01	0	1	4	2	7	4	0	3	0	6	0
TCGA-D8-A1XK-01	0	0	15	1	91	91	134	6	11	881	70
TCGA-D8-A1XL-01	1	0	15	5	50	8	5	6	6	9	5
TCGA-D8-A1XM-01	1	4	0	17	3	0	20	10	9	0	0
TCGA-D8-A1XO-01	0	3	1	6	3	1	8	0	5	1	1
TCGA-D8-A1XQ-01	16	24	60	9	122	150	191	27	34	365	33
TCGA-D8-A1XR-01	0	2	0	4	6	13	1	0	0	6	0
TCGA-D8-A1XS-01	0	0	2	5	5	6	2	5	1	0	0
TCGA-D8-A1XT-01	3	5	2	2	6	8	11	1	4	1	2
TCGA-D8-A1XU-01	4	0	0	10	9	2	6	0	3	1	0
TCGA-D8-A1XV-01	1	2	3	0	1	0	21	0	5	3	0
TCGA-D8-A1XW-01	5	0	3	6	63	7	9	2	11	6	10
TCGA-D8-A1XY-01	2	2	5	7	2	15	22	2	2	0	0
TCGA-D8-A1XZ-01	3	0	0	0	20	20	33	8	12	0	0
TCGA-D8-A1Y0-01	7	0	19	1	13	0	15	2	14	9	1
TCGA-D8-A1Y1-01	0	0	0	20	0	50	147	5	3	8	0
TCGA-D8-A1Y2-01	0	0	0	8	0	1	9	1	3	0	0
TCGA-D8-A1Y3-01	0	9	0	2	8	7	35	3	0	1	2
TCGA-D8-A27E-01	0	1	2	0	4	0	2	2	0	0	0
TCGA-D8-A27F-01	2	0	9	0	33	2	4	2	13	5	0
TCGA-D8-A27G-01	60	0	0	492	0	4	0	40	580	0	0
TCGA-D8-A27H-01	6	0	4	3	70	2	10	0	55	9	1
TCGA-D8-A27I-01	0	0	0	5	13	3	8	2	4	1	0
TCGA-D8-A27K-01	0	3	0	0	3	1	11	1	1	1	0
TCGA-D8-A27L-01	7	6	0	15	0	7	5	4	9	0	0
TCGA-D8-A27M-01	3	1	15	0	33	11	1	7	15	2	2
TCGA-D8-A27N-01	3	0	7	2	8	12	21	5	2	0	0
TCGA-D8-A27P-01	2	1	0	2	10	13	0	0	0	2	0
TCGA-D8-A27R-01	1	6	0	1	13	5	0	5	4	0	0
TCGA-D8-A27T-01	0	2	2	6	1	11	9	0	0	0	0
TCGA-D8-A27V-01	26	1	2	58	0	1	12	21	113	1	0
TCGA-D8-A27W-01	1	0	0	2	3	16	26	3	4	0	0
TCGA-D8-A3Z6-01	1	3	0	7	3	7	9	0	2	4	1
TCGA-D8-A4Z1-01	5	0	0	24	0	4	0	5	8	0	0
TCGA-D8-A73U-01	12	3	0	116	0	8	13	1	53	1	0
TCGA-D8-A73W-01	0	6	0	3	6	21	9	0	2	0	5
TCGA-D8-A73X-01	0	2	2	8	7	6	16	4	0	7	0
TCGA-E2-A105-01	0	14	1	7	8	8	18	0	4	7	0
TCGA-E2-A107-01	3	0	1	8	0	3	13	3	0	5	0
TCGA-E2-A108-01	2	0	0	51	26	0	10	2	88	7	0
TCGA-E2-A109-01	3	10	21	1	12	14	15	3	1	3	1
TCGA-E2-A10A-01	0	5	1	6	4	8	0	0	4	0	0
TCGA-E2-A10B-01	1	2	3	19	6	5	9	3	16	6	3
TCGA-E2-A10C-01	22	0	0	241	0	0	2	27	227	0	0
TCGA-E2-A10F-01	3	0	0	3	1	7	12	1	2	1	0
TCGA-E2-A14N-01	7	4	6	5	41	5	6	6	18	2	9
TCGA-E2-A14O-01	1	2	3	1	0	0	20	9	0	0	0
TCGA-E2-A14P-01	10	6	8	20	0	16	23	10	13	6	0
TCGA-E2-A14Q-01	1	4	2	5	1	0	20	0	2	2	3
TCGA-E2-A14R-01	2	10	12	0	59	5	9	7	20	14	5
TCGA-E2-A14T-01	0	1	0	4	7	12	3	5	5	0	6
TCGA-E2-A14V-01	7	0	1	18	16	5	31	13	42	3	5
TCGA-E2-A14W-01	9	0	8	0	51	5	3	5	13	4	4
TCGA-E2-A14X-01	0	0	0	6	3	13	9	4	2	0	0
TCGA-E2-A14Y-01	0	2	1	15	2	3	9	0	17	1	0
TCGA-E2-A14Z-01	2	4	13	24	16	1	13	8	10	0	4
TCGA-E2-A150-01	1	1	3	4	25	22	7	7	5	4	12
TCGA-E2-A152-01	8	0	3	45	10	0	8	26	71	0	0
TCGA-E2-A153-01	2	0	0	7	0	5	11	1	0	0	0
TCGA-E2-A154-01	0	1	12	0	10	9	15	9	2	0	0
TCGA-E2-A155-01	2	3	5	13	18	10	16	3	5	5	1
TCGA-E2-A156-01	0	5	3	4	0	0	8	0	2	2	1
TCGA-E2-A158-01	0	3	14	0	44	1	14	4	7	5	5
TCGA-E2-A159-01	15	0	9	53	0	6	15	0	97	0	6
TCGA-E2-A15A-01	1	7	6	2	16	10	11	0	4	0	5
TCGA-E2-A15C-01	3	4	3	1	6	11	18	1	1	2	0
TCGA-E2-A15D-01	0	2	0	0	0	10	10	3	2	5	2
TCGA-E2-A15E-01	1	0	6	0	0	1	16	0	7	9	0
TCGA-E2-A15F-01	5	0	0	0	7	3	10	0	1	2	0
TCGA-E2-A15G-01	6	0	7	9	17	0	22	4	0	8	0
TCGA-E2-A15H-01	3	4	3	0	0	8	11	1	1	2	0
TCGA-E2-A15I-01	3	0	4	6	5	4	21	0	0	0	0
TCGA-E2-A15J-01	2	2	2	0	6	10	0	0	0	0	0
TCGA-E2-A15K-01	9	1	4	0	10	12	12	1	3	1	0
TCGA-E2-A15L-01	1	0	0	0	7	3	15	2	4	2	0
TCGA-E2-A15M-01	5	6	7	17	13	18	17	2	21	2	0
TCGA-E2-A15O-01	1	0	1	2	11	3	11	2	0	1	2
TCGA-E2-A15P-01	4	3	0	1	3	8	6	0	0	3	0
TCGA-E2-A15R-01	7	1	5	2	0	2	24	5	1	0	0
TCGA-E2-A15S-01	3	2	7	8	16	1	11	0	5	9	6
TCGA-E2-A15T-01	4	0	2	0	3	0	22	1	3	5	0
TCGA-E2-A1AZ-01	1	3	16	4	5	7	0	16	24	3	0
TCGA-E2-A1B0-01	5	0	1	4	0	4	17	9	5	13	2
TCGA-E2-A1B1-01	8	2	0	14	2	0	18	0	22	0	0
TCGA-E2-A1B4-01	1	5	0	7	15	9	0	4	1	0	0
TCGA-E2-A1B5-01	2	1	0	14	0	5	7	5	9	1	2
TCGA-E2-A1B6-01	1	0	4	0	32	10	6	0	3	0	0
TCGA-E2-A1BC-01	3	2	3	0	16	13	0	0	3	1	0
TCGA-E2-A1BD-01	0	2	4	0	4	0	27	3	2	1	0
TCGA-E2-A1IE-01	2	0	3	0	9	1	10	1	0	2	2
TCGA-E2-A1IF-01	0	4	2	0	5	4	3	1	0	5	0
TCGA-E2-A1IG-01	4	2	0	9	16	1	15	8	1	1	0
TCGA-E2-A1IH-01	5	2	0	14	12	9	6	2	24	9	2
TCGA-E2-A1II-01	0	0	0	0	16	7	6	0	2	0	3
TCGA-E2-A1IJ-01	1	0	1	0	2	1	11	0	0	0	2
TCGA-E2-A1IK-01	0	0	0	0	4	2	2	6	2	1	0
TCGA-E2-A1IL-01	4	2	1	0	9	9	0	5	0	0	1
TCGA-E2-A1IN-01	1	2	5	84	9	10	12	4	117	3	1
TCGA-E2-A1IO-01	0	0	0	1	0	0	12	2	0	1	0
TCGA-E2-A1IU-01	0	0	1	6	10	0	4	9	1	0	0
TCGA-E2-A1L6-01	0	2	0	2	11	1	2	7	0	3	0
TCGA-E2-A1L7-01	3	0	14	1	29	0	15	0	5	7	7
TCGA-E2-A1L8-01	5	0	1	3	9	1	9	0	4	6	0
TCGA-E2-A1L9-01	1	0	3	4	5	4	6	2	0	2	1
TCGA-E2-A1LA-01	4	5	3	0	47	4	10	2	10	14	8
TCGA-E2-A1LB-01	0	4	3	11	5	2	7	4	17	2	0
TCGA-E2-A1LG-01	20	2	0	26	0	0	14	18	138	0	1
TCGA-E2-A1LH-01	7	6	28	6	74	0	22	5	57	14	12
TCGA-E2-A1LI-01	1	0	9	4	11	2	0	2	8	0	0
TCGA-E2-A1LK-01	1	0	0	0	0	21	18	9	4	0	1
TCGA-E2-A1LL-01	0	6	2	0	20	9	7	1	7	3	6
TCGA-E2-A2P6-01	3	12	0	87	0	18	9	13	44	0	0
TCGA-E2-A56Z-01	6	5	0	1	10	12	10	5	0	9	2
TCGA-E2-A570-01	7	0	0	0	6	2	12	0	1	1	1
TCGA-E2-A572-01	0	0	0	1	9	2	12	0	2	3	0
TCGA-E2-A573-01	1	0	0	1	35	17	1	3	6	4	4
TCGA-E2-A574-01	17	0	0	27	25	18	14	15	39	0	1
TCGA-E2-A576-01	8	3	5	0	10	7	31	4	1	1	0
TCGA-E2-A9RU-01	3	9	0	8	5	25	28	13	14	0	2
TCGA-E9-A1N3-01	0	2	7	1	6	6	1	0	3	2	3
TCGA-E9-A1N4-01	1	0	0	3	9	2	6	5	8	0	0
TCGA-E9-A1N5-01	0	0	0	9	13	5	0	0	6	6	0
TCGA-E9-A1N8-01	0	0	2	1	4	1	0	9	10	9	0
TCGA-E9-A1N9-01	0	0	5	10	22	5	20	0	1	2	1
TCGA-E9-A1NA-01	14	0	22	0	33	5	12	6	21	2	2
TCGA-E9-A1NE-01	3	1	4	4	34	11	0	0	4	1	0
TCGA-E9-A1NF-01	9	0	0	19	10	0	12	4	5	2	0
TCGA-E9-A1NG-01	0	3	1	1	5	2	7	1	0	1	0
TCGA-E9-A1NH-01	0	2	0	2	7	0	15	0	2	8	1
TCGA-E9-A1QZ-01	0	2	4	0	8	4	2	1	0	2	0
TCGA-E9-A1R0-01	3	2	0	2	0	6	12	4	6	0	0
TCGA-E9-A1R2-01	0	8	8	0	12	2	6	2	16	11	1
TCGA-E9-A1R3-01	1	0	2	4	5	4	5	2	0	2	0
TCGA-E9-A1R4-01	4	8	9	50	8	8	10	6	48	1	1
TCGA-E9-A1R5-01	5	0	6	2	4	0	24	2	3	4	1
TCGA-E9-A1R6-01	0	0	4	0	1	0	18	8	2	2	1
TCGA-E9-A1R7-01	4	8	3	8	15	11	2	0	5	3	4
TCGA-E9-A1RA-01	3	1	1	6	2	1	7	0	0	0	4
TCGA-E9-A1RB-01	0	5	6	0	7	7	6	1	0	6	0
TCGA-E9-A1RC-01	4	0	3	0	10	12	15	5	1	4	1
TCGA-E9-A1RD-01	1	0	0	6	5	5	4	0	2	0	0
TCGA-E9-A1RE-01	4	3	0	2	9	17	20	4	1	6	0
TCGA-E9-A1RF-01	7	3	17	0	77	16	22	6	21	1	0
TCGA-E9-A1RG-01	3	0	0	3	18	3	6	0	5	3	0
TCGA-E9-A1RH-01	6	7	8	5	28	4	26	6	12	8	1
TCGA-E9-A1RI-01	3	1	4	7	2	5	6	0	0	1	0
TCGA-E9-A226-01	5	1	0	14	1	7	8	11	32	0	0
TCGA-E9-A227-01	1	1	4	1	4	0	4	1	3	0	0
TCGA-E9-A228-01	4	1	1	6	0	11	20	0	7	0	2
TCGA-E9-A229-01	0	6	0	1	1	7	6	0	7	0	2
TCGA-E9-A22A-01	0	1	3	5	13	1	8	0	5	0	0
TCGA-E9-A22B-01	4	6	0	9	16	10	18	3	5	0	5
TCGA-E9-A22D-01	2	0	0	1	5	10	12	7	3	0	0
TCGA-E9-A22E-01	7	2	7	7	59	5	14	1	31	1	10
TCGA-E9-A22G-01	3	8	16	0	39	3	4	3	10	23	8
TCGA-E9-A22H-01	2	0	0	2	2	4	14	1	0	1	0
TCGA-E9-A243-01	5	0	6	3	32	5	7	2	16	11	2
TCGA-E9-A244-01	0	8	12	3	49	17	18	0	5	4	5
TCGA-E9-A245-01	0	2	3	1	9	0	2	2	1	2	1
TCGA-E9-A247-01	1	0	0	0	5	25	13	2	1	0	0
TCGA-E9-A248-01	1	0	2	6	0	12	5	0	2	0	0
TCGA-E9-A249-01	0	0	3	2	4	10	4	2	0	0	0
TCGA-E9-A24A-01	0	0	4	0	2	0	11	4	0	0	1
TCGA-E9-A295-01	0	0	26	0	19	7	43	7	6	0	1
TCGA-E9-A2JS-01	0	8	10	3	6	15	37	9	0	0	1
TCGA-E9-A2JT-01	0	0	0	12	0	0	0	0	15	0	1
TCGA-E9-A3HO-01	6	2	8	0	33	0	4	2	7	8	2
TCGA-E9-A3QA-01	3	2	10	6	19	1	2	1	18	0	0
TCGA-E9-A3X8-01	3	9	0	0	6	3	6	0	7	0	3
TCGA-E9-A54Y-01	1	3	1	18	3	7	17	1	5	1	1
TCGA-E9-A5FK-01	3	2	2	1	10	4	11	0	2	3	1
TCGA-E9-A5FL-01	0	15	15	4	39	16	0	8	23	10	3
TCGA-E9-A5UO-01	0	5	4	0	8	6	12	0	2	1	0
TCGA-E9-A6HE-01	0	5	0	1	0	6	5	3	0	1	1
TCGA-EW-A1IW-01	1	3	2	51	11	2	27	0	30	0	0
TCGA-EW-A1IX-01	3	0	6	11	0	1	0	0	18	3	0
TCGA-EW-A1IY-01	5	0	0	14	0	0	3	9	4	3	0
TCGA-EW-A1IZ-01	9	7	17	5	0	143	119	32	0	103	0
TCGA-EW-A1J1-01	1	0	5	0	2	5	6	2	0	0	2
