Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-D8-A1XU-01	6	3	6	3	11	6	0
TCGA-D8-A1XV-01	4	7	16	0	6	3	0
TCGA-D8-A1XW-01	7	32	19	2	21	23	18
TCGA-D8-A1XY-01	6	10	30	5	7	0	1
TCGA-D8-A1XZ-01	3	12	55	9	14	0	3
TCGA-D8-A1Y0-01	7	28	11	1	17	13	4
TCGA-D8-A1Y1-01	3	0	184	16	19	11	0
TCGA-D8-A1Y2-01	0	0	7	5	9	1	0
TCGA-D8-A1Y3-01	7	3	41	4	2	4	6
TCGA-D8-A27E-01	0	3	2	3	1	1	1
TCGA-D8-A27F-01	0	29	7	0	17	13	4
TCGA-D8-A27G-01	79	0	0	182	893	22	0
TCGA-D8-A27H-01	3	39	15	0	81	17	5
TCGA-D8-A27I-01	0	5	12	4	9	6	0
TCGA-D8-A27K-01	2	3	9	0	2	3	2
TCGA-D8-A27L-01	13	0	10	12	18	0	0
TCGA-D8-A27M-01	2	37	15	7	18	3	8
TCGA-D8-A27N-01	4	14	30	7	3	0	2
TCGA-D8-A27P-01	2	4	14	1	1	8	0
TCGA-D8-A27R-01	5	7	8	7	5	2	1
TCGA-D8-A27T-01	1	5	18	1	4	1	1
TCGA-D8-A27V-01	30	4	6	39	154	2	0
TCGA-D8-A27W-01	2	3	38	5	5	0	2
TCGA-D8-A3Z6-01	3	3	15	1	6	8	1
TCGA-D8-A4Z1-01	6	0	2	16	20	2	0
TCGA-D8-A73U-01	25	0	6	38	114	24	0
TCGA-D8-A73W-01	3	2	32	0	6	1	8
TCGA-D8-A73X-01	0	8	20	8	3	13	0
TCGA-E2-A105-01	9	9	25	0	10	13	1
TCGA-E2-A107-01	4	2	10	7	4	8	1
TCGA-E2-A108-01	2	11	6	12	134	21	0
TCGA-E2-A109-01	9	34	28	3	1	5	4
TCGA-E2-A10A-01	4	5	7	0	9	3	0
TCGA-E2-A10B-01	3	7	11	9	27	12	4
TCGA-E2-A10C-01	33	0	0	103	367	16	0
TCGA-E2-A10F-01	4	2	15	3	4	2	0
TCGA-E2-A14N-01	10	29	13	7	26	8	16
TCGA-E2-A14O-01	2	6	15	12	0	0	1
TCGA-E2-A14P-01	15	13	32	19	23	9	1
TCGA-E2-A14Q-01	5	5	16	0	6	3	5
TCGA-E2-A14R-01	5	50	19	2	25	28	14
TCGA-E2-A14T-01	0	1	17	7	8	0	10
TCGA-E2-A14V-01	6	9	31	20	61	5	9
TCGA-E2-A14W-01	11	37	11	5	17	11	10
TCGA-E2-A14X-01	0	0	22	8	6	0	1
TCGA-E2-A14Y-01	2	3	10	0	30	5	0
TCGA-E2-A14Z-01	6	24	10	19	24	6	6
TCGA-E2-A150-01	1	14	30	6	8	8	24
TCGA-E2-A152-01	3	11	4	46	103	4	0
TCGA-E2-A153-01	3	0	12	5	4	2	0
TCGA-E2-A154-01	0	24	22	11	0	0	1
TCGA-E2-A155-01	5	16	23	7	14	13	3
TCGA-E2-A156-01	2	5	5	2	5	5	1
TCGA-E2-A158-01	0	44	17	2	9	13	12
TCGA-E2-A159-01	18	11	13	9	141	3	6
TCGA-E2-A15A-01	6	19	19	0	8	0	10
TCGA-E2-A15C-01	7	8	28	1	2	4	0
TCGA-E2-A15D-01	0	1	20	1	1	6	5
TCGA-E2-A15E-01	1	8	14	0	7	10	0
TCGA-E2-A15F-01	7	0	15	0	1	4	1
TCGA-E2-A15G-01	8	17	18	11	3	16	0
TCGA-E2-A15H-01	7	5	18	1	0	2	0
TCGA-E2-A15I-01	7	8	21	1	5	0	1
TCGA-E2-A15J-01	3	6	11	0	1	1	0
TCGA-E2-A15K-01	14	11	23	0	3	0	2
TCGA-E2-A15L-01	1	2	19	2	5	5	0
TCGA-E2-A15M-01	10	19	32	6	33	6	2
TCGA-E2-A15O-01	2	7	14	4	1	3	3
TCGA-E2-A15P-01	7	1	13	0	0	6	1
TCGA-E2-A15R-01	10	7	20	9	1	0	0
TCGA-E2-A15S-01	5	14	11	0	12	17	9
TCGA-E2-A15T-01	5	5	19	1	3	7	0
TCGA-E2-A1AZ-01	0	26	9	19	25	0	0
TCGA-E2-A1B0-01	3	3	17	12	5	17	3
TCGA-E2-A1B1-01	14	0	12	3	35	0	2
TCGA-E2-A1B4-01	4	8	9	10	5	6	0
TCGA-E2-A1B5-01	3	0	10	10	17	4	2
TCGA-E2-A1B6-01	1	21	21	0	6	6	1
TCGA-E2-A1BC-01	5	14	16	0	4	2	0
TCGA-E2-A1BD-01	1	11	24	4	2	0	1
TCGA-E2-A1IE-01	3	9	11	0	0	4	3
TCGA-E2-A1IF-01	1	7	7	0	0	8	1
TCGA-E2-A1IG-01	7	6	16	17	5	6	0
TCGA-E2-A1IH-01	7	6	13	4	36	16	3
TCGA-E2-A1II-01	0	3	17	0	4	0	10
TCGA-E2-A1IJ-01	2	3	10	0	0	0	3
TCGA-E2-A1IK-01	0	3	4	8	0	1	1
TCGA-E2-A1IL-01	4	6	12	5	0	0	4
TCGA-E2-A1IN-01	4	13	14	24	176	17	0
TCGA-E2-A1IO-01	0	1	10	4	0	0	1
TCGA-E2-A1IU-01	0	7	4	16	3	1	0
TCGA-E2-A1L6-01	0	3	5	12	0	7	1
TCGA-E2-A1L7-01	4	33	10	0	7	14	13
TCGA-E2-A1L8-01	6	4	10	0	7	11	0
TCGA-E2-A1L9-01	1	6	9	4	2	5	1
TCGA-E2-A1LA-01	6	28	16	0	13	29	15
TCGA-E2-A1LB-01	1	7	7	7	26	5	2
TCGA-E2-A1LG-01	16	0	8	19	172	0	4
TCGA-E2-A1LH-01	8	74	21	0	79	22	27
TCGA-E2-A1LI-01	0	16	3	4	13	1	0
TCGA-E2-A1LK-01	0	0	39	10	2	0	3
TCGA-E2-A1LL-01	2	15	18	0	9	5	12
TCGA-E2-A2P6-01	15	0	19	46	93	13	0
TCGA-E2-A56Z-01	8	2	25	6	0	14	5
TCGA-E2-A570-01	13	0	13	0	0	1	3
TCGA-E2-A572-01	0	1	16	0	5	7	0
TCGA-E2-A573-01	0	14	24	2	9	13	10
TCGA-E2-A574-01	21	6	31	31	60	2	5
TCGA-E2-A576-01	14	13	36	5	0	0	2
TCGA-E2-A9RU-01	8	5	49	17	20	0	8
TCGA-E9-A1N3-01	0	13	7	0	4	3	4
TCGA-E9-A1N4-01	0	3	10	9	12	0	0
TCGA-E9-A1N5-01	0	1	6	1	15	16	0
TCGA-E9-A1N8-01	0	5	2	9	8	9	3
TCGA-E9-A1N9-01	2	17	22	4	9	9	3
TCGA-E9-A1NA-01	16	43	17	8	24	3	6
TCGA-E9-A1NE-01	6	23	12	0	9	8	4
TCGA-E9-A1NF-01	13	2	8	14	15	9	0
TCGA-E9-A1NG-01	2	5	8	1	1	4	0
TCGA-E9-A1NH-01	1	4	12	0	3	14	3
TCGA-E9-A1QZ-01	0	10	7	1	0	5	0
TCGA-E9-A1R0-01	5	0	17	6	7	0	0
TCGA-E9-A1R2-01	0	22	9	0	18	15	2
TCGA-E9-A1R3-01	0	4	9	5	1	6	0
TCGA-E9-A1R4-01	10	17	11	22	81	11	1
TCGA-E9-A1R5-01	5	10	18	5	4	7	2
TCGA-E9-A1R6-01	0	7	15	10	0	0	4
TCGA-E9-A1R7-01	11	12	13	0	11	10	6
TCGA-E9-A1RA-01	5	2	7	2	3	1	5
TCGA-E9-A1RB-01	2	13	14	0	0	9	0
TCGA-E9-A1RC-01	3	9	26	7	0	6	4
TCGA-E9-A1RD-01	3	1	8	2	7	2	0
TCGA-E9-A1RE-01	7	4	38	5	2	10	0
TCGA-E9-A1RF-01	10	63	44	4	31	11	7
TCGA-E9-A1RG-01	4	8	10	0	10	9	0
TCGA-E9-A1RH-01	12	27	27	7	17	15	6
TCGA-E9-A1RI-01	5	5	9	2	4	3	1
TCGA-E9-A226-01	4	0	13	18	44	0	0
TCGA-E9-A227-01	2	8	2	2	5	0	0
TCGA-E9-A228-01	8	2	26	0	13	0	3
TCGA-E9-A229-01	2	3	14	0	8	0	3
TCGA-E9-A22A-01	0	12	8	2	12	2	0
TCGA-E9-A22B-01	11	5	26	7	13	3	11
TCGA-E9-A22D-01	0	0	23	12	4	0	1
TCGA-E9-A22E-01	10	37	20	0	49	7	21
TCGA-E9-A22G-01	4	43	10	0	10	35	15
TCGA-E9-A22H-01	3	0	17	3	1	1	1
TCGA-E9-A243-01	3	22	13	1	23	21	6
TCGA-E9-A244-01	3	43	39	0	11	14	11
TCGA-E9-A245-01	0	9	1	3	1	5	4
TCGA-E9-A247-01	1	1	40	3	1	0	1
TCGA-E9-A248-01	2	3	16	1	6	0	0
TCGA-E9-A249-01	0	6	16	3	0	0	0
TCGA-E9-A24A-01	0	8	7	4	0	0	3
TCGA-E9-A295-01	0	48	41	6	7	0	7
TCGA-E9-A2JS-01	5	23	45	12	0	0	4
TCGA-E9-A2JT-01	0	0	0	2	24	1	1
TCGA-E9-A3HO-01	8	25	5	2	10	18	4
TCGA-E9-A3QA-01	4	21	4	2	27	4	0
TCGA-E9-A3X8-01	10	3	11	0	9	0	4
TCGA-E9-A54Y-01	5	4	19	8	16	5	1
TCGA-E9-A5FK-01	6	7	14	0	3	6	3
TCGA-E9-A5FL-01	3	45	22	5	30	20	8
TCGA-E9-A5UO-01	3	12	18	0	2	3	0
TCGA-E9-A6HE-01	2	1	13	3	0	1	2
TCGA-EW-A1IW-01	10	7	19	12	65	14	0
TCGA-EW-A1IX-01	3	7	0	2	25	5	0
TCGA-EW-A1IY-01	6	0	1	17	9	5	0
TCGA-EW-A1IZ-01	0	29	240	32	0	130	4
TCGA-EW-A1J1-01	1	7	10	3	0	0	2
TCGA-EW-A1J3-01	7	1	10	0	3	7	2
TCGA-EW-A1J5-01	32	0	0	89	395	24	0
TCGA-EW-A1J6-01	2	19	17	1	4	1	0
TCGA-EW-A1OV-01	10	0	4	30	85	11	0
TCGA-EW-A1OX-01	0	3	7	2	8	1	0
TCGA-EW-A1OZ-01	10	4	32	5	11	1	13
TCGA-EW-A1P0-01	1	10	5	0	1	7	4
TCGA-EW-A1P1-01	0	1	2	0	0	0	0
TCGA-EW-A1P3-01	7	5	8	1	2	5	0
TCGA-EW-A1P4-01	0	14	18	2	13	23	7
TCGA-EW-A1P5-01	0	1	16	0	2	0	1
TCGA-EW-A1P6-01	4	3	12	1	0	6	0
TCGA-EW-A1P7-01	0	9	2	0	0	7	1
TCGA-EW-A1P8-01	8	7	15	4	1	3	1
TCGA-EW-A1PA-01	4	9	10	14	3	1	0
TCGA-EW-A1PB-01	12	46	9	0	102	6	7
TCGA-EW-A1PD-01	17	27	5	0	22	15	7
TCGA-EW-A1PE-01	4	6	10	4	5	5	4
TCGA-EW-A1PG-01	0	0	3	6	0	2	0
TCGA-EW-A1PH-01	7	7	24	8	7	4	5
TCGA-EW-A2FR-01	10	7	15	2	16	3	1
TCGA-EW-A2FS-01	7	8	17	0	1	9	3
TCGA-EW-A2FV-01	4	7	6	8	0	6	1
TCGA-EW-A2FW-01	4	3	16	0	3	0	0
TCGA-EW-A423-01	17	3	31	4	22	9	2
TCGA-EW-A6S9-01	2	5	14	4	4	2	0
TCGA-EW-A6SA-01	14	25	35	14	17	13	5
TCGA-EW-A6SB-01	6	12	26	9	5	15	8
TCGA-EW-A6SC-01	5	4	9	0	5	16	0
TCGA-EW-A6SD-01	3	4	14	4	32	11	0
TCGA-GI-A2C8-01	3	57	36	0	31	12	9
TCGA-GM-A2D9-01	66	0	0	102	442	35	0
TCGA-GM-A2DA-01	0	6	16	8	11	3	1
TCGA-GM-A2DB-01	9	48	33	4	16	8	10
TCGA-GM-A2DC-01	3	2	19	0	0	0	3
TCGA-GM-A2DD-01	3	17	17	4	5	17	5
TCGA-GM-A2DF-01	9	4	23	2	9	0	6
TCGA-GM-A2DH-01	8	55	19	8	125	7	10
TCGA-GM-A2DI-01	12	0	1	22	56	0	0
TCGA-GM-A2DK-01	0	5	8	6	2	13	3
TCGA-GM-A2DL-01	5	15	9	7	10	0	3
TCGA-GM-A2DM-01	0	5	0	6	2	12	2
TCGA-GM-A2DN-01	5	0	7	2	1	4	0
TCGA-GM-A2DO-01	5	0	2	58	149	6	0
TCGA-GM-A3NW-01	11	0	22	7	52	0	3
TCGA-GM-A3XL-01	4	27	18	0	61	28	6
TCGA-GM-A4E0-01	0	11	16	6	0	1	0
TCGA-GM-A5PV-01	3	7	6	8	7	15	1
TCGA-GM-A5PX-01	3	4	11	3	7	11	3
TCGA-HN-A2NL-01	7	35	19	0	13	15	2
TCGA-HN-A2OB-01	1	0	8	1	4	2	3
TCGA-JL-A3YX-01	3	3	15	5	19	4	0
TCGA-LD-A66U-01	2	4	23	0	1	14	0
TCGA-LD-A74U-01	43	0	11	66	218	14	0
TCGA-LD-A7W5-01	5	1	28	6	16	7	2
TCGA-LD-A7W6-01	7	3	21	0	5	8	2
TCGA-LD-A9QF-01	7	0	23	5	2	1	1
TCGA-LL-A440-01	1	0	2	2	1	0	0
TCGA-LL-A50Y-01	2	0	22	0	3	16	0
TCGA-LL-A5YL-01	11	6	18	27	27	4	0
TCGA-LL-A5YM-01	7	7	15	1	5	5	0
TCGA-LL-A5YN-01	8	5	14	3	0	7	6
TCGA-LL-A5YO-01	2	13	9	0	20	9	8
TCGA-LL-A5YP-01	15	39	11	2	17	20	1
TCGA-LL-A6FP-01	13	14	9	14	10	13	2
TCGA-LL-A6FQ-01	13	6	39	5	2	3	1
TCGA-LL-A6FR-01	2	4	27	8	3	18	1
TCGA-LL-A73Y-01	0	0	15	13	140	17	8
TCGA-LL-A73Z-01	4	5	21	0	5	9	4
TCGA-LL-A740-01	13	10	20	2	5	17	1
TCGA-LL-A7SZ-01	3	5	25	15	6	13	8
TCGA-LL-A7T0-01	0	8	38	12	11	5	3
TCGA-LL-A8F5-01	12	70	30	0	27	40	21
TCGA-LL-A9Q3-01	3	11	28	12	5	8	1
TCGA-OK-A5Q2-01	0	0	15	20	2	1	5
TCGA-OL-A5D6-01	7	6	16	9	7	7	5
TCGA-OL-A5D7-01	5	18	19	0	17	14	7
TCGA-OL-A5D8-01	4	1	18	0	4	0	12
TCGA-OL-A5DA-01	7	2	13	32	56	4	0
TCGA-OL-A5RU-01	15	1	26	0	1	2	1
TCGA-OL-A5RV-01	0	0	12	1	0	2	2
TCGA-OL-A5RW-01	9	44	13	5	139	33	10
TCGA-OL-A5RX-01	0	3	19	5	2	6	0
TCGA-OL-A5RY-01	0	0	8	0	3	2	0
TCGA-OL-A5RZ-01	13	38	58	16	19	0	8
TCGA-OL-A5S0-01	1	2	22	5	6	5	3
TCGA-OL-A66H-01	3	11	9	0	1	3	0
TCGA-OL-A66I-01	16	8	22	5	5	0	0
TCGA-OL-A66J-01	8	7	28	1	10	9	5
TCGA-OL-A66K-01	7	5	30	0	5	0	0
TCGA-OL-A66L-01	2	0	10	19	51	12	0
TCGA-OL-A66N-01	8	5	33	5	1	4	2
TCGA-OL-A66O-01	3	6	21	0	2	1	5
TCGA-OL-A66P-01	4	46	21	10	2	32	8
TCGA-OL-A6VO-01	6	3	20	0	3	1	5
TCGA-OL-A6VQ-01	3	0	13	14	40	12	0
TCGA-OL-A6VR-01	0	4	8	1	1	3	0
TCGA-OL-A97C-01	9	16	25	0	1	16	3
TCGA-PE-A5DC-01	12	45	32	4	25	20	16
TCGA-PE-A5DD-01	7	11	15	13	34	5	0
TCGA-PE-A5DE-01	57	0	0	188	418	26	0
TCGA-PL-A8LV-01	11	32	19	0	55	26	12
TCGA-PL-A8LX-01	3	8	20	0	0	16	2
TCGA-PL-A8LY-01	0	0	1	0	0	5	1
TCGA-PL-A8LZ-01	18	69	15	16	9	9	0
TCGA-S3-A6ZF-01	5	4	31	0	8	0	4
TCGA-S3-A6ZG-01	0	3	24	22	0	5	6
TCGA-S3-A6ZH-01	0	7	20	8	3	0	7
TCGA-S3-AA0Z-01	8	11	22	2	18	10	6
TCGA-S3-AA10-01	15	46	16	0	30	31	12
TCGA-S3-AA11-01	12	42	12	9	1	16	4
TCGA-S3-AA12-01	9	12	20	4	6	4	5
TCGA-S3-AA14-01	0	0	16	1	7	0	0
TCGA-S3-AA15-01	5	0	7	8	35	0	5
TCGA-S3-AA17-01	1	43	24	9	22	30	12
TCGA-UL-AAZ6-01	11	41	26	3	22	28	9
TCGA-UU-A93S-01	19	81	46	0	26	9	15
TCGA-V7-A7HQ-01	3	6	11	0	7	3	1
TCGA-W8-A86G-01	5	2	17	0	3	7	1
TCGA-WT-AB41-01	8	2	12	11	16	13	0
TCGA-WT-AB44-01	4	15	32	1	1	0	7
TCGA-XX-A899-01	7	1	4	21	20	7	0
TCGA-XX-A89A-01	24	0	20	25	194	0	2
TCGA-Z7-A8R5-01	1	1	30	0	2	0	0
TCGA-Z7-A8R6-01	9	0	19	22	48	9	0
TCGA-05-4244-01	3	188	26	0	14	29	0
TCGA-05-4249-01	19	278	29	10	33	15	1
TCGA-05-4250-01	26	271	25	15	51	44	2
TCGA-05-4382-01	40	1769	39	36	194	20	12
TCGA-05-4384-01	14	103	17	0	12	18	0
TCGA-05-4389-01	9	102	37	27	86	27	8
TCGA-05-4390-01	32	592	37	0	18	7	8
TCGA-05-4395-01	29	167	17	23	93	13	6
TCGA-05-4396-01	19	243	24	12	18	16	2
TCGA-05-4397-01	33	637	27	25	166	103	28
TCGA-05-4398-01	33	631	55	11	107	56	35
TCGA-05-4402-01	6	14	5	14	97	17	2
TCGA-05-4403-01	17	87	38	3	8	10	5
TCGA-05-4405-01	21	343	39	7	29	31	12
TCGA-05-4410-01	29	1016	33	38	151	79	2
TCGA-05-4415-01	11	202	14	0	9	14	0
TCGA-05-4417-01	3	284	21	0	14	24	6
TCGA-05-4418-01	33	220	17	0	18	46	0
TCGA-05-4420-01	11	277	19	10	16	34	4
TCGA-05-4422-01	4	14	5	13	15	3	0
TCGA-05-4424-01	25	668	30	23	115	33	7
TCGA-05-4425-01	7	0	39	0	3	0	4
TCGA-05-4426-01	2	14	19	2	8	8	2
TCGA-05-4427-01	46	957	42	6	86	48	65
TCGA-05-4430-01	8	274	16	4	21	12	6
TCGA-05-4432-01	39	549	40	0	38	70	17
TCGA-05-4433-01	0	2	35	0	3	4	1
TCGA-05-4434-01	7	8	11	10	8	15	0
TCGA-05-5420-01	13	66	21	3	5	8	0
TCGA-05-5423-01	5	121	27	0	19	15	0
TCGA-05-5425-01	29	542	30	0	49	34	35
TCGA-05-5428-01	36	268	16	27	119	9	0
TCGA-05-5429-01	0	2	27	8	4	0	3
TCGA-05-5715-01	3	18	26	20	84	0	0
TCGA-35-3615-01	8	64	11	15	38	6	4
TCGA-35-4122-01	25	212	21	0	51	87	16
TCGA-35-4123-01	17	304	19	2	17	4	6
TCGA-35-5375-01	16	320	39	2	53	70	23
TCGA-38-4625-01	23	580	12	31	112	7	0
TCGA-38-4626-01	13	277	3	0	22	0	10
TCGA-38-4627-01	2	9	8	9	0	6	2
TCGA-38-4628-01	9	64	30	5	22	9	10
TCGA-38-4629-01	31	200	30	6	42	27	14
TCGA-38-4630-01	12	28	34	24	59	0	8
TCGA-38-4631-01	26	801	24	1	34	33	8
TCGA-38-4632-01	49	465	24	3	37	67	10
TCGA-38-6178-01	12	32	13	7	11	11	5
TCGA-38-7271-01	5	62	4	0	45	0	0
TCGA-38-A44F-01	4	4	8	0	1	0	1
TCGA-44-2655-01	13	188	7	1	12	0	7
TCGA-44-2656-01	40	891	54	10	26	15	22
TCGA-44-2657-01	8	400	30	20	44	20	0
TCGA-44-2659-01	13	428	34	7	18	5	3
TCGA-44-2661-01	4	12	8	5	6	9	6
TCGA-44-2662-01	13	59	4	22	142	14	14
TCGA-44-2665-01	0	5	14	6	15	21	0
TCGA-44-2666-01	1	2	11	3	6	17	3
TCGA-44-2668-01	9	321	9	21	62	20	1
TCGA-44-3396-01	7	79	30	25	88	15	1
TCGA-44-3398-01	0	123	16	16	62	31	0
TCGA-44-3917-01	29	191	18	0	31	0	5
TCGA-44-3918-01	23	1001	27	16	90	21	3
TCGA-44-3919-01	10	12	8	3	23	11	2
TCGA-44-4112-01	20	417	32	24	103	13	0
TCGA-44-5643-01	12	67	24	26	22	8	3
TCGA-44-5644-01	18	960	53	18	63	46	13
TCGA-44-5645-01	3	7	11	0	0	20	3
TCGA-44-6144-01	11	191	19	4	24	23	12
TCGA-44-6145-01	4	342	8	5	12	13	8
TCGA-44-6146-01	14	7	19	0	0	6	1
TCGA-44-6147-01	18	123	11	0	8	0	1
TCGA-44-6148-01	2	1	2	0	0	3	0
TCGA-44-6774-01	9	332	8	1	8	11	1
TCGA-44-6775-01	5	32	9	6	9	24	1
TCGA-44-6776-01	5	196	11	11	8	20	0
TCGA-44-6777-01	39	264	24	26	91	31	4
TCGA-44-6778-01	12	375	26	3	20	37	14
TCGA-44-6779-01	9	64	28	1	12	8	3
TCGA-44-7659-01	10	125	6	0	13	26	3
TCGA-44-7660-01	9	275	33	0	49	89	14
TCGA-44-7661-01	13	224	14	8	73	9	1
TCGA-44-7662-01	31	506	21	12	79	52	14
TCGA-44-7667-01	21	442	46	0	29	20	21
TCGA-44-7669-01	29	418	31	0	18	54	11
TCGA-44-7670-01	52	1004	31	32	162	16	37
TCGA-44-7671-01	16	205	20	14	14	19	3
TCGA-44-7672-01	4	152	3	18	7	13	0
TCGA-44-8117-01	14	776	47	7	43	39	4
TCGA-44-8119-01	22	576	66	8	29	53	19
TCGA-44-8120-01	18	628	32	1	35	31	0
TCGA-44-A479-01	5	311	19	10	19	13	0
TCGA-44-A47A-01	14	100	29	18	106	3	1
TCGA-44-A47B-01	6	19	23	2	3	3	4
TCGA-44-A47F-01	14	36	27	2	22	9	3
TCGA-44-A47G-01	13	33	15	4	22	8	6
TCGA-44-A4SS-01	30	390	28	2	75	51	18
TCGA-44-A4SU-01	10	115	26	5	6	24	1
TCGA-49-4486-01	22	37	7	11	121	8	7
TCGA-49-4487-01	16	300	8	11	66	24	7
TCGA-49-4488-01	5	277	9	9	30	23	14
TCGA-49-4490-01	1	4	23	9	17	14	0
TCGA-49-4494-01	8	178	24	2	16	4	0
TCGA-49-4501-01	2	4	33	14	12	7	0
TCGA-49-4505-01	0	189	35	9	22	12	7
TCGA-49-4506-01	2	91	14	4	4	25	0
TCGA-49-4507-01	15	125	21	24	43	8	13
TCGA-49-4510-01	2	28	2	0	6	26	2
TCGA-49-4512-01	5	13	21	4	6	2	4
TCGA-49-4514-01	31	213	22	33	103	11	0
TCGA-49-6742-01	32	60	20	41	135	5	61
TCGA-49-6743-01	64	495	29	31	214	100	12
TCGA-49-6744-01	17	240	5	4	10	9	0
TCGA-49-6745-01	28	2	33	11	83	12	1
TCGA-49-6761-01	18	86	23	10	83	24	2
TCGA-49-6767-01	14	464	25	5	42	44	0
TCGA-49-AAQV-01	4	15	13	0	46	10	0
TCGA-49-AAR0-01	13	98	17	14	17	4	13
TCGA-49-AAR2-01	20	426	19	0	18	0	5
TCGA-49-AAR3-01	0	102	18	6	15	27	3
TCGA-49-AAR4-01	52	510	2	29	100	10	9
TCGA-49-AAR9-01	25	710	29	25	17	2	0
TCGA-49-AARE-01	58	1367	44	25	100	76	1
TCGA-49-AARN-01	63	336	0	21	120	81	311
TCGA-49-AARO-01	7	679	0	13	34	0	5
TCGA-49-AARQ-01	43	703	15	18	90	18	2
TCGA-49-AARR-01	0	1	2	0	0	0	0
TCGA-4B-A93V-01	7	118	9	11	7	19	0
TCGA-50-5044-01	16	8	6	7	120	13	1
TCGA-50-5045-01	1	333	1	3	22	10	0
TCGA-50-5049-01	28	850	2	9	39	65	11
TCGA-50-5051-01	4	96	19	0	10	10	0
TCGA-50-5055-01	0	1	10	0	6	5	0
TCGA-50-5066-01	18	239	6	1	30	30	21
TCGA-50-5068-01	5	59	18	14	3	17	2
TCGA-50-5072-01	16	129	7	4	19	21	7
TCGA-50-5930-01	22	1225	28	20	27	30	7
TCGA-50-5931-01	9	279	21	5	25	42	0
TCGA-50-5932-01	11	76	3	0	0	0	0
TCGA-50-5933-01	44	448	42	26	40	18	14
TCGA-50-5935-01	14	5	13	6	59	26	0
TCGA-50-5936-01	2	43	6	22	56	14	3
TCGA-50-5939-01	14	20	15	3	23	23	6
TCGA-50-5941-01	19	353	20	0	47	34	9
TCGA-50-5942-01	5	40	12	0	3	6	5
TCGA-50-5944-01	8	26	28	0	14	8	0
TCGA-50-5946-01	25	514	37	18	152	70	0
TCGA-50-6590-01	48	736	14	25	203	46	12
TCGA-50-6591-01	14	15	16	5	3	0	13
TCGA-50-6592-01	25	182	17	9	68	42	13
TCGA-50-6593-01	19	286	18	0	16	46	5
TCGA-50-6594-01	12	514	12	13	55	23	5
TCGA-50-6595-01	25	33	10	10	26	14	0
TCGA-50-6597-01	10	4	20	18	20	3	3
TCGA-50-6673-01	5	8	22	0	7	16	4
TCGA-50-7109-01	12	227	25	7	7	26	4
TCGA-50-8457-01	9	32	9	4	5	6	2
TCGA-50-8459-01	5	80	18	2	5	9	0
TCGA-50-8460-01	5	9	10	2	5	3	2
TCGA-53-7624-01	47	685	28	39	150	57	6
TCGA-53-7626-01	6	360	6	0	46	28	4
TCGA-53-7813-01	4	142	19	4	2	15	0
TCGA-53-A4EZ-01	38	544	32	4	34	16	6
TCGA-55-1592-01	46	389	36	1	77	115	27
TCGA-55-1594-01	14	76	22	20	75	15	9
TCGA-55-1595-01	6	320	19	0	21	40	1
TCGA-55-1596-01	24	129	19	0	8	50	4
TCGA-55-5899-01	22	346	14	29	103	35	0
TCGA-55-6543-01	2	0	17	0	4	0	2
TCGA-55-6642-01	8	117	8	5	5	5	7
TCGA-55-6712-01	17	36	23	5	102	5	8
TCGA-55-6968-01	47	141	2	46	400	19	0
TCGA-55-6969-01	26	379	3	5	23	50	28
TCGA-55-6970-01	9	150	11	0	14	25	0
TCGA-55-6971-01	8	69	6	1	7	16	1
TCGA-55-6972-01	47	117	6	24	120	28	0
TCGA-55-6975-01	0	50	17	5	13	14	1
TCGA-55-6978-01	2	3	15	0	0	7	8
TCGA-55-6979-01	7	95	2	1	63	3	1
TCGA-55-6980-01	5	1	4	0	0	6	0
TCGA-55-6981-01	6	11	23	2	7	13	1
TCGA-55-6982-01	26	17	10	22	199	13	0
TCGA-55-6983-01	8	84	17	9	4	11	1
TCGA-55-6984-01	3	11	1	6	0	5	1
TCGA-55-6985-01	40	477	22	1	10	19	15
TCGA-55-6986-01	5	3	5	5	0	7	0
TCGA-55-6987-01	5	119	13	13	86	14	4
TCGA-55-7227-01	7	136	19	5	12	20	5
TCGA-55-7281-01	48	406	17	9	41	36	0
TCGA-55-7283-01	19	126	54	15	60	11	6
TCGA-55-7284-01	9	0	35	4	0	0	9
TCGA-55-7570-01	25	271	16	0	111	34	10
TCGA-55-7573-01	6	32	2	2	8	9	4
TCGA-55-7574-01	37	112	3	18	140	8	4
TCGA-55-7576-01	22	347	49	0	34	42	5
TCGA-55-7724-01	4	105	34	20	38	63	13
TCGA-55-7725-01	2	118	10	0	6	18	0
TCGA-55-7726-01	0	17	29	11	81	0	3
TCGA-55-7727-01	40	129	17	22	88	21	0
TCGA-55-7728-01	10	86	21	1	3	0	0
TCGA-55-7815-01	10	131	24	3	10	2	2
TCGA-55-7816-01	0	0	2	0	0	0	0
TCGA-55-7903-01	10	91	34	4	25	19	5
TCGA-55-7907-01	47	1096	41	16	230	23	0
TCGA-55-7910-01	6	298	30	12	11	8	3
TCGA-55-7911-01	21	197	12	6	22	13	7
TCGA-55-7913-01	20	304	33	10	43	15	10
TCGA-55-7914-01	4	125	30	15	21	19	0
TCGA-55-7994-01	56	1556	77	13	98	90	0
TCGA-55-7995-01	45	549	18	19	105	73	13
TCGA-55-8085-01	10	140	26	26	109	17	0
