Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-CG-5732-01	6	6	3	16	28	9	1	1	3	6
TCGA-CG-5733-01	8	70	39	564	101	60	0	231	92	28
TCGA-CG-5734-01	7	9	0	46	17	4	0	3	11	15
TCGA-D7-5577-01	13	17	1	33	40	11	0	0	11	18
TCGA-D7-5578-01	0	20	0	88	39	33	20	0	10	83
TCGA-D7-5579-01	0	8	14	26	28	17	10	8	21	42
TCGA-D7-6518-01	4	6	5	40	15	9	5	0	7	13
TCGA-D7-6519-01	0	8	9	9	20	11	1	0	8	1
TCGA-D7-6520-01	0	12	0	25	9	5	10	2	6	7
TCGA-D7-6521-01	0	5	0	26	12	27	0	0	18	0
TCGA-D7-6522-01	0	0	0	23	20	11	0	0	2	10
TCGA-D7-6524-01	0	8	0	42	42	11	0	0	21	0
TCGA-D7-6525-01	2	15	16	43	22	23	7	0	16	57
TCGA-D7-6526-01	5	15	11	43	65	40	8	0	10	71
TCGA-D7-6527-01	9	3	0	51	32	17	16	0	0	139
TCGA-D7-6528-01	25	19	1	60	62	10	32	4	9	200
TCGA-D7-6815-01	2	25	6	78	32	19	0	0	3	6
TCGA-D7-6817-01	3	5	1	35	43	2	2	4	0	10
TCGA-D7-6818-01	4	12	2	32	8	7	1	5	0	121
TCGA-D7-6820-01	6	10	0	22	40	21	11	6	1	4
TCGA-D7-6822-01	7	12	0	40	39	27	8	15	8	151
TCGA-D7-8570-01	1	14	0	43	64	8	12	0	7	5
TCGA-D7-8572-01	12	18	8	40	94	10	9	0	20	11
TCGA-D7-8573-01	0	12	0	36	25	10	1	4	9	8
TCGA-D7-8574-01	0	8	0	18	17	3	0	0	0	3
TCGA-D7-8575-01	0	13	0	15	17	0	3	0	9	0
TCGA-D7-8576-01	5	2	0	33	19	7	0	3	2	0
TCGA-D7-8578-01	0	10	0	39	11	2	0	0	5	0
TCGA-D7-8579-01	3	4	0	50	11	4	0	1	8	62
TCGA-D7-A4YT-01	16	21	57	42	138	11	39	10	14	16
TCGA-D7-A4YU-01	7	19	8	76	62	18	6	0	19	70
TCGA-D7-A4YV-01	0	40	0	643	111	60	0	59	66	21
TCGA-D7-A4YX-01	2	5	0	45	25	14	3	0	6	0
TCGA-D7-A4YY-01	19	27	29	260	46	9	0	59	25	76
TCGA-D7-A4Z0-01	5	0	0	42	0	0	3	0	0	316
TCGA-D7-A6ET-01	1	5	0	8	11	6	1	0	2	0
TCGA-D7-A6EV-01	5	17	0	73	50	5	11	0	15	28
TCGA-D7-A6EX-01	7	6	14	36	40	14	4	0	20	12
TCGA-D7-A6EY-01	0	41	22	727	124	68	0	411	29	139
TCGA-D7-A6EZ-01	12	12	21	42	129	0	45	19	10	24
TCGA-D7-A6F0-01	4	10	6	53	23	18	13	0	16	14
TCGA-D7-A6F2-01	0	1	0	27	42	14	0	0	4	2
TCGA-D7-A747-01	1	19	0	17	6	11	4	0	2	66
TCGA-D7-A748-01	0	4	0	27	4	3	0	0	5	8
TCGA-D7-A74A-01	0	23	0	44	27	17	66	0	15	3
TCGA-D7-A74B-01	5	2	0	9	10	5	0	4	3	4
TCGA-EQ-5647-01	4	4	7	20	19	36	1	0	8	11
TCGA-EQ-8122-01	12	20	4	69	47	37	8	2	14	15
TCGA-EQ-A4SO-01	3	9	23	21	84	0	34	18	6	7
TCGA-F1-6177-01	0	70	0	858	135	116	0	127	66	23
TCGA-F1-6874-01	0	81	78	491	82	64	0	118	61	16
TCGA-F1-6875-01	0	13	0	31	33	21	0	1	8	8
TCGA-F1-A448-01	4	21	2	376	66	34	0	121	26	18
TCGA-F1-A72C-01	5	1	0	30	14	4	0	0	0	7
TCGA-FP-7735-01	1	5	3	8	15	32	2	0	5	0
TCGA-FP-7829-01	11	34	35	97	56	19	0	0	21	33
TCGA-FP-7916-01	0	7	10	58	21	13	4	0	9	3
TCGA-FP-7998-01	0	10	6	27	7	14	5	0	8	4
TCGA-FP-8099-01	6	8	0	68	36	21	0	0	32	2
TCGA-FP-8209-01	0	0	0	1	0	0	0	0	0	0
TCGA-FP-8210-01	0	0	0	0	1	0	0	4	0	0
TCGA-FP-8211-01	1	8	24	10	40	0	13	10	4	6
TCGA-FP-8631-01	0	11	7	10	44	17	8	3	10	10
TCGA-FP-A4BE-01	0	66	0	1024	155	118	0	152	85	41
TCGA-FP-A4BF-01	9	4	0	60	23	10	0	0	5	11
TCGA-FP-A8CX-01	0	10	14	24	25	15	1	0	13	12
TCGA-FP-A9TM-01	0	30	8	74	53	39	0	0	3	1
TCGA-HF-7131-01	2	3	4	5	20	34	19	1	0	27
TCGA-HF-7132-01	0	74	29	874	60	66	0	164	82	31
TCGA-HF-7133-01	12	7	0	39	23	0	6	0	0	2
TCGA-HF-7134-01	9	28	14	82	55	42	1	0	11	113
TCGA-HF-7136-01	2	0	13	40	24	1	5	0	6	5
TCGA-HF-A5NB-01	0	79	0	868	83	69	0	354	54	49
TCGA-HJ-7597-01	0	42	0	497	115	80	0	102	40	0
TCGA-HU-8238-01	2	15	1	48	28	28	8	0	14	58
TCGA-HU-8243-01	13	2	0	66	49	9	9	0	9	4
TCGA-HU-8244-01	5	8	0	67	47	25	0	0	6	7
TCGA-HU-8245-01	4	2	3	27	15	3	1	13	2	7
TCGA-HU-8249-01	0	16	0	80	36	10	12	0	16	5
TCGA-HU-8602-01	0	75	21	986	137	106	0	298	117	21
TCGA-HU-8604-01	9	15	10	93	46	13	0	0	26	46
TCGA-HU-8608-01	7	2	0	40	26	6	7	8	7	2
TCGA-HU-8610-01	3	0	0	30	6	8	2	0	12	8
TCGA-HU-A4G2-01	0	11	4	16	11	8	0	2	11	0
TCGA-HU-A4G3-01	9	10	0	44	32	10	0	0	11	10
TCGA-HU-A4G6-01	1	13	4	37	19	7	0	0	9	6
TCGA-HU-A4G8-01	0	69	0	887	171	118	0	281	84	11
TCGA-HU-A4G9-01	0	41	0	438	90	58	0	146	53	25
TCGA-HU-A4GC-01	8	0	0	78	34	15	0	0	15	20
TCGA-HU-A4GD-01	0	0	0	21	45	32	2	3	0	4
TCGA-HU-A4GF-01	3	10	0	60	35	11	3	6	12	29
TCGA-HU-A4GH-01	22	0	0	38	0	0	11	0	0	888
TCGA-HU-A4GJ-01	0	3	0	2	0	1	0	0	0	0
TCGA-HU-A4GN-01	12	70	56	741	80	61	0	189	66	24
TCGA-HU-A4GP-01	4	12	22	90	78	18	4	0	20	15
TCGA-HU-A4GQ-01	0	122	0	1224	164	167	0	221	88	44
TCGA-HU-A4GT-01	6	51	40	747	66	61	0	422	47	46
TCGA-HU-A4GU-01	17	0	94	1326	0	0	16	159	0	114
TCGA-HU-A4GX-01	0	65	0	769	129	94	0	180	92	0
TCGA-HU-A4GY-01	0	13	0	35	18	9	0	0	0	4
TCGA-HU-A4H0-01	1	28	0	59	84	20	0	7	10	7
TCGA-HU-A4H2-01	9	12	6	76	65	19	0	1	6	34
TCGA-HU-A4H3-01	0	65	76	503	59	49	0	157	40	34
TCGA-HU-A4H4-01	4	25	44	239	41	34	0	291	9	80
TCGA-HU-A4H5-01	10	18	35	38	173	4	14	12	11	13
TCGA-HU-A4H6-01	1	13	0	57	41	16	0	0	10	10
TCGA-HU-A4H8-01	0	69	0	892	149	91	0	30	36	21
TCGA-HU-A4HB-01	0	2	0	2	4	1	0	0	0	4
TCGA-HU-A4HD-01	8	18	10	46	60	30	12	12	12	18
TCGA-IN-7806-01	0	6	1	23	30	26	0	1	0	2
TCGA-IN-7808-01	6	11	4	52	22	7	0	0	13	16
TCGA-IN-8462-01	0	10	22	49	20	16	7	3	4	12
TCGA-IN-8663-01	4	32	0	53	42	9	7	0	5	76
TCGA-IN-A6RI-01	2	19	0	28	23	7	0	6	0	45
TCGA-IN-A6RJ-01	0	20	0	30	42	3	7	3	8	54
TCGA-IN-A6RL-01	6	28	118	55	113	3	37	85	38	81
TCGA-IN-A6RN-01	1	10	17	16	52	21	14	2	10	12
TCGA-IN-A6RO-01	1	33	47	56	88	30	38	0	36	33
TCGA-IN-A6RP-01	12	4	0	80	31	34	15	0	15	11
TCGA-IN-A6RR-01	0	40	16	48	16	32	0	0	5	40
TCGA-IN-A6RS-01	4	20	0	59	25	13	2	0	6	3
TCGA-IN-A7NR-01	0	13	0	31	14	2	1	0	6	46
TCGA-IN-A7NT-01	0	13	0	40	17	13	12	4	2	35
TCGA-IN-A7NU-01	1	15	0	34	28	6	0	2	5	26
TCGA-IN-AB1V-01	5	7	0	23	22	9	0	1	6	2
TCGA-IN-AB1X-01	11	11	13	30	27	8	2	0	11	28
TCGA-IP-7968-01	0	9	0	58	30	19	1	0	5	11
TCGA-KB-A6F5-01	0	26	0	30	10	10	0	0	5	2
TCGA-KB-A6F7-01	1	5	20	26	49	0	8	4	2	9
TCGA-KB-A93G-01	5	21	12	33	23	12	9	0	11	1
TCGA-KB-A93H-01	7	32	0	89	54	22	1	5	21	53
TCGA-KB-A93J-01	0	6	3	24	7	1	2	3	5	4
TCGA-MX-A5UG-01	1	0	0	25	9	11	1	0	9	0
TCGA-MX-A5UJ-01	0	90	0	947	137	112	0	131	88	29
TCGA-MX-A663-01	8	1	12	31	19	9	13	0	11	2
TCGA-MX-A666-01	1	17	6	21	36	22	13	0	12	13
TCGA-R5-A7O7-01	3	16	4	45	34	18	7	0	12	12
TCGA-R5-A7ZE-01	11	21	0	51	42	9	5	0	18	44
TCGA-R5-A7ZF-01	7	2	0	40	22	3	0	5	5	1
TCGA-R5-A7ZI-01	0	19	17	507	61	52	0	183	76	17
TCGA-R5-A7ZR-01	3	7	2	28	23	11	1	1	10	4
TCGA-R5-A804-01	1	0	12	27	22	17	0	0	3	11
TCGA-R5-A805-01	0	8	0	22	13	15	4	0	0	96
TCGA-RD-A7BS-01	1	8	7	25	3	14	4	1	4	4
TCGA-RD-A7BT-01	9	16	0	25	35	6	14	0	0	178
TCGA-RD-A7BW-01	1	0	0	20	34	20	2	3	7	3
TCGA-RD-A7C1-01	4	29	0	117	84	35	4	0	11	53
TCGA-RD-A8MV-01	9	0	1	36	10	0	3	0	13	13
TCGA-RD-A8MW-01	8	3	5	26	26	1	11	0	0	13
TCGA-RD-A8N0-01	0	0	0	2	0	0	0	0	0	0
TCGA-RD-A8N1-01	4	10	14	4	43	0	16	21	7	11
TCGA-RD-A8N2-01	0	0	0	2	0	0	0	0	0	0
TCGA-RD-A8N4-01	0	0	0	3	1	3	2	0	0	0
TCGA-RD-A8N5-01	3	0	0	13	17	2	0	0	6	2
TCGA-RD-A8N6-01	4	7	0	61	62	25	9	7	16	2
TCGA-RD-A8N9-01	0	15	4	49	42	16	0	0	16	15
TCGA-RD-A8NB-01	0	65	22	375	47	29	0	123	51	21
TCGA-SW-A7EA-01	5	50	17	312	50	43	2	137	29	42
TCGA-SW-A7EB-01	3	8	13	40	64	0	31	0	15	4
TCGA-VQ-A8DL-01	0	0	6	24	22	2	4	2	2	6
TCGA-VQ-A8DT-01	14	14	2	59	50	15	0	0	17	60
TCGA-VQ-A8DU-01	5	6	0	44	31	16	0	0	1	71
TCGA-VQ-A8DV-01	0	19	0	23	15	8	0	0	6	6
TCGA-VQ-A8DZ-01	3	4	22	18	21	19	0	7	1	12
TCGA-VQ-A8E0-01	0	8	10	19	38	20	4	3	9	12
TCGA-VQ-A8E2-01	1	21	0	51	33	1	9	2	0	29
TCGA-VQ-A8E3-01	0	15	30	367	77	59	0	206	18	27
TCGA-VQ-A8E7-01	0	0	2	69	31	14	3	0	8	13
TCGA-VQ-A8P2-01	405	1007	890	4764	0	282	0	770	717	100
TCGA-VQ-A8P3-01	3	5	0	40	13	8	0	0	0	292
TCGA-VQ-A8P5-01	12	0	0	105	8	29	18	0	1	89
TCGA-VQ-A8P8-01	0	4	0	62	35	21	0	0	4	4
TCGA-VQ-A8PB-01	0	53	0	478	95	72	0	116	75	0
TCGA-VQ-A8PC-01	12	3	5	33	24	6	2	9	3	63
TCGA-VQ-A8PD-01	2	3	0	54	20	6	1	0	6	12
TCGA-VQ-A8PE-01	4	11	0	40	50	25	12	0	1	10
TCGA-VQ-A8PF-01	1	10	0	39	28	15	0	0	13	29
TCGA-VQ-A8PH-01	2	15	23	22	119	10	13	17	4	16
TCGA-VQ-A8PJ-01	2	13	0	23	26	15	9	8	10	80
TCGA-VQ-A8PK-01	8	4	4	12	11	0	12	1	9	55
TCGA-VQ-A8PM-01	1	5	0	21	7	4	2	0	0	26
TCGA-VQ-A8PO-01	9	23	68	343	76	43	0	290	12	38
TCGA-VQ-A8PP-01	5	100	29	778	17	58	0	489	41	51
TCGA-VQ-A8PQ-01	0	1	0	4	4	5	0	2	0	1
TCGA-VQ-A8PS-01	2	11	0	13	12	14	0	0	5	2
TCGA-VQ-A8PT-01	25	86	113	829	10	56	0	259	46	9
TCGA-VQ-A8PU-01	0	13	19	17	88	8	6	1	2	2
TCGA-VQ-A8PX-01	10	0	20	286	0	2	0	309	20	43
TCGA-VQ-A8PY-01	0	12	15	31	8	11	0	5	13	19
TCGA-VQ-A8PZ-01	0	9	0	50	23	16	0	0	4	5
TCGA-VQ-A91A-01	0	5	11	55	49	9	7	1	8	12
TCGA-VQ-A91D-01	9	95	0	1651	171	166	0	421	98	10
TCGA-VQ-A91E-01	8	20	32	347	61	45	0	279	34	34
TCGA-VQ-A91K-01	0	125	31	741	226	126	0	106	83	31
TCGA-VQ-A91N-01	7	2	2	55	39	14	10	0	9	17
TCGA-VQ-A91Q-01	2	6	11	19	67	17	4	0	0	11
TCGA-VQ-A91S-01	7	2	17	19	53	26	47	1	15	125
TCGA-VQ-A91U-01	1	8	0	73	62	19	3	0	16	7
TCGA-VQ-A91V-01	7	10	0	36	0	10	7	0	6	222
TCGA-VQ-A91W-01	4	5	5	16	5	7	0	0	0	7
TCGA-VQ-A91X-01	6	19	8	65	25	8	3	7	1	113
TCGA-VQ-A91Y-01	0	6	0	25	8	11	0	0	4	2
TCGA-VQ-A91Z-01	3	19	8	36	50	34	0	0	3	18
TCGA-VQ-A922-01	7	20	3	30	35	21	8	16	15	52
TCGA-VQ-A923-01	0	9	3	39	42	17	0	0	17	0
TCGA-VQ-A924-01	7	70	164	591	73	81	0	266	39	32
TCGA-VQ-A925-01	13	1	14	14	38	24	10	2	6	33
TCGA-VQ-A927-01	1	1	5	17	17	0	2	5	3	16
TCGA-VQ-A928-01	6	4	18	17	17	0	4	4	6	0
TCGA-VQ-A92D-01	3	17	12	36	41	22	3	12	11	6
TCGA-VQ-A94O-01	4	10	0	24	16	16	0	3	6	0
TCGA-VQ-A94P-01	0	1	0	14	5	12	3	0	0	65
TCGA-VQ-A94R-01	21	38	9	68	70	65	10	10	16	65
TCGA-VQ-A94T-01	9	5	10	40	21	3	0	0	11	1
TCGA-VQ-A94U-01	16	23	0	66	43	13	2	0	0	30
TCGA-VQ-AA64-01	11	17	53	31	81	0	69	14	3	30
TCGA-VQ-AA68-01	10	9	0	46	45	12	6	0	0	80
TCGA-VQ-AA69-01	0	9	5	39	13	13	0	0	2	0
TCGA-VQ-AA6A-01	0	13	0	31	32	14	0	0	7	25
TCGA-VQ-AA6B-01	3	8	0	47	27	4	6	0	1	4
TCGA-VQ-AA6D-01	28	0	1	600	0	0	33	167	1	80
TCGA-VQ-AA6F-01	4	1	5	22	6	7	3	4	9	1
TCGA-VQ-AA6G-01	0	19	5	62	29	13	0	0	10	28
TCGA-VQ-AA6I-01	8	5	0	54	30	1	7	0	9	12
TCGA-VQ-AA6J-01	1	3	7	47	26	18	1	0	0	73
TCGA-VQ-AA6K-01	5	5	15	30	23	5	2	1	4	2
TCGA-ZA-A8F6-01	0	3	0	14	20	7	8	0	6	0
TCGA-ZQ-A9CR-01	4	1	8	30	56	0	1	7	11	26
