Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-BH-A0DK-01	3	0	11	5	15	8	4	5	1	1
TCGA-BH-A0DL-01	3	0	1	18	6	19	8	4	1	5
TCGA-BH-A0DO-01	3	0	2	7	6	2	4	1	5	0
TCGA-BH-A0DP-01	0	2	0	0	7	8	0	1	1	0
TCGA-BH-A0DQ-01	0	13	3	9	1	3	1	5	0	0
TCGA-BH-A0DT-01	1	0	0	3	6	5	0	0	0	0
TCGA-BH-A0DV-01	2	4	2	0	0	4	0	2	0	1
TCGA-BH-A0DX-01	5	0	1	2	4	44	20	0	1	0
TCGA-BH-A0DZ-01	11	0	0	0	0	65	127	0	14	0
TCGA-BH-A0E0-01	1	2	0	8	5	2	1	0	2	3
TCGA-BH-A0E1-01	0	0	0	4	5	2	4	0	4	0
TCGA-BH-A0E9-01	3	0	3	12	8	2	0	0	0	0
TCGA-BH-A0EA-01	4	2	0	8	8	2	2	3	3	0
TCGA-BH-A0EI-01	0	7	0	6	5	3	0	2	1	0
TCGA-BH-A0H3-01	3	2	0	3	8	1	0	0	0	0
TCGA-BH-A0H5-01	19	1	0	0	0	58	77	0	14	0
TCGA-BH-A0H7-01	1	0	0	4	2	0	6	3	1	0
TCGA-BH-A0H9-01	4	0	3	1	5	3	0	2	0	5
TCGA-BH-A0HA-01	0	22	0	127	18	49	17	137	7	5
TCGA-BH-A0HI-01	0	5	0	4	7	13	1	2	3	0
TCGA-BH-A0HK-01	4	6	0	5	0	31	13	0	4	0
TCGA-BH-A0HN-01	0	4	0	6	8	10	1	0	5	0
TCGA-BH-A0HP-01	19	0	0	0	0	135	192	0	11	0
TCGA-BH-A0RX-01	0	2	0	15	14	11	0	0	7	0
TCGA-BH-A0W3-01	0	4	2	1	9	5	1	1	0	0
TCGA-BH-A0W4-01	5	0	0	2	12	7	3	2	7	1
TCGA-BH-A0W5-01	0	0	0	9	14	0	1	2	3	0
TCGA-BH-A0W7-01	7	0	0	0	0	104	144	0	6	0
TCGA-BH-A0WA-01	7	13	8	2	49	17	9	8	0	0
TCGA-BH-A18F-01	0	10	1	2	10	33	2	0	9	0
TCGA-BH-A18G-01	16	89	26	615	131	30	0	707	41	13
TCGA-BH-A18H-01	7	5	0	4	11	7	7	10	1	2
TCGA-BH-A18I-01	0	1	0	11	5	7	2	0	5	0
TCGA-BH-A18J-01	4	0	2	0	0	60	41	4	0	0
TCGA-BH-A18K-01	12	2	0	2	12	12	18	5	3	2
TCGA-BH-A18L-01	6	2	0	24	24	0	3	2	4	0
TCGA-BH-A18M-01	1	2	0	6	1	4	3	0	1	0
TCGA-BH-A18N-01	0	0	0	15	18	0	1	6	2	1
TCGA-BH-A18P-01	50	0	0	0	0	173	199	0	16	0
TCGA-BH-A18Q-01	3	6	22	3	57	0	9	4	1	2
TCGA-BH-A18R-01	1	1	3	0	21	8	3	3	1	1
TCGA-BH-A18S-01	2	0	5	5	9	0	3	8	4	1
TCGA-BH-A18T-01	6	2	19	8	42	2	15	7	1	0
TCGA-BH-A18U-01	2	13	2	8	25	80	40	8	0	0
TCGA-BH-A18V-01	14	0	19	0	104	2	91	5	6	9
TCGA-BH-A1EO-01	0	4	2	20	7	15	0	0	2	0
TCGA-BH-A1ET-01	0	3	2	7	10	4	0	5	2	0
TCGA-BH-A1EU-01	0	5	0	3	14	4	1	6	1	0
TCGA-BH-A1EV-01	11	0	0	10	13	32	46	4	13	0
TCGA-BH-A1EW-01	4	1	1	1	3	5	0	3	3	0
TCGA-BH-A1EX-01	0	2	0	6	15	1	0	3	8	0
TCGA-BH-A1EY-01	3	1	0	8	13	3	13	7	7	0
TCGA-BH-A1F0-01	8	14	6	7	31	0	21	2	6	0
TCGA-BH-A1F2-01	1	11	2	17	9	17	10	1	3	0
TCGA-BH-A1F5-01	0	10	1	5	12	12	0	0	4	0
TCGA-BH-A1F6-01	4	1	0	14	20	5	4	2	0	3
TCGA-BH-A1F8-01	12	4	1	0	0	103	68	0	4	0
TCGA-BH-A1FC-01	7	0	9	22	31	15	28	5	5	8
TCGA-BH-A1FE-01	0	5	4	3	1	6	2	0	4	1
TCGA-BH-A1FG-01	0	1	0	7	8	1	1	1	2	0
TCGA-BH-A1FH-01	5	1	0	8	11	6	1	0	0	1
TCGA-BH-A1FJ-01	0	16	0	9	11	9	0	0	0	0
TCGA-BH-A1FL-01	1	9	0	8	0	3	0	1	3	1
TCGA-BH-A1FM-01	3	0	0	12	12	16	10	0	9	0
TCGA-BH-A1FN-01	10	2	16	0	18	33	58	2	0	7
TCGA-BH-A1FR-01	0	0	2	5	7	0	2	0	1	0
TCGA-BH-A1FU-01	7	6	2	12	37	0	20	16	10	8
TCGA-BH-A201-01	0	1	5	2	3	5	1	5	4	1
TCGA-BH-A202-01	0	0	2	5	12	6	0	2	1	0
TCGA-BH-A203-01	4	5	1	25	19	20	13	0	12	0
TCGA-BH-A204-01	3	8	4	11	14	0	6	1	5	0
TCGA-BH-A208-01	7	11	0	3	13	20	26	1	1	0
TCGA-BH-A209-01	9	5	0	0	0	23	74	0	8	0
TCGA-BH-A28Q-01	0	2	0	12	5	3	2	0	0	2
TCGA-BH-A2L8-01	66	0	0	0	0	243	319	0	0	0
TCGA-BH-A42U-01	8	0	0	0	1	16	5	0	2	0
TCGA-BH-A42V-01	2	1	0	0	0	29	20	0	3	0
TCGA-BH-A5IZ-01	10	4	17	11	35	7	8	3	0	1
TCGA-BH-A5J0-01	5	3	1	3	0	57	21	1	11	0
TCGA-BH-A6R8-01	1	0	0	10	13	6	2	1	4	0
TCGA-BH-A6R9-01	4	0	0	3	15	0	0	0	3	0
TCGA-BH-A8FY-01	9	5	7	9	15	0	7	3	0	1
TCGA-BH-A8FZ-01	1	0	5	13	34	11	8	10	2	7
TCGA-BH-A8G0-01	0	3	0	4	0	3	0	3	3	1
TCGA-BH-AB28-01	4	0	2	18	3	8	0	3	1	4
TCGA-C8-A12K-01	5	18	8	9	59	0	62	8	0	4
TCGA-C8-A12L-01	1	9	12	12	44	1	6	0	4	0
TCGA-C8-A12M-01	9	4	3	22	25	0	0	5	12	2
TCGA-C8-A12N-01	0	1	1	8	8	3	3	2	0	1
TCGA-C8-A12O-01	2	4	0	13	17	9	0	0	4	0
TCGA-C8-A12P-01	12	4	3	7	12	63	75	6	14	6
TCGA-C8-A12Q-01	15	0	4	0	0	42	53	8	17	0
TCGA-C8-A12T-01	20	0	0	0	0	68	122	0	4	0
TCGA-C8-A12U-01	0	11	2	12	20	11	5	0	0	0
TCGA-C8-A12V-01	0	2	8	3	22	2	4	5	3	3
TCGA-C8-A12W-01	0	5	0	22	29	11	1	0	9	0
TCGA-C8-A12X-01	5	9	1	21	15	1	2	1	5	5
TCGA-C8-A12Y-01	0	0	4	24	4	3	2	7	2	0
TCGA-C8-A12Z-01	9	3	0	11	11	10	13	3	1	0
TCGA-C8-A130-01	0	1	0	18	15	8	3	1	7	1
TCGA-C8-A131-01	8	3	11	13	12	9	1	4	11	2
TCGA-C8-A132-01	2	6	0	6	31	5	29	2	1	2
TCGA-C8-A133-01	6	1	9	0	7	5	0	2	1	2
TCGA-C8-A134-01	0	9	20	5	62	0	8	5	7	1
TCGA-C8-A135-01	0	0	1	30	21	8	6	5	6	0
TCGA-C8-A137-01	7	4	0	5	4	10	21	0	10	1
TCGA-C8-A138-01	8	2	9	11	18	0	0	2	2	0
TCGA-C8-A1HE-01	4	4	0	0	2	31	12	1	0	0
TCGA-C8-A1HF-01	4	0	0	5	7	11	8	2	2	0
TCGA-C8-A1HG-01	4	6	0	22	18	8	3	5	3	0
TCGA-C8-A1HI-01	2	3	0	12	29	15	9	2	0	0
TCGA-C8-A1HJ-01	0	0	15	9	65	0	14	13	3	5
TCGA-C8-A1HK-01	0	5	2	9	10	0	30	6	11	0
TCGA-C8-A1HL-01	1	10	5	12	5	0	0	1	2	1
TCGA-C8-A1HM-01	30	13	6	9	7	62	295	0	24	2
TCGA-C8-A1HN-01	4	9	4	15	23	10	1	2	0	2
TCGA-C8-A1HO-01	0	10	8	2	2	16	5	3	2	1
TCGA-C8-A26V-01	5	0	0	9	11	15	42	2	9	3
TCGA-C8-A26W-01	9	3	0	3	3	17	18	7	9	0
TCGA-C8-A26X-01	2	10	6	16	22	7	3	2	6	1
TCGA-C8-A26Y-01	59	0	32	0	0	310	463	0	23	29
TCGA-C8-A26Z-01	6	0	2	18	17	2	0	0	3	1
TCGA-C8-A273-01	0	4	0	5	9	1	1	0	3	1
TCGA-C8-A274-01	11	0	10	0	0	139	114	4	3	0
TCGA-C8-A275-01	22	0	0	5	3	20	78	3	9	2
TCGA-C8-A278-01	1	0	0	5	22	12	7	1	5	0
TCGA-C8-A27A-01	3	3	2	4	7	9	4	0	7	1
TCGA-C8-A27B-01	3	2	5	6	53	0	76	5	6	6
TCGA-C8-A3M7-01	19	0	0	0	0	130	57	0	15	0
TCGA-C8-A3M8-01	0	10	0	13	13	1	12	8	5	0
TCGA-C8-A8HP-01	16	0	0	0	0	95	135	0	27	0
TCGA-C8-A8HQ-01	16	0	0	0	0	160	166	0	30	0
TCGA-C8-A8HR-01	6	5	0	12	20	1	3	4	1	8
TCGA-C8-A9FZ-01	2	0	0	13	8	1	4	1	0	0
TCGA-D8-A13Y-01	11	5	0	7	16	13	14	10	1	5
TCGA-D8-A13Z-01	0	6	7	17	44	1	16	0	6	6
TCGA-D8-A140-01	12	11	7	26	18	37	8	11	3	1
TCGA-D8-A141-01	1	4	0	4	10	1	0	0	1	0
TCGA-D8-A142-01	9	15	1	34	74	0	15	0	8	10
TCGA-D8-A143-01	5	2	10	13	24	4	1	0	0	2
TCGA-D8-A145-01	0	5	0	15	18	1	3	5	0	0
TCGA-D8-A146-01	4	1	0	11	5	9	0	5	5	1
TCGA-D8-A147-01	17	0	21	4	75	0	57	4	7	15
TCGA-D8-A1J8-01	72	0	14	84	0	265	370	99	57	0
TCGA-D8-A1J9-01	26	0	1	0	0	87	134	0	27	3
TCGA-D8-A1JB-01	5	5	7	4	23	4	4	5	1	5
TCGA-D8-A1JC-01	11	0	0	2	17	37	44	1	10	0
TCGA-D8-A1JD-01	0	8	20	7	41	9	20	6	8	3
TCGA-D8-A1JE-01	1	0	6	10	12	5	1	4	0	1
TCGA-D8-A1JF-01	2	0	0	13	18	5	3	6	2	0
TCGA-D8-A1JG-01	12	8	23	27	27	1	15	0	44	12
TCGA-D8-A1JH-01	0	0	1	4	12	4	0	2	1	0
TCGA-D8-A1JI-01	2	14	6	4	3	2	0	8	3	0
TCGA-D8-A1JJ-01	7	0	0	7	2	43	24	5	7	3
TCGA-D8-A1JK-01	11	31	31	11	75	20	18	31	6	15
TCGA-D8-A1JL-01	7	5	17	5	56	0	12	16	6	3
TCGA-D8-A1JM-01	3	0	8	6	26	5	0	0	5	0
TCGA-D8-A1JN-01	19	0	0	0	0	98	66	0	25	0
TCGA-D8-A1JP-01	4	14	18	0	54	0	15	17	4	9
TCGA-D8-A1JS-01	6	0	2	7	8	3	0	3	0	0
TCGA-D8-A1JT-01	3	8	0	11	19	0	0	0	0	0
TCGA-D8-A1JU-01	0	1	0	3	7	4	0	4	1	0
TCGA-D8-A1X5-01	2	3	9	15	12	6	6	5	3	5
TCGA-D8-A1X6-01	0	6	0	16	12	8	0	0	0	0
TCGA-D8-A1X7-01	6	1	0	5	15	0	2	0	3	0
TCGA-D8-A1X9-01	0	9	38	5	25	0	11	11	0	3
TCGA-D8-A1XA-01	0	6	4	4	2	4	0	4	3	1
TCGA-D8-A1XB-01	2	1	0	14	11	12	2	3	5	0
TCGA-D8-A1XC-01	0	7	0	9	8	5	0	3	2	0
TCGA-D8-A1XF-01	1	2	5	18	10	2	3	0	10	0
TCGA-D8-A1XG-01	0	1	5	3	6	2	0	7	3	0
TCGA-D8-A1XK-01	0	0	4	142	166	33	3	876	7	69
TCGA-D8-A1XL-01	1	0	16	8	53	5	7	9	7	4
TCGA-D8-A1XM-01	0	6	0	2	8	29	8	0	11	0
TCGA-D8-A1XO-01	0	3	1	3	6	9	6	0	0	1
TCGA-D8-A1XQ-01	11	46	49	223	208	47	25	357	31	34
TCGA-D8-A1XR-01	0	1	1	12	4	5	0	7	1	1
TCGA-D8-A1XS-01	0	0	2	5	5	6	2	0	6	0
TCGA-D8-A1XT-01	3	7	1	14	9	5	3	0	1	2
TCGA-D8-A1XU-01	5	0	0	2	10	14	3	1	0	0
TCGA-D8-A1XV-01	0	5	1	8	13	5	3	1	0	0
TCGA-D8-A1XW-01	6	0	4	9	68	7	11	6	2	9
TCGA-D8-A1XY-01	2	5	4	22	8	15	1	0	2	0
TCGA-D8-A1XZ-01	2	4	0	34	35	1	11	0	9	0
TCGA-D8-A1Y0-01	7	1	17	6	23	3	13	8	2	1
TCGA-D8-A1Y1-01	0	6	0	115	41	64	0	3	4	0
TCGA-D8-A1Y2-01	0	0	0	3	0	15	3	0	1	0
TCGA-D8-A1Y3-01	0	12	0	20	21	9	0	0	3	2
TCGA-D8-A27E-01	0	1	1	0	6	1	0	0	2	0
TCGA-D8-A27F-01	1	0	9	2	37	0	13	5	3	0
TCGA-D8-A27G-01	103	0	0	0	0	450	601	0	22	0
TCGA-D8-A27H-01	6	1	5	6	76	0	57	8	0	1
TCGA-D8-A27I-01	0	0	0	5	16	8	4	1	2	0
TCGA-D8-A27K-01	0	4	0	5	9	1	1	0	1	0
TCGA-D8-A27L-01	8	6	0	6	0	19	10	0	4	0
TCGA-D8-A27M-01	3	0	17	10	31	0	16	2	9	2
TCGA-D8-A27N-01	3	3	5	20	16	6	1	0	5	1
TCGA-D8-A27P-01	2	0	1	12	9	1	0	4	1	0
TCGA-D8-A27R-01	1	6	0	4	15	0	4	0	5	0
TCGA-D8-A27T-01	0	3	2	13	2	10	0	0	0	1
TCGA-D8-A27V-01	34	0	1	0	0	55	124	1	20	0
TCGA-D8-A27W-01	1	2	0	25	13	8	2	0	3	1
TCGA-D8-A3Z6-01	1	3	0	9	5	12	2	4	0	1
TCGA-D8-A4Z1-01	7	0	0	0	0	26	9	0	4	0
TCGA-D8-A73U-01	20	0	0	0	0	128	59	0	0	0
TCGA-D8-A73W-01	0	7	0	23	9	5	3	0	0	5
TCGA-D8-A73X-01	0	3	1	11	13	14	0	6	4	0
TCGA-E2-A105-01	0	16	1	13	13	13	4	7	0	0
TCGA-E2-A107-01	3	1	0	6	6	13	0	4	3	0
TCGA-E2-A108-01	6	0	1	0	18	55	97	8	1	0
TCGA-E2-A109-01	2	12	23	19	16	4	0	3	4	1
TCGA-E2-A10A-01	1	5	2	5	1	7	6	1	0	0
TCGA-E2-A10B-01	2	2	3	5	6	24	18	7	3	3
TCGA-E2-A10C-01	41	0	0	0	0	228	233	0	17	0
TCGA-E2-A10F-01	4	0	0	11	5	6	2	1	1	0
TCGA-E2-A14N-01	8	4	6	6	47	3	19	1	6	9
TCGA-E2-A14O-01	0	5	1	8	7	5	0	0	10	0
TCGA-E2-A14P-01	11	9	8	21	2	30	14	7	10	0
TCGA-E2-A14Q-01	0	6	0	8	11	11	1	0	0	3
TCGA-E2-A14R-01	1	12	13	7	63	0	20	13	9	5
TCGA-E2-A14T-01	0	1	0	13	8	5	5	0	5	6
TCGA-E2-A14V-01	8	2	0	15	30	23	44	1	13	5
TCGA-E2-A14W-01	10	0	9	5	52	0	13	4	5	4
TCGA-E2-A14X-01	0	0	0	16	6	9	2	0	4	0
TCGA-E2-A14Y-01	0	2	1	4	4	19	19	1	0	0
TCGA-E2-A14Z-01	3	5	13	0	16	33	12	0	9	4
TCGA-E2-A150-01	1	2	3	22	28	5	5	4	9	12
TCGA-E2-A152-01	13	0	3	0	0	47	80	0	28	0
TCGA-E2-A153-01	3	0	0	8	3	12	0	0	0	0
TCGA-E2-A154-01	0	2	10	14	18	3	1	0	10	0
TCGA-E2-A155-01	2	4	4	13	24	20	5	5	3	1
TCGA-E2-A156-01	0	6	3	1	2	8	2	2	0	1
TCGA-E2-A158-01	0	5	13	6	52	0	7	4	5	5
TCGA-E2-A159-01	20	0	9	3	0	55	107	1	0	6
TCGA-E2-A15A-01	1	9	6	13	19	5	4	0	0	5
TCGA-E2-A15C-01	3	6	2	17	14	5	0	2	1	0
TCGA-E2-A15D-01	0	3	0	14	6	0	1	4	4	2
TCGA-E2-A15E-01	1	3	4	9	8	2	6	7	0	0
TCGA-E2-A15F-01	5	0	0	8	14	0	0	1	0	0
TCGA-E2-A15G-01	6	1	4	7	28	17	0	6	4	0
TCGA-E2-A15H-01	3	7	3	14	1	0	1	3	1	0
TCGA-E2-A15I-01	2	3	2	11	13	12	0	0	0	0
TCGA-E2-A15J-01	2	2	3	10	4	0	0	1	0	0
TCGA-E2-A15K-01	10	3	4	18	16	0	2	0	0	0
TCGA-E2-A15L-01	1	0	0	10	15	2	3	1	2	0
TCGA-E2-A15M-01	6	7	8	22	15	22	22	3	2	1
TCGA-E2-A15O-01	1	0	0	7	17	5	0	0	2	2
TCGA-E2-A15P-01	4	4	0	10	5	2	0	3	0	0
TCGA-E2-A15R-01	6	6	3	13	6	8	0	0	5	0
TCGA-E2-A15S-01	3	3	6	4	21	12	5	8	0	6
TCGA-E2-A15T-01	3	3	0	9	15	5	1	3	1	0
TCGA-E2-A1AZ-01	2	3	17	7	4	0	25	3	18	0
TCGA-E2-A1B0-01	6	0	0	10	11	8	4	10	9	2
TCGA-E2-A1B1-01	8	5	0	4	6	19	24	0	0	0
TCGA-E2-A1B4-01	2	5	1	7	9	7	3	2	6	0
TCGA-E2-A1B5-01	3	0	0	5	0	19	10	2	5	2
TCGA-E2-A1B6-01	2	0	5	12	34	0	3	0	0	0
TCGA-E2-A1BC-01	3	2	5	12	14	0	3	2	0	0
TCGA-E2-A1BD-01	0	5	1	11	17	5	0	0	4	0
TCGA-E2-A1IE-01	2	1	2	6	14	1	0	1	1	2
TCGA-E2-A1IF-01	0	4	2	5	6	0	0	5	2	0
TCGA-E2-A1IG-01	4	4	0	6	20	15	0	0	8	0
TCGA-E2-A1IH-01	7	2	1	8	12	14	27	10	2	2
TCGA-E2-A1II-01	0	0	0	10	19	0	2	0	0	3
TCGA-E2-A1IJ-01	1	0	0	6	8	1	0	0	0	2
TCGA-E2-A1IK-01	0	0	0	2	6	0	1	1	7	0
TCGA-E2-A1IL-01	4	1	2	10	8	0	0	0	5	1
TCGA-E2-A1IN-01	8	0	7	0	0	95	128	6	3	1
TCGA-E2-A1IO-01	0	0	0	4	6	4	0	0	2	0
TCGA-E2-A1IU-01	0	0	1	0	11	9	1	0	9	0
TCGA-E2-A1L6-01	0	2	0	1	11	3	0	3	8	0
TCGA-E2-A1L7-01	2	2	13	3	40	5	3	5	1	7
TCGA-E2-A1L8-01	5	0	0	5	16	4	3	5	0	0
TCGA-E2-A1L9-01	2	0	3	6	6	6	0	2	2	1
TCGA-E2-A1LA-01	4	7	4	7	52	0	10	14	2	7
TCGA-E2-A1LB-01	0	5	4	1	3	15	20	2	5	0
TCGA-E2-A1LG-01	24	6	0	3	0	12	153	0	20	1
TCGA-E2-A1LH-01	6	10	28	6	87	3	60	12	7	12
TCGA-E2-A1LI-01	2	0	10	1	9	4	9	0	2	0
TCGA-E2-A1LK-01	1	1	0	32	5	0	4	0	10	1
TCGA-E2-A1LL-01	0	6	2	11	25	0	7	3	1	6
TCGA-E2-A2P6-01	10	5	0	0	0	107	51	0	13	0
TCGA-E2-A56Z-01	5	7	0	16	14	2	0	8	6	2
TCGA-E2-A570-01	7	2	0	7	13	0	0	0	0	1
TCGA-E2-A572-01	0	0	0	7	15	4	1	2	0	0
TCGA-E2-A573-01	2	0	0	16	34	0	7	5	4	4
TCGA-E2-A574-01	21	1	0	19	25	30	42	0	16	2
TCGA-E2-A576-01	7	8	2	21	25	3	0	0	4	0
TCGA-E2-A9RU-01	2	14	0	34	11	14	14	0	16	2
TCGA-E9-A1N3-01	0	2	8	6	6	0	4	2	0	3
TCGA-E9-A1N4-01	1	0	0	5	10	4	8	0	6	0
TCGA-E9-A1N5-01	0	0	0	2	12	10	8	7	0	0
TCGA-E9-A1N8-01	0	0	2	0	5	0	11	8	10	0
TCGA-E9-A1N9-01	1	0	4	11	29	19	0	1	0	1
TCGA-E9-A1NA-01	15	0	22	11	40	0	20	1	6	2
TCGA-E9-A1NE-01	4	1	7	9	31	1	6	2	1	0
TCGA-E9-A1NF-01	11	0	0	1	11	28	5	2	3	0
TCGA-E9-A1NG-01	0	4	0	4	8	3	0	1	1	0
TCGA-E9-A1NH-01	0	4	0	5	15	6	0	6	0	1
TCGA-E9-A1QZ-01	0	2	4	4	10	0	0	2	1	0
TCGA-E9-A1R0-01	3	4	0	11	1	5	6	0	5	0
TCGA-E9-A1R2-01	0	9	8	4	16	0	16	10	2	1
TCGA-E9-A1R3-01	2	0	2	5	6	6	0	2	2	0
TCGA-E9-A1R4-01	8	6	10	0	0	63	55	3	7	1
TCGA-E9-A1R5-01	5	0	3	8	21	9	0	2	2	1
TCGA-E9-A1R6-01	0	2	1	7	12	5	0	0	8	1
TCGA-E9-A1R7-01	5	8	5	9	13	9	6	4	0	4
TCGA-E9-A1RA-01	3	2	1	2	4	9	0	0	0	4
TCGA-E9-A1RB-01	0	6	6	9	10	0	0	6	1	0
TCGA-E9-A1RC-01	4	0	3	18	18	1	0	4	6	1
TCGA-E9-A1RD-01	2	0	0	5	6	8	2	0	0	0
TCGA-E9-A1RE-01	3	6	0	25	17	6	0	5	4	0
TCGA-E9-A1RF-01	6	6	17	24	88	0	21	0	8	0
TCGA-E9-A1RG-01	3	0	0	5	20	4	6	3	0	0
TCGA-E9-A1RH-01	5	11	6	13	40	11	10	7	7	1
TCGA-E9-A1RI-01	3	1	4	6	3	10	0	2	0	0
TCGA-E9-A226-01	6	2	0	8	0	15	35	0	13	0
TCGA-E9-A227-01	1	2	4	0	6	2	3	0	1	0
TCGA-E9-A228-01	3	5	0	17	6	11	7	0	0	3
TCGA-E9-A229-01	0	7	0	11	3	0	7	0	0	2
TCGA-E9-A22A-01	0	1	3	3	14	8	6	0	1	0
TCGA-E9-A22B-01	4	8	0	15	19	15	5	0	4	6
TCGA-E9-A22D-01	3	0	0	15	9	2	3	0	8	0
TCGA-E9-A22E-01	7	4	7	9	67	7	32	0	1	10
TCGA-E9-A22G-01	2	9	18	4	41	0	10	22	3	8
TCGA-E9-A22H-01	1	2	0	10	7	5	0	0	1	0
TCGA-E9-A243-01	6	0	7	7	35	1	17	11	3	2
TCGA-E9-A244-01	0	9	13	22	56	7	5	4	0	5
TCGA-E9-A245-01	0	2	3	0	11	1	0	2	3	1
TCGA-E9-A247-01	2	0	0	31	10	0	1	0	3	0
TCGA-E9-A248-01	1	0	2	15	0	8	2	0	0	0
TCGA-E9-A249-01	0	0	3	13	4	3	0	0	2	0
TCGA-E9-A24A-01	0	2	2	2	9	2	0	0	4	1
TCGA-E9-A295-01	0	1	22	24	40	12	2	0	7	1
TCGA-E9-A2JS-01	0	11	7	28	21	11	0	0	9	2
TCGA-E9-A2JT-01	0	0	0	0	0	12	16	0	0	0
TCGA-E9-A3HO-01	6	2	9	1	36	0	7	7	2	2
TCGA-E9-A3QA-01	4	1	10	1	21	5	19	0	1	0
TCGA-E9-A3X8-01	2	11	0	6	8	0	7	0	0	3
TCGA-E9-A54Y-01	1	4	1	10	4	29	5	2	1	1
TCGA-E9-A5FK-01	3	3	1	8	17	3	1	2	0	1
TCGA-E9-A5FL-01	0	14	18	14	37	0	26	11	10	3
TCGA-E9-A5UO-01	0	6	3	11	14	1	1	1	1	0
TCGA-E9-A6HE-01	0	6	0	9	0	2	0	1	3	1
TCGA-EW-A1IW-01	3	3	1	1	16	70	33	0	0	0
TCGA-EW-A1IX-01	5	0	6	0	0	9	19	3	0	0
TCGA-EW-A1IY-01	7	0	0	0	0	15	5	3	8	0
TCGA-EW-A1IZ-01	7	21	11	191	38	25	0	104	36	2
TCGA-EW-A1J1-01	2	0	5	7	5	0	0	0	2	2
TCGA-EW-A1J3-01	0	10	0	4	8	4	1	3	0	0
TCGA-EW-A1J5-01	37	0	0	0	0	256	247	0	0	0
TCGA-EW-A1J6-01	0	3	4	6	24	7	0	0	0	0
TCGA-EW-A1OV-01	7	0	0	0	0	87	45	0	1	0
TCGA-EW-A1OX-01	0	1	0	4	7	2	5	0	2	0
TCGA-EW-A1OZ-01	6	3	0	20	20	12	5	0	2	8
TCGA-EW-A1P0-01	0	3	3	2	12	0	1	4	1	2
TCGA-EW-A1P1-01	0	0	0	0	3	0	0	0	0	0
TCGA-EW-A1P3-01	0	7	0	2	11	7	0	1	0	0
TCGA-EW-A1P4-01	0	2	0	8	40	0	10	10	6	1
TCGA-EW-A1P5-01	0	0	0	16	0	0	2	0	1	1
TCGA-EW-A1P6-01	1	3	0	5	13	3	0	1	0	0
TCGA-EW-A1P7-01	0	2	2	1	10	0	0	3	0	1
TCGA-EW-A1P8-01	7	0	1	11	15	0	1	2	2	0
TCGA-EW-A1PA-01	4	1	1	7	14	0	4	0	10	0
TCGA-EW-A1PB-01	6	15	18	0	45	14	77	2	4	1
TCGA-EW-A1PD-01	14	1	13	4	33	0	17	8	0	3
TCGA-EW-A1PE-01	4	0	3	9	4	10	1	3	1	3
TCGA-EW-A1PG-01	0	0	0	2	0	1	0	2	6	0
TCGA-EW-A1PH-01	7	0	0	15	21	4	5	2	6	2
TCGA-EW-A2FR-01	7	2	0	7	21	6	10	0	1	0
TCGA-EW-A2FS-01	4	4	3	11	13	1	1	6	0	2
TCGA-EW-A2FV-01	4	1	1	3	13	2	0	2	6	0
TCGA-EW-A2FW-01	0	3	2	12	1	8	0	0	0	0
TCGA-EW-A423-01	11	7	0	22	18	11	13	4	1	1
TCGA-EW-A6S9-01	1	2	1	8	9	7	1	0	2	0
TCGA-EW-A6SA-01	14	0	10	25	37	9	12	6	9	1
TCGA-EW-A6SB-01	5	6	1	15	27	0	6	8	9	4
TCGA-EW-A6SC-01	3	3	1	6	5	12	0	9	0	0
TCGA-EW-A6SD-01	4	0	3	9	0	24	21	7	0	0
TCGA-GI-A2C8-01	3	2	23	23	64	5	21	3	0	4
TCGA-GM-A2D9-01	61	0	0	0	0	305	279	0	0	0
TCGA-GM-A2DA-01	0	0	0	7	19	7	6	0	6	0
TCGA-GM-A2DB-01	4	8	18	18	53	7	10	0	6	4
TCGA-GM-A2DC-01	0	6	0	8	8	4	0	0	0	1
TCGA-GM-A2DD-01	4	2	6	12	20	1	4	11	5	3
TCGA-GM-A2DF-01	2	11	0	14	12	1	7	0	3	3
TCGA-GM-A2DH-01	6	15	21	8	51	13	99	3	13	3
TCGA-GM-A2DI-01	14	0	0	0	0	30	40	0	7	0
TCGA-GM-A2DK-01	0	2	1	2	9	10	0	7	4	2
TCGA-GM-A2DL-01	4	0	10	5	6	13	6	0	4	1
TCGA-GM-A2DM-01	0	0	2	0	7	7	0	6	4	1
TCGA-GM-A2DN-01	3	0	0	3	8	4	0	1	0	0
TCGA-GM-A2DO-01	9	0	0	0	0	86	100	0	25	0
TCGA-GM-A3NW-01	12	0	0	16	6	16	40	0	3	2
TCGA-GM-A3XL-01	4	5	0	6	71	0	42	10	6	0
TCGA-GM-A4E0-01	0	1	4	10	13	2	0	0	4	0
TCGA-GM-A5PV-01	3	0	0	1	21	13	2	4	3	0
TCGA-GM-A5PX-01	1	4	0	6	9	10	3	5	2	2
TCGA-HN-A2NL-01	5	4	12	9	44	2	8	6	1	0
TCGA-HN-A2OB-01	0	1	0	4	5	6	1	0	0	2
TCGA-JL-A3YX-01	2	0	2	10	1	24	9	1	0	0
TCGA-LD-A66U-01	0	7	0	17	7	4	0	8	1	0
TCGA-LD-A74U-01	39	0	0	0	0	181	129	0	3	0
