Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-58-8386-01	7	11	78	11	43	9	18	2	22	32	35	24	19	3
TCGA-58-8387-01	11	1	36	23	17	13	13	10	44	10	27	0	23	6
TCGA-58-8388-01	5	11	66	8	40	12	0	2	10	26	35	8	3	0
TCGA-58-8391-01	10	24	131	1	51	19	9	4	20	10	78	46	20	6
TCGA-58-8393-01	41	12	0	84	12	4	8	21	146	2	0	0	11	0
TCGA-58-A46J-01	5	13	75	7	35	12	3	1	18	16	19	0	10	3
TCGA-58-A46K-01	12	0	38	39	3	11	9	4	52	16	11	0	0	0
TCGA-58-A46L-01	4	10	109	15	47	11	12	5	23	3	34	0	5	2
TCGA-58-A46M-01	22	29	168	45	81	45	5	0	22	20	41	13	35	6
TCGA-58-A46N-01	7	12	71	12	42	7	18	0	8	14	41	29	0	3
TCGA-60-2695-01	12	2	69	3	46	8	17	3	23	18	31	16	15	9
TCGA-60-2697-01	0	1	1	0	6	2	0	0	0	0	3	0	0	1
TCGA-60-2698-01	69	40	169	235	102	12	13	55	507	13	65	10	105	0
TCGA-60-2703-01	5	19	120	22	56	11	9	2	35	30	37	0	20	0
TCGA-60-2704-01	10	11	68	13	18	19	18	7	27	28	12	1	17	3
TCGA-60-2707-01	8	2	22	15	26	7	6	2	25	22	0	0	6	0
TCGA-60-2708-01	6	10	64	14	27	25	10	10	33	19	30	4	0	6
TCGA-60-2709-01	1	18	36	6	44	0	6	1	10	17	42	0	30	0
TCGA-60-2710-01	8	8	84	10	21	14	17	6	7	25	27	0	21	6
TCGA-60-2711-01	6	4	27	2	31	3	15	0	16	2	22	16	11	2
TCGA-60-2712-01	1	7	12	10	19	7	8	3	10	7	10	3	15	0
TCGA-60-2713-01	21	13	66	14	44	12	4	4	29	19	82	8	0	8
TCGA-60-2714-01	8	43	395	40	341	38	31	31	77	20	53	0	11	12
TCGA-60-2715-01	5	0	43	9	6	15	15	14	7	12	14	16	0	4
TCGA-60-2716-01	0	0	1	1	0	5	8	6	0	1	0	0	0	0
TCGA-60-2719-01	6	7	86	16	32	23	22	6	10	42	27	0	0	3
TCGA-60-2720-01	12	18	133	38	89	2	0	9	104	23	72	19	0	5
TCGA-60-2721-01	11	13	7	38	7	5	11	11	86	11	34	14	20	2
TCGA-60-2722-01	14	12	105	20	38	12	2	12	41	36	40	14	46	0
TCGA-60-2723-01	10	14	142	4	47	15	1	1	13	16	63	13	14	1
TCGA-60-2724-01	14	31	129	3	141	4	7	0	22	35	47	7	0	5
TCGA-60-2725-01	0	14	68	0	24	4	4	1	19	16	37	0	0	2
TCGA-60-2726-01	10	19	149	29	50	11	22	2	30	35	42	17	6	6
TCGA-63-5128-01	13	16	139	15	58	8	12	0	15	31	60	0	0	8
TCGA-63-5131-01	7	23	101	24	43	13	7	16	44	20	59	12	7	18
TCGA-63-6202-01	2	23	140	7	126	16	7	13	13	8	35	0	25	1
TCGA-63-7020-01	1	9	74	9	44	3	7	6	7	29	27	0	6	5
TCGA-63-7021-01	9	6	97	18	45	1	13	2	16	55	33	10	2	1
TCGA-63-7022-01	9	6	46	11	40	1	16	5	18	30	38	9	5	5
TCGA-63-7023-01	3	5	42	7	36	13	0	2	11	23	20	11	7	3
TCGA-63-A5M9-01	7	7	26	11	10	16	11	2	5	21	10	0	7	2
TCGA-63-A5MB-01	15	16	123	11	51	25	8	13	25	25	74	2	25	2
TCGA-63-A5MG-01	4	1	49	2	15	8	15	0	11	12	9	0	14	0
TCGA-63-A5MH-01	11	10	61	34	10	7	7	12	67	21	21	2	17	3
TCGA-63-A5MI-01	6	13	49	11	12	7	19	21	56	18	12	35	0	8
TCGA-63-A5MJ-01	9	6	72	1	28	18	21	5	11	27	20	10	11	4
TCGA-63-A5ML-01	11	6	89	9	45	14	9	18	18	19	31	0	28	9
TCGA-63-A5MM-01	23	9	41	22	0	1015	0	45	37	208	0	0	5	5
TCGA-63-A5MN-01	0	5	3	6	0	10	0	2	2	0	11	6	0	3
TCGA-63-A5MP-01	7	17	63	4	23	20	21	6	2	18	34	16	1	2
TCGA-63-A5MR-01	6	16	36	39	24	7	5	20	33	14	22	3	0	0
TCGA-63-A5MS-01	16	20	111	35	67	19	4	4	96	37	60	10	0	9
TCGA-63-A5MT-01	7	2	37	34	39	7	23	6	60	40	31	12	0	0
TCGA-63-A5MU-01	13	17	75	28	19	20	17	0	39	9	1	18	17	0
TCGA-63-A5MV-01	4	4	48	13	21	10	0	10	4	6	19	13	0	1
TCGA-63-A5MW-01	13	26	187	30	61	24	23	16	46	30	83	6	20	21
TCGA-63-A5MY-01	2	9	36	7	46	3	16	6	15	10	40	24	2	1
TCGA-66-2727-01	6	8	44	5	54	11	1	7	21	12	37	17	26	2
TCGA-66-2734-01	6	7	92	4	60	3	8	0	4	12	21	0	27	5
TCGA-66-2742-01	0	11	95	5	47	12	24	1	9	38	23	8	0	7
TCGA-66-2744-01	9	8	58	5	55	4	8	10	31	15	34	6	0	7
TCGA-66-2754-01	15	27	45	18	33	20	11	0	28	9	81	42	0	17
TCGA-66-2755-01	4	10	97	7	68	4	6	0	7	27	45	10	3	1
TCGA-66-2756-01	4	32	238	16	178	15	11	5	23	41	59	3	0	8
TCGA-66-2757-01	6	10	101	7	74	4	2	8	17	23	55	6	3	2
TCGA-66-2758-01	16	12	69	20	38	13	4	5	84	15	112	14	21	3
TCGA-66-2759-01	21	25	122	27	66	29	38	2	81	19	39	26	48	4
TCGA-66-2763-01	15	21	224	13	83	20	12	0	39	18	17	28	0	4
TCGA-66-2765-01	5	4	29	5	9	10	4	3	4	9	27	0	0	3
TCGA-66-2766-01	17	20	112	73	93	17	15	9	62	26	43	12	0	8
TCGA-66-2767-01	6	35	127	18	77	16	27	12	23	24	47	0	0	2
TCGA-66-2769-01	7	18	65	6	57	11	22	0	55	32	118	35	8	17
TCGA-66-2770-01	9	13	104	16	55	20	8	13	6	15	33	9	17	0
TCGA-66-2771-01	4	11	52	33	41	4	6	16	53	15	29	34	26	3
TCGA-66-2773-01	42	25	87	176	26	1	29	72	241	7	7	0	45	0
TCGA-66-2777-01	12	20	70	14	5	16	10	0	10	19	27	9	0	0
TCGA-66-2778-01	8	6	34	32	0	6	15	12	41	14	16	0	0	1
TCGA-66-2780-01	8	5	33	4	22	3	12	0	21	4	40	24	0	3
TCGA-66-2781-01	6	4	64	14	18	4	6	0	13	12	19	4	0	3
TCGA-66-2782-01	19	28	162	24	82	10	4	7	50	17	42	9	11	1
TCGA-66-2783-01	13	28	84	18	53	15	4	8	24	21	30	4	0	6
TCGA-66-2785-01	64	7	133	169	83	13	17	44	718	68	84	57	0	10
TCGA-66-2786-01	9	12	72	24	13	16	10	4	48	26	30	11	3	5
TCGA-66-2787-01	9	22	239	15	122	4	6	5	30	17	57	43	0	3
TCGA-66-2788-01	7	13	47	13	55	0	14	7	36	2	28	18	11	5
TCGA-66-2789-01	5	38	167	10	46	8	14	3	38	43	51	12	0	1
TCGA-66-2791-01	11	23	88	29	36	7	25	8	51	33	34	25	12	0
TCGA-66-2792-01	8	12	44	5	14	9	27	0	7	5	26	13	3	4
TCGA-66-2793-01	9	9	86	1	59	19	0	4	12	36	85	44	19	1
TCGA-66-2794-01	6	11	34	20	16	19	9	11	43	8	20	6	0	0
TCGA-66-2795-01	12	7	121	8	58	20	16	12	21	0	26	38	21	3
TCGA-66-2800-01	6	21	81	10	41	23	5	3	7	7	27	10	17	0
TCGA-68-7755-01	10	21	131	8	41	25	10	9	18	14	24	0	22	5
TCGA-68-7756-01	1	2	35	5	27	5	14	3	4	2	9	11	0	0
TCGA-68-7757-01	2	7	149	7	111	12	16	1	9	17	26	15	0	6
TCGA-68-8250-01	6	17	113	8	64	13	6	1	22	32	45	43	2	4
TCGA-68-8251-01	21	7	50	41	6	36	80	38	105	3	4	0	0	0
TCGA-68-A59J-01	14	13	124	34	84	9	8	11	71	6	44	25	24	1
TCGA-6A-AB49-01	8	23	171	11	133	11	5	4	22	18	80	0	3	3
TCGA-70-6722-01	13	12	178	17	97	8	3	3	15	0	17	0	0	0
TCGA-70-6723-01	7	11	46	1	10	12	12	1	5	9	9	7	4	6
TCGA-77-6842-01	7	18	180	12	59	14	10	7	39	52	37	0	25	0
TCGA-77-6843-01	9	3	41	4	14	9	13	8	28	25	47	2	15	6
TCGA-77-6844-01	5	28	64	9	35	4	12	11	24	16	28	0	8	2
TCGA-77-6845-01	12	4	60	6	48	1	9	3	23	13	52	27	29	5
TCGA-77-7139-01	9	6	74	19	34	15	5	6	6	19	15	22	5	1
TCGA-77-7140-01	5	13	5	11	25	7	4	7	30	13	87	0	21	1
TCGA-77-7141-01	25	20	130	66	89	12	19	41	288	30	88	24	33	7
TCGA-77-7142-01	16	11	101	18	56	33	20	11	23	26	13	3	0	0
TCGA-77-7335-01	6	19	39	23	34	12	20	9	55	14	32	25	0	4
TCGA-77-7337-01	16	17	130	23	50	14	13	3	32	27	66	25	0	9
TCGA-77-7338-01	2	4	31	10	10	15	1	11	33	14	24	14	2	0
TCGA-77-7463-01	12	19	198	15	110	8	15	5	30	34	38	0	0	4
TCGA-77-7465-01	16	20	185	4	59	15	16	8	20	23	75	0	35	6
TCGA-77-8007-01	2	4	33	8	19	8	15	0	6	5	0	8	10	1
TCGA-77-8008-01	5	14	75	5	42	3	13	0	1	16	15	8	17	6
TCGA-77-8009-01	12	10	23	22	26	11	11	6	9	17	33	5	22	5
TCGA-77-8128-01	11	9	122	18	78	19	21	0	15	31	47	2	0	5
TCGA-77-8130-01	6	8	37	6	33	23	3	2	6	18	47	20	17	0
TCGA-77-8131-01	2	8	1	0	13	4	4	0	17	11	19	1	7	0
TCGA-77-8133-01	13	30	215	13	79	29	0	13	11	24	24	17	2	1
TCGA-77-8136-01	20	16	62	76	61	8	8	23	219	14	53	0	0	3
TCGA-77-8138-01	5	6	38	1	13	9	0	5	6	13	27	0	2	1
TCGA-77-8139-01	4	14	73	7	34	20	5	11	24	19	36	12	0	4
TCGA-77-8140-01	7	13	151	33	53	7	0	15	48	16	78	5	26	5
TCGA-77-8143-01	2	11	49	2	25	11	8	7	14	16	28	0	8	2
TCGA-77-8144-01	15	22	207	19	70	12	12	6	26	37	35	0	17	4
TCGA-77-8145-01	7	9	19	2	12	10	9	3	21	19	26	0	11	2
TCGA-77-8146-01	6	19	71	7	22	6	4	6	9	13	41	0	0	0
TCGA-77-8148-01	10	21	98	10	34	22	27	14	7	23	39	21	0	3
TCGA-77-8150-01	1	6	41	4	23	14	13	1	8	2	19	0	17	0
TCGA-77-8153-01	5	13	46	4	42	10	16	0	16	37	28	1	0	4
TCGA-77-8154-01	9	10	91	18	26	14	13	2	7	9	30	21	4	2
TCGA-77-8156-01	10	14	60	2	52	18	7	4	13	14	32	27	14	4
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-77-A5G1-01	3	3	69	9	28	4	2	3	8	11	26	20	15	0
TCGA-77-A5G3-01	34	50	290	38	146	38	14	4	77	9	50	5	17	4
TCGA-77-A5G6-01	11	18	272	15	139	13	29	5	22	15	62	0	8	5
TCGA-77-A5G7-01	1	3	36	8	5	9	0	5	6	20	14	0	17	4
TCGA-77-A5G8-01	16	18	86	4	38	19	10	0	13	24	39	11	0	0
TCGA-77-A5GA-01	6	13	74	10	19	15	24	6	10	6	3	7	0	1
TCGA-77-A5GB-01	14	1	11	28	3	9	10	1	51	12	21	0	10	0
TCGA-77-A5GF-01	7	7	33	8	21	9	3	5	16	3	19	14	0	1
TCGA-77-A5GH-01	14	14	66	31	52	9	19	13	46	24	48	2	0	5
TCGA-79-5596-01	6	13	67	6	50	10	10	0	7	13	37	32	0	0
TCGA-85-6175-01	2	2	14	4	0	8	9	7	1	0	7	0	0	0
TCGA-85-6560-01	16	10	139	8	69	33	25	3	41	48	81	10	19	16
TCGA-85-6561-01	11	9	83	20	36	10	0	6	36	13	50	8	18	5
TCGA-85-6798-01	6	10	52	9	46	20	10	10	36	23	61	51	0	7
TCGA-85-7696-01	16	14	54	17	26	10	27	9	18	18	22	15	17	0
TCGA-85-7697-01	16	19	123	22	44	18	0	5	19	31	29	5	8	3
TCGA-85-7698-01	7	11	33	8	6	12	3	0	20	9	20	23	14	1
TCGA-85-7699-01	2	9	57	9	24	10	23	0	12	21	37	23	14	2
TCGA-85-7710-01	7	12	55	27	14	12	8	0	32	19	33	10	15	0
TCGA-85-7843-01	4	14	71	12	27	13	8	2	45	20	20	28	26	3
TCGA-85-7844-01	5	12	49	2	36	13	11	1	4	26	27	22	6	2
TCGA-85-7950-01	8	12	64	24	85	11	6	5	36	21	24	12	14	6
TCGA-85-8048-01	8	6	39	8	25	11	16	1	9	13	12	4	0	0
TCGA-85-8049-01	6	12	93	14	37	14	9	10	12	14	6	23	9	8
TCGA-85-8052-01	5	12	47	6	6	15	6	2	6	21	14	0	10	6
TCGA-85-8070-01	3	14	103	13	34	13	8	4	22	20	29	7	2	5
TCGA-85-8071-01	9	29	179	23	86	22	5	3	21	21	51	25	0	8
TCGA-85-8072-01	3	19	47	11	24	10	28	0	10	24	41	0	0	10
TCGA-85-8276-01	8	22	94	8	41	9	7	7	32	45	41	15	17	5
TCGA-85-8277-01	13	21	104	35	20	14	16	1	18	18	38	0	0	3
TCGA-85-8287-01	6	18	92	17	39	8	16	2	25	39	42	0	5	8
TCGA-85-8288-01	6	23	114	14	24	24	31	3	14	21	20	0	0	11
TCGA-85-8350-01	16	15	118	26	101	19	1	2	22	5	44	12	15	4
TCGA-85-8351-01	2	4	35	5	19	21	4	1	13	15	18	22	26	2
TCGA-85-8352-01	10	13	104	7	54	7	4	11	37	1	28	42	8	1
TCGA-85-8353-01	5	9	75	10	24	14	2	0	8	20	23	16	12	4
TCGA-85-8354-01	10	5	51	29	23	8	24	11	45	25	40	0	0	0
TCGA-85-8355-01	4	16	93	18	33	1	17	3	3	15	34	31	13	1
TCGA-85-8479-01	8	10	40	8	5	14	21	2	4	16	9	10	1	0
TCGA-85-8481-01	5	22	126	10	92	12	11	1	23	42	24	0	14	6
TCGA-85-8580-01	7	7	130	3	51	12	6	21	7	30	34	30	0	4
TCGA-85-8582-01	11	7	149	3	114	13	6	0	21	0	31	6	27	6
TCGA-85-8584-01	4	23	149	16	83	4	8	9	20	2	8	0	0	4
TCGA-85-8664-01	8	5	84	12	50	12	16	6	21	18	35	10	0	4
TCGA-85-8666-01	12	14	103	9	40	6	3	6	24	19	26	18	11	5
TCGA-85-A4CL-01	84	27	20	310	45	13	9	58	372	0	66	0	30	0
TCGA-85-A4CN-01	3	5	72	9	34	6	20	0	7	20	16	25	20	2
TCGA-85-A4JB-01	16	28	227	16	117	5	9	4	24	39	63	29	0	9
TCGA-85-A4JC-01	17	11	95	34	35	1	17	5	62	19	26	0	0	3
TCGA-85-A4PA-01	0	0	0	0	2	6	3	0	0	0	0	1	0	1
TCGA-85-A4QQ-01	16	19	28	64	27	8	1	31	139	20	28	10	0	5
TCGA-85-A4QR-01	11	11	75	16	10	28	13	9	33	35	21	5	0	12
TCGA-85-A50M-01	2	5	27	10	20	4	14	4	5	0	5	6	0	2
TCGA-85-A50Z-01	6	35	245	17	110	9	0	0	49	48	52	0	0	0
TCGA-85-A510-01	7	11	69	0	52	8	8	0	6	1	22	0	1	0
TCGA-85-A511-01	4	8	65	14	67	0	12	8	16	7	28	14	19	2
TCGA-85-A512-01	6	8	36	16	29	4	2	2	24	16	32	20	0	5
TCGA-85-A513-01	1	6	1	1	0	4	1	1	1	0	9	1	0	2
TCGA-85-A53L-01	2	11	89	2	36	4	16	1	10	9	61	3	0	0
TCGA-85-A5B5-01	7	16	203	11	79	5	19	3	10	16	61	13	20	3
TCGA-90-7766-01	2	3	46	15	9	7	9	0	8	13	9	6	8	0
TCGA-90-7767-01	5	5	31	16	25	4	15	0	4	9	14	10	0	0
TCGA-90-7769-01	18	30	184	25	163	18	16	8	19	22	87	34	0	5
TCGA-90-7964-01	26	28	172	53	102	5	13	16	71	35	52	0	21	1
TCGA-90-A4ED-01	1018	1304	0	234	1	1	0	180	1	0	0	0	0	1
TCGA-90-A4EE-01	27	22	100	64	46	17	6	11	78	28	32	22	0	0
TCGA-90-A59Q-01	2	19	149	6	109	14	5	5	5	0	39	0	0	1
TCGA-92-7340-01	20	14	115	35	81	6	52	7	112	37	36	28	12	2
TCGA-92-7341-01	5	13	48	10	21	30	13	11	8	29	17	9	0	1
TCGA-92-8063-01	4	34	171	3	75	3	8	7	23	30	58	20	0	4
TCGA-92-8064-01	12	17	89	6	33	18	10	1	8	15	27	0	36	1
TCGA-92-8065-01	32	5	23	100	0	4	16	18	144	0	8	0	6	0
TCGA-94-7033-01	8	8	0	2	8	10	12	4	46	9	38	11	0	0
TCGA-94-7557-01	15	7	9	16	0	8	7	6	33	14	9	0	15	0
TCGA-94-7943-01	27	1	26	44	17	3	13	15	56	0	23	0	28	0
TCGA-94-8035-01	7	8	59	22	42	17	2	7	21	10	26	29	0	1
TCGA-94-8490-01	17	36	147	23	81	214	59	7	56	325	43	86	0	40
TCGA-94-8491-01	19	12	188	31	67	13	17	0	89	30	160	0	36	17
TCGA-94-A4VJ-01	11	21	159	14	130	13	23	3	36	21	60	6	7	8
TCGA-94-A5I4-01	6	18	111	11	43	12	16	7	15	27	27	5	10	5
TCGA-94-A5I6-01	8	11	58	8	43	13	11	0	16	17	10	15	0	4
TCGA-96-7544-01	13	5	170	16	66	17	12	19	65	45	46	16	0	8
TCGA-96-7545-01	5	5	34	6	12	4	8	9	6	23	12	0	18	7
TCGA-96-8169-01	2	20	86	1	12	2	25	6	14	26	16	0	0	4
TCGA-96-8170-01	10	9	77	30	62	11	0	12	53	22	42	0	0	3
TCGA-96-A4JK-01	21	27	142	40	119	25	13	14	55	13	109	35	18	3
TCGA-96-A4JL-01	6	2	5	3	0	18	21	9	1	0	5	0	2	0
TCGA-98-7454-01	9	12	101	18	47	3	10	6	24	4	18	4	3	2
TCGA-98-8020-01	2	1	24	16	0	11	12	10	25	0	16	1	0	0
TCGA-98-8021-01	99	15	139	341	61	16	6	63	452	22	41	33	0	2
TCGA-98-8022-01	4	13	72	3	18	12	20	16	50	18	35	14	26	6
TCGA-98-8023-01	14	3	97	6	27	5	9	2	10	30	17	14	16	1
TCGA-98-A538-01	23	26	280	46	182	7	18	9	73	10	110	0	52	6
TCGA-98-A539-01	13	13	69	16	37	9	1	0	25	11	23	0	10	1
TCGA-98-A53A-01	7	24	121	10	96	10	9	5	23	29	28	20	0	9
TCGA-98-A53B-01	6	8	61	11	4	5	13	3	19	29	21	0	7	3
TCGA-98-A53C-01	0	0	0	0	0	0	0	0	0	2	0	0	2	0
TCGA-98-A53H-01	1	1	23	0	10	0	0	0	1	0	0	0	1	0
TCGA-98-A53I-01	12	25	163	23	57	18	19	0	32	14	50	32	36	8
TCGA-98-A53J-01	7	5	51	29	6	5	14	5	6	9	4	1	0	2
TCGA-J1-A4AH-01	9	11	35	25	21	0	18	11	32	11	21	12	21	7
TCGA-L3-A4E7-01	0	9	54	4	15	11	2	1	3	18	9	0	0	0
TCGA-L3-A524-01	6	13	184	4	77	14	7	11	14	34	56	12	0	2
TCGA-LA-A446-01	12	26	162	24	67	7	13	14	27	9	20	0	34	4
TCGA-LA-A7SW-01	1	0	2	10	2	12	13	4	26	13	24	0	3	13
TCGA-MF-A522-01	55	11	99	194	37	22	14	33	190	32	37	13	12	7
TCGA-NC-A5HD-01	15	16	186	1	88	6	9	0	45	23	89	37	43	8
TCGA-NC-A5HE-01	4	22	51	9	66	9	1	7	19	21	23	10	9	2
TCGA-NC-A5HF-01	3	10	115	7	53	16	10	5	25	19	46	0	4	2
TCGA-NC-A5HG-01	54	111	164	73	51	26	9	0	88	44	102	52	0	12
TCGA-NC-A5HH-01	10	22	126	10	72	5	23	6	16	27	39	38	39	3
TCGA-NC-A5HI-01	5	16	170	36	122	3	25	13	52	20	28	30	16	8
TCGA-NC-A5HJ-01	9	12	197	3	135	8	8	11	21	16	63	7	14	1
TCGA-NC-A5HK-01	3	13	152	9	62	12	1	8	11	14	46	0	9	2
TCGA-NC-A5HL-01	9	10	66	15	24	12	18	1	13	14	39	30	14	5
TCGA-NC-A5HM-01	16	2	133	3	29	8	6	0	21	16	50	12	55	3
TCGA-NC-A5HN-01	28	58	198	22	97	16	22	3	26	52	117	68	24	9
TCGA-NC-A5HO-01	6	16	91	7	45	8	9	0	26	33	23	39	2	3
TCGA-NC-A5HP-01	21	5	175	22	117	4	21	4	49	18	44	7	19	4
TCGA-NC-A5HQ-01	11	21	162	13	67	19	17	6	22	20	27	23	18	2
TCGA-NC-A5HR-01	8	17	155	5	69	3	13	6	18	21	53	23	11	7
TCGA-NC-A5HT-01	14	35	138	8	87	20	7	12	20	6	47	12	0	8
TCGA-NK-A5CR-01	18	29	113	17	73	10	13	0	24	31	36	9	0	9
TCGA-NK-A5CT-01	5	23	142	30	65	16	9	14	48	18	13	21	0	3
TCGA-NK-A5CX-01	2	7	66	1	68	3	9	4	5	12	26	10	2	0
TCGA-NK-A5D1-01	7	14	33	7	5	12	9	5	13	6	26	3	20	0
TCGA-NK-A7XE-01	12	1	0	37	4	5	6	2	44	13	0	0	8	0
TCGA-O2-A52N-01	22	4	216	16	112	19	2	10	60	24	98	0	48	4
TCGA-O2-A52Q-01	34	18	508	76	321	24	2	21	118	0	50	3	50	0
TCGA-O2-A52S-01	19	21	103	40	73	18	7	16	62	5	70	34	0	3
TCGA-O2-A52V-01	5	14	102	9	66	7	3	15	8	9	30	24	35	5
TCGA-O2-A52W-01	9	0	24	9	23	14	5	0	5	22	14	0	5	0
TCGA-O2-A5IB-01	4	17	102	7	62	0	0	5	12	33	46	13	13	0
TCGA-XC-AA0X-01	5	18	73	13	23	11	0	5	15	25	8	7	24	4
TCGA-3M-AB46-01	5	6	9	11	22	23	11	5	21	9	47	12	13	4
TCGA-3M-AB47-01	3	9	22	1	0	26	36	13	0	0	0	0	23	8
TCGA-B7-5816-01	19	39	0	9	151	341	335	54	0	391	0	0	0	68
TCGA-B7-5818-01	27	27	4	41	2	41	40	12	1	26	58	81	34	100
TCGA-B7-A5TI-01	5	19	0	4	64	239	218	39	13	85	0	0	0	7
TCGA-B7-A5TJ-01	8	8	11	1	1	82	93	22	3	0	0	25	4	54
TCGA-B7-A5TK-01	1	0	5	5	4	13	32	1	8	1	0	0	0	0
TCGA-B7-A5TN-01	0	0	17	3	0	6	29	15	1	1	23	0	0	5
TCGA-BR-4183-01	4	5	4	1	0	12	29	5	2	1	1	0	0	6
TCGA-BR-4184-01	52	41	0	24	0	3612	0	59	0	335	0	0	0	14
TCGA-BR-4187-01	1	0	3	1	0	11	10	7	2	0	0	3	0	0
TCGA-BR-4188-01	3	0	3	1	0	23	57	3	3	0	4	0	0	6
TCGA-BR-4191-01	22	4	0	11	43	20	10	8	21	8	81	0	20	6
TCGA-BR-4201-01	14	47	0	10	70	482	471	104	1	262	23	6	0	7
TCGA-BR-4253-01	3	9	2	5	0	13	20	8	6	5	12	3	4	14
TCGA-BR-4255-01	3	4	0	1	0	11	20	7	0	4	4	18	0	2
TCGA-BR-4256-01	13	44	0	22	116	305	278	30	4	259	0	0	0	66
TCGA-BR-4257-01	8	50	0	3	114	311	308	87	0	300	0	15	0	37
TCGA-BR-4267-01	3	0	13	1	1	5	11	7	10	4	40	0	0	12
TCGA-BR-4279-01	1	3	2	0	1	9	17	15	2	8	2	0	0	1
TCGA-BR-4280-01	10	18	0	5	96	231	122	13	1	194	11	0	0	71
TCGA-BR-4292-01	12	2	0	6	32	528	678	116	0	104	0	0	0	18
TCGA-BR-4294-01	1	4	7	1	0	8	0	0	0	3	7	3	5	0
TCGA-BR-4357-01	12	12	29	19	17	17	27	15	40	20	21	19	0	71
TCGA-BR-4361-01	40	86	0	38	49	529	468	84	4	1459	0	130	37	17
TCGA-BR-4362-01	17	17	0	8	62	490	536	49	2	366	0	0	0	162
TCGA-BR-4363-01	4	5	0	1	31	166	179	37	0	132	10	0	0	21
TCGA-BR-4366-01	5	13	16	3	0	25	37	3	14	8	27	6	2	20
TCGA-BR-4368-01	19	50	0	17	77	455	445	62	8	277	10	0	0	14
TCGA-BR-4369-01	11	6	12	14	1	38	31	15	13	0	4	0	2	86
TCGA-BR-4370-01	20	14	0	17	45	425	494	110	0	83	0	0	0	14
TCGA-BR-4371-01	5	6	17	11	0	50	74	20	5	0	0	0	0	15
TCGA-BR-6452-01	107	203	0	80	279	1329	667	140	15	2493	63	395	200	156
TCGA-BR-6453-01	4	4	0	7	2	33	34	2	1	0	0	9	0	130
TCGA-BR-6454-01	1	4	10	4	4	18	24	9	11	7	23	11	28	25
TCGA-BR-6455-01	1	17	15	4	0	38	30	5	1	3	0	0	0	1
TCGA-BR-6456-01	0	3	16	1	0	0	11	0	2	6	0	0	6	2
TCGA-BR-6457-01	0	7	14	5	0	16	38	8	1	2	9	0	6	35
TCGA-BR-6458-01	3	5	5	4	0	31	47	6	8	0	8	7	0	251
TCGA-BR-6563-01	3	0	1	1	0	18	34	5	0	4	0	1	8	11
TCGA-BR-6564-01	3	0	5	2	3	8	4	8	4	0	0	4	0	0
TCGA-BR-6565-01	7	4	14	2	0	18	25	16	13	17	50	0	3	7
TCGA-BR-6566-01	15	28	0	5	136	334	219	47	0	213	0	0	0	51
TCGA-BR-6705-01	1	0	3	6	0	12	36	5	4	0	12	13	0	24
TCGA-BR-6706-01	4	4	0	4	0	17	24	9	0	16	0	29	0	136
TCGA-BR-6707-01	1	4	13	6	0	21	35	6	1	0	1	0	1	1
TCGA-BR-6709-01	1	7	2	3	0	11	0	2	3	8	10	0	0	6
TCGA-BR-6801-01	4	8	0	3	0	6	26	7	4	3	0	0	0	0
TCGA-BR-6802-01	9	14	8	2	14	284	54	22	3	98	0	0	0	16
TCGA-BR-6803-01	1	0	6	0	2	1	7	1	1	0	0	0	0	0
TCGA-BR-6852-01	20	31	5	3	100	449	233	54	2	219	0	0	0	56
TCGA-BR-7196-01	4	7	18	1	0	11	17	0	5	0	9	1	8	5
TCGA-BR-7197-01	5	16	7	4	0	32	58	18	6	0	0	2	0	76
TCGA-BR-7703-01	6	24	0	7	61	227	256	42	12	109	13	0	0	20
TCGA-BR-7704-01	17	4	66	25	21	20	43	8	31	11	56	26	22	99
TCGA-BR-7707-01	14	34	0	12	103	480	419	78	0	319	0	0	0	69
TCGA-BR-7715-01	2	8	13	3	5	33	39	19	2	5	3	14	0	21
TCGA-BR-7716-01	10	0	23	26	11	11	13	4	41	5	3	0	31	17
TCGA-BR-7717-01	3	5	0	3	0	33	49	11	9	4	18	11	1	31
TCGA-BR-7722-01	1	3	3	2	0	15	14	6	2	3	0	8	1	0
TCGA-BR-7723-01	11	0	25	9	2	13	50	0	2	19	5	1	3	68
TCGA-BR-7851-01	4	57	0	12	109	495	549	110	0	223	0	0	0	12
TCGA-BR-7901-01	11	0	5	13	5	20	36	7	15	6	30	32	0	49
TCGA-BR-7957-01	6	0	8	0	1	11	16	7	0	0	9	1	0	2
TCGA-BR-7958-01	11	6	17	9	6	20	29	5	8	2	40	6	10	39
TCGA-BR-7959-01	2	6	0	6	0	22	23	12	7	1	21	7	1	17
TCGA-BR-8058-01	1	2	7	4	0	4	6	2	6	10	12	0	0	6
TCGA-BR-8059-01	11	27	19	1	85	165	171	29	24	94	106	21	9	74
TCGA-BR-8060-01	10	18	10	15	11	9	45	0	8	20	33	7	10	85
TCGA-BR-8077-01	5	1	12	2	0	26	32	14	10	3	16	12	0	8
TCGA-BR-8078-01	5	23	0	16	109	562	449	109	1	284	2	0	0	44
