Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-BH-A1FE-01	0	7	4	3	5	2	0	4	1
TCGA-BH-A1FG-01	0	0	0	9	8	1	1	1	1
TCGA-BH-A1FH-01	6	0	0	10	14	2	0	0	1
TCGA-BH-A1FJ-01	0	23	0	12	10	0	0	0	0
TCGA-BH-A1FL-01	1	12	0	8	0	0	1	3	1
TCGA-BH-A1FM-01	4	1	0	14	20	12	0	11	0
TCGA-BH-A1FN-01	12	11	11	2	44	60	0	0	6
TCGA-BH-A1FR-01	0	0	3	5	7	1	0	1	0
TCGA-BH-A1FU-01	8	0	6	15	30	20	20	8	11
TCGA-BH-A201-01	0	2	5	3	5	1	6	4	1
TCGA-BH-A202-01	0	0	2	6	16	1	1	2	0
TCGA-BH-A203-01	4	9	1	31	25	15	0	14	0
TCGA-BH-A204-01	3	7	7	13	9	5	3	4	1
TCGA-BH-A208-01	8	16	0	6	20	29	0	3	0
TCGA-BH-A209-01	9	15	0	0	2	80	0	13	0
TCGA-BH-A28Q-01	0	3	0	13	6	2	0	0	2
TCGA-BH-A2L8-01	81	49	0	0	85	366	0	47	0
TCGA-BH-A42U-01	8	0	0	0	12	7	0	5	0
TCGA-BH-A42V-01	2	12	0	0	12	22	0	7	0
TCGA-BH-A5IZ-01	12	0	19	14	38	8	4	0	1
TCGA-BH-A5J0-01	5	22	0	7	24	26	0	18	0
TCGA-BH-A6R8-01	1	0	0	12	16	3	1	4	0
TCGA-BH-A6R9-01	4	0	0	5	12	0	0	3	1
TCGA-BH-A8FY-01	11	0	10	9	13	7	5	0	1
TCGA-BH-A8FZ-01	1	0	5	14	42	8	11	3	7
TCGA-BH-A8G0-01	0	4	0	5	0	0	4	3	1
TCGA-BH-AB28-01	5	0	1	18	9	2	2	2	4
TCGA-C8-A12K-01	4	12	14	9	52	66	12	0	4
TCGA-C8-A12L-01	1	6	17	13	43	4	2	3	0
TCGA-C8-A12M-01	11	0	8	27	14	0	8	11	3
TCGA-C8-A12N-01	0	0	1	10	9	4	2	0	1
TCGA-C8-A12O-01	3	5	0	17	20	0	0	4	0
TCGA-C8-A12P-01	13	19	0	13	48	80	2	21	6
TCGA-C8-A12Q-01	16	12	2	4	19	57	6	23	0
TCGA-C8-A12T-01	21	15	0	6	34	124	0	14	0
TCGA-C8-A12U-01	0	15	2	16	22	6	0	0	0
TCGA-C8-A12V-01	0	0	10	4	22	3	6	3	4
TCGA-C8-A12W-01	0	5	0	30	31	1	1	9	0
TCGA-C8-A12X-01	6	7	4	25	9	1	3	4	6
TCGA-C8-A12Y-01	0	0	5	25	3	3	8	2	0
TCGA-C8-A12Z-01	10	3	0	13	14	17	2	2	0
TCGA-C8-A130-01	0	2	0	20	17	4	1	8	2
TCGA-C8-A131-01	9	2	12	14	17	1	5	12	2
TCGA-C8-A132-01	3	4	0	8	33	30	3	1	2
TCGA-C8-A133-01	6	2	7	0	12	0	2	2	2
TCGA-C8-A134-01	0	3	27	7	60	6	8	3	3
TCGA-C8-A135-01	0	0	3	32	23	7	6	6	0
TCGA-C8-A137-01	7	5	0	8	6	22	0	12	2
TCGA-C8-A138-01	10	0	12	14	12	0	3	0	1
TCGA-C8-A1HE-01	4	12	0	2	18	14	0	4	0
TCGA-C8-A1HF-01	4	2	0	6	13	9	2	3	0
TCGA-C8-A1HG-01	5	6	0	26	20	4	5	3	0
TCGA-C8-A1HI-01	3	5	0	15	35	11	2	1	0
TCGA-C8-A1HJ-01	0	0	21	11	57	13	16	0	6
TCGA-C8-A1HK-01	0	3	6	11	3	31	9	10	0
TCGA-C8-A1HL-01	1	10	8	13	0	0	3	0	2
TCGA-C8-A1HM-01	30	25	3	15	35	306	0	32	2
TCGA-C8-A1HN-01	5	11	5	19	24	1	2	0	3
TCGA-C8-A1HO-01	0	17	6	4	9	7	2	3	1
TCGA-C8-A26V-01	5	2	0	11	20	43	2	10	3
TCGA-C8-A26W-01	10	6	0	4	12	20	6	11	0
TCGA-C8-A26X-01	3	11	8	19	22	2	3	5	2
TCGA-C8-A26Y-01	63	96	4	0	154	497	0	77	25
TCGA-C8-A26Z-01	6	0	3	21	15	0	0	2	2
TCGA-C8-A273-01	0	3	1	6	10	0	0	3	1
TCGA-C8-A274-01	16	33	0	3	76	126	0	27	0
TCGA-C8-A275-01	24	0	0	8	13	80	3	13	1
TCGA-C8-A278-01	1	0	0	8	28	9	1	6	0
TCGA-C8-A27A-01	3	5	2	5	12	4	0	7	2
TCGA-C8-A27B-01	3	0	15	9	22	92	11	2	8
TCGA-C8-A3M7-01	20	38	0	6	57	68	0	32	0
TCGA-C8-A3M8-01	0	11	2	14	9	12	10	4	0
TCGA-C8-A8HP-01	18	21	0	4	44	144	0	42	0
TCGA-C8-A8HQ-01	16	54	0	0	61	184	0	57	0
TCGA-C8-A8HR-01	7	3	0	15	18	2	5	0	10
TCGA-C8-A9FZ-01	2	0	0	14	7	4	2	0	0
TCGA-D8-A13Y-01	12	6	0	9	24	15	9	2	5
TCGA-D8-A13Z-01	1	1	12	20	42	15	0	4	8
TCGA-D8-A140-01	14	19	4	27	40	12	9	8	1
TCGA-D8-A141-01	1	3	1	6	10	0	0	0	0
TCGA-D8-A142-01	11	5	8	43	67	13	2	4	13
TCGA-D8-A143-01	6	0	12	15	26	1	0	0	1
TCGA-D8-A145-01	0	4	0	16	18	3	6	0	0
TCGA-D8-A146-01	4	2	0	12	10	1	5	6	1
TCGA-D8-A147-01	16	0	29	5	60	61	8	4	17
TCGA-D8-A1J8-01	76	82	0	101	119	401	85	97	0
TCGA-D8-A1J9-01	30	7	0	0	45	149	0	44	3
TCGA-D8-A1JB-01	6	4	9	5	24	4	5	1	5
TCGA-D8-A1JC-01	12	6	0	6	36	48	0	14	0
TCGA-D8-A1JD-01	0	7	23	9	44	20	8	7	4
TCGA-D8-A1JE-01	1	0	7	11	14	2	4	0	1
TCGA-D8-A1JF-01	2	0	0	14	21	3	7	2	0
TCGA-D8-A1JG-01	14	0	35	36	10	13	0	39	22
TCGA-D8-A1JH-01	0	0	1	4	16	0	2	1	0
TCGA-D8-A1JI-01	3	15	8	5	0	0	9	2	0
TCGA-D8-A1JJ-01	7	12	0	9	27	27	2	12	2
TCGA-D8-A1JK-01	13	32	35	12	89	15	33	3	17
TCGA-D8-A1JL-01	8	0	24	7	48	11	20	4	5
TCGA-D8-A1JM-01	3	0	10	9	26	0	0	5	0
TCGA-D8-A1JN-01	19	34	0	0	39	76	0	40	0
TCGA-D8-A1JP-01	6	7	26	0	49	14	21	1	11
TCGA-D8-A1JS-01	7	0	3	8	6	1	4	0	0
TCGA-D8-A1JT-01	3	6	1	14	17	0	0	0	0
TCGA-D8-A1JU-01	0	2	0	4	9	0	4	1	0
TCGA-D8-A1X5-01	3	3	10	18	12	7	5	2	6
TCGA-D8-A1X6-01	0	8	0	17	16	0	0	1	0
TCGA-D8-A1X7-01	7	0	2	6	13	1	1	2	0
TCGA-D8-A1X9-01	0	7	45	6	18	10	13	0	3
TCGA-D8-A1XA-01	0	8	5	6	0	0	5	3	1
TCGA-D8-A1XB-01	2	3	0	16	18	3	2	6	0
TCGA-D8-A1XC-01	0	8	0	12	9	0	4	1	0
TCGA-D8-A1XF-01	1	0	8	23	6	3	0	10	0
TCGA-D8-A1XG-01	0	1	6	3	6	0	7	4	0
TCGA-D8-A1XK-01	0	0	11	152	162	4	896	0	75
TCGA-D8-A1XL-01	0	0	20	10	51	6	11	6	6
TCGA-D8-A1XM-01	1	14	0	5	20	11	0	13	0
TCGA-D8-A1XO-01	0	7	0	4	11	6	0	0	1
TCGA-D8-A1XQ-01	16	36	68	250	186	25	385	26	39
TCGA-D8-A1XR-01	0	3	1	12	7	1	7	1	0
TCGA-D8-A1XS-01	0	0	2	6	9	2	0	7	0
TCGA-D8-A1XT-01	3	8	2	15	10	3	1	1	2
TCGA-D8-A1XU-01	6	2	0	3	19	5	0	0	0
TCGA-D8-A1XV-01	1	6	1	11	13	3	1	0	0
TCGA-D8-A1XW-01	6	0	6	10	72	10	7	1	10
TCGA-D8-A1XY-01	3	9	4	24	13	3	0	3	0
TCGA-D8-A1XZ-01	2	0	0	42	33	11	0	8	0
TCGA-D8-A1Y0-01	8	0	19	8	20	14	9	1	2
TCGA-D8-A1Y1-01	0	26	0	130	60	5	0	12	0
TCGA-D8-A1Y2-01	0	3	0	4	7	5	0	3	0
TCGA-D8-A1Y3-01	0	15	0	24	23	0	0	3	2
TCGA-D8-A27E-01	0	1	2	1	4	0	1	2	0
TCGA-D8-A27F-01	0	0	12	3	35	12	6	1	1
TCGA-D8-A27G-01	118	103	0	0	174	668	0	113	0
TCGA-D8-A27H-01	4	0	9	7	67	61	11	0	1
TCGA-D8-A27I-01	0	0	0	6	22	4	1	3	0
TCGA-D8-A27K-01	0	4	0	7	7	0	1	1	1
TCGA-D8-A27L-01	9	11	0	7	7	12	0	7	0
TCGA-D8-A27M-01	3	0	24	11	21	16	4	7	4
TCGA-D8-A27N-01	4	2	7	22	17	2	0	5	1
TCGA-D8-A27P-01	3	0	1	11	10	0	4	1	0
TCGA-D8-A27R-01	1	5	1	5	14	3	1	5	0
TCGA-D8-A27T-01	0	7	1	13	7	1	0	1	1
TCGA-D8-A27V-01	35	15	0	2	23	131	0	29	0
TCGA-D8-A27W-01	2	2	0	27	16	3	0	4	1
TCGA-D8-A3Z6-01	1	7	0	10	10	3	4	1	1
TCGA-D8-A4Z1-01	9	2	0	1	13	13	0	8	0
TCGA-D8-A73U-01	21	43	0	0	53	71	0	19	0
TCGA-D8-A73W-01	0	9	0	24	11	3	0	0	5
TCGA-D8-A73X-01	0	7	0	13	21	0	5	6	0
TCGA-E2-A105-01	0	23	0	16	16	5	7	0	0
TCGA-E2-A107-01	3	4	0	7	14	1	3	4	0
TCGA-E2-A108-01	6	14	0	0	56	97	3	10	0
TCGA-E2-A109-01	3	13	24	22	12	0	5	3	2
TCGA-E2-A10A-01	1	7	2	5	6	6	1	0	0
TCGA-E2-A10B-01	3	9	0	6	21	20	5	6	3
TCGA-E2-A10C-01	48	65	0	0	73	270	0	63	0
TCGA-E2-A10F-01	4	1	0	11	8	3	1	2	0
TCGA-E2-A14N-01	9	0	9	7	50	18	2	5	9
TCGA-E2-A14O-01	0	7	3	12	4	0	0	10	0
TCGA-E2-A14P-01	12	16	7	26	16	17	5	13	0
TCGA-E2-A14Q-01	0	10	0	10	15	2	0	0	3
TCGA-E2-A14R-01	2	3	21	10	58	19	18	5	7
TCGA-E2-A14T-01	0	1	0	12	11	6	0	6	7
TCGA-E2-A14V-01	8	4	0	20	40	48	0	16	5
TCGA-E2-A14W-01	10	0	16	7	41	13	7	3	5
TCGA-E2-A14X-01	0	2	0	17	10	3	0	5	0
TCGA-E2-A14Y-01	1	9	0	5	15	20	0	0	0
TCGA-E2-A14Z-01	4	14	9	3	34	15	0	12	4
TCGA-E2-A150-01	2	0	4	23	29	5	6	7	15
TCGA-E2-A152-01	13	7	0	0	33	84	0	34	0
TCGA-E2-A153-01	4	0	0	9	10	1	0	2	0
TCGA-E2-A154-01	0	0	14	18	16	0	0	10	0
TCGA-E2-A155-01	3	9	3	15	34	7	4	5	1
TCGA-E2-A156-01	0	9	2	2	5	3	2	1	1
TCGA-E2-A158-01	0	0	19	9	49	5	6	3	6
TCGA-E2-A159-01	23	10	3	9	32	113	0	6	5
TCGA-E2-A15A-01	1	9	8	14	20	4	0	0	6
TCGA-E2-A15C-01	3	7	3	21	13	0	3	0	0
TCGA-E2-A15D-01	0	2	0	15	4	1	6	3	3
TCGA-E2-A15E-01	1	3	5	11	6	6	8	0	0
TCGA-E2-A15F-01	6	0	0	10	10	0	2	0	0
TCGA-E2-A15G-01	8	2	3	10	39	0	5	6	0
TCGA-E2-A15H-01	4	6	4	15	0	0	3	1	0
TCGA-E2-A15I-01	4	6	1	13	19	0	0	0	0
TCGA-E2-A15J-01	2	0	4	11	4	0	1	0	0
TCGA-E2-A15K-01	12	0	7	20	10	2	1	0	1
TCGA-E2-A15L-01	1	0	0	13	14	3	2	1	0
TCGA-E2-A15M-01	7	13	7	24	26	24	2	4	1
TCGA-E2-A15O-01	2	0	0	9	19	0	0	2	2
TCGA-E2-A15P-01	5	4	0	10	5	0	4	0	0
TCGA-E2-A15R-01	8	7	4	15	6	1	0	6	0
TCGA-E2-A15S-01	4	5	5	6	28	6	8	0	6
TCGA-E2-A15T-01	4	2	0	12	17	1	3	1	0
TCGA-E2-A1AZ-01	1	0	21	7	0	27	5	18	0
TCGA-E2-A1B0-01	6	0	0	13	13	5	12	9	2
TCGA-E2-A1B1-01	10	9	0	7	13	25	0	2	0
TCGA-E2-A1B4-01	2	6	1	6	16	3	2	6	0
TCGA-E2-A1B5-01	3	7	0	7	8	11	1	7	2
TCGA-E2-A1B6-01	1	0	7	14	31	2	1	0	0
TCGA-E2-A1BC-01	4	0	9	13	7	4	4	0	0
TCGA-E2-A1BD-01	0	5	2	15	18	0	0	3	0
TCGA-E2-A1IE-01	2	0	3	7	14	0	2	0	2
TCGA-E2-A1IF-01	0	4	4	6	3	0	6	1	0
TCGA-E2-A1IG-01	5	5	0	8	28	1	0	10	0
TCGA-E2-A1IH-01	8	4	0	9	21	29	9	3	2
TCGA-E2-A1II-01	0	0	0	11	18	1	0	0	4
TCGA-E2-A1IJ-01	1	0	1	8	6	0	0	0	2
TCGA-E2-A1IK-01	0	0	1	3	3	1	2	7	0
TCGA-E2-A1IL-01	5	0	5	11	3	0	0	5	2
TCGA-E2-A1IN-01	9	29	0	4	56	132	0	18	0
TCGA-E2-A1IO-01	0	0	0	5	8	0	0	3	0
TCGA-E2-A1IU-01	0	1	1	1	16	2	0	10	0
TCGA-E2-A1L6-01	0	1	0	2	13	0	4	8	0
TCGA-E2-A1L7-01	3	0	15	5	41	3	6	0	8
TCGA-E2-A1L8-01	6	0	0	6	17	4	5	0	0
TCGA-E2-A1L9-01	2	0	2	7	12	0	2	3	0
TCGA-E2-A1LA-01	4	1	7	9	52	8	17	0	9
TCGA-E2-A1LB-01	0	10	2	3	11	20	2	6	1
TCGA-E2-A1LG-01	25	2	0	7	0	161	0	22	2
TCGA-E2-A1LH-01	7	0	35	10	86	61	15	2	15
TCGA-E2-A1LI-01	2	0	10	2	10	10	0	3	0
TCGA-E2-A1LK-01	1	0	0	37	0	4	0	10	2
TCGA-E2-A1LL-01	0	3	5	14	20	7	5	0	7
TCGA-E2-A2P6-01	10	46	0	7	33	62	0	28	0
TCGA-E2-A56Z-01	7	4	0	19	11	0	11	5	3
TCGA-E2-A570-01	9	0	0	9	11	0	0	0	1
TCGA-E2-A572-01	0	0	0	8	17	2	2	0	0
TCGA-E2-A573-01	1	0	3	17	29	6	7	3	6
TCGA-E2-A574-01	23	2	0	22	42	45	0	20	2
TCGA-E2-A576-01	8	5	5	28	20	0	0	3	1
TCGA-E2-A9RU-01	3	17	0	39	12	16	0	16	4
TCGA-E9-A1N3-01	0	1	10	6	5	3	3	0	3
TCGA-E9-A1N4-01	1	0	0	6	12	9	0	6	0
TCGA-E9-A1N5-01	0	0	0	3	21	8	6	1	0
TCGA-E9-A1N8-01	0	0	4	1	1	9	10	10	1
TCGA-E9-A1N9-01	2	3	3	13	40	2	0	2	1
TCGA-E9-A1NA-01	16	0	28	13	29	20	3	5	3
TCGA-E9-A1NE-01	4	0	8	8	33	5	3	0	1
TCGA-E9-A1NF-01	11	6	0	4	26	8	0	6	0
TCGA-E9-A1NG-01	0	4	0	5	10	0	1	1	0
TCGA-E9-A1NH-01	0	5	0	6	18	1	6	0	1
TCGA-E9-A1QZ-01	0	1	6	5	7	0	3	1	0
TCGA-E9-A1R0-01	3	5	0	14	1	7	0	5	0
TCGA-E9-A1R2-01	0	7	12	6	9	17	13	1	1
TCGA-E9-A1R3-01	2	0	1	6	11	0	2	3	0
TCGA-E9-A1R4-01	8	26	3	4	37	60	0	15	0
TCGA-E9-A1R5-01	6	0	3	12	23	1	2	3	1
TCGA-E9-A1R6-01	0	2	3	10	10	0	1	8	2
TCGA-E9-A1R7-01	6	10	4	9	20	6	4	0	4
TCGA-E9-A1RA-01	3	4	0	3	10	1	0	1	3
TCGA-E9-A1RB-01	0	6	8	10	7	0	7	0	0
TCGA-E9-A1RC-01	4	0	5	21	13	0	5	5	2
TCGA-E9-A1RD-01	2	2	0	5	10	3	0	1	0
TCGA-E9-A1RE-01	4	6	0	28	17	0	7	4	0
TCGA-E9-A1RF-01	7	0	25	28	83	19	3	4	1
TCGA-E9-A1RG-01	4	0	1	6	21	6	3	0	0
TCGA-E9-A1RH-01	7	11	9	17	41	10	8	6	2
TCGA-E9-A1RI-01	4	3	3	6	9	2	1	1	0
TCGA-E9-A226-01	6	4	0	10	6	39	0	14	0
TCGA-E9-A227-01	1	2	6	1	5	3	0	1	0
TCGA-E9-A228-01	4	7	0	21	9	9	0	0	2
TCGA-E9-A229-01	0	7	0	12	1	7	0	0	3
TCGA-E9-A22A-01	0	2	2	4	21	6	0	1	0
TCGA-E9-A22B-01	5	10	0	17	28	6	0	4	6
TCGA-E9-A22D-01	3	0	0	18	7	3	0	9	0
TCGA-E9-A22E-01	8	0	10	11	69	33	1	0	12
TCGA-E9-A22G-01	3	5	24	5	35	8	26	1	10
TCGA-E9-A22H-01	2	3	0	10	9	0	0	2	0
TCGA-E9-A243-01	5	0	9	8	31	18	13	2	3
TCGA-E9-A244-01	0	7	16	25	59	3	5	0	6
TCGA-E9-A245-01	0	1	5	0	11	0	2	2	2
TCGA-E9-A247-01	2	0	0	36	4	1	1	3	0
TCGA-E9-A248-01	2	3	2	12	4	4	0	1	0
TCGA-E9-A249-01	0	0	4	13	5	0	0	3	0
TCGA-E9-A24A-01	0	2	3	4	8	0	0	3	2
TCGA-E9-A295-01	0	0	26	30	42	3	0	6	2
TCGA-E9-A2JS-01	0	14	11	34	19	0	0	9	2
TCGA-E9-A2JT-01	0	1	0	0	7	18	0	2	0
TCGA-E9-A3HO-01	7	0	12	1	34	6	9	1	2
TCGA-E9-A3QA-01	4	0	11	2	24	20	0	1	0
TCGA-E9-A3X8-01	2	14	0	7	4	7	0	0	3
TCGA-E9-A54Y-01	2	12	0	11	19	8	0	5	1
TCGA-E9-A5FK-01	4	2	1	9	18	1	3	0	1
TCGA-E9-A5FL-01	0	11	24	14	35	24	14	7	4
TCGA-E9-A5UO-01	0	6	5	12	13	1	1	0	0
TCGA-E9-A6HE-01	0	7	0	10	0	0	1	3	1
TCGA-EW-A1IW-01	5	23	0	6	52	36	0	5	0
TCGA-EW-A1IX-01	6	0	6	0	5	21	3	1	0
TCGA-EW-A1IY-01	7	5	0	0	5	7	2	12	0
TCGA-EW-A1IZ-01	9	19	22	212	15	0	118	37	3
TCGA-EW-A1J1-01	2	0	6	9	2	0	0	2	2
TCGA-EW-A1J3-01	0	13	0	5	8	0	3	0	1
TCGA-EW-A1J5-01	43	73	0	0	96	278	0	50	0
TCGA-EW-A1J6-01	0	4	5	8	27	0	0	0	0
TCGA-EW-A1OV-01	7	31	0	0	35	51	0	16	0
TCGA-EW-A1OX-01	0	1	0	5	8	5	0	2	0
TCGA-EW-A1OZ-01	7	4	0	23	24	6	0	3	9
TCGA-EW-A1P0-01	0	2	4	3	11	0	5	1	2
TCGA-EW-A1P1-01	0	0	0	1	2	0	0	0	0
TCGA-EW-A1P3-01	0	11	0	4	13	0	0	0	0
TCGA-EW-A1P4-01	0	0	0	10	39	9	13	4	2
TCGA-EW-A1P5-01	0	0	1	15	0	2	0	1	1
TCGA-EW-A1P6-01	2	3	0	7	13	0	1	0	0
TCGA-EW-A1P7-01	0	1	3	1	9	0	4	0	1
TCGA-EW-A1P8-01	8	0	3	11	10	0	4	2	1
TCGA-EW-A1PA-01	4	0	4	8	11	3	1	10	0
TCGA-EW-A1PB-01	6	16	20	1	49	82	3	3	2
TCGA-EW-A1PD-01	15	0	16	3	28	17	10	0	4
TCGA-EW-A1PE-01	5	0	2	9	13	2	2	2	3
TCGA-EW-A1PG-01	0	0	0	2	0	0	3	6	0
TCGA-EW-A1PH-01	8	0	2	18	18	5	3	5	3
TCGA-EW-A2FR-01	8	1	0	9	24	11	0	1	0
TCGA-EW-A2FS-01	5	3	4	13	10	1	7	0	2
TCGA-EW-A2FV-01	4	0	2	4	13	0	3	6	0
TCGA-EW-A2FW-01	1	5	1	13	5	1	0	0	0
TCGA-EW-A423-01	12	7	0	23	25	14	4	2	1
TCGA-EW-A6S9-01	1	3	1	10	12	2	0	2	0
TCGA-EW-A6SA-01	15	0	12	27	39	12	7	9	2
TCGA-EW-A6SB-01	6	1	4	19	22	5	11	8	5
TCGA-EW-A6SC-01	4	6	0	6	13	2	8	0	0
TCGA-EW-A6SD-01	6	4	0	10	18	24	4	2	0
TCGA-GI-A2C8-01	3	0	27	24	66	20	4	0	4
TCGA-GM-A2D9-01	66	104	0	0	101	316	0	58	0
TCGA-GM-A2DA-01	0	0	0	10	21	7	1	6	0
TCGA-GM-A2DB-01	5	3	23	22	55	9	2	4	5
TCGA-GM-A2DC-01	0	8	0	10	7	0	0	0	2
TCGA-GM-A2DD-01	4	0	9	13	19	4	12	4	3
TCGA-GM-A2DF-01	2	12	1	18	7	6	1	2	4
TCGA-GM-A2DH-01	6	13	27	10	52	103	5	12	4
TCGA-GM-A2DI-01	16	4	0	0	13	44	0	14	0
TCGA-GM-A2DK-01	0	5	0	4	14	1	6	5	2
TCGA-GM-A2DL-01	5	2	9	7	12	7	0	5	2
TCGA-GM-A2DM-01	0	1	1	0	14	1	5	4	1
TCGA-GM-A2DN-01	4	0	0	4	9	0	1	1	0
TCGA-GM-A2DO-01	8	36	0	0	26	110	0	40	0
TCGA-GM-A3NW-01	14	0	0	18	14	42	0	5	2
TCGA-GM-A3XL-01	4	0	0	8	70	44	15	3	0
TCGA-GM-A4E0-01	0	0	6	12	11	0	0	5	0
TCGA-GM-A5PV-01	4	0	0	2	31	3	3	4	0
TCGA-GM-A5PX-01	1	6	0	7	14	4	5	3	2
TCGA-HN-A2NL-01	6	0	16	12	42	8	7	0	0
TCGA-HN-A2OB-01	0	3	0	5	6	2	0	1	2
TCGA-JL-A3YX-01	3	6	0	10	16	11	0	3	0
TCGA-LD-A66U-01	0	9	0	17	7	0	10	1	0
TCGA-LD-A74U-01	40	55	0	0	76	146	0	35	0
TCGA-LD-A7W5-01	3	9	0	19	14	11	3	5	1
TCGA-LD-A7W6-01	5	1	0	15	19	2	3	0	1
TCGA-LD-A9QF-01	4	1	0	14	17	0	0	3	0
TCGA-LL-A440-01	0	3	0	1	1	0	0	1	0
TCGA-LL-A50Y-01	1	3	0	12	21	0	6	0	0
TCGA-LL-A5YL-01	7	20	0	10	19	19	0	18	0
TCGA-LL-A5YM-01	6	0	2	11	16	3	2	0	0
TCGA-LL-A5YN-01	6	2	2	12	10	0	5	2	4
TCGA-LL-A5YO-01	3	0	5	6	18	17	7	0	5
TCGA-LL-A5YP-01	11	5	23	7	35	12	11	1	0
TCGA-LL-A6FP-01	12	7	5	5	23	7	6	9	1
TCGA-LL-A6FQ-01	8	8	0	28	19	0	2	3	1
TCGA-LL-A6FR-01	3	0	0	14	35	0	6	5	0
TCGA-LL-A73Y-01	2	2	0	10	8	125	22	21	3
TCGA-LL-A73Z-01	0	7	0	13	25	0	1	0	2
TCGA-LL-A740-01	8	10	2	15	20	2	10	1	0
TCGA-LL-A7SZ-01	3	6	0	19	18	4	8	12	5
TCGA-LL-A7T0-01	1	0	0	28	28	7	2	10	1
TCGA-LL-A8F5-01	7	7	29	17	88	17	22	2	11
TCGA-LL-A9Q3-01	5	1	1	19	32	1	1	7	1
TCGA-OK-A5Q2-01	1	1	0	9	17	1	0	12	2
TCGA-OL-A5D6-01	6	2	0	9	31	2	0	5	2
TCGA-OL-A5D7-01	3	3	6	12	36	10	6	0	4
TCGA-OL-A5D8-01	2	3	0	13	11	2	0	0	8
TCGA-OL-A5DA-01	13	2	0	8	20	47	1	23	0
TCGA-OL-A5RU-01	11	0	0	20	14	0	1	0	0
TCGA-OL-A5RV-01	0	0	0	7	8	0	0	1	1
TCGA-OL-A5RW-01	11	6	19	6	52	118	26	10	5
TCGA-OL-A5RX-01	0	0	0	15	11	1	4	4	0
TCGA-OL-A5RY-01	0	0	0	6	4	2	1	0	0
TCGA-OL-A5RZ-01	12	4	20	46	42	13	0	11	4
TCGA-OL-A5S0-01	0	6	0	13	17	3	1	3	1
TCGA-OL-A66H-01	2	0	5	7	11	0	2	0	0
TCGA-OL-A66I-01	14	0	1	15	23	2	0	1	0
TCGA-OL-A66J-01	2	16	2	20	14	5	5	1	3
TCGA-OL-A66K-01	5	1	2	26	10	3	0	0	0
TCGA-OL-A66L-01	0	28	0	3	16	34	0	13	0
TCGA-OL-A66N-01	6	1	0	26	19	0	2	3	1
TCGA-OL-A66O-01	1	4	3	16	8	1	1	0	4
TCGA-OL-A66P-01	3	4	23	13	49	0	19	9	3
TCGA-OL-A6VO-01	4	0	0	15	15	1	0	0	3
TCGA-OL-A6VQ-01	2	17	0	6	19	28	1	9	0
TCGA-OL-A6VR-01	0	0	4	8	0	1	3	1	0
TCGA-OL-A97C-01	8	0	9	21	19	0	12	0	1
TCGA-PE-A5DC-01	8	6	16	20	73	13	7	2	9
TCGA-PE-A5DD-01	2	22	3	9	14	25	0	10	0
TCGA-PE-A5DE-01	71	99	0	0	108	299	0	112	0
TCGA-PL-A8LV-01	10	4	10	12	54	42	15	2	6
TCGA-PL-A8LX-01	2	4	1	14	16	0	11	0	1
TCGA-PL-A8LY-01	0	2	0	1	0	0	3	0	1
TCGA-PL-A8LZ-01	11	19	48	9	36	2	2	9	0
TCGA-S3-A6ZF-01	0	10	0	20	16	4	0	0	2
TCGA-S3-A6ZG-01	0	3	0	14	24	0	1	15	3
TCGA-S3-A6ZH-01	0	1	4	18	8	2	0	7	5
TCGA-S3-AA0Z-01	2	17	3	15	18	11	5	2	4
TCGA-S3-AA10-01	10	2	12	7	83	17	13	0	6
TCGA-S3-AA11-01	12	0	33	9	24	0	10	6	2
TCGA-S3-AA12-01	2	14	3	11	21	3	0	3	3
TCGA-S3-AA14-01	0	1	0	9	9	4	0	1	0
TCGA-S3-AA15-01	5	6	0	5	5	29	0	7	3
TCGA-S3-AA17-01	1	5	15	14	64	14	14	8	6
TCGA-UL-AAZ6-01	8	7	24	18	40	16	18	3	6
TCGA-UU-A93S-01	10	9	46	36	63	17	6	0	9
TCGA-V7-A7HQ-01	2	0	0	7	15	5	2	0	0
TCGA-W8-A86G-01	1	8	0	13	8	1	4	0	0
TCGA-WT-AB41-01	4	14	0	5	26	6	1	6	0
TCGA-WT-AB44-01	2	3	9	27	12	0	1	1	5
TCGA-XX-A899-01	7	9	0	0	17	14	0	13	0
TCGA-XX-A89A-01	39	0	0	18	0	182	2	24	0
TCGA-Z7-A8R5-01	0	3	0	18	13	0	0	0	0
TCGA-Z7-A8R6-01	10	15	0	13	20	34	1	14	0
TCGA-05-4244-01	2	8	143	18	64	7	18	0	0
TCGA-05-4249-01	22	0	222	23	73	27	12	5	1
TCGA-05-4250-01	18	40	223	15	54	40	31	10	3
TCGA-05-4382-01	38	100	1562	23	154	165	29	20	19
TCGA-05-4384-01	11	10	82	13	27	8	13	0	0
TCGA-05-4389-01	4	35	63	21	76	63	9	22	3
TCGA-05-4390-01	13	52	520	28	45	11	15	0	10
TCGA-05-4395-01	20	49	138	10	17	81	9	19	5
TCGA-05-4396-01	11	22	176	14	93	7	4	5	2
TCGA-05-4397-01	22	68	487	5	200	132	62	25	18
TCGA-05-4398-01	23	56	507	37	155	80	34	9	27
TCGA-05-4402-01	6	16	2	0	31	79	9	12	0
