Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-L4-A4E6-01	0	0	12	1	1	6	0	0	0
TCGA-L9-A443-01	7	2	173	1	93	10	18	0	3
TCGA-L9-A444-01	27	18	523	9	94	12	16	2	0
TCGA-L9-A50W-01	4	5	2	1	19	2	2	0	1
TCGA-L9-A5IP-01	12	4	233	10	62	14	14	3	0
TCGA-L9-A743-01	5	5	62	3	11	53	12	14	3
TCGA-L9-A7SV-01	20	44	1722	34	98	62	29	4	6
TCGA-L9-A8F4-01	26	22	593	2	216	56	30	13	13
TCGA-MN-A4N1-01	6	42	370	33	78	29	9	10	11
TCGA-MN-A4N4-01	63	137	1090	0	169	312	21	65	15
TCGA-MN-A4N5-01	14	12	336	11	94	34	44	9	8
TCGA-MP-A4SV-01	39	25	140	9	83	107	17	15	5
TCGA-MP-A4SW-01	7	9	7	29	23	9	0	0	1
TCGA-MP-A4SY-01	12	15	74	13	57	24	8	8	6
TCGA-MP-A4T2-01	14	11	21	9	12	26	17	0	1
TCGA-MP-A4T4-01	0	50	324	12	33	27	26	10	3
TCGA-MP-A4T6-01	9	12	2	13	20	16	12	7	2
TCGA-MP-A4T7-01	0	12	104	7	29	0	0	4	3
TCGA-MP-A4T8-01	4	17	76	7	22	4	18	1	0
TCGA-MP-A4T9-01	3	7	12	0	11	7	2	4	0
TCGA-MP-A4TA-01	14	0	226	21	113	28	45	4	3
TCGA-MP-A4TC-01	0	37	213	8	35	18	13	3	0
TCGA-MP-A4TD-01	0	10	47	13	22	3	6	0	0
TCGA-MP-A4TE-01	6	2	75	38	48	0	0	4	0
TCGA-MP-A4TF-01	18	29	353	9	76	22	29	0	10
TCGA-MP-A4TH-01	12	0	48	16	45	0	11	0	7
TCGA-MP-A4TI-01	14	49	51	0	76	99	1	17	6
TCGA-MP-A4TJ-01	1	1	38	9	42	0	21	2	1
TCGA-MP-A4TK-01	14	34	267	0	56	50	9	9	3
TCGA-MP-A5C7-01	6	0	30	16	25	2	14	1	2
TCGA-NJ-A4YF-01	17	41	587	8	72	25	27	0	4
TCGA-NJ-A4YG-01	6	10	61	18	49	30	7	17	0
TCGA-NJ-A4YI-01	10	33	381	24	42	22	37	7	3
TCGA-NJ-A4YP-01	64	63	92	0	155	259	0	58	0
TCGA-NJ-A4YQ-01	1	100	1048	6	101	26	91	7	11
TCGA-NJ-A55A-01	0	6	87	4	34	6	9	1	0
TCGA-NJ-A55O-01	8	0	120	8	20	7	1	1	0
TCGA-NJ-A55R-01	6	32	195	1	44	9	28	5	3
TCGA-NJ-A7XG-01	0	2	6	13	21	0	0	0	0
TCGA-O1-A52J-01	11	0	134	15	26	10	14	1	0
TCGA-S2-AA1A-01	1	14	102	5	10	1	7	4	0
TCGA-18-3406-01	7	41	66	12	48	76	17	4	6
TCGA-18-3407-01	5	0	7	14	32	0	16	6	12
TCGA-18-3408-01	7	9	23	13	21	0	18	0	7
TCGA-18-3409-01	2102	2099	0	0	0	0	0	66	0
TCGA-18-3410-01	13	1	58	10	52	82	31	0	0
TCGA-18-3411-01	19	28	119	32	135	22	38	0	5
TCGA-18-3412-01	0	16	28	8	66	18	9	1	1
TCGA-18-3414-01	15	34	108	17	90	57	29	23	9
TCGA-18-3415-01	17	21	47	8	54	49	24	12	3
TCGA-18-3416-01	7	15	161	26	116	45	12	0	6
TCGA-18-3417-01	10	15	143	23	81	21	35	8	16
TCGA-18-3421-01	34	0	99	10	154	44	33	0	11
TCGA-18-4083-01	12	13	203	15	165	34	31	0	0
TCGA-18-4721-01	8	16	74	22	66	10	14	0	15
TCGA-18-5592-01	8	27	183	18	69	23	24	9	3
TCGA-18-5595-01	25	74	10	0	77	89	0	44	0
TCGA-21-1070-01	6	31	443	10	100	27	54	6	10
TCGA-21-1071-01	11	22	68	16	55	19	19	4	3
TCGA-21-1076-01	6	30	225	2	47	42	34	14	7
TCGA-21-1077-01	16	16	97	15	74	43	19	6	9
TCGA-21-1078-01	3	6	0	6	32	40	3	7	0
TCGA-21-1081-01	8	10	61	51	75	13	30	0	13
TCGA-21-1082-01	13	18	205	26	65	127	21	15	3
TCGA-21-1083-01	27	19	507	17	180	113	44	3	6
TCGA-21-5782-01	3	29	165	7	121	114	32	7	7
TCGA-21-5783-01	33	34	152	49	138	73	27	18	5
TCGA-21-5784-01	8	17	116	0	64	19	24	9	3
TCGA-21-5786-01	3	20	287	17	93	12	29	20	3
TCGA-21-5787-01	15	22	327	20	44	42	15	4	19
TCGA-21-A5DI-01	12	11	30	9	49	28	31	0	2
TCGA-22-0940-01	11	37	78	7	79	14	28	5	8
TCGA-22-0944-01	13	7	53	9	47	14	11	6	4
TCGA-22-1000-01	5	21	24	2	36	18	7	9	0
TCGA-22-1002-01	8	3	164	11	52	8	46	5	0
TCGA-22-1005-01	6	32	179	2	66	24	34	2	1
TCGA-22-1011-01	5	1	4	11	27	74	5	1	5
TCGA-22-1012-01	17	6	143	28	74	37	32	0	11
TCGA-22-1016-01	15	28	259	12	66	34	26	0	9
TCGA-22-4591-01	18	28	70	31	89	1	23	3	6
TCGA-22-4593-01	12	35	74	33	30	22	22	3	0
TCGA-22-4594-01	10	0	253	28	106	13	26	3	0
TCGA-22-4595-01	34	0	163	20	75	66	32	9	3
TCGA-22-4596-01	19	0	68	24	30	6	25	0	2
TCGA-22-4599-01	25	3	196	14	130	7	55	7	12
TCGA-22-4601-01	0	32	67	3	74	24	17	11	6
TCGA-22-4604-01	7	42	81	32	93	16	21	8	6
TCGA-22-4605-01	2	14	35	6	35	5	12	0	4
TCGA-22-4607-01	7	6	2	1	35	23	10	0	0
TCGA-22-4609-01	0	18	97	0	81	8	39	3	5
TCGA-22-4613-01	26	33	402	9	198	22	81	0	11
TCGA-22-5471-01	13	47	110	3	52	17	27	23	6
TCGA-22-5472-01	1	0	494	0	0	11	0	0	0
TCGA-22-5473-01	54	75	323	27	180	239	42	69	0
TCGA-22-5474-01	5	3	12	8	27	35	11	8	0
TCGA-22-5477-01	6	20	18	13	43	94	10	18	0
TCGA-22-5478-01	1	10	88	23	64	4	31	0	3
TCGA-22-5479-01	35	85	121	32	141	150	52	15	12
TCGA-22-5480-01	12	0	80	12	47	16	28	4	3
TCGA-22-5481-01	8	22	143	16	121	19	37	0	4
TCGA-22-5482-01	13	14	87	7	41	11	27	0	10
TCGA-22-5483-01	12	17	117	12	91	18	24	2	7
TCGA-22-5485-01	10	8	121	17	51	5	37	0	6
TCGA-22-5489-01	13	12	145	18	43	33	33	1	9
TCGA-22-5491-01	20	31	72	11	112	123	10	40	0
TCGA-22-5492-01	6	13	123	11	68	12	46	1	10
TCGA-22-A5C4-01	22	12	206	52	79	27	27	5	7
TCGA-33-4532-01	32	20	171	29	107	58	51	24	5
TCGA-33-4533-01	30	36	152	3	69	31	38	6	9
TCGA-33-4538-01	13	18	44	17	90	15	15	6	8
TCGA-33-4547-01	18	1	5	14	59	122	0	30	0
TCGA-33-4566-01	24	50	1250	17	191	74	26	4	2
TCGA-33-4582-01	16	18	60	26	98	22	4	0	6
TCGA-33-4583-01	18	32	438	26	123	44	59	3	0
TCGA-33-4586-01	10	10	222	18	124	16	50	2	6
TCGA-33-4587-01	26	18	105	14	62	40	10	11	1
TCGA-33-4589-01	20	20	0	22	36	34	0	6	0
TCGA-33-6737-01	31	43	202	7	27	207	14	32	0
TCGA-33-6738-01	19	9	167	13	96	65	41	10	4
TCGA-33-A4WN-01	17	13	47	11	77	66	22	4	0
TCGA-33-A5GW-01	17	13	51	8	45	85	24	6	0
TCGA-33-AAS8-01	10	12	117	27	69	25	28	0	0
TCGA-33-AASB-01	8	22	299	4	74	24	10	8	8
TCGA-33-AASD-01	0	53	246	14	81	23	39	0	0
TCGA-33-AASI-01	31	1	223	20	103	80	26	2	14
TCGA-33-AASJ-01	23	12	33	13	30	80	9	23	5
TCGA-33-AASL-01	22	0	165	5	87	55	35	8	4
TCGA-34-2596-01	24	8	116	14	61	69	33	0	6
TCGA-34-2600-01	28	44	96	13	98	211	16	55	10
TCGA-34-2604-01	0	69	446	28	135	22	37	6	17
TCGA-34-2605-01	17	6	180	11	133	91	18	19	3
TCGA-34-2608-01	9	13	51	15	53	23	23	4	0
TCGA-34-2609-01	6	11	160	26	63	8	24	0	7
TCGA-34-5231-01	29	16	356	41	192	82	92	12	14
TCGA-34-5232-01	11	31	76	40	75	11	0	5	6
TCGA-34-5234-01	12	0	114	12	46	2	35	0	0
TCGA-34-5236-01	16	0	108	10	79	28	21	1	6
TCGA-34-5239-01	10	17	162	20	51	16	23	0	10
TCGA-34-5240-01	12	22	85	14	43	22	13	5	2
TCGA-34-5241-01	9	24	107	13	33	28	40	2	1
TCGA-34-5927-01	15	16	95	23	104	37	30	0	4
TCGA-34-5928-01	26	35	72	27	62	190	21	19	4
TCGA-34-5929-01	4	6	105	5	70	60	14	15	1
TCGA-34-7107-01	12	28	70	20	120	24	34	11	3
TCGA-34-8454-01	28	21	244	2	56	298	23	35	4
TCGA-34-8455-01	4	33	426	5	95	22	25	0	4
TCGA-34-8456-01	4	3	10	1	19	2	6	3	1
TCGA-34-A5IX-01	20	0	145	29	70	26	50	2	10
TCGA-37-3783-01	23	35	68	10	66	215	28	51	2
TCGA-37-3789-01	21	7	100	12	61	123	16	23	4
TCGA-37-3792-01	18	42	670	3	195	81	86	9	17
TCGA-37-4129-01	0	0	0	2	0	0	4	0	0
TCGA-37-4130-01	6	43	981	49	221	33	57	6	23
TCGA-37-4132-01	22	27	211	7	57	17	40	0	4
TCGA-37-4133-01	2	36	98	60	75	31	42	4	15
TCGA-37-4135-01	4	31	179	20	103	21	29	0	3
TCGA-37-4141-01	11	11	219	31	76	23	18	0	16
TCGA-37-5819-01	8	70	567	39	164	32	27	9	10
TCGA-37-A5EL-01	23	22	256	28	106	51	22	15	8
TCGA-37-A5EM-01	21	26	200	15	74	35	50	11	0
TCGA-37-A5EN-01	6	21	94	21	94	20	31	8	4
TCGA-39-5011-01	17	36	571	3	77	60	3	22	4
TCGA-39-5016-01	23	74	216	54	46	23	34	0	11
TCGA-39-5019-01	12	7	82	18	60	15	27	1	4
TCGA-39-5021-01	7	21	86	4	34	13	20	5	7
TCGA-39-5022-01	11	0	22	2	52	132	14	20	0
TCGA-39-5024-01	15	30	23	11	54	81	39	5	7
TCGA-39-5028-01	11	15	34	13	12	97	16	24	0
TCGA-39-5029-01	11	20	32	16	33	27	33	6	4
TCGA-39-5030-01	11	0	39	120	19	59	21	7	1
TCGA-39-5031-01	68	43	85	0	141	386	0	94	0
TCGA-39-5034-01	7	49	523	25	96	33	46	0	0
TCGA-39-5035-01	21	4	22	20	70	49	3	8	3
TCGA-39-5036-01	10	15	121	29	70	31	38	9	5
TCGA-39-5037-01	10	26	115	27	49	13	39	15	5
TCGA-39-5039-01	14	14	87	20	39	6	28	0	1
TCGA-39-5040-01	13	35	365	24	90	25	26	5	8
TCGA-43-2576-01	13	40	406	0	114	23	54	0	5
TCGA-43-2578-01	4	28	246	0	91	19	29	5	9
TCGA-43-2581-01	12	43	886	16	119	27	27	0	10
TCGA-43-3394-01	1	15	80	10	14	13	41	0	0
TCGA-43-3920-01	18	10	97	2	100	74	23	6	4
TCGA-43-5668-01	8	52	526	33	137	22	42	0	4
TCGA-43-5670-01	5	8	7	6	61	63	4	15	1
TCGA-43-6143-01	7	16	161	13	121	32	42	7	2
TCGA-43-6647-01	1	20	88	13	25	20	22	4	7
TCGA-43-6770-01	4	10	79	12	90	27	41	0	8
TCGA-43-6771-01	8	11	159	13	51	8	3	0	2
TCGA-43-6773-01	8	10	3	5	22	10	12	5	1
TCGA-43-7656-01	5	26	209	18	105	16	49	0	1
TCGA-43-7657-01	5	1	62	24	32	14	19	1	6
TCGA-43-7658-01	26	13	104	20	60	15	14	9	1
TCGA-43-8115-01	12	0	89	24	49	23	49	12	0
TCGA-43-8116-01	15	19	189	26	77	69	54	5	5
TCGA-43-8118-01	35	18	406	17	120	131	42	10	15
TCGA-43-A474-01	9	18	241	52	71	25	27	24	8
TCGA-43-A475-01	18	0	143	23	60	31	28	0	2
TCGA-43-A56U-01	20	0	106	11	27	117	29	7	2
TCGA-43-A56V-01	8	16	154	6	39	20	21	2	10
TCGA-46-3765-01	14	19	77	2	99	36	16	22	7
TCGA-46-3767-01	5	7	85	1	35	12	19	0	3
TCGA-46-3768-01	8	29	124	0	112	31	35	5	8
TCGA-46-3769-01	37	40	529	12	174	257	37	43	17
TCGA-46-6025-01	14	1	34	16	106	40	18	0	4
TCGA-46-6026-01	8	41	71	26	55	35	16	12	0
TCGA-51-4079-01	24	27	231	13	109	53	29	10	14
TCGA-51-4080-01	9	4	176	16	101	10	33	3	0
TCGA-51-4081-01	5	23	108	7	51	10	30	6	8
TCGA-51-6867-01	21	36	347	9	167	92	83	22	5
TCGA-52-7622-01	1	17	147	11	90	10	53	1	8
TCGA-52-7809-01	17	31	61	24	99	55	8	2	11
TCGA-52-7810-01	10	45	112	0	105	202	19	40	2
TCGA-52-7811-01	7	14	75	7	44	13	24	0	3
TCGA-52-7812-01	23	23	193	11	64	37	20	0	0
TCGA-56-1622-01	12	4	148	22	43	8	34	8	8
TCGA-56-5897-01	7	0	17	3	41	38	17	3	0
TCGA-56-5898-01	12	6	79	6	42	15	15	2	5
TCGA-56-6545-01	11	21	135	9	98	60	17	11	4
TCGA-56-6546-01	22	11	218	15	102	10	32	0	6
TCGA-56-7221-01	14	34	133	9	73	65	24	14	0
TCGA-56-7222-01	14	36	216	14	103	39	54	0	13
TCGA-56-7223-01	25	28	108	15	120	21	45	2	9
TCGA-56-7579-01	13	41	118	8	23	52	43	5	14
TCGA-56-7580-01	2	0	62	11	61	12	19	4	0
TCGA-56-7582-01	5	18	52	18	78	6	15	6	6
TCGA-56-7730-01	17	35	230	39	72	14	48	0	7
TCGA-56-7731-01	6	14	197	8	132	32	50	0	4
TCGA-56-7822-01	20	31	132	23	42	155	30	28	6
TCGA-56-7823-01	18	18	187	18	58	18	33	0	4
TCGA-56-8082-01	26	0	99	42	73	14	27	0	0
TCGA-56-8083-01	5	15	109	19	24	6	13	0	8
TCGA-56-8201-01	10	0	76	13	47	23	27	0	3
TCGA-56-8304-01	25	0	151	6	65	21	32	4	0
TCGA-56-8305-01	17	24	260	13	85	31	50	10	0
TCGA-56-8307-01	14	11	300	24	109	26	38	0	3
TCGA-56-8308-01	25	18	212	35	63	35	47	0	0
TCGA-56-8309-01	7	1	55	7	49	10	32	0	0
TCGA-56-8503-01	14	0	33	0	31	94	18	19	0
TCGA-56-8504-01	7	20	145	11	64	7	31	1	5
TCGA-56-8622-01	7	44	114	22	54	24	25	0	2
TCGA-56-8624-01	6	6	55	17	13	38	10	10	3
TCGA-56-8625-01	34	37	172	35	97	162	15	52	2
TCGA-56-8626-01	19	0	114	23	108	34	20	4	0
TCGA-56-8628-01	14	10	296	5	123	8	52	0	8
TCGA-56-8629-01	9	3	109	18	99	23	13	0	4
TCGA-56-A49D-01	12	24	92	31	78	80	42	12	5
TCGA-56-A4BW-01	15	2	105	14	47	79	23	3	2
TCGA-56-A4BY-01	0	30	64	6	60	5	22	0	1
TCGA-56-A4ZJ-01	7	9	68	4	23	11	17	0	5
TCGA-56-A4ZK-01	8	11	83	8	112	35	31	1	7
TCGA-56-A5DS-01	32	2	74	20	57	46	24	4	4
TCGA-56-A62T-01	22	34	382	30	87	29	32	9	5
TCGA-58-8386-01	9	23	111	18	75	26	45	1	6
TCGA-58-8387-01	17	0	43	20	58	59	14	15	8
TCGA-58-8388-01	8	10	98	10	51	13	35	1	0
TCGA-58-8391-01	13	27	174	24	133	14	32	0	12
TCGA-58-8393-01	59	23	7	2	16	198	2	34	0
TCGA-58-A46J-01	6	16	93	14	36	22	25	0	5
TCGA-58-A46K-01	18	0	13	11	61	71	12	9	0
TCGA-58-A46L-01	6	9	124	17	81	28	6	6	3
TCGA-58-A46M-01	34	52	203	44	110	39	37	3	10
TCGA-58-A46N-01	10	21	93	14	93	8	21	0	4
TCGA-60-2695-01	18	0	110	20	56	24	30	0	14
TCGA-60-2697-01	0	0	11	2	0	0	0	0	1
TCGA-60-2698-01	91	85	232	0	180	679	31	95	2
TCGA-60-2703-01	4	33	144	13	82	47	38	4	1
TCGA-60-2704-01	14	16	64	30	48	34	32	9	5
TCGA-60-2707-01	12	4	45	11	2	36	26	5	0
TCGA-60-2708-01	10	3	72	34	56	41	26	10	6
TCGA-60-2709-01	0	35	87	1	43	12	28	2	3
TCGA-60-2710-01	11	9	72	22	85	8	31	7	9
TCGA-60-2711-01	9	6	62	14	36	17	10	0	3
TCGA-60-2712-01	0	21	34	11	11	16	12	5	2
TCGA-60-2713-01	33	0	100	12	107	33	28	0	11
TCGA-60-2714-01	7	56	699	61	75	97	55	35	15
TCGA-60-2715-01	7	0	25	24	60	8	14	17	5
TCGA-60-2716-01	0	0	0	11	4	0	0	7	0
TCGA-60-2719-01	9	5	82	35	85	13	42	6	3
TCGA-60-2720-01	18	9	203	0	108	136	40	8	2
TCGA-60-2721-01	13	30	13	7	57	111	18	19	2
TCGA-60-2722-01	21	17	125	10	90	53	54	18	4
TCGA-60-2723-01	16	1	162	14	120	10	28	0	3
TCGA-60-2724-01	19	28	277	8	30	20	59	0	4
TCGA-60-2725-01	0	7	76	5	59	18	22	0	2
TCGA-60-2726-01	14	31	139	16	138	39	42	2	7
TCGA-63-5128-01	20	6	147	9	134	16	37	0	6
TCGA-63-5131-01	7	30	114	11	111	54	26	18	23
TCGA-63-6202-01	0	37	261	23	37	14	26	16	2
TCGA-63-7020-01	1	12	103	5	46	9	35	8	8
TCGA-63-7021-01	14	7	103	3	93	21	64	3	0
TCGA-63-7022-01	15	2	76	9	68	20	37	5	7
TCGA-63-7023-01	6	2	75	13	33	15	33	1	5
TCGA-63-A5M9-01	10	12	26	22	28	8	23	3	3
TCGA-63-A5MB-01	23	2	153	30	125	27	36	14	5
TCGA-63-A5MG-01	5	0	50	20	34	13	16	0	2
TCGA-63-A5MH-01	15	15	47	5	69	87	23	18	4
TCGA-63-A5MI-01	4	19	47	18	48	69	27	24	11
TCGA-63-A5MJ-01	15	0	84	35	54	9	37	2	7
TCGA-63-A5ML-01	17	0	123	21	59	21	29	23	13
TCGA-63-A5MM-01	22	0	0	1062	0	48	272	6	0
TCGA-63-A5MN-01	0	9	2	9	18	4	0	3	3
TCGA-63-A5MP-01	8	26	71	34	63	0	26	4	2
TCGA-63-A5MR-01	6	36	41	1	51	48	13	29	0
TCGA-63-A5MS-01	25	11	157	20	86	125	54	2	8
TCGA-63-A5MT-01	10	6	64	18	66	80	44	10	0
TCGA-63-A5MU-01	18	36	64	27	59	53	15	0	1
TCGA-63-A5MV-01	7	6	55	7	45	8	11	13	1
TCGA-63-A5MW-01	18	29	191	31	179	55	38	18	27
TCGA-63-A5MY-01	2	14	87	11	61	15	19	6	2
TCGA-66-2727-01	9	7	111	14	43	24	28	9	6
TCGA-66-2734-01	8	11	142	7	46	3	22	1	9
TCGA-66-2742-01	0	16	113	27	62	8	47	0	7
TCGA-66-2744-01	13	0	114	10	37	34	24	10	8
TCGA-66-2754-01	22	34	74	22	119	32	23	0	20
TCGA-66-2755-01	6	9	149	5	76	6	37	0	1
TCGA-66-2756-01	3	39	375	19	100	25	62	2	8
TCGA-66-2757-01	9	0	164	3	80	18	35	7	2
TCGA-66-2758-01	22	0	108	13	144	104	27	1	7
TCGA-66-2759-01	28	41	171	55	101	101	38	1	11
TCGA-66-2763-01	22	16	242	25	111	42	31	0	5
TCGA-66-2765-01	9	0	27	12	42	5	12	2	3
TCGA-66-2766-01	25	46	160	12	118	92	30	18	6
TCGA-66-2767-01	4	56	182	29	74	25	31	13	0
TCGA-66-2769-01	7	5	126	23	157	59	52	0	22
TCGA-66-2770-01	13	16	135	22	80	9	26	17	0
TCGA-66-2771-01	1	36	87	0	74	71	27	25	6
TCGA-66-2773-01	51	87	52	0	134	325	0	109	0
TCGA-66-2777-01	18	26	43	18	75	11	21	0	0
TCGA-66-2778-01	10	14	7	9	61	56	11	17	0
TCGA-66-2780-01	13	0	54	10	65	22	11	0	4
TCGA-66-2781-01	10	4	56	4	60	18	12	0	3
TCGA-66-2782-01	28	31	210	8	87	63	31	7	1
TCGA-66-2783-01	19	38	120	15	40	31	32	8	5
TCGA-66-2785-01	75	0	225	21	19	958	109	47	13
TCGA-66-2786-01	12	13	53	19	85	62	29	5	5
TCGA-66-2787-01	14	23	314	1	148	32	36	1	3
TCGA-66-2788-01	8	23	107	4	44	43	11	9	7
TCGA-66-2789-01	2	52	165	9	114	39	55	0	0
TCGA-66-2791-01	12	45	96	15	100	63	41	10	0
TCGA-66-2792-01	10	19	39	24	71	4	5	0	5
TCGA-66-2793-01	15	0	149	19	125	8	62	1	5
TCGA-66-2794-01	8	14	41	26	31	55	14	14	0
TCGA-66-2795-01	20	5	163	33	82	23	15	14	8
TCGA-66-2800-01	7	35	108	26	53	8	16	3	2
TCGA-68-7755-01	14	24	140	33	67	19	25	9	7
TCGA-68-7756-01	1	5	52	13	35	4	5	3	0
TCGA-68-7757-01	4	6	234	22	67	9	30	0	6
TCGA-68-8250-01	8	21	161	13	90	23	53	0	7
TCGA-68-8251-01	27	6	26	91	66	129	0	46	0
TCGA-68-A59J-01	21	20	198	10	87	93	21	15	3
TCGA-6A-AB49-01	12	14	290	12	107	22	32	0	3
TCGA-70-6722-01	23	4	237	9	66	21	0	3	0
TCGA-70-6723-01	10	14	40	21	31	3	13	0	8
TCGA-77-6842-01	7	18	197	17	102	45	66	8	0
TCGA-77-6843-01	12	0	49	18	62	32	33	8	10
TCGA-77-6844-01	3	46	87	8	39	26	23	13	1
TCGA-77-6845-01	19	0	110	5	93	25	27	2	11
TCGA-77-7139-01	15	12	82	14	65	11	26	9	2
TCGA-77-7140-01	6	14	45	9	82	38	24	9	2
TCGA-77-7141-01	29	0	223	26	99	374	58	50	13
TCGA-77-7142-01	27	4	128	51	45	31	34	11	0
TCGA-77-7335-01	5	35	66	22	57	71	22	10	4
TCGA-77-7337-01	27	13	139	17	142	39	37	0	11
TCGA-77-7338-01	2	0	37	18	32	44	24	14	0
TCGA-77-7463-01	19	11	262	15	94	34	47	3	3
TCGA-77-7465-01	24	11	206	25	148	16	33	6	13
TCGA-77-8007-01	2	14	40	17	24	9	9	2	2
TCGA-77-8008-01	4	28	102	8	45	0	23	0	10
TCGA-77-8009-01	17	24	46	14	55	16	23	10	7
TCGA-77-8128-01	19	1	167	31	98	19	39	0	4
TCGA-77-8130-01	10	9	77	28	59	7	33	1	2
TCGA-77-8131-01	2	7	24	8	8	20	18	0	0
TCGA-77-8133-01	21	31	238	26	94	9	39	11	2
TCGA-77-8136-01	28	5	124	10	50	293	23	30	0
TCGA-77-8138-01	8	0	43	10	35	5	20	4	1
TCGA-77-8139-01	6	10	94	25	54	27	30	11	6
TCGA-77-8140-01	10	11	160	0	159	63	24	23	7
TCGA-77-8143-01	2	10	70	17	35	14	25	7	3
TCGA-77-8144-01	21	22	217	14	119	31	47	7	4
TCGA-77-8145-01	10	5	31	19	31	24	25	1	4
TCGA-77-8146-01	8	21	71	5	70	8	16	5	0
TCGA-77-8148-01	14	27	95	39	105	2	30	14	3
TCGA-77-8150-01	0	10	58	25	37	10	5	2	2
TCGA-77-8153-01	5	14	82	20	37	16	45	0	3
TCGA-77-8154-01	15	16	80	17	102	9	12	2	3
TCGA-77-8156-01	16	15	121	26	43	12	28	1	9
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0
TCGA-77-A5G1-01	6	5	78	1	75	10	20	5	1
TCGA-77-A5G3-01	51	54	377	46	118	97	28	0	5
TCGA-77-A5G6-01	18	8	337	29	168	22	25	2	5
TCGA-77-A5G7-01	0	7	28	7	39	10	23	8	6
TCGA-77-A5G8-01	24	10	108	26	63	12	35	0	0
TCGA-77-A5GA-01	8	20	60	29	53	10	5	6	3
TCGA-77-A5GB-01	23	0	8	14	40	68	14	4	0
TCGA-77-A5GF-01	11	5	49	10	36	20	9	6	0
TCGA-77-A5GH-01	20	17	102	15	80	61	28	16	4
TCGA-79-5596-01	7	19	108	14	74	4	25	0	0
TCGA-85-6175-01	4	1	2	15	23	1	0	8	0
TCGA-85-6560-01	22	0	179	52	131	44	69	0	21
TCGA-85-6561-01	18	5	103	6	85	48	24	9	7
TCGA-85-6798-01	10	3	98	27	103	40	42	7	11
TCGA-85-7696-01	22	26	64	24	69	22	23	12	1
TCGA-85-7697-01	25	23	132	14	71	27	40	5	5
TCGA-85-7698-01	9	20	31	13	47	25	19	0	3
TCGA-85-7699-01	0	23	68	22	82	13	31	0	4
TCGA-85-7710-01	10	27	47	11	80	45	22	2	0
TCGA-85-7843-01	3	28	89	18	53	57	37	2	6
TCGA-85-7844-01	7	16	81	20	48	2	38	0	4
TCGA-85-7950-01	11	24	155	13	25	50	34	8	8
TCGA-85-8048-01	13	5	52	21	33	12	16	0	0
TCGA-85-8049-01	8	25	105	17	48	16	23	13	12
TCGA-85-8052-01	6	19	39	19	29	8	26	2	8
TCGA-85-8070-01	3	17	105	16	74	27	26	3	6
TCGA-85-8071-01	13	41	222	19	118	25	36	0	8
TCGA-85-8072-01	1	32	53	24	71	10	27	0	9
TCGA-85-8276-01	10	26	115	10	78	35	63	5	9
TCGA-85-8277-01	18	36	71	15	112	28	16	3	2
TCGA-85-8287-01	6	27	102	14	82	31	43	2	10
TCGA-85-8288-01	5	35	91	41	81	16	21	1	14
TCGA-85-8350-01	27	17	202	18	78	33	18	2	5
TCGA-85-8351-01	2	10	55	26	43	17	28	1	5
TCGA-85-8352-01	15	9	145	8	77	41	17	11	4
TCGA-85-8353-01	8	14	77	13	66	10	29	0	5
TCGA-85-8354-01	15	1	49	18	93	57	23	15	0
TCGA-85-8355-01	4	38	92	3	111	3	23	5	3
TCGA-85-8479-01	12	16	23	25	50	3	17	2	0
TCGA-85-8481-01	4	33	207	19	34	27	57	0	7
TCGA-85-8580-01	11	0	151	14	91	2	44	23	6
TCGA-85-8582-01	17	0	254	20	52	23	17	0	11
TCGA-85-8584-01	3	37	198	5	40	25	9	10	3
TCGA-85-8664-01	13	0	112	23	72	26	24	6	5
TCGA-85-8666-01	18	15	128	5	56	29	31	6	8
TCGA-85-A4CL-01	117	98	17	0	198	502	0	102	0
TCGA-85-A4CN-01	3	19	86	16	74	8	30	0	3
TCGA-85-A4JB-01	25	25	290	3	152	23	57	0	11
TCGA-85-A4JC-01	25	7	88	5	92	80	20	7	1
TCGA-85-A4PA-01	0	0	3	9	0	0	0	0	1
TCGA-85-A4QQ-01	20	29	46	1	44	185	28	42	1
TCGA-85-A4QR-01	17	5	53	37	61	41	43	9	13
TCGA-85-A50M-01	2	15	37	11	24	8	0	5	2
TCGA-85-A50Z-01	6	35	301	0	105	58	66	0	0
TCGA-85-A510-01	11	5	119	15	24	3	8	0	0
TCGA-85-A511-01	4	21	131	0	54	21	17	12	4
TCGA-85-A512-01	10	9	55	1	63	31	24	2	5
TCGA-85-A513-01	2	9	0	5	8	1	0	0	3
TCGA-85-A53L-01	2	3	100	12	109	6	12	0	0
TCGA-85-A5B5-01	8	21	234	10	152	7	26	3	5
TCGA-90-7766-01	2	12	30	9	50	14	15	3	0
TCGA-90-7767-01	7	14	40	9	52	7	9	0	0
TCGA-90-7769-01	28	37	332	23	131	22	44	6	6
TCGA-90-7964-01	38	42	233	3	110	98	47	24	0
TCGA-90-A4ED-01	1361	1347	0	0	0	0	0	32	0
TCGA-90-A4EE-01	41	37	102	10	102	110	34	17	0
TCGA-90-A59Q-01	3	19	248	18	53	4	5	3	1
TCGA-92-7340-01	27	18	177	37	100	139	49	6	4
